,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
1,N.Arenado o0.5 RBI,Thespinzone,125,0.13,0.2925,0.1624999999999999,N.Arenado,St. Louis Cardinals,Oakland Athletics,1.0,0.4513274336283185,0.0,1.0,1.0,0.8,1.0
4,Y.Diaz o0.5 RBI,Thespinzone,148,0.15,0.372,0.222,Y.Diaz,Houston Astros,Miami Marlins,0.0,0.4210526315789473,0.0,1.0,1.0,0.8,1.0
5,M.Olson o0.5 RBI,Thespinzone,100,0.1,0.2,0.1,M.Olson,Atlanta Braves,New York Yankees,1.0,,,,,,
13,Y.Diaz o0.5 RBI,Thespinzone,148,0.15,0.372,0.222,Y.Diaz,Houston Astros,Miami Marlins,0.0,,,,,,
16,M.Garver o0.5 RBI,Thespinzone,155,0.1,0.255,0.155,M.Garver,Texas Rangers,Los Angeles Angels,1.0,,,,,,
