,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Rich Hill,Pittsburgh Pirates,Detroit Tigers,0,6.0,1,0,0,2,7,0
1,1,Robert Stephenson,Pittsburgh Pirates,Detroit Tigers,0,1.0,0,0,0,1,2,0
2,2,Jose Hernandez,Pittsburgh Pirates,Detroit Tigers,0,1.0,0,0,0,0,2,0
3,3,Dauri Moreta,Pittsburgh Pirates,Detroit Tigers,0,1.0,0,0,0,0,3,0
4,4,Eduardo Rodriguez,Detroit Tigers,Pittsburgh Pirates,1,5.0,6,4,4,2,5,1
5,5,Tyler Alexander,Detroit Tigers,Pittsburgh Pirates,1,1.1,6,4,2,0,1,0
6,6,José Cisnero,Detroit Tigers,Pittsburgh Pirates,1,0.2,1,0,0,0,0,0
7,7,Tyler Holton,Detroit Tigers,Pittsburgh Pirates,1,2.0,1,0,0,0,3,0
8,0,Graham Ashcraft,Cincinnati Reds,Colorado Rockies,0,5.0,10,7,7,1,3,0
9,1,Lucas Sims,Cincinnati Reds,Colorado Rockies,0,0.1,2,4,4,1,0,0
10,2,Silvino Bracho,Cincinnati Reds,Colorado Rockies,0,1.2,1,0,0,0,1,0
11,3,Kevin Herget,Cincinnati Reds,Colorado Rockies,0,1.0,0,0,0,1,0,0
12,4,Austin Gomber,Colorado Rockies,Cincinnati Reds,1,4.1,8,5,5,2,1,1
13,5,Fernando Abad,Colorado Rockies,Cincinnati Reds,1,0.2,1,0,0,0,0,0
14,6,Brent Suter,Colorado Rockies,Cincinnati Reds,1,1.0,0,0,0,1,0,0
15,7,Jake Bird,Colorado Rockies,Cincinnati Reds,1,2.0,2,0,0,1,2,0
16,8,Riley Pint,Colorado Rockies,Cincinnati Reds,1,0.1,1,1,1,3,0,0
17,9,Pierce Johnson,Colorado Rockies,Cincinnati Reds,1,0.2,0,0,0,0,1,0
18,0,Sonny Gray,Minnesota Twins,Los Angeles Dodgers,0,4.0,5,2,2,3,4,0
19,1,Jovani Moran,Minnesota Twins,Los Angeles Dodgers,0,1.0,1,0,0,0,1,0
20,2,José De León,Minnesota Twins,Los Angeles Dodgers,0,1.2,2,2,2,0,3,0
21,3,Emilio Pagán,Minnesota Twins,Los Angeles Dodgers,0,0.1,1,3,3,2,0,1
22,4,Cole Sands,Minnesota Twins,Los Angeles Dodgers,0,1.0,0,0,0,0,0,0
23,5,Dustin May,Los Angeles Dodgers,Minnesota Twins,1,1.0,1,0,0,0,2,0
24,6,Dylan Covey,Los Angeles Dodgers,Minnesota Twins,1,4.0,5,2,2,1,3,2
25,7,Victor González,Los Angeles Dodgers,Minnesota Twins,1,1.0,0,0,0,0,1,0
26,8,Caleb Ferguson,Los Angeles Dodgers,Minnesota Twins,1,0.2,2,1,0,0,2,0
27,9,Brusdar Graterol,Los Angeles Dodgers,Minnesota Twins,1,1.1,0,0,0,0,1,0
28,10,Evan Phillips,Los Angeles Dodgers,Minnesota Twins,1,1.0,0,0,0,0,2,0
