,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Kevin Gausman,Toronto Blue Jays,Miami Marlins,0,6.0,8,3,3,1,6,0
1,Erik Swanson,Toronto Blue Jays,Miami Marlins,0,1.0,0,0,0,0,0,0
2,Trevor Richards,Toronto Blue Jays,Miami Marlins,0,1.0,0,0,0,0,1,0
3,Jordan Romano,Toronto Blue Jays,Miami Marlins,0,1.0,1,0,0,1,2,0
4,Sandy Alcantara,Miami Marlins,Toronto Blue Jays,1,7.0,10,5,5,2,6,0
5,Steven Okert,Miami Marlins,Toronto Blue Jays,1,1.0,1,1,1,0,2,1
6,Huascar Brazoban,Miami Marlins,Toronto Blue Jays,1,1.0,0,0,0,0,0,0
0,Tyler Wells,Baltimore Orioles,Tampa Bay Rays,0,5.0,4,4,2,3,6,2
1,Logan Gillaspie,Baltimore Orioles,Tampa Bay Rays,0,0.1,1,0,0,1,0,0
2,Keegan Akin,Baltimore Orioles,Tampa Bay Rays,0,1.2,3,2,2,0,2,0
3,Cole Irvin,Baltimore Orioles,Tampa Bay Rays,0,1.0,2,1,1,1,2,0
4,Taj Bradley,Tampa Bay Rays,Baltimore Orioles,1,6.0,3,1,1,0,8,1
5,Colin Poche,Tampa Bay Rays,Baltimore Orioles,1,1.0,0,0,0,0,1,0
6,Kevin Kelly,Tampa Bay Rays,Baltimore Orioles,1,1.0,0,0,0,0,0,0
7,Zack Littell,Tampa Bay Rays,Baltimore Orioles,1,1.0,1,1,1,0,2,1
0,Jake Bird,Colorado Rockies,Cincinnati Reds,0,2.0,2,0,0,0,1,0
1,Karl Kauffmann,Colorado Rockies,Cincinnati Reds,0,2.0,1,3,3,2,1,0
2,Matt Carasiti,Colorado Rockies,Cincinnati Reds,0,2.0,3,0,0,0,3,0
3,Pierce Johnson,Colorado Rockies,Cincinnati Reds,0,1.0,0,0,0,1,2,0
4,Daniel Bard,Colorado Rockies,Cincinnati Reds,0,1.0,3,2,2,2,2,1
5,Andrew Abbott,Cincinnati Reds,Colorado Rockies,1,6.0,4,3,3,0,10,3
