,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Jordan Lyles,Kansas City Royals,Chicago White Sox,0,5.0,7,7,7,0,3,1
1,Taylor Clarke,Kansas City Royals,Chicago White Sox,0,1.0,1,2,1,1,2,0
2,Collin Snider,Kansas City Royals,Chicago White Sox,0,1.0,0,0,0,0,0,0
3,Angel Zerpa,Kansas City Royals,Chicago White Sox,0,1.0,1,0,0,0,0,0
4,Carlos Hernández,Kansas City Royals,Chicago White Sox,0,1.0,1,1,1,1,1,0
5,Touki Toussaint,Chicago White Sox,Kansas City Royals,1,1.0,6,8,8,2,1,1
6,Luis Patiño,Chicago White Sox,Kansas City Royals,1,3.0,3,1,1,2,2,0
7,Tanner Banks,Chicago White Sox,Kansas City Royals,1,2.0,0,0,0,0,2,0
8,Deivi García,Chicago White Sox,Kansas City Royals,1,1.0,1,1,1,1,1,0
9,Aaron Bummer,Chicago White Sox,Kansas City Royals,1,1.1,1,0,0,0,4,0
10,Michael Kopech,Chicago White Sox,Kansas City Royals,1,0.2,1,1,1,1,1,0
0,Randy Vásquez,New York Yankees,Boston Red Sox,0,3.2,3,2,2,1,3,1
1,Jhony Brito,New York Yankees,Boston Red Sox,0,2.1,3,0,0,1,2,0
2,Tommy Kahnle,New York Yankees,Boston Red Sox,0,1.0,0,0,0,0,1,0
3,Wandy Peralta,New York Yankees,Boston Red Sox,0,1.0,1,0,0,0,2,0
4,Clay Holmes,New York Yankees,Boston Red Sox,0,1.0,0,0,0,3,0,0
5,Nick Pivetta,Boston Red Sox,New York Yankees,1,5.1,4,3,3,1,10,0
6,Mauricio Llovera,Boston Red Sox,New York Yankees,1,1.2,1,0,0,1,1,0
7,John Schreiber,Boston Red Sox,New York Yankees,1,2.0,0,0,0,1,3,0
0,Brady Singer,Kansas City Royals,Chicago White Sox,0,5.1,9,6,6,2,2,0
1,Jackson Kowar,Kansas City Royals,Chicago White Sox,0,1.2,0,0,0,1,2,0
2,Brad Keller,Kansas City Royals,Chicago White Sox,0,1.0,0,0,0,2,0,0
3,Dylan Cease,Chicago White Sox,Kansas City Royals,1,5.1,4,1,1,1,8,0
4,Bryan Shaw,Chicago White Sox,Kansas City Royals,1,1.2,1,0,0,0,3,0
5,Lane Ramsey,Chicago White Sox,Kansas City Royals,1,0.2,2,1,1,1,1,0
6,Gregory Santos,Chicago White Sox,Kansas City Royals,1,1.1,0,0,0,0,2,0
0,Adam Wainwright,St. Louis Cardinals,Baltimore Orioles,0,5.0,7,2,2,3,3,0
1,Giovanny Gallegos,St. Louis Cardinals,Baltimore Orioles,0,0.2,1,0,0,0,1,0
2,Matthew Liberatore,St. Louis Cardinals,Baltimore Orioles,0,1.1,1,0,0,1,0,0
3,John King,St. Louis Cardinals,Baltimore Orioles,0,1.0,0,0,0,1,0,0
4,Ryan Helsley,St. Louis Cardinals,Baltimore Orioles,0,1.0,0,0,0,0,0,0
5,John Means,Baltimore Orioles,St. Louis Cardinals,1,5.0,5,3,3,0,1,2
6,Jorge López,Baltimore Orioles,St. Louis Cardinals,1,1.2,1,2,2,1,2,1
7,Cionel Pérez,Baltimore Orioles,St. Louis Cardinals,1,0.1,1,0,0,0,0,0
8,Cole Irvin,Baltimore Orioles,St. Louis Cardinals,1,2.0,2,0,0,0,1,0
0,Joan Adon,Washington Nationals,Pittsburgh Pirates,0,4.0,8,4,4,6,4,1
1,Robert Garcia,Washington Nationals,Pittsburgh Pirates,0,1.0,0,0,0,2,1,0
2,Amos Willingham,Washington Nationals,Pittsburgh Pirates,0,2.0,2,1,1,2,0,0
3,Andrés Machado,Washington Nationals,Pittsburgh Pirates,0,1.0,1,0,0,0,0,0
4,Bailey Falter,Pittsburgh Pirates,Washington Nationals,1,6.0,4,1,1,1,4,0
5,Carmen Mlodzinski,Pittsburgh Pirates,Washington Nationals,1,1.0,2,0,0,0,1,0
6,Colin Holderman,Pittsburgh Pirates,Washington Nationals,1,1.0,0,0,0,1,0,0
7,Ryan Borucki,Pittsburgh Pirates,Washington Nationals,1,1.0,0,0,0,0,1,0
0,Brandon Williamson,Cincinnati Reds,Detroit Tigers,0,4.0,7,5,5,2,4,1
1,Fernando Cruz,Cincinnati Reds,Detroit Tigers,0,1.0,1,0,0,0,1,0
2,Daniel Duarte,Cincinnati Reds,Detroit Tigers,0,1.0,0,0,0,0,2,0
3,Lucas Sims,Cincinnati Reds,Detroit Tigers,0,1.0,0,0,0,0,0,0
4,Ian Gibaut,Cincinnati Reds,Detroit Tigers,0,1.0,1,0,0,0,2,0
5,Alexis Díaz,Cincinnati Reds,Detroit Tigers,0,1.0,0,0,0,0,1,0
6,Buck Farmer,Cincinnati Reds,Detroit Tigers,0,1.0,0,0,0,0,1,0
7,Joey Wentz,Detroit Tigers,Cincinnati Reds,1,2.2,6,5,2,3,1,0
8,Beau Brieske,Detroit Tigers,Cincinnati Reds,1,2.0,2,0,0,1,4,0
9,Will Vest,Detroit Tigers,Cincinnati Reds,1,1.1,0,0,0,0,4,0
10,Tyler Holton,Detroit Tigers,Cincinnati Reds,1,1.2,0,0,0,0,0,0
11,Jason Foley,Detroit Tigers,Cincinnati Reds,1,1.1,0,0,0,0,0,0
12,Alex Lange,Detroit Tigers,Cincinnati Reds,1,1.0,1,1,0,0,1,0
0,Max Fried,Atlanta Braves,Philadelphia Phillies,0,5.0,4,1,1,2,6,1
1,Michael Tonkin,Atlanta Braves,Philadelphia Phillies,0,2.0,2,1,1,2,3,0
2,Joe Jiménez,Atlanta Braves,Philadelphia Phillies,0,0.1,3,3,3,0,0,2
3,A.J. Minter,Atlanta Braves,Philadelphia Phillies,0,0.2,0,0,0,1,2,0
4,Raisel Iglesias,Atlanta Braves,Philadelphia Phillies,0,1.0,3,1,1,0,1,1
5,Brad Hand,Atlanta Braves,Philadelphia Phillies,0,1.0,0,0,0,0,1,0
6,Zack Wheeler,Philadelphia Phillies,Atlanta Braves,1,5.0,7,6,6,3,4,3
7,Seranthony Domínguez,Philadelphia Phillies,Atlanta Braves,1,1.2,1,0,0,0,1,0
8,Yunior Marte,Philadelphia Phillies,Atlanta Braves,1,1.1,1,0,0,1,1,0
9,José Alvarado,Philadelphia Phillies,Atlanta Braves,1,1.0,0,0,0,1,2,0
10,Craig Kimbrel,Philadelphia Phillies,Atlanta Braves,1,1.0,1,1,0,0,0,0
0,Max Scherzer,Texas Rangers,Toronto Blue Jays,0,5.1,3,0,0,1,2,0
1,José Leclerc,Texas Rangers,Toronto Blue Jays,0,1.0,1,1,1,0,1,0
2,Brock Burke,Texas Rangers,Toronto Blue Jays,0,0.1,2,1,1,0,0,0
3,Chris Stratton,Texas Rangers,Toronto Blue Jays,0,1.1,0,0,0,0,0,0
4,Aroldis Chapman,Texas Rangers,Toronto Blue Jays,0,1.0,1,1,1,0,2,1
5,Hyun Jin Ryu,Toronto Blue Jays,Texas Rangers,1,6.0,5,3,3,1,5,1
6,Yimi García,Toronto Blue Jays,Texas Rangers,1,0.2,2,2,2,0,1,0
7,Tim Mayza,Toronto Blue Jays,Texas Rangers,1,0.1,1,0,0,0,1,0
8,Erik Swanson,Toronto Blue Jays,Texas Rangers,1,1.0,0,0,0,0,0,0
9,Trevor Richards,Toronto Blue Jays,Texas Rangers,1,1.0,1,1,1,3,1,0
0,Carlos Rodón,New York Yankees,Boston Red Sox,0,5.0,4,1,1,4,9,1
1,Zach McAllister,New York Yankees,Boston Red Sox,0,1.0,1,0,0,1,1,0
2,Anthony Misiewicz,New York Yankees,Boston Red Sox,0,1.0,0,0,0,1,1,0
3,Matt Bowman,New York Yankees,Boston Red Sox,0,1.0,1,0,0,1,1,0
4,Nick Ramirez,New York Yankees,Boston Red Sox,0,1.0,0,0,0,0,1,0
5,Kutter Crawford,Boston Red Sox,New York Yankees,1,4.2,3,1,1,3,7,0
6,Josh Winckowski,Boston Red Sox,New York Yankees,1,1.1,1,1,1,2,0,0
7,Brennan Bernardino,Boston Red Sox,New York Yankees,1,0.1,1,0,0,0,1,0
8,Zack Weiss,Boston Red Sox,New York Yankees,1,0.2,0,0,0,0,2,0
9,Chris Martin,Boston Red Sox,New York Yankees,1,1.0,2,0,0,0,2,0
10,Kenley Jansen,Boston Red Sox,New York Yankees,1,0.0,1,2,1,1,0,0
11,Nick Robertson,Boston Red Sox,New York Yankees,1,1.0,1,0,0,1,3,0
0,Ryne Nelson,Arizona Diamondbacks,New York Mets,0,4.1,7,6,6,2,3,2
1,Joe Mantiply,Arizona Diamondbacks,New York Mets,0,1.0,2,0,0,1,2,0
2,Miguel Castro,Arizona Diamondbacks,New York Mets,0,0.2,1,0,0,0,1,0
3,Scott McGough,Arizona Diamondbacks,New York Mets,0,2.0,3,1,1,0,3,1
4,José Butto,New York Mets,Arizona Diamondbacks,1,5.0,2,1,1,3,7,0
5,Grant Hartwig,New York Mets,Arizona Diamondbacks,1,1.0,2,1,1,1,0,0
