,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Luis Severino,New York Yankees,Detroit Tigers,0,7.0,5,0,0,0,8,0
1,Jonathan Loáisiga,New York Yankees,Detroit Tigers,0,1.0,0,0,0,0,1,0
2,Clay Holmes,New York Yankees,Detroit Tigers,0,1.0,2,1,1,0,1,1
3,Reese Olson,Detroit Tigers,New York Yankees,1,4.1,3,1,1,4,10,0
4,Brendan White,Detroit Tigers,New York Yankees,1,1.2,0,0,0,0,1,0
5,Beau Brieske,Detroit Tigers,New York Yankees,1,1.0,2,2,2,0,3,2
6,José Cisnero,Detroit Tigers,New York Yankees,1,1.0,2,1,1,1,1,0
7,Alex Lange,Detroit Tigers,New York Yankees,1,1.0,0,0,0,1,1,0
0,Lucas Giolito,Los Angeles Angels,Philadelphia Phillies,0,5.2,4,5,5,4,6,3
1,Aaron Loup,Los Angeles Angels,Philadelphia Phillies,0,0.2,1,0,0,0,0,0
2,Dominic Leone,Los Angeles Angels,Philadelphia Phillies,0,1.2,2,1,1,2,0,0
3,Taijuan Walker,Philadelphia Phillies,Los Angeles Angels,1,5.2,8,3,3,2,6,0
4,Matt Strahm,Philadelphia Phillies,Los Angeles Angels,1,0.2,3,1,1,0,1,0
5,Jeff Hoffman,Philadelphia Phillies,Los Angeles Angels,1,0.2,0,0,0,0,0,0
6,Gregory Soto,Philadelphia Phillies,Los Angeles Angels,1,1.0,0,0,0,0,1,0
7,Craig Kimbrel,Philadelphia Phillies,Los Angeles Angels,1,1.0,0,0,0,0,0,0
0,Michael Kopech,Chicago White Sox,Baltimore Orioles,0,4.0,7,4,4,4,5,0
1,Sammy Peralta,Chicago White Sox,Baltimore Orioles,0,3.0,0,0,0,1,2,0
2,Edgar Navarro,Chicago White Sox,Baltimore Orioles,0,1.0,4,5,5,0,0,1
3,Grayson Rodriguez,Baltimore Orioles,Chicago White Sox,1,6.0,1,0,0,1,6,0
4,Jacob Webb,Baltimore Orioles,Chicago White Sox,1,0.2,1,0,0,1,0,0
5,DL Hall,Baltimore Orioles,Chicago White Sox,1,1.1,0,0,0,0,1,0
6,Shintaro Fujinami,Baltimore Orioles,Chicago White Sox,1,1.0,0,0,0,0,1,0
0,Josiah Gray,Washington Nationals,Toronto Blue Jays,0,2.0,4,4,4,4,2,0
1,Robert Garcia,Washington Nationals,Toronto Blue Jays,0,2.0,2,1,1,0,2,1
2,Andrés Machado,Washington Nationals,Toronto Blue Jays,0,2.0,3,1,1,1,1,0
3,Jose Ferrer,Washington Nationals,Toronto Blue Jays,0,1.0,0,0,0,0,0,0
4,Jordan Weems,Washington Nationals,Toronto Blue Jays,0,1.0,0,0,0,1,1,0
5,Kevin Gausman,Toronto Blue Jays,Washington Nationals,1,5.0,7,3,3,2,7,0
6,Trevor Richards,Toronto Blue Jays,Washington Nationals,1,2.0,0,0,0,0,1,0
7,Génesis Cabrera,Toronto Blue Jays,Washington Nationals,1,1.0,0,0,0,0,0,0
8,Jordan Hicks,Toronto Blue Jays,Washington Nationals,1,1.0,0,0,0,1,0,0
0,Cristian Javier,Houston Astros,Boston Red Sox,0,4.0,6,4,4,6,4,1
1,Kendall Graveman,Houston Astros,Boston Red Sox,0,1.0,0,0,0,1,1,0
2,José Urquidy,Houston Astros,Boston Red Sox,0,4.0,4,1,1,2,1,0
3,Chris Sale,Boston Red Sox,Houston Astros,1,4.2,7,3,3,2,6,1
4,Kyle Barraclough,Boston Red Sox,Houston Astros,1,4.1,11,10,10,5,1,2
0,Jon Gray,Texas Rangers,New York Mets,0,6.0,4,3,3,1,9,2
1,Martín Pérez,Texas Rangers,New York Mets,0,2.0,0,0,0,0,2,0
2,José Leclerc,Texas Rangers,New York Mets,0,1.0,0,0,0,1,2,0
3,Tylor Megill,New York Mets,Texas Rangers,1,6.0,5,1,1,1,8,0
4,Sean Reid-Foley,New York Mets,Texas Rangers,1,1.0,1,0,0,0,1,0
5,Brooks Raley,New York Mets,Texas Rangers,1,0.1,1,1,1,1,0,0
6,Sam Coonrod,New York Mets,Texas Rangers,1,0.2,0,0,0,1,0,0
7,Trevor Gott,New York Mets,Texas Rangers,1,1.0,3,2,2,1,3,0
0,Xzavion Curry,Cleveland Guardians,Minnesota Twins,0,2.0,6,6,6,1,2,1
1,Daniel Norris,Cleveland Guardians,Minnesota Twins,0,2.0,4,4,4,1,1,2
2,Eli Morgan,Cleveland Guardians,Minnesota Twins,0,1.1,1,0,0,1,4,0
3,Enyel De Los Santos,Cleveland Guardians,Minnesota Twins,0,1.2,0,0,0,1,3,0
4,James Karinchak,Cleveland Guardians,Minnesota Twins,0,1.0,1,0,0,1,1,0
5,Kenta Maeda,Minnesota Twins,Cleveland Guardians,1,4.0,7,6,6,1,3,1
6,Kody Funderburk,Minnesota Twins,Cleveland Guardians,1,2.0,0,0,0,0,3,0
7,Josh Winder,Minnesota Twins,Cleveland Guardians,1,3.0,0,0,0,0,1,0
0,Blake Snell,San Diego Padres,St. Louis Cardinals,0,7.0,2,0,0,5,9,0
1,Robert Suarez,San Diego Padres,St. Louis Cardinals,0,1.0,1,1,1,0,1,1
2,Josh Hader,San Diego Padres,St. Louis Cardinals,0,1.0,1,0,0,0,2,0
3,Adam Wainwright,St. Louis Cardinals,San Diego Padres,1,6.0,8,1,1,3,1,0
4,Andre Pallante,St. Louis Cardinals,San Diego Padres,1,1.0,2,1,1,1,0,0
5,Jacob Barnes,St. Louis Cardinals,San Diego Padres,1,2.0,2,2,2,1,0,0
0,Wade Miley,Milwaukee Brewers,Chicago Cubs,0,6.0,4,2,2,0,1,2
1,Elvis Peguero,Milwaukee Brewers,Chicago Cubs,0,1.0,0,0,0,1,1,0
2,Joel Payamps,Milwaukee Brewers,Chicago Cubs,0,1.0,1,0,0,0,1,0
3,Hoby Milner,Milwaukee Brewers,Chicago Cubs,0,1.0,0,0,0,0,1,0
4,Jameson Taillon,Chicago Cubs,Milwaukee Brewers,1,6.0,9,5,4,0,6,2
5,Drew Smyly,Chicago Cubs,Milwaukee Brewers,1,1.0,2,1,1,0,2,0
6,Jose Cuas,Chicago Cubs,Milwaukee Brewers,1,2.0,0,0,0,0,1,0
0,Johan Oviedo,Pittsburgh Pirates,Kansas City Royals,0,9.0,2,0,0,2,5,0
1,Zack Greinke,Kansas City Royals,Pittsburgh Pirates,1,4.2,6,2,2,2,2,0
2,Tucker Davidson,Kansas City Royals,Pittsburgh Pirates,1,1.1,0,0,0,1,2,0
3,Taylor Hearn,Kansas City Royals,Pittsburgh Pirates,1,1.0,4,2,2,0,0,0
4,Jackson Kowar,Kansas City Royals,Pittsburgh Pirates,1,1.0,2,1,1,0,1,0
5,Carlos Hernández,Kansas City Royals,Pittsburgh Pirates,1,1.0,0,0,0,1,0,0
0,Bryce Elder,Atlanta Braves,Colorado Rockies,0,6.0,8,4,4,1,4,1
1,A.J. Minter,Atlanta Braves,Colorado Rockies,0,1.0,0,0,0,0,2,0
2,Joe Jiménez,Atlanta Braves,Colorado Rockies,0,1.0,1,0,0,0,3,0
3,Brad Hand,Atlanta Braves,Colorado Rockies,0,1.0,0,0,0,0,2,0
4,Austin Gomber,Colorado Rockies,Atlanta Braves,1,2.2,4,2,2,2,1,1
5,Karl Kauffmann,Colorado Rockies,Atlanta Braves,1,3.0,4,3,3,0,1,1
6,Evan Justice,Colorado Rockies,Atlanta Braves,1,0.2,2,3,3,1,0,0
7,Tommy Doyle,Colorado Rockies,Atlanta Braves,1,1.2,4,1,1,1,1,0
8,Daniel Bard,Colorado Rockies,Atlanta Braves,1,1.0,4,5,4,1,2,0
0,Kyle Muller,Oakland Athletics,Seattle Mariners,0,4.0,9,6,6,3,6,2
1,Adrián Martinez,Oakland Athletics,Seattle Mariners,0,4.0,5,1,1,1,1,0
2,Bryan Woo,Seattle Mariners,Oakland Athletics,1,6.0,3,0,0,1,5,0
3,Tayler Saucedo,Seattle Mariners,Oakland Athletics,1,1.0,0,0,0,0,1,0
4,Isaiah Campbell,Seattle Mariners,Oakland Athletics,1,1.0,0,0,0,1,1,0
5,Trent Thornton,Seattle Mariners,Oakland Athletics,1,1.0,1,0,0,0,0,0
0,Andrew Abbott,Cincinnati Reds,San Francisco Giants,0,3.1,5,3,3,3,6,0
1,Buck Farmer,Cincinnati Reds,San Francisco Giants,0,1.2,0,0,0,1,3,0
2,Derek Law,Cincinnati Reds,San Francisco Giants,0,1.0,2,1,1,0,1,0
3,Daniel Duarte,Cincinnati Reds,San Francisco Giants,0,2.0,1,0,0,0,2,0
4,Kyle Harrison,San Francisco Giants,Cincinnati Reds,1,6.1,3,0,0,2,11,0
5,Ryan Walker,San Francisco Giants,Cincinnati Reds,1,0.2,1,0,0,0,1,0
6,Tyler Rogers,San Francisco Giants,Cincinnati Reds,1,1.0,2,1,1,0,2,0
7,Camilo Doval,San Francisco Giants,Cincinnati Reds,1,1.0,0,0,0,0,0,0
0,Zac Gallen,Arizona Diamondbacks,Los Angeles Dodgers,0,5.1,9,6,6,3,3,4
1,Bryce Jarvis,Arizona Diamondbacks,Los Angeles Dodgers,0,2.2,2,1,1,2,1,0
2,Bobby Miller,Los Angeles Dodgers,Arizona Diamondbacks,1,6.0,7,4,4,2,4,1
3,Alex Vesia,Los Angeles Dodgers,Arizona Diamondbacks,1,1.0,1,0,0,0,1,0
4,Ryan Brasier,Los Angeles Dodgers,Arizona Diamondbacks,1,1.0,0,0,0,0,0,0
5,Caleb Ferguson,Los Angeles Dodgers,Arizona Diamondbacks,1,1.0,0,0,0,0,1,0
