,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Joey Wentz,Detroit Tigers,Cleveland Guardians,0,5.0,4,0,0,2,3,0
1,Beau Brieske,Detroit Tigers,Cleveland Guardians,0,1.2,0,0,0,1,2,0
2,Andrew Vasquez,Detroit Tigers,Cleveland Guardians,0,0.1,0,1,1,2,0,0
3,José Cisnero,Detroit Tigers,Cleveland Guardians,0,1.0,3,3,3,1,0,0
4,Xzavion Curry,Cleveland Guardians,Detroit Tigers,1,6.0,5,1,1,2,6,0
5,Nick Sandlin,Cleveland Guardians,Detroit Tigers,1,0.2,1,0,0,1,1,0
6,Sam Hentges,Cleveland Guardians,Detroit Tigers,1,1.0,0,0,0,1,2,0
7,Enyel De Los Santos,Cleveland Guardians,Detroit Tigers,1,0.1,0,0,0,0,1,0
8,Emmanuel Clase,Cleveland Guardians,Detroit Tigers,1,1.0,0,0,0,0,0,0
0,Cole Ragans,Kansas City Royals,Chicago Cubs,0,6.0,8,3,3,2,9,0
1,Dylan Coleman,Kansas City Royals,Chicago Cubs,0,1.0,0,0,0,1,1,0
2,Taylor Clarke,Kansas City Royals,Chicago Cubs,0,0.2,1,0,0,0,1,0
3,Austin Cox,Kansas City Royals,Chicago Cubs,0,0.1,0,0,0,1,0,0
4,Carlos Hernández,Kansas City Royals,Chicago Cubs,0,1.0,1,0,0,1,2,0
5,Jameson Taillon,Chicago Cubs,Kansas City Royals,1,6.0,6,4,2,0,3,1
6,Michael Fulmer,Chicago Cubs,Kansas City Royals,1,1.0,0,0,0,1,0,0
7,Jose Cuas,Chicago Cubs,Kansas City Royals,1,1.0,1,0,0,0,0,0
8,Drew Smyly,Chicago Cubs,Kansas City Royals,1,1.0,0,0,0,0,1,0
0,Tarik Skubal,Detroit Tigers,Cleveland Guardians,0,6.0,3,1,1,1,7,0
1,Tyler Holton,Detroit Tigers,Cleveland Guardians,0,2.0,0,0,0,1,2,0
2,Jason Foley,Detroit Tigers,Cleveland Guardians,0,1.0,2,1,1,0,1,0
3,Gavin Williams,Cleveland Guardians,Detroit Tigers,1,5.0,6,3,3,2,4,1
4,Tim Herrin,Cleveland Guardians,Detroit Tigers,1,1.2,1,0,0,0,2,0
5,James Karinchak,Cleveland Guardians,Detroit Tigers,1,1.1,0,0,0,1,2,0
6,Eli Morgan,Cleveland Guardians,Detroit Tigers,1,1.0,1,1,1,0,2,1
0,José Berríos,Toronto Blue Jays,Cincinnati Reds,0,5.2,1,0,0,4,8,0
1,Génesis Cabrera,Toronto Blue Jays,Cincinnati Reds,0,0.1,0,0,0,0,0,0
2,Yimi García,Toronto Blue Jays,Cincinnati Reds,0,1.0,1,0,0,0,0,0
3,Erik Swanson,Toronto Blue Jays,Cincinnati Reds,0,1.0,1,0,0,1,2,0
4,Jordan Hicks,Toronto Blue Jays,Cincinnati Reds,0,0.1,1,1,1,0,0,1
5,Brett Kennedy,Cincinnati Reds,Toronto Blue Jays,1,5.0,3,0,0,1,2,0
