,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Zac Gallen,Arizona Diamondbacks,Chicago Cubs,0,9.0,3,0,0,1,9,0
1,Jameson Taillon,Chicago Cubs,Arizona Diamondbacks,1,6.0,1,0,0,1,9,0
2,Julian Merryweather,Chicago Cubs,Arizona Diamondbacks,1,1.0,0,0,0,0,3,0
3,Jose Cuas,Chicago Cubs,Arizona Diamondbacks,1,0.1,1,1,1,1,1,0
4,Mark Leiter Jr.,Chicago Cubs,Arizona Diamondbacks,1,0.2,1,0,0,0,1,0
5,Adbert Alzolay,Chicago Cubs,Arizona Diamondbacks,1,1.0,1,0,0,0,1,0
0,Drew Rom,St. Louis Cardinals,Cincinnati Reds,0,3.2,7,4,4,2,0,2
1,Drew VerHagen,St. Louis Cardinals,Cincinnati Reds,0,0.2,0,0,0,0,0,0
2,Andre Pallante,St. Louis Cardinals,Cincinnati Reds,0,0.2,2,0,0,0,0,0
3,Casey Lawrence,St. Louis Cardinals,Cincinnati Reds,0,0.2,0,0,0,1,0,0
4,Matthew Liberatore,St. Louis Cardinals,Cincinnati Reds,0,1.1,0,0,0,1,3,0
5,Giovanny Gallegos,St. Louis Cardinals,Cincinnati Reds,0,1.0,1,0,0,1,2,0
6,Ryan Helsley,St. Louis Cardinals,Cincinnati Reds,0,1.0,0,0,0,0,2,0
7,Andrew Abbott,Cincinnati Reds,St. Louis Cardinals,1,4.0,4,6,6,3,3,1
8,Buck Farmer,Cincinnati Reds,St. Louis Cardinals,1,1.1,1,0,0,0,1,0
9,Chasen Shreve,Cincinnati Reds,St. Louis Cardinals,1,1.0,0,0,0,0,1,0
10,Fernando Cruz,Cincinnati Reds,St. Louis Cardinals,1,0.2,1,2,2,1,2,0
11,Tejay Antone,Cincinnati Reds,St. Louis Cardinals,1,1.0,2,1,1,0,1,0
12,Derek Law,Cincinnati Reds,St. Louis Cardinals,1,1.0,1,0,0,0,1,0
0,Mike Clevinger,Chicago White Sox,Detroit Tigers,0,7.0,3,0,0,0,7,0
1,Lane Ramsey,Chicago White Sox,Detroit Tigers,0,1.0,0,0,0,1,0,0
2,Bryan Shaw,Chicago White Sox,Detroit Tigers,0,1.0,0,0,0,0,1,0
3,Reese Olson,Detroit Tigers,Chicago White Sox,1,6.2,2,2,2,1,5,1
4,Tyler Holton,Detroit Tigers,Chicago White Sox,1,0.1,3,2,2,0,0,0
5,Brendan White,Detroit Tigers,Chicago White Sox,1,1.0,3,2,2,1,1,0
6,Trey Wingenter,Detroit Tigers,Chicago White Sox,1,1.0,0,0,0,0,2,0
0,George Kirby,Seattle Mariners,Tampa Bay Rays,0,6.1,5,4,4,2,6,1
1,Isaiah Campbell,Seattle Mariners,Tampa Bay Rays,0,0.2,1,2,2,1,1,1
2,Dominic Leone,Seattle Mariners,Tampa Bay Rays,0,1.0,2,1,1,0,1,1
3,Taj Bradley,Tampa Bay Rays,Seattle Mariners,1,6.1,6,4,4,2,5,3
4,Chris Devenski,Tampa Bay Rays,Seattle Mariners,1,0.2,0,0,0,0,0,0
5,Shawn Armstrong,Tampa Bay Rays,Seattle Mariners,1,1.0,1,0,0,0,1,0
6,Pete Fairbanks,Tampa Bay Rays,Seattle Mariners,1,1.0,0,0,0,1,3,0
0,Colin Rea,Milwaukee Brewers,New York Yankees,0,4.2,3,2,2,2,6,1
1,Abner Uribe,Milwaukee Brewers,New York Yankees,0,1.1,0,0,0,2,1,0
2,Trevor Megill,Milwaukee Brewers,New York Yankees,0,1.0,0,0,0,0,1,0
