,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Max Fried,Atlanta Braves,Chicago Cubs,0,6.0,3,0,0,0,8,0
1,Brad Hand,Atlanta Braves,Chicago Cubs,0,1.0,1,0,0,0,0,0
2,Joe Jiménez,Atlanta Braves,Chicago Cubs,0,1.0,0,0,0,0,2,0
3,Collin McHugh,Atlanta Braves,Chicago Cubs,0,1.0,0,0,0,1,1,0
4,Kyle Hendricks,Chicago Cubs,Atlanta Braves,1,4.0,8,7,7,0,3,2
5,Hayden Wesneski,Chicago Cubs,Atlanta Braves,1,3.0,1,1,1,1,1,1
6,Jose Cuas,Chicago Cubs,Atlanta Braves,1,1.0,1,0,0,1,1,0
7,Tucker Barnhart,Chicago Cubs,Atlanta Braves,1,1.0,1,0,0,0,0,0
0,Patrick Corbin,Washington Nationals,Cincinnati Reds,0,6.1,4,3,3,1,2,3
1,Amos Willingham,Washington Nationals,Cincinnati Reds,0,0.2,2,0,0,0,1,0
2,Jordan Weems,Washington Nationals,Cincinnati Reds,0,1.0,1,0,0,0,2,0
3,Jose Ferrer,Washington Nationals,Cincinnati Reds,0,0.1,0,0,0,2,0,0
4,Andrés Machado,Washington Nationals,Cincinnati Reds,0,0.2,0,0,0,1,1,0
5,Kyle Finnegan,Washington Nationals,Cincinnati Reds,0,1.0,0,0,0,0,2,0
6,Graham Ashcraft,Cincinnati Reds,Washington Nationals,1,8.0,5,3,3,2,5,2
7,Alexis Díaz,Cincinnati Reds,Washington Nationals,1,1.2,2,3,2,0,3,1
8,Daniel Duarte,Cincinnati Reds,Washington Nationals,1,0.1,0,0,0,0,1,0
0,Zack Littell,Tampa Bay Rays,Detroit Tigers,0,6.0,3,0,0,1,1,0
1,Kevin Kelly,Tampa Bay Rays,Detroit Tigers,0,1.0,0,0,0,0,1,0
2,Shawn Armstrong,Tampa Bay Rays,Detroit Tigers,0,2.0,0,0,0,0,2,0
3,Reese Olson,Detroit Tigers,Tampa Bay Rays,1,5.0,5,4,4,3,3,1
4,Chasen Shreve,Detroit Tigers,Tampa Bay Rays,1,0.0,2,3,2,0,0,0
5,Beau Brieske,Detroit Tigers,Tampa Bay Rays,1,1.0,2,0,0,0,2,0
6,Trey Wingenter,Detroit Tigers,Tampa Bay Rays,1,1.0,3,1,1,0,3,0
7,Brendan White,Detroit Tigers,Tampa Bay Rays,1,1.0,1,0,0,0,3,0
8,Zack Short,Detroit Tigers,Tampa Bay Rays,1,1.0,0,0,0,0,0,0
0,David Peterson,New York Mets,Baltimore Orioles,0,3.0,1,0,0,3,1,0
1,John Curtiss,New York Mets,Baltimore Orioles,0,1.0,2,2,2,1,2,0
2,Josh Walker,New York Mets,Baltimore Orioles,0,1.0,0,0,0,0,2,0
3,Phil Bickford,New York Mets,Baltimore Orioles,0,0.1,3,4,4,1,1,0
4,Reed Garrett,New York Mets,Baltimore Orioles,0,0.2,3,4,4,2,0,1
5,Trevor Gott,New York Mets,Baltimore Orioles,0,1.0,2,0,0,0,2,0
6,Drew Smith,New York Mets,Baltimore Orioles,0,1.0,1,0,0,0,2,0
7,Dean Kremer,Baltimore Orioles,New York Mets,1,5.1,2,2,2,4,4,0
8,Mike Baumann,Baltimore Orioles,New York Mets,1,1.2,0,0,0,0,0,0
