,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Ryne Nelson,Arizona Diamondbacks,Detroit Tigers,0,5.2,4,0,0,2,4,0
1,1,Austin Adams,Arizona Diamondbacks,Detroit Tigers,0,1.1,0,0,0,0,2,0
2,2,Kyle Nelson,Arizona Diamondbacks,Detroit Tigers,0,0.2,1,0,0,0,0,0
3,3,José Ruiz,Arizona Diamondbacks,Detroit Tigers,0,1.1,1,0,0,1,2,0
4,4,Matthew Boyd,Detroit Tigers,Arizona Diamondbacks,1,5.0,6,5,5,2,3,2
5,5,Mason Englert,Detroit Tigers,Arizona Diamondbacks,1,1.0,0,0,0,0,1,0
6,6,Tyler Alexander,Detroit Tigers,Arizona Diamondbacks,1,2.0,1,0,0,0,2,0
7,7,José Cisnero,Detroit Tigers,Arizona Diamondbacks,1,1.0,0,0,0,0,2,0
8,0,Sandy Alcantara,Miami Marlins,Chicago White Sox,0,7.0,3,1,1,2,4,1
9,1,Steven Okert,Miami Marlins,Chicago White Sox,0,1.0,1,0,0,0,1,0
10,2,A.J. Puk,Miami Marlins,Chicago White Sox,0,1.0,1,0,0,0,2,0
11,3,Michael Kopech,Chicago White Sox,Miami Marlins,1,5.0,5,0,0,1,6,0
12,4,Gregory Santos,Chicago White Sox,Miami Marlins,1,1.2,2,0,0,1,1,0
13,5,Reynaldo López,Chicago White Sox,Miami Marlins,1,1.1,0,0,0,1,1,0
14,6,Joe Kelly,Chicago White Sox,Miami Marlins,1,0.1,2,5,2,2,0,0
15,7,Garrett Crochet,Chicago White Sox,Miami Marlins,1,0.2,1,0,0,0,2,0
16,0,Andrew Abbott,Cincinnati Reds,St. Louis Cardinals,0,5.2,5,0,0,3,4,0
17,1,Buck Farmer,Cincinnati Reds,St. Louis Cardinals,0,0.1,0,0,0,0,0,0
18,2,Kevin Herget,Cincinnati Reds,St. Louis Cardinals,0,1.1,4,3,3,0,0,1
19,3,Lucas Sims,Cincinnati Reds,St. Louis Cardinals,0,0.2,0,0,0,1,0,0
20,4,Alexis Díaz,Cincinnati Reds,St. Louis Cardinals,0,1.0,1,1,1,1,2,1
21,5,Miles Mikolas,St. Louis Cardinals,Cincinnati Reds,1,6.0,7,5,5,2,2,0
22,6,Drew VerHagen,St. Louis Cardinals,Cincinnati Reds,1,2.0,2,2,2,1,1,0
23,7,Génesis Cabrera,St. Louis Cardinals,Cincinnati Reds,1,1.0,1,1,1,1,1,0
24,0,Joe Ryan,Minnesota Twins,Toronto Blue Jays,0,6.0,6,3,3,1,4,0
25,1,Jorge López,Minnesota Twins,Toronto Blue Jays,0,1.0,1,0,0,0,1,0
26,2,José De León,Minnesota Twins,Toronto Blue Jays,0,1.1,2,1,1,1,1,0
27,3,Brock Stewart,Minnesota Twins,Toronto Blue Jays,0,0.2,0,0,0,0,0,0
28,4,Trevor Richards,Toronto Blue Jays,Minnesota Twins,1,3.0,1,0,0,1,7,0
29,5,Tim Mayza,Toronto Blue Jays,Minnesota Twins,1,1.1,1,0,0,0,2,0
30,6,Bowden Francis,Toronto Blue Jays,Minnesota Twins,1,2.2,2,1,1,0,3,1
31,7,Adam Cimber,Toronto Blue Jays,Minnesota Twins,1,0.1,5,6,6,0,1,1
32,8,Mitch White,Toronto Blue Jays,Minnesota Twins,1,1.2,3,2,2,0,4,1
33,0,Ryan Weathers,San Diego Padres,Colorado Rockies,0,3.0,3,1,1,0,2,1
34,1,Drew Carlton,San Diego Padres,Colorado Rockies,0,2.0,1,1,1,0,1,0
35,2,Steven Wilson,San Diego Padres,Colorado Rockies,0,1.2,0,0,0,0,2,0
36,3,Tim Hill,San Diego Padres,Colorado Rockies,0,0.1,0,0,0,0,0,0
37,4,Nick Martinez,San Diego Padres,Colorado Rockies,0,1.0,1,0,0,1,0,0
38,5,Josh Hader,San Diego Padres,Colorado Rockies,0,1.0,0,0,0,0,2,0
39,6,Kyle Freeland,Colorado Rockies,San Diego Padres,1,5.0,6,1,1,2,5,0
40,7,Jake Bird,Colorado Rockies,San Diego Padres,1,0.2,2,2,2,2,2,0
41,8,Brad Hand,Colorado Rockies,San Diego Padres,1,0.1,0,0,0,0,0,0
42,9,Daniel Bard,Colorado Rockies,San Diego Padres,1,1.0,1,0,0,1,1,0
43,10,Pierce Johnson,Colorado Rockies,San Diego Padres,1,1.0,0,0,0,0,1,0
44,11,Justin Lawrence,Colorado Rockies,San Diego Padres,1,1.0,0,0,0,0,1,0
45,0,Brady Singer,Kansas City Royals,Baltimore Orioles,0,4.1,6,4,4,3,4,1
46,1,Austin Cox,Kansas City Royals,Baltimore Orioles,0,1.2,0,0,0,0,3,0
47,2,Taylor Clarke,Kansas City Royals,Baltimore Orioles,0,1.0,2,0,0,1,1,0
48,3,Scott Barlow,Kansas City Royals,Baltimore Orioles,0,0.2,2,2,2,1,1,1
49,4,Nick Wittgren,Kansas City Royals,Baltimore Orioles,0,0.1,0,0,0,0,0,0
50,5,Cole Irvin,Baltimore Orioles,Kansas City Royals,1,5.1,6,1,1,0,5,0
51,6,Bryan Baker,Baltimore Orioles,Kansas City Royals,1,0.2,0,0,0,1,0,0
52,7,Austin Voth,Baltimore Orioles,Kansas City Royals,1,0.1,0,0,0,2,1,0
53,8,Cionel Pérez,Baltimore Orioles,Kansas City Royals,1,1.2,1,0,0,0,1,0
54,9,Mike Baumann,Baltimore Orioles,Kansas City Royals,1,1.0,1,0,0,0,1,0
55,0,Bobby Miller,Los Angeles Dodgers,Philadelphia Phillies,0,6.0,3,0,0,3,7,0
56,1,Andre Jackson,Los Angeles Dodgers,Philadelphia Phillies,0,3.0,3,0,0,0,3,0
57,2,Aaron Nola,Philadelphia Phillies,Los Angeles Dodgers,1,6.1,7,6,6,2,7,1
58,3,Jeff Hoffman,Philadelphia Phillies,Los Angeles Dodgers,1,0.1,2,3,3,1,0,1
59,4,Yunior Marte,Philadelphia Phillies,Los Angeles Dodgers,1,0.1,0,0,0,0,0,0
60,5,Dylan Covey,Philadelphia Phillies,Los Angeles Dodgers,1,1.0,0,0,0,0,2,0
61,6,Kody Clemens,Philadelphia Phillies,Los Angeles Dodgers,1,1.0,0,0,0,0,0,0
62,0,Kodai Senga,New York Mets,Pittsburgh Pirates,0,7.0,2,1,0,4,6,0
63,1,David Robertson,New York Mets,Pittsburgh Pirates,0,1.0,1,0,0,0,2,0
64,2,Adam Ottavino,New York Mets,Pittsburgh Pirates,0,1.0,0,0,0,0,1,0
65,3,Johan Oviedo,Pittsburgh Pirates,New York Mets,1,6.1,4,2,2,2,5,0
66,4,Dauri Moreta,Pittsburgh Pirates,New York Mets,1,0.1,1,1,1,1,1,0
67,5,Jose Hernandez,Pittsburgh Pirates,New York Mets,1,0.1,0,0,0,0,1,0
68,6,Colin Holderman,Pittsburgh Pirates,New York Mets,1,1.0,1,1,1,0,0,1
69,7,Angel Perdomo,Pittsburgh Pirates,New York Mets,1,1.0,2,1,1,0,3,0
70,0,MacKenzie Gore,Washington Nationals,Atlanta Braves,0,5.0,4,5,5,1,3,2
71,1,Chad Kuhl,Washington Nationals,Atlanta Braves,0,1.2,2,1,1,1,2,0
72,2,Jordan Weems,Washington Nationals,Atlanta Braves,0,1.1,0,0,0,1,3,0
73,3,Jared Shuster,Atlanta Braves,Washington Nationals,1,5.0,8,3,3,0,0,0
74,4,Jesse Chavez,Atlanta Braves,Washington Nationals,1,2.0,0,0,0,0,3,0
75,5,Joe Jiménez,Atlanta Braves,Washington Nationals,1,1.0,0,0,0,0,1,0
76,6,A.J. Minter,Atlanta Braves,Washington Nationals,1,1.0,1,1,1,0,0,1
77,0,Paul Blackburn,Oakland Athletics,Milwaukee Brewers,0,6.0,4,0,0,1,5,0
78,1,Austin Pruitt,Oakland Athletics,Milwaukee Brewers,0,1.0,1,0,0,1,1,0
79,2,Richard Lovelady,Oakland Athletics,Milwaukee Brewers,0,1.0,1,1,1,0,1,1
80,3,Shintaro Fujinami,Oakland Athletics,Milwaukee Brewers,0,1.0,0,0,0,1,1,0
81,4,Sam Long,Oakland Athletics,Milwaukee Brewers,0,1.0,0,0,0,0,0,0
82,5,Julio Teheran,Milwaukee Brewers,Oakland Athletics,1,7.0,6,1,1,1,6,0
83,6,Elvis Peguero,Milwaukee Brewers,Oakland Athletics,1,1.0,0,0,0,1,2,0
84,7,Devin Williams,Milwaukee Brewers,Oakland Athletics,1,1.0,0,0,0,1,2,0
85,8,Joel Payamps,Milwaukee Brewers,Oakland Athletics,1,1.0,1,1,0,1,0,0
86,0,Nathan Eovaldi,Texas Rangers,Tampa Bay Rays,0,6.1,7,4,4,3,6,1
87,1,Josh Sborz,Texas Rangers,Tampa Bay Rays,0,1.2,0,0,0,1,3,0
88,2,Will Smith,Texas Rangers,Tampa Bay Rays,0,1.0,0,0,0,0,1,0
89,3,Taj Bradley,Tampa Bay Rays,Texas Rangers,1,3.2,4,5,4,4,4,0
90,4,Jalen Beeks,Tampa Bay Rays,Texas Rangers,1,2.0,3,2,2,0,2,1
91,5,José Lopez,Tampa Bay Rays,Texas Rangers,1,2.0,3,1,1,1,2,0
92,6,Jake Diekman,Tampa Bay Rays,Texas Rangers,1,0.1,0,0,0,1,1,0
93,7,Shawn Armstrong,Tampa Bay Rays,Texas Rangers,1,1.0,2,0,0,0,0,0
94,0,J.P. France,Houston Astros,Cleveland Guardians,0,6.2,7,3,3,6,6,0
95,1,Bryan Abreu,Houston Astros,Cleveland Guardians,0,1.1,2,0,0,0,3,0
96,2,Ryan Pressly,Houston Astros,Cleveland Guardians,0,1.0,1,1,0,0,1,0
97,3,Triston McKenzie,Cleveland Guardians,Houston Astros,1,5.0,7,5,5,3,5,1
98,4,Enyel De Los Santos,Cleveland Guardians,Houston Astros,1,1.0,0,0,0,1,2,0
99,5,Tim Herrin,Cleveland Guardians,Houston Astros,1,3.0,3,1,1,1,1,0
100,0,Tanner Houck,Boston Red Sox,New York Yankees,0,6.0,3,2,2,1,6,2
101,1,Brennan Bernardino,Boston Red Sox,New York Yankees,0,0.2,1,1,1,0,1,0
102,2,Josh Winckowski,Boston Red Sox,New York Yankees,0,1.1,2,0,0,0,0,0
103,3,Domingo Germán,New York Yankees,Boston Red Sox,1,6.0,6,1,1,2,5,1
104,4,Wandy Peralta,New York Yankees,Boston Red Sox,1,1.0,0,0,0,2,0,0
105,5,Tommy Kahnle,New York Yankees,Boston Red Sox,1,1.0,0,0,0,0,0,0
106,6,Clay Holmes,New York Yankees,Boston Red Sox,1,1.0,1,0,0,0,2,0
107,0,Kyle Hendricks,Chicago Cubs,San Francisco Giants,0,8.0,1,0,0,1,3,0
108,1,Julian Merryweather,Chicago Cubs,San Francisco Giants,0,1.0,0,0,0,0,1,0
109,2,John Brebbia,San Francisco Giants,Chicago Cubs,1,2.0,0,0,0,0,1,0
110,3,Jakob Junis,San Francisco Giants,Chicago Cubs,1,2.2,5,4,4,1,5,2
111,4,Sean Manaea,San Francisco Giants,Chicago Cubs,1,4.1,0,0,0,0,5,0
112,0,Bryan Woo,Seattle Mariners,Los Angeles Angels,0,4.2,4,2,2,1,7,1
113,1,Gabe Speier,Seattle Mariners,Los Angeles Angels,0,0.1,0,0,0,0,1,0
114,2,Justin Topa,Seattle Mariners,Los Angeles Angels,0,1.2,1,0,0,1,0,0
115,3,Andrés Muñoz,Seattle Mariners,Los Angeles Angels,0,1.1,0,0,0,0,3,0
116,4,Paul Sewald,Seattle Mariners,Los Angeles Angels,0,1.0,1,0,0,0,2,0
117,5,Patrick Sandoval,Los Angeles Angels,Seattle Mariners,1,5.0,10,5,5,0,8,1
118,6,Aaron Loup,Los Angeles Angels,Seattle Mariners,1,1.0,2,0,0,0,2,0
119,7,Gerardo Reyes,Los Angeles Angels,Seattle Mariners,1,1.0,2,1,1,0,0,0
120,8,Tucker Davidson,Los Angeles Angels,Seattle Mariners,1,2.0,2,0,0,1,3,0
