,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Tony Gonsolin,Los Angeles Dodgers,San Diego Padres,0,6.0,9,6,6,1,3,1
1,Joe Kelly,Los Angeles Dodgers,San Diego Padres,0,1.0,0,0,0,0,3,0
2,Bryan Hudson,Los Angeles Dodgers,San Diego Padres,0,2.0,2,1,1,0,1,1
3,Seth Lugo,San Diego Padres,Los Angeles Dodgers,1,3.1,8,8,8,2,2,1
4,Steven Wilson,San Diego Padres,Los Angeles Dodgers,1,1.2,0,0,0,0,1,0
5,Scott Barlow,San Diego Padres,Los Angeles Dodgers,1,1.0,3,5,3,2,1,1
6,Luis García,San Diego Padres,Los Angeles Dodgers,1,2.0,2,0,0,0,3,0
7,Tom Cosgrove,San Diego Padres,Los Angeles Dodgers,1,1.0,1,0,0,0,0,0
0,Eury Pérez,Miami Marlins,Cincinnati Reds,0,4.2,5,4,4,2,7,2
1,Huascar Brazoban,Miami Marlins,Cincinnati Reds,0,1.1,0,0,0,1,4,0
2,Steven Okert,Miami Marlins,Cincinnati Reds,0,1.0,1,1,0,0,0,0
3,Tanner Scott,Miami Marlins,Cincinnati Reds,0,1.0,0,0,0,1,2,0
4,Brandon Williamson,Cincinnati Reds,Miami Marlins,1,6.2,3,1,1,0,9,1
5,Lucas Sims,Cincinnati Reds,Miami Marlins,1,0.1,0,0,0,0,1,0
6,Ian Gibaut,Cincinnati Reds,Miami Marlins,1,1.0,2,1,1,0,1,1
7,Alexis Díaz,Cincinnati Reds,Miami Marlins,1,1.0,0,0,0,2,1,0
0,Pablo López,Minnesota Twins,Detroit Tigers,0,7.0,5,0,0,0,8,0
1,Brent Headrick,Minnesota Twins,Detroit Tigers,0,2.0,3,3,3,0,3,1
2,Joey Wentz,Detroit Tigers,Minnesota Twins,1,3.0,10,8,8,1,2,2
3,Beau Brieske,Detroit Tigers,Minnesota Twins,1,2.0,0,0,0,0,0,0
4,Tyler Holton,Detroit Tigers,Minnesota Twins,1,1.0,0,0,0,0,0,0
5,Jason Foley,Detroit Tigers,Minnesota Twins,1,1.0,1,0,0,1,2,0
6,Alex Lange,Detroit Tigers,Minnesota Twins,1,1.0,0,1,1,3,3,0
7,Zack Short,Detroit Tigers,Minnesota Twins,1,1.0,1,0,0,0,1,0
0,Spencer Strider,Atlanta Braves,Pittsburgh Pirates,0,2.2,5,6,6,3,3,0
1,Michael Tonkin,Atlanta Braves,Pittsburgh Pirates,0,2.1,2,1,1,1,1,1
2,Pierce Johnson,Atlanta Braves,Pittsburgh Pirates,0,1.0,0,0,0,2,2,0
3,A.J. Minter,Atlanta Braves,Pittsburgh Pirates,0,1.0,2,0,0,0,1,0
4,Raisel Iglesias,Atlanta Braves,Pittsburgh Pirates,0,1.0,0,0,0,0,1,0
5,Osvaldo Bido,Pittsburgh Pirates,Atlanta Braves,1,4.0,4,4,3,0,3,1
6,Yerry De Los Santos,Pittsburgh Pirates,Atlanta Braves,1,0.2,2,1,1,0,1,0
7,Ryan Borucki,Pittsburgh Pirates,Atlanta Braves,1,0.1,1,0,0,0,0,0
8,Jose Hernandez,Pittsburgh Pirates,Atlanta Braves,1,0.2,1,0,0,1,0,0
9,Carmen Mlodzinski,Pittsburgh Pirates,Atlanta Braves,1,1.1,0,0,0,0,0,0
10,Angel Perdomo,Pittsburgh Pirates,Atlanta Braves,1,1.0,1,0,0,0,2,0
11,David Bednar,Pittsburgh Pirates,Atlanta Braves,1,1.0,1,1,1,0,0,0
0,Cole Ragans,Kansas City Royals,Boston Red Sox,0,6.2,4,2,1,1,11,0
1,Nick Wittgren,Kansas City Royals,Boston Red Sox,0,1.1,0,0,0,0,1,0
2,Carlos Hernández,Kansas City Royals,Boston Red Sox,0,0.2,2,4,4,2,1,1
3,Brayan Bello,Boston Red Sox,Kansas City Royals,1,6.2,6,1,1,2,2,0
4,Josh Winckowski,Boston Red Sox,Kansas City Royals,1,0.1,2,1,1,0,0,0
5,Chris Martin,Boston Red Sox,Kansas City Royals,1,1.0,0,0,0,0,1,0
6,Kenley Jansen,Boston Red Sox,Kansas City Royals,1,1.0,0,0,0,0,2,0
0,Hyun Jin Ryu,Toronto Blue Jays,Cleveland Guardians,0,4.0,0,0,0,1,2,0
1,Jay Jackson,Toronto Blue Jays,Cleveland Guardians,0,1.0,1,0,0,0,1,0
2,Génesis Cabrera,Toronto Blue Jays,Cleveland Guardians,0,1.0,0,0,0,0,0,0
3,Erik Swanson,Toronto Blue Jays,Cleveland Guardians,0,1.0,0,0,0,0,2,0
4,Yimi García,Toronto Blue Jays,Cleveland Guardians,0,0.1,2,1,1,0,0,0
5,Tim Mayza,Toronto Blue Jays,Cleveland Guardians,0,0.2,1,0,0,0,0,0
6,Jordan Hicks,Toronto Blue Jays,Cleveland Guardians,0,1.0,1,0,0,1,0,0
7,Gavin Williams,Cleveland Guardians,Toronto Blue Jays,1,7.0,1,0,0,1,12,0
8,Enyel De Los Santos,Cleveland Guardians,Toronto Blue Jays,1,1.0,2,2,2,0,0,1
9,Nick Sandlin,Cleveland Guardians,Toronto Blue Jays,1,1.0,2,1,1,0,1,0
0,Drew Smyly,Chicago Cubs,New York Mets,0,5.0,8,7,7,2,5,2
1,Caleb Kilian,Chicago Cubs,New York Mets,0,1.0,0,0,0,0,0,0
2,Daniel Palencia,Chicago Cubs,New York Mets,0,1.0,1,3,3,2,0,1
3,Tucker Barnhart,Chicago Cubs,New York Mets,0,1.0,3,1,1,0,0,0
4,Kodai Senga,New York Mets,Chicago Cubs,1,6.0,7,2,2,2,6,0
5,Brooks Raley,New York Mets,Chicago Cubs,1,1.2,2,0,0,0,2,0
6,Drew Smith,New York Mets,Chicago Cubs,1,0.1,0,0,0,0,1,0
7,Jimmy Yacabonis,New York Mets,Chicago Cubs,1,1.0,0,0,0,0,1,0
0,Gerrit Cole,New York Yankees,Chicago White Sox,0,7.0,5,4,4,2,3,1
1,Tommy Kahnle,New York Yankees,Chicago White Sox,0,1.0,1,1,0,0,2,0
2,Dylan Cease,Chicago White Sox,New York Yankees,1,5.1,1,0,0,7,6,0
3,Brent Honeywell Jr.,Chicago White Sox,New York Yankees,1,0.2,2,0,0,0,0,0
4,Lane Ramsey,Chicago White Sox,New York Yankees,1,1.0,2,1,1,1,2,0
5,Bryan Shaw,Chicago White Sox,New York Yankees,1,2.0,1,0,0,0,4,0
0,Peter Lambert,Colorado Rockies,Milwaukee Brewers,0,3.2,4,5,5,3,4,1
1,Jake Bird,Colorado Rockies,Milwaukee Brewers,0,1.1,1,0,0,0,1,0
2,Daniel Bard,Colorado Rockies,Milwaukee Brewers,0,1.0,0,0,0,0,2,0
3,Connor Seabold,Colorado Rockies,Milwaukee Brewers,0,2.0,8,7,7,1,1,2
4,Freddy Peralta,Milwaukee Brewers,Colorado Rockies,1,7.0,1,1,1,0,13,1
5,Elvis Peguero,Milwaukee Brewers,Colorado Rockies,1,1.0,0,0,0,0,2,0
6,Andrew Chafin,Milwaukee Brewers,Colorado Rockies,1,1.0,0,0,0,0,1,0
0,Logan Webb,San Francisco Giants,Los Angeles Angels,0,5.2,7,2,1,0,6,0
1,Tristan Beck,San Francisco Giants,Los Angeles Angels,0,0.1,0,0,0,0,1,0
2,Tyler Rogers,San Francisco Giants,Los Angeles Angels,0,1.0,2,1,1,0,0,0
3,Taylor Rogers,San Francisco Giants,Los Angeles Angels,0,1.0,0,0,0,0,2,0
4,Camilo Doval,San Francisco Giants,Los Angeles Angels,0,1.0,0,0,0,0,3,0
5,Patrick Sandoval,Los Angeles Angels,San Francisco Giants,1,6.2,5,2,2,1,8,1
6,Matt Moore,Los Angeles Angels,San Francisco Giants,1,0.1,0,0,0,0,1,0
7,José Soriano,Los Angeles Angels,San Francisco Giants,1,1.0,0,0,0,0,1,0
8,Carlos Estévez,Los Angeles Angels,San Francisco Giants,1,0.1,3,5,5,2,0,0
9,Aaron Loup,Los Angeles Angels,San Francisco Giants,1,0.2,3,1,1,0,2,0
0,Dane Dunning,Texas Rangers,Oakland Athletics,0,6.0,5,3,3,3,6,0
1,Josh Sborz,Texas Rangers,Oakland Athletics,0,1.0,1,0,0,0,1,0
2,Aroldis Chapman,Texas Rangers,Oakland Athletics,0,1.0,0,0,0,1,3,0
3,Will Smith,Texas Rangers,Oakland Athletics,0,1.0,0,0,0,1,1,0
4,Ken Waldichuk,Oakland Athletics,Texas Rangers,1,6.0,6,2,2,1,7,0
5,Lucas Erceg,Oakland Athletics,Texas Rangers,1,0.1,0,1,0,2,0,0
6,Kirby Snead,Oakland Athletics,Texas Rangers,1,0.2,0,0,0,0,0,0
7,Dany Jiménez,Oakland Athletics,Texas Rangers,1,1.0,1,2,2,1,0,0
8,Sam Long,Oakland Athletics,Texas Rangers,1,1.0,0,0,0,1,2,0
