,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Marcus Stroman,Chicago Cubs,St. Louis Cardinals,0,3.1,8,6,3,1,2,0
1,Michael Fulmer,Chicago Cubs,St. Louis Cardinals,0,1.2,2,1,1,0,2,0
2,Mark Leiter Jr.,Chicago Cubs,St. Louis Cardinals,0,1.1,0,0,0,0,1,0
3,Hayden Wesneski,Chicago Cubs,St. Louis Cardinals,0,0.2,1,0,0,1,2,0
4,Adbert Alzolay,Chicago Cubs,St. Louis Cardinals,0,1.0,1,0,0,0,2,0
5,Matthew Liberatore,St. Louis Cardinals,Chicago Cubs,1,2.1,4,4,0,2,3,0
6,Jake Woodford,St. Louis Cardinals,Chicago Cubs,1,2.1,1,0,0,1,1,0
7,Génesis Cabrera,St. Louis Cardinals,Chicago Cubs,1,1.1,0,0,0,0,2,0
8,Giovanny Gallegos,St. Louis Cardinals,Chicago Cubs,1,1.0,0,0,0,0,1,0
9,Andre Pallante,St. Louis Cardinals,Chicago Cubs,1,1.0,1,0,0,1,1,0
10,Jordan Hicks,St. Louis Cardinals,Chicago Cubs,1,1.0,1,1,1,0,2,0
0,Bailey Ober,Minnesota Twins,Detroit Tigers,0,6.0,5,3,3,1,8,0
1,Jordan Balazovic,Minnesota Twins,Detroit Tigers,0,0.2,1,0,0,1,1,0
2,Brent Headrick,Minnesota Twins,Detroit Tigers,0,0.1,0,0,0,0,1,0
3,Brock Stewart,Minnesota Twins,Detroit Tigers,0,1.0,0,0,0,0,2,0
4,Griffin Jax,Minnesota Twins,Detroit Tigers,0,1.0,0,0,0,1,1,0
5,Jhoan Duran,Minnesota Twins,Detroit Tigers,0,1.0,0,0,0,0,1,0
6,Michael Lorenzen,Detroit Tigers,Minnesota Twins,1,5.0,7,2,2,1,4,1
7,Will Vest,Detroit Tigers,Minnesota Twins,1,0.2,1,0,0,0,0,0
8,Tyler Holton,Detroit Tigers,Minnesota Twins,1,1.1,0,0,0,0,3,0
9,José Cisnero,Detroit Tigers,Minnesota Twins,1,0.2,0,1,0,1,1,0
10,Chasen Shreve,Detroit Tigers,Minnesota Twins,1,0.1,1,0,0,0,0,0
11,Alex Lange,Detroit Tigers,Minnesota Twins,1,1.0,0,0,0,2,0,0
12,Brendan White,Detroit Tigers,Minnesota Twins,1,1.0,3,3,2,0,0,0
0,George Kirby,Seattle Mariners,Baltimore Orioles,0,6.1,6,3,2,1,4,1
1,Matt Brash,Seattle Mariners,Baltimore Orioles,0,0.2,0,0,0,0,1,0
2,Gabe Speier,Seattle Mariners,Baltimore Orioles,0,1.0,1,0,0,0,1,0
3,Kyle Bradish,Baltimore Orioles,Seattle Mariners,1,7.0,2,2,2,2,7,1
4,Danny Coulombe,Baltimore Orioles,Seattle Mariners,1,1.0,0,0,0,0,1,0
5,Félix Bautista,Baltimore Orioles,Seattle Mariners,1,1.0,1,0,0,0,3,0
0,Nathan Eovaldi,Texas Rangers,New York Yankees,0,5.2,4,2,2,2,5,0
1,Josh Sborz,Texas Rangers,New York Yankees,0,1.1,0,0,0,0,3,0
2,John King,Texas Rangers,New York Yankees,0,0.1,2,2,2,0,0,0
3,Yerry Rodríguez,Texas Rangers,New York Yankees,0,0.2,2,1,1,1,0,0
4,Gerrit Cole,New York Yankees,Texas Rangers,1,4.2,9,3,3,1,7,1
5,Jimmy Cordero,New York Yankees,Texas Rangers,1,1.0,1,0,0,1,0,0
6,Nick Ramirez,New York Yankees,Texas Rangers,1,1.1,0,0,0,0,1,0
7,Ron Marinaccio,New York Yankees,Texas Rangers,1,1.0,1,0,0,0,0,0
8,Michael King,New York Yankees,Texas Rangers,1,1.0,1,0,0,0,2,0
0,Carlos Carrasco,New York Mets,Philadelphia Phillies,0,4.0,5,2,2,2,5,1
1,Dominic Leone,New York Mets,Philadelphia Phillies,0,1.0,0,1,1,2,0,0
