,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
7,Jake Bird,Colorado Rockies,Arizona Diamondbacks,1,1.0,0,0,0,0,0,0
8,Brent Suter,Colorado Rockies,Arizona Diamondbacks,1,1.0,1,1,0,1,0,0
9,Matt Koch,Colorado Rockies,Arizona Diamondbacks,1,1.0,1,0,0,0,0,0
10,Justin Lawrence,Colorado Rockies,Arizona Diamondbacks,1,0.2,5,5,5,0,0,0
11,Tyler Kinley,Colorado Rockies,Arizona Diamondbacks,1,0.1,1,0,0,0,0,0
0,Jack Flaherty,Baltimore Orioles,San Diego Padres,0,3.0,4,7,7,4,3,1
1,Nick Vespi,Baltimore Orioles,San Diego Padres,0,2.0,6,3,3,0,1,0
2,Shintaro Fujinami,Baltimore Orioles,San Diego Padres,0,1.0,0,0,0,1,1,0
3,Mike Baumann,Baltimore Orioles,San Diego Padres,0,1.0,1,0,0,0,2,0
4,James McCann,Baltimore Orioles,San Diego Padres,0,1.0,2,0,0,0,0,0
5,Michael Wacha,San Diego Padres,Baltimore Orioles,1,5.0,3,0,0,1,5,0
6,Steven Wilson,San Diego Padres,Baltimore Orioles,1,1.0,3,1,1,0,0,0
7,Scott Barlow,San Diego Padres,Baltimore Orioles,1,2.0,1,0,0,0,2,0
8,Luis García,San Diego Padres,Baltimore Orioles,1,1.0,4,2,2,0,0,1
0,Zack Littell,Tampa Bay Rays,San Francisco Giants,0,5.2,3,2,2,0,5,1
1,Kevin Kelly,Tampa Bay Rays,San Francisco Giants,0,1.1,2,3,1,1,1,1
2,Erasmo Ramírez,Tampa Bay Rays,San Francisco Giants,0,1.0,4,2,2,0,0,0
3,Jakob Junis,San Francisco Giants,Tampa Bay Rays,1,4.0,2,0,0,1,7,0
4,Sean Manaea,San Francisco Giants,Tampa Bay Rays,1,3.1,1,0,0,2,5,0
5,Tyler Rogers,San Francisco Giants,Tampa Bay Rays,1,0.2,0,0,0,0,0,0
6,Luke Jackson,San Francisco Giants,Tampa Bay Rays,1,1.0,0,0,0,0,3,0
0,Adrian Houser,Milwaukee Brewers,Los Angeles Dodgers,0,5.1,5,4,3,0,6,0
1,Hoby Milner,Milwaukee Brewers,Los Angeles Dodgers,0,0.1,3,2,2,0,0,0
2,Bryse Wilson,Milwaukee Brewers,Los Angeles Dodgers,0,2.1,2,0,0,0,2,0
3,Bobby Miller,Los Angeles Dodgers,Milwaukee Brewers,1,6.0,1,1,1,1,4,0
4,Ryan Yarbrough,Los Angeles Dodgers,Milwaukee Brewers,1,3.0,1,1,1,0,2,1
