,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Logan Allen,Cleveland Guardians,Cincinnati Reds,0,6.0,4,0,0,3,7,0
1,Enyel De Los Santos,Cleveland Guardians,Cincinnati Reds,0,1.0,1,0,0,0,3,0
2,Trevor Stephan,Cleveland Guardians,Cincinnati Reds,0,1.0,0,0,0,0,0,0
3,Emmanuel Clase,Cleveland Guardians,Cincinnati Reds,0,1.0,1,0,0,0,1,0
4,Graham Ashcraft,Cincinnati Reds,Cleveland Guardians,1,7.0,7,3,3,2,2,0
5,Alex Young,Cincinnati Reds,Cleveland Guardians,1,2.0,0,0,0,0,3,0
0,Cristian Javier,Houston Astros,Miami Marlins,0,4.2,6,5,4,1,2,1
1,Rafael Montero,Houston Astros,Miami Marlins,0,0.1,0,0,0,0,1,0
2,Hunter Brown,Houston Astros,Miami Marlins,0,2.0,1,0,0,1,1,0
3,Bryan Abreu,Houston Astros,Miami Marlins,0,1.0,0,0,0,0,1,0
4,Ryan Pressly,Houston Astros,Miami Marlins,0,1.0,1,0,0,0,2,0
5,Johnny Cueto,Miami Marlins,Houston Astros,1,5.1,7,5,4,2,3,2
6,George Soriano,Miami Marlins,Houston Astros,1,0.2,0,0,0,1,1,0
7,A.J. Puk,Miami Marlins,Houston Astros,1,1.0,1,1,1,0,1,1
8,Steven Okert,Miami Marlins,Houston Astros,1,2.0,0,0,0,0,1,0
0,Nick Pivetta,Boston Red Sox,Washington Nationals,0,4.1,5,4,4,3,7,0
1,Brennan Bernardino,Boston Red Sox,Washington Nationals,0,0.2,0,0,0,0,0,0
2,John Schreiber,Boston Red Sox,Washington Nationals,0,1.0,0,0,0,0,2,0
3,Chris Martin,Boston Red Sox,Washington Nationals,0,1.0,0,0,0,0,1,0
4,Josh Winckowski,Boston Red Sox,Washington Nationals,0,1.0,1,0,0,0,0,0
5,Kenley Jansen,Boston Red Sox,Washington Nationals,0,1.0,0,0,0,0,1,0
6,Josiah Gray,Washington Nationals,Boston Red Sox,1,3.0,5,5,5,3,4,1
7,Robert Garcia,Washington Nationals,Boston Red Sox,1,2.0,0,0,0,0,1,0
8,Andrés Machado,Washington Nationals,Boston Red Sox,1,1.0,1,0,0,0,0,0
9,Jose Ferrer,Washington Nationals,Boston Red Sox,1,1.0,0,0,0,0,0,0
10,Jordan Weems,Washington Nationals,Boston Red Sox,1,1.0,1,0,0,0,2,0
11,Hunter Harvey,Washington Nationals,Boston Red Sox,1,1.0,0,0,0,0,1,0
0,Zack Wheeler,Philadelphia Phillies,Toronto Blue Jays,0,7.0,3,1,1,4,5,0
1,Seranthony Domínguez,Philadelphia Phillies,Toronto Blue Jays,0,0.2,1,1,1,2,1,0
2,Jeff Hoffman,Philadelphia Phillies,Toronto Blue Jays,0,0.1,0,0,0,0,0,0
3,Yusei Kikuchi,Toronto Blue Jays,Philadelphia Phillies,1,6.0,4,1,1,0,7,0
4,Yimi García,Toronto Blue Jays,Philadelphia Phillies,1,1.0,0,0,0,1,1,0
5,Jordan Hicks,Toronto Blue Jays,Philadelphia Phillies,1,1.0,0,0,0,0,3,0
6,Jordan Romano,Toronto Blue Jays,Philadelphia Phillies,1,1.0,0,0,0,0,2,0
0,Bailey Falter,Pittsburgh Pirates,New York Mets,0,5.1,4,1,1,1,5,1
1,Colin Selby,Pittsburgh Pirates,New York Mets,0,1.1,2,3,3,2,2,2
2,Angel Perdomo,Pittsburgh Pirates,New York Mets,0,0.1,0,0,0,0,1,0
3,Colin Holderman,Pittsburgh Pirates,New York Mets,0,1.0,0,0,0,0,2,0
4,David Bednar,Pittsburgh Pirates,New York Mets,0,1.0,1,0,0,0,1,0
5,David Peterson,New York Mets,Pittsburgh Pirates,1,3.2,3,1,1,6,5,1
6,José Butto,New York Mets,Pittsburgh Pirates,1,2.2,2,3,3,3,5,0
7,Grant Hartwig,New York Mets,Pittsburgh Pirates,1,0.1,2,3,3,1,0,0
8,Drew Smith,New York Mets,Pittsburgh Pirates,1,1.1,1,0,0,0,3,0
9,Brooks Raley,New York Mets,Pittsburgh Pirates,1,1.0,1,0,0,0,0,0
0,Luis Severino,New York Yankees,Atlanta Braves,0,4.0,5,5,3,2,5,2
1,Wandy Peralta,New York Yankees,Atlanta Braves,0,1.0,0,0,0,1,1,0
2,Jonathan Loáisiga,New York Yankees,Atlanta Braves,0,1.0,0,0,0,0,0,0
3,Tommy Kahnle,New York Yankees,Atlanta Braves,0,1.0,1,0,0,2,3,0
4,Clay Holmes,New York Yankees,Atlanta Braves,0,1.0,0,0,0,0,0,0
5,Bryce Elder,Atlanta Braves,New York Yankees,1,7.0,1,0,0,3,3,0
6,A.J. Minter,Atlanta Braves,New York Yankees,1,1.0,0,0,0,1,0,0
7,Kirby Yates,Atlanta Braves,New York Yankees,1,1.0,0,0,0,1,1,0
0,Alex Faedo,Detroit Tigers,Minnesota Twins,0,5.0,1,0,0,1,6,0
1,José Cisnero,Detroit Tigers,Minnesota Twins,0,0.0,2,3,3,1,0,0
2,Will Vest,Detroit Tigers,Minnesota Twins,0,0.2,2,2,2,0,0,1
3,Andrew Vasquez,Detroit Tigers,Minnesota Twins,0,0.2,0,0,0,1,1,0
4,Brendan White,Detroit Tigers,Minnesota Twins,0,1.2,2,0,0,1,2,0
5,Bailey Ober,Minnesota Twins,Detroit Tigers,1,5.0,4,2,2,3,6,1
6,Dylan Floro,Minnesota Twins,Detroit Tigers,1,1.0,1,0,0,0,1,0
7,Emilio Pagán,Minnesota Twins,Detroit Tigers,1,1.0,0,0,0,0,0,0
8,Caleb Thielbar,Minnesota Twins,Detroit Tigers,1,1.0,0,0,0,0,1,0
9,Jhoan Duran,Minnesota Twins,Detroit Tigers,1,1.0,2,1,1,0,2,1
0,Spenser Watkins,Oakland Athletics,St. Louis Cardinals,0,4.1,7,5,5,2,4,2
1,Austin Pruitt,Oakland Athletics,St. Louis Cardinals,0,0.2,0,0,0,0,0,0
2,Tayler Scott,Oakland Athletics,St. Louis Cardinals,0,1.0,2,0,0,1,1,0
3,Zach Neal,Oakland Athletics,St. Louis Cardinals,0,2.0,5,1,1,1,2,1
4,Dakota Hudson,St. Louis Cardinals,Oakland Athletics,1,6.2,5,2,2,1,3,1
5,Drew VerHagen,St. Louis Cardinals,Oakland Athletics,1,0.2,0,0,0,0,0,0
6,John King,St. Louis Cardinals,Oakland Athletics,1,0.2,1,0,0,0,0,0
7,JoJo Romero,St. Louis Cardinals,Oakland Athletics,1,1.0,0,0,0,0,2,0
0,Touki Toussaint,Chicago White Sox,Chicago Cubs,0,4.0,3,3,3,5,4,2
1,Tanner Banks,Chicago White Sox,Chicago Cubs,0,1.0,0,0,0,0,0,0
2,Lane Ramsey,Chicago White Sox,Chicago Cubs,0,1.0,1,0,0,0,1,0
3,Aaron Bummer,Chicago White Sox,Chicago Cubs,0,1.1,1,0,0,0,1,0
4,Gregory Santos,Chicago White Sox,Chicago Cubs,0,1.2,0,0,0,0,3,0
5,Kyle Hendricks,Chicago Cubs,Chicago White Sox,1,6.0,7,3,3,2,4,0
6,Julian Merryweather,Chicago Cubs,Chicago White Sox,1,1.0,1,1,1,0,2,1
7,Mark Leiter Jr.,Chicago Cubs,Chicago White Sox,1,1.0,0,0,0,0,2,0
8,Adbert Alzolay,Chicago Cubs,Chicago White Sox,1,1.0,2,1,1,0,0,0
0,Lucas Giolito,Los Angeles Angels,Texas Rangers,0,6.0,7,4,4,2,5,1
1,Aaron Loup,Los Angeles Angels,Texas Rangers,0,0.2,1,1,1,0,1,1
2,Dominic Leone,Los Angeles Angels,Texas Rangers,0,1.1,3,2,2,2,2,0
3,Jordan Montgomery,Texas Rangers,Los Angeles Angels,1,6.0,6,1,1,0,9,0
4,Josh Sborz,Texas Rangers,Los Angeles Angels,1,1.0,0,0,0,0,2,0
5,Aroldis Chapman,Texas Rangers,Los Angeles Angels,1,1.0,0,0,0,0,1,0
6,Chris Stratton,Texas Rangers,Los Angeles Angels,1,0.2,2,2,2,0,0,1
7,Will Smith,Texas Rangers,Los Angeles Angels,1,0.1,0,0,0,0,0,0
0,Emerson Hancock,Seattle Mariners,Kansas City Royals,0,5.0,9,5,5,0,1,1
1,Gabe Speier,Seattle Mariners,Kansas City Royals,0,1.1,2,0,0,0,1,0
2,Justin Topa,Seattle Mariners,Kansas City Royals,0,1.0,2,0,0,0,2,0
3,Andrés Muñoz,Seattle Mariners,Kansas City Royals,0,1.2,2,3,0,2,0,0
4,Tayler Saucedo,Seattle Mariners,Kansas City Royals,0,1.0,0,0,0,0,0,0
5,Jordan Lyles,Kansas City Royals,Seattle Mariners,1,5.0,9,7,6,1,3,4
6,Max Castillo,Kansas City Royals,Seattle Mariners,1,1.2,1,1,1,1,0,0
7,Taylor Hearn,Kansas City Royals,Seattle Mariners,1,0.2,1,0,0,1,2,0
8,Dylan Coleman,Kansas City Royals,Seattle Mariners,1,0.2,0,0,0,0,2,0
9,James McArthur,Kansas City Royals,Seattle Mariners,1,1.0,2,0,0,0,1,0
10,Tucker Davidson,Kansas City Royals,Seattle Mariners,1,1.0,1,2,1,1,1,0
0,Joe Mantiply,Arizona Diamondbacks,Colorado Rockies,0,1.0,0,0,0,0,0,0
1,Bryce Jarvis,Arizona Diamondbacks,Colorado Rockies,0,3.0,1,1,1,1,3,0
2,Tyler Gilbert,Arizona Diamondbacks,Colorado Rockies,0,1.2,3,1,1,0,2,0
3,Luis Frías,Arizona Diamondbacks,Colorado Rockies,0,1.1,3,3,3,1,0,1
4,Kevin Ginkel,Arizona Diamondbacks,Colorado Rockies,0,1.0,0,0,0,0,1,0
5,Paul Sewald,Arizona Diamondbacks,Colorado Rockies,0,1.0,3,0,0,0,1,0
6,Ty Blach,Colorado Rockies,Arizona Diamondbacks,1,5.0,6,2,2,2,2,1
