,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Gavin Stone,Los Angeles Dodgers,Tampa Bay Rays,0,2.0,10,7,7,0,3,0
1,1,Phil Bickford,Los Angeles Dodgers,Tampa Bay Rays,0,2.0,3,3,3,2,4,1
2,2,Shelby Miller,Los Angeles Dodgers,Tampa Bay Rays,0,1.0,0,0,0,1,1,0
3,3,Victor González,Los Angeles Dodgers,Tampa Bay Rays,0,1.0,1,1,1,0,0,0
4,4,Brusdar Graterol,Los Angeles Dodgers,Tampa Bay Rays,0,1.0,1,0,0,0,1,0
5,5,Yency Almonte,Los Angeles Dodgers,Tampa Bay Rays,0,1.0,0,0,0,0,3,0
6,6,Josh Fleming,Tampa Bay Rays,Los Angeles Dodgers,1,6.0,12,10,8,2,3,5
7,7,Jalen Beeks,Tampa Bay Rays,Los Angeles Dodgers,1,1.0,0,0,0,1,2,0
8,8,Jason Adam,Tampa Bay Rays,Los Angeles Dodgers,1,2.0,0,0,0,1,4,0
9,0,Cody Bradford,Texas Rangers,Baltimore Orioles,0,5.0,5,2,2,1,5,0
10,1,Josh Sborz,Texas Rangers,Baltimore Orioles,0,1.0,0,0,0,0,2,0
11,2,Cole Ragans,Texas Rangers,Baltimore Orioles,0,1.0,1,1,1,2,1,0
12,3,Joe Barlow,Texas Rangers,Baltimore Orioles,0,0.2,1,0,0,0,0,0
13,4,John King,Texas Rangers,Baltimore Orioles,0,0.1,0,0,0,0,0,0
14,5,Kyle Bradish,Baltimore Orioles,Texas Rangers,1,6.2,4,1,1,1,4,0
15,6,Yennier Cano,Baltimore Orioles,Texas Rangers,1,1.0,3,1,1,0,1,0
16,7,Danny Coulombe,Baltimore Orioles,Texas Rangers,1,0.1,0,0,0,0,0,0
17,8,Félix Bautista,Baltimore Orioles,Texas Rangers,1,1.0,0,0,0,0,3,0
18,0,Yu Darvish,San Diego Padres,New York Yankees,0,2.2,7,7,7,0,2,1
19,1,Drew Carlton,San Diego Padres,New York Yankees,0,2.1,2,1,1,0,3,0
20,2,Domingo Tapia,San Diego Padres,New York Yankees,0,1.0,0,0,0,0,0,0
21,3,Brent Honeywell Jr.,San Diego Padres,New York Yankees,0,2.0,3,2,2,0,3,1
22,4,Gerrit Cole,New York Yankees,San Diego Padres,1,6.0,4,6,5,3,9,2
23,5,Jimmy Cordero,New York Yankees,San Diego Padres,1,1.0,1,0,0,0,2,0
24,6,Ron Marinaccio,New York Yankees,San Diego Padres,1,1.0,0,0,0,0,1,0
25,7,Clay Holmes,New York Yankees,San Diego Padres,1,1.0,0,1,1,2,0,0
26,0,Jordan Montgomery,St. Louis Cardinals,Cleveland Guardians,0,5.0,7,2,2,1,3,0
27,1,Jordan Hicks,St. Louis Cardinals,Cleveland Guardians,0,2.0,1,0,0,0,2,0
28,2,Drew VerHagen,St. Louis Cardinals,Cleveland Guardians,0,0.1,2,0,0,1,1,0
29,3,Génesis Cabrera,St. Louis Cardinals,Cleveland Guardians,0,0.2,0,0,0,0,0,0
30,4,Ryan Helsley,St. Louis Cardinals,Cleveland Guardians,0,0.2,1,2,2,2,0,0
31,5,Hunter Gaddis,Cleveland Guardians,St. Louis Cardinals,1,4.2,5,3,3,2,3,3
32,6,Eli Morgan,Cleveland Guardians,St. Louis Cardinals,1,1.1,1,0,0,0,0,0
33,7,Xzavion Curry,Cleveland Guardians,St. Louis Cardinals,1,3.0,2,0,0,0,0,0
34,0,Dylan Cease,Chicago White Sox,Detroit Tigers,0,4.0,4,4,4,4,8,1
35,1,Garrett Crochet,Chicago White Sox,Detroit Tigers,0,1.2,1,0,0,3,0,0
36,2,Keynan Middleton,Chicago White Sox,Detroit Tigers,0,1.1,0,0,0,0,1,0
37,3,Kendall Graveman,Chicago White Sox,Detroit Tigers,0,1.0,0,0,0,0,0,0
38,4,Joe Kelly,Chicago White Sox,Detroit Tigers,0,1.0,1,1,1,0,2,0
39,5,Reynaldo López,Chicago White Sox,Detroit Tigers,0,0.2,0,1,0,1,0,0
40,6,Eduardo Rodriguez,Detroit Tigers,Chicago White Sox,1,6.0,5,1,1,2,6,1
41,7,Will Vest,Detroit Tigers,Chicago White Sox,1,0.1,2,3,3,1,1,0
42,8,José Cisnero,Detroit Tigers,Chicago White Sox,1,0.2,1,1,1,0,0,0
43,9,Tyler Holton,Detroit Tigers,Chicago White Sox,1,2.0,0,0,0,1,1,0
44,10,Alex Lange,Detroit Tigers,Chicago White Sox,1,1.0,0,0,0,0,2,0
45,0,MacKenzie Gore,Washington Nationals,Kansas City Royals,0,7.0,3,1,1,1,11,1
46,1,Chad Kuhl,Washington Nationals,Kansas City Royals,0,1.2,3,2,1,0,2,1
47,2,Daniel Lynch,Kansas City Royals,Washington Nationals,1,5.1,5,2,2,3,6,0
48,3,Josh Staumont,Kansas City Royals,Washington Nationals,1,0.2,1,0,0,0,1,0
49,4,Jose Cuas,Kansas City Royals,Washington Nationals,1,1.0,0,0,0,0,1,0
50,5,Aroldis Chapman,Kansas City Royals,Washington Nationals,1,1.0,2,0,0,1,1,0
51,6,Scott Barlow,Kansas City Royals,Washington Nationals,1,1.0,0,0,0,1,1,0
52,0,Alex Cobb,San Francisco Giants,Milwaukee Brewers,0,4.0,7,7,7,4,5,1
