,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Clarke Schmidt,New York Yankees,Detroit Tigers,0,4.2,6,3,3,3,7,1
1,Keynan Middleton,New York Yankees,Detroit Tigers,0,1.1,0,0,0,1,1,0
2,Tommy Kahnle,New York Yankees,Detroit Tigers,0,1.0,1,0,0,0,0,0
3,Albert Abreu,New York Yankees,Detroit Tigers,0,1.0,1,0,0,2,2,0
4,Clay Holmes,New York Yankees,Detroit Tigers,0,1.0,0,0,0,0,2,0
5,Jonathan Loáisiga,New York Yankees,Detroit Tigers,0,0.2,0,1,0,1,0,0
6,Matt Manning,Detroit Tigers,New York Yankees,1,6.0,2,0,0,2,4,0
7,Jason Foley,Detroit Tigers,New York Yankees,1,1.0,0,0,0,0,0,0
8,Tyler Holton,Detroit Tigers,New York Yankees,1,1.0,0,0,0,0,2,0
9,Alex Lange,Detroit Tigers,New York Yankees,1,1.0,3,3,3,0,1,1
10,Beau Brieske,Detroit Tigers,New York Yankees,1,1.0,0,0,0,0,1,0
0,Braxton Garrett,Miami Marlins,Washington Nationals,0,6.0,3,1,1,1,1,0
1,JT Chargois,Miami Marlins,Washington Nationals,0,1.0,0,0,0,1,0,0
2,Steven Okert,Miami Marlins,Washington Nationals,0,1.0,0,0,0,0,1,0
3,A.J. Puk,Miami Marlins,Washington Nationals,0,1.0,0,0,0,0,0,0
4,Joan Adon,Washington Nationals,Miami Marlins,1,5.0,9,5,5,1,3,1
5,Robert Garcia,Washington Nationals,Miami Marlins,1,2.0,2,0,0,0,4,0
6,Jordan Weems,Washington Nationals,Miami Marlins,1,1.0,0,0,0,0,1,0
7,Joe La Sorsa,Washington Nationals,Miami Marlins,1,1.0,2,1,1,0,0,1
0,Jakob Junis,San Francisco Giants,San Diego Padres,0,4.0,0,0,0,1,3,0
1,Sean Manaea,San Francisco Giants,San Diego Padres,0,3.1,3,1,1,5,2,0
2,Ryan Walker,San Francisco Giants,San Diego Padres,0,0.2,2,0,0,0,2,0
3,Scott Alexander,San Francisco Giants,San Diego Padres,0,1.0,2,1,1,0,0,0
4,Pedro Avila,San Diego Padres,San Francisco Giants,1,3.0,6,6,1,2,5,0
5,Matt Waldron,San Diego Padres,San Francisco Giants,1,5.0,3,1,1,0,4,1
6,Ray Kerr,San Diego Padres,San Francisco Giants,1,1.0,1,0,0,0,1,0
0,Spencer Strider,Atlanta Braves,Los Angeles Dodgers,0,6.0,4,4,4,2,9,1
1,Joe Jiménez,Atlanta Braves,Los Angeles Dodgers,0,1.0,2,2,2,1,2,2
2,A.J. Minter,Atlanta Braves,Los Angeles Dodgers,0,0.2,2,1,1,1,1,1
3,Pierce Johnson,Atlanta Braves,Los Angeles Dodgers,0,0.1,0,0,0,0,1,0
4,Raisel Iglesias,Atlanta Braves,Los Angeles Dodgers,0,1.0,1,0,0,1,1,0
5,Lance Lynn,Los Angeles Dodgers,Atlanta Braves,1,4.1,7,7,7,2,1,3
6,Alex Vesia,Los Angeles Dodgers,Atlanta Braves,1,1.2,1,1,0,1,1,0
7,Victor González,Los Angeles Dodgers,Atlanta Braves,1,1.0,0,0,0,0,1,0
8,Shelby Miller,Los Angeles Dodgers,Atlanta Braves,1,1.0,0,0,0,0,0,0
9,Brusdar Graterol,Los Angeles Dodgers,Atlanta Braves,1,1.0,1,0,0,0,0,0
