,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Justin Verlander,Houston Astros,New York Yankees,0,7.0,7,2,2,2,4,1
1,Kendall Graveman,Houston Astros,New York Yankees,0,1.0,2,1,1,1,0,1
2,Nestor Cortes,New York Yankees,Houston Astros,1,4.0,1,1,1,1,8,1
3,Ian Hamilton,New York Yankees,Houston Astros,1,2.0,0,0,0,2,4,0
4,Tommy Kahnle,New York Yankees,Houston Astros,1,1.0,0,0,0,1,1,0
5,Michael King,New York Yankees,Houston Astros,1,1.0,1,0,0,0,2,0
6,Clay Holmes,New York Yankees,Houston Astros,1,1.0,0,0,0,0,1,0
0,Aaron Civale,Tampa Bay Rays,Detroit Tigers,0,4.1,9,3,3,0,4,0
1,Kevin Kelly,Tampa Bay Rays,Detroit Tigers,0,0.2,0,0,0,0,1,0
2,Robert Stephenson,Tampa Bay Rays,Detroit Tigers,0,1.0,1,1,1,0,1,1
3,Jake Diekman,Tampa Bay Rays,Detroit Tigers,0,1.0,1,0,0,0,1,0
4,Jason Adam,Tampa Bay Rays,Detroit Tigers,0,1.0,1,0,0,0,1,0
5,Tarik Skubal,Detroit Tigers,Tampa Bay Rays,1,5.1,6,1,0,1,6,0
6,José Cisnero,Detroit Tigers,Tampa Bay Rays,1,1.0,0,1,1,1,3,0
7,Jason Foley,Detroit Tigers,Tampa Bay Rays,1,0.2,1,0,0,0,0,0
8,Tyler Holton,Detroit Tigers,Tampa Bay Rays,1,1.0,0,0,0,0,1,0
9,Alex Lange,Detroit Tigers,Tampa Bay Rays,1,0.2,0,0,0,3,0,0
10,Beau Brieske,Detroit Tigers,Tampa Bay Rays,1,0.1,0,0,0,0,1,0
0,Bryce Elder,Atlanta Braves,Chicago Cubs,0,4.1,7,7,5,3,3,2
1,Michael Tonkin,Atlanta Braves,Chicago Cubs,0,1.2,0,0,0,0,2,0
2,A.J. Minter,Atlanta Braves,Chicago Cubs,0,1.0,2,1,1,0,1,1
3,Pierce Johnson,Atlanta Braves,Chicago Cubs,0,1.0,1,0,0,0,1,0
4,Javier Assad,Chicago Cubs,Atlanta Braves,1,3.2,5,2,2,2,3,1
5,Michael Fulmer,Chicago Cubs,Atlanta Braves,1,1.1,1,0,0,0,2,0
6,Daniel Palencia,Chicago Cubs,Atlanta Braves,1,0.1,0,2,2,3,0,0
7,Mark Leiter Jr.,Chicago Cubs,Atlanta Braves,1,0.2,1,0,0,1,1,0
8,Julian Merryweather,Chicago Cubs,Atlanta Braves,1,2.0,1,0,0,1,1,0
9,Adbert Alzolay,Chicago Cubs,Atlanta Braves,1,1.0,2,2,2,0,0,1
0,George Soriano,Miami Marlins,Texas Rangers,0,3.0,3,3,3,3,4,1
1,Steven Okert,Miami Marlins,Texas Rangers,0,1.0,0,0,0,0,2,0
2,Ryan Weathers,Miami Marlins,Texas Rangers,0,3.2,6,6,6,4,5,2
3,Huascar Brazoban,Miami Marlins,Texas Rangers,0,0.1,0,0,0,0,0,0
4,Jon Gray,Texas Rangers,Miami Marlins,1,5.1,7,5,5,2,6,0
5,Brock Burke,Texas Rangers,Miami Marlins,1,1.0,1,1,1,0,3,1
6,Grant Anderson,Texas Rangers,Miami Marlins,1,0.2,0,0,0,2,1,0
7,Aroldis Chapman,Texas Rangers,Miami Marlins,1,1.0,2,0,0,0,2,0
8,Will Smith,Texas Rangers,Miami Marlins,1,1.0,1,2,2,1,0,1
0,José Berríos,Toronto Blue Jays,Boston Red Sox,0,5.2,6,3,3,0,6,1
1,Génesis Cabrera,Toronto Blue Jays,Boston Red Sox,0,0.1,0,0,0,0,1,0
2,Yimi García,Toronto Blue Jays,Boston Red Sox,0,1.0,0,0,0,0,1,0
3,Tim Mayza,Toronto Blue Jays,Boston Red Sox,0,1.1,1,0,0,0,0,0
4,Erik Swanson,Toronto Blue Jays,Boston Red Sox,0,0.2,3,1,1,0,0,0
5,John Schreiber,Boston Red Sox,Toronto Blue Jays,1,1.0,1,0,0,0,1,0
6,Nick Pivetta,Boston Red Sox,Toronto Blue Jays,1,4.0,6,3,3,2,2,1
7,Brennan Bernardino,Boston Red Sox,Toronto Blue Jays,1,0.1,3,1,1,1,1,0
8,Josh Winckowski,Boston Red Sox,Toronto Blue Jays,1,1.2,1,0,0,0,1,0
9,Chris Martin,Boston Red Sox,Toronto Blue Jays,1,1.0,1,0,0,1,0,0
10,Joe Jacques,Boston Red Sox,Toronto Blue Jays,1,1.0,2,1,1,2,0,0
0,Joan Adon,Washington Nationals,Cincinnati Reds,0,6.0,3,3,3,0,7,1
1,Andrés Machado,Washington Nationals,Cincinnati Reds,0,1.0,0,0,0,0,1,0
2,Jordan Weems,Washington Nationals,Cincinnati Reds,0,1.0,1,0,0,0,2,0
3,Kyle Finnegan,Washington Nationals,Cincinnati Reds,0,1.0,0,0,0,1,0,0
4,Andrew Abbott,Cincinnati Reds,Washington Nationals,1,5.2,9,6,6,5,3,0
5,Derek Law,Cincinnati Reds,Washington Nationals,1,2.1,1,0,0,0,0,0
6,Daniel Duarte,Cincinnati Reds,Washington Nationals,1,1.0,2,1,1,0,2,0
0,Alec Marsh,Kansas City Royals,Philadelphia Phillies,0,4.0,6,3,3,2,4,1
1,Tucker Davidson,Kansas City Royals,Philadelphia Phillies,0,1.0,2,2,2,0,0,1
2,Angel Zerpa,Kansas City Royals,Philadelphia Phillies,0,3.0,5,4,4,0,1,1
3,Cristopher Sánchez,Philadelphia Phillies,Kansas City Royals,1,5.0,6,6,6,1,7,2
4,Matt Strahm,Philadelphia Phillies,Kansas City Royals,1,2.0,0,0,0,0,2,0
5,Seranthony Domínguez,Philadelphia Phillies,Kansas City Royals,1,1.0,0,0,0,2,1,0
6,Craig Kimbrel,Philadelphia Phillies,Kansas City Royals,1,1.0,0,0,0,1,1,0
0,Tylor Megill,New York Mets,Baltimore Orioles,0,4.2,9,5,5,0,3,2
1,Grant Hartwig,New York Mets,Baltimore Orioles,0,2.1,1,1,1,2,1,0
2,Phil Bickford,New York Mets,Baltimore Orioles,0,1.0,2,1,1,1,3,0
3,Kyle Gibson,Baltimore Orioles,New York Mets,1,7.0,4,3,3,1,9,1
4,Danny Coulombe,Baltimore Orioles,New York Mets,1,1.0,2,0,0,0,0,0
5,Yennier Cano,Baltimore Orioles,New York Mets,1,1.0,1,0,0,0,2,0
0,Ross Stripling,San Francisco Giants,Oakland Athletics,0,5.1,3,1,1,0,7,1
1,Sean Manaea,San Francisco Giants,Oakland Athletics,0,1.2,1,0,0,0,3,0
2,Ryan Walker,San Francisco Giants,Oakland Athletics,0,0.1,1,1,1,1,0,0
3,Scott Alexander,San Francisco Giants,Oakland Athletics,0,0.2,1,0,0,1,0,0
4,Paul Blackburn,Oakland Athletics,San Francisco Giants,1,6.0,2,0,0,3,7,0
5,Austin Pruitt,Oakland Athletics,San Francisco Giants,1,1.0,0,0,0,1,1,0
6,Angel Felipe,Oakland Athletics,San Francisco Giants,1,0.1,1,1,1,1,1,0
7,Trevor May,Oakland Athletics,San Francisco Giants,1,1.2,0,0,0,0,1,0
0,Michael Kopech,Chicago White Sox,Cleveland Guardians,0,5.1,3,2,2,4,3,0
1,Bryan Shaw,Chicago White Sox,Cleveland Guardians,0,1.2,2,0,0,0,2,0
2,Aaron Bummer,Chicago White Sox,Cleveland Guardians,0,2.0,2,2,2,1,2,0
3,Noah Syndergaard,Cleveland Guardians,Chicago White Sox,1,6.0,9,5,5,0,3,4
4,Eli Morgan,Cleveland Guardians,Chicago White Sox,1,1.1,1,1,1,2,3,0
5,Michael Kelly,Cleveland Guardians,Chicago White Sox,1,1.2,2,1,1,0,1,0
0,Bailey Falter,Pittsburgh Pirates,Milwaukee Brewers,0,4.0,6,1,1,1,2,0
1,Andre Jackson,Pittsburgh Pirates,Milwaukee Brewers,0,3.0,0,0,0,0,3,0
2,Yerry De Los Santos,Pittsburgh Pirates,Milwaukee Brewers,0,1.0,0,0,0,0,0,0
3,David Bednar,Pittsburgh Pirates,Milwaukee Brewers,0,1.0,2,1,1,0,0,0
4,Angel Perdomo,Pittsburgh Pirates,Milwaukee Brewers,0,0.2,1,1,0,2,1,0
5,Corbin Burnes,Milwaukee Brewers,Pittsburgh Pirates,1,6.0,2,2,2,4,5,0
6,Elvis Peguero,Milwaukee Brewers,Pittsburgh Pirates,1,1.0,0,0,0,1,1,0
7,Andrew Chafin,Milwaukee Brewers,Pittsburgh Pirates,1,1.0,0,0,0,2,2,0
8,Joel Payamps,Milwaukee Brewers,Pittsburgh Pirates,1,1.0,1,0,0,0,0,0
9,Devin Williams,Milwaukee Brewers,Pittsburgh Pirates,1,1.0,0,0,0,0,2,0
0,Ryne Nelson,Arizona Diamondbacks,Minnesota Twins,0,3.0,8,6,6,0,5,1
1,Joe Mantiply,Arizona Diamondbacks,Minnesota Twins,0,1.0,3,2,2,0,0,1
2,Tyler Gilbert,Arizona Diamondbacks,Minnesota Twins,0,2.0,2,2,2,1,5,2
3,Paul Sewald,Arizona Diamondbacks,Minnesota Twins,0,1.0,0,0,0,0,3,0
4,Carson Kelly,Arizona Diamondbacks,Minnesota Twins,0,1.0,4,2,2,0,0,0
5,Kenta Maeda,Minnesota Twins,Arizona Diamondbacks,1,6.0,2,1,1,0,7,1
6,Jordan Balazovic,Minnesota Twins,Arizona Diamondbacks,1,2.0,0,0,0,1,1,0
7,Jovani Moran,Minnesota Twins,Arizona Diamondbacks,1,1.0,0,0,0,3,1,0
0,Ty Blach,Colorado Rockies,St. Louis Cardinals,0,4.2,8,4,4,1,2,1
1,Tommy Doyle,Colorado Rockies,St. Louis Cardinals,0,1.1,1,2,2,3,0,0
2,Connor Seabold,Colorado Rockies,St. Louis Cardinals,0,2.0,2,0,0,0,2,0
3,Steven Matz,St. Louis Cardinals,Colorado Rockies,1,6.0,5,1,1,2,6,0
4,Andre Pallante,St. Louis Cardinals,Colorado Rockies,1,2.0,1,1,1,0,2,1
5,Giovanny Gallegos,St. Louis Cardinals,Colorado Rockies,1,1.0,1,0,0,0,2,0
0,Michael Grove,Los Angeles Dodgers,San Diego Padres,0,1.1,1,0,0,0,4,0
1,Ryan Yarbrough,Los Angeles Dodgers,San Diego Padres,0,4.1,3,1,1,0,3,1
2,Brusdar Graterol,Los Angeles Dodgers,San Diego Padres,0,1.1,1,0,0,0,1,0
3,Yency Almonte,Los Angeles Dodgers,San Diego Padres,0,0.1,1,3,3,2,1,0
4,Caleb Ferguson,Los Angeles Dodgers,San Diego Padres,0,0.1,5,4,0,1,0,0
5,Alex Vesia,Los Angeles Dodgers,San Diego Padres,0,0.1,0,0,0,0,0,0
6,Blake Snell,San Diego Padres,Los Angeles Dodgers,1,5.0,4,3,3,4,8,1
7,Steven Wilson,San Diego Padres,Los Angeles Dodgers,1,1.0,0,0,0,0,1,0
8,Nick Martinez,San Diego Padres,Los Angeles Dodgers,1,2.0,1,0,0,1,1,0
9,Ray Kerr,San Diego Padres,Los Angeles Dodgers,1,1.0,1,0,0,0,0,0
0,George Kirby,Seattle Mariners,Los Angeles Angels,0,7.0,3,1,1,0,5,1
1,Matt Brash,Seattle Mariners,Los Angeles Angels,0,1.0,1,0,0,0,0,0
2,Andrés Muñoz,Seattle Mariners,Los Angeles Angels,0,1.0,2,1,1,2,2,0
3,Tyler Anderson,Los Angeles Angels,Seattle Mariners,1,5.0,2,2,2,3,6,0
4,Dominic Leone,Los Angeles Angels,Seattle Mariners,1,2.0,2,0,0,1,2,0
5,José Soriano,Los Angeles Angels,Seattle Mariners,1,1.0,2,1,1,1,1,0
6,Aaron Loup,Los Angeles Angels,Seattle Mariners,1,1.0,1,0,0,1,2,0
