,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
1,Cody Bradford,Texas Rangers,Toronto Blue Jays,0,2.2,1,0,0,1,4,0
2,José Leclerc,Texas Rangers,Toronto Blue Jays,0,1.1,0,0,0,1,3,0
3,Will Smith,Texas Rangers,Toronto Blue Jays,0,0.2,0,0,0,0,0,0
4,Jonathan Hernández,Texas Rangers,Toronto Blue Jays,0,1.0,0,0,0,0,1,0
5,Kevin Gausman,Toronto Blue Jays,Texas Rangers,1,4.2,6,4,4,6,5,2
6,Tim Mayza,Toronto Blue Jays,Texas Rangers,1,1.1,0,0,0,0,1,0
7,Erik Swanson,Toronto Blue Jays,Texas Rangers,1,1.0,2,0,0,0,1,0
8,Trevor Richards,Toronto Blue Jays,Texas Rangers,1,0.0,3,5,5,2,0,0
9,Yimi García,Toronto Blue Jays,Texas Rangers,1,1.0,1,0,0,1,1,0
10,Bowden Francis,Toronto Blue Jays,Texas Rangers,1,1.0,0,0,0,1,1,0
0,Aaron Civale,Tampa Bay Rays,Baltimore Orioles,0,5.0,4,3,3,1,8,2
1,Colin Poche,Tampa Bay Rays,Baltimore Orioles,0,1.0,0,0,0,0,2,0
2,Shawn Armstrong,Tampa Bay Rays,Baltimore Orioles,0,1.0,0,0,0,0,1,0
3,Robert Stephenson,Tampa Bay Rays,Baltimore Orioles,0,1.0,0,0,0,0,1,0
4,Pete Fairbanks,Tampa Bay Rays,Baltimore Orioles,0,1.0,0,0,0,0,3,0
5,Kyle Bradish,Baltimore Orioles,Tampa Bay Rays,1,7.0,7,4,4,0,5,1
6,Jorge López,Baltimore Orioles,Tampa Bay Rays,1,1.0,0,0,0,0,1,0
7,Yennier Cano,Baltimore Orioles,Tampa Bay Rays,1,1.0,0,0,0,0,0,0
0,Clarke Schmidt,New York Yankees,Boston Red Sox,0,5.1,7,4,3,3,3,1
1,Zach McAllister,New York Yankees,Boston Red Sox,0,0.2,1,1,1,0,1,0
2,Wandy Peralta,New York Yankees,Boston Red Sox,0,1.0,1,0,0,0,0,0
3,Tommy Kahnle,New York Yankees,Boston Red Sox,0,2.0,0,0,0,1,4,0
4,Nick Robertson,Boston Red Sox,New York Yankees,1,1.0,0,0,0,1,1,0
5,Brennan Bernardino,Boston Red Sox,New York Yankees,1,1.0,5,5,5,2,1,1
6,Zack Weiss,Boston Red Sox,New York Yankees,1,2.0,1,0,0,1,0,0
7,Brandon Walter,Boston Red Sox,New York Yankees,1,3.0,2,0,0,0,2,0
8,Mauricio Llovera,Boston Red Sox,New York Yankees,1,1.0,3,1,1,1,0,0
9,John Schreiber,Boston Red Sox,New York Yankees,1,1.0,1,2,2,0,2,1
0,Kenta Maeda,Minnesota Twins,Chicago White Sox,0,7.0,4,2,2,1,8,1
1,Josh Winder,Minnesota Twins,Chicago White Sox,0,1.0,1,0,0,0,1,0
2,Brent Headrick,Minnesota Twins,Chicago White Sox,0,1.0,1,0,0,0,1,0
3,José Ureña,Chicago White Sox,Minnesota Twins,1,6.1,7,6,6,0,8,3
4,Bryan Shaw,Chicago White Sox,Minnesota Twins,1,0.2,0,0,0,1,1,0
5,Deivi García,Chicago White Sox,Minnesota Twins,1,1.2,2,4,0,3,3,0
6,Sammy Peralta,Chicago White Sox,Minnesota Twins,1,0.1,1,0,0,0,0,0
