,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Tyler Anderson,Los Angeles Angels,Toronto Blue Jays,0,6.1,7,1,1,1,2,0
1,Matt Moore,Los Angeles Angels,Toronto Blue Jays,0,1.2,0,0,0,2,0,0
2,Carlos Estévez,Los Angeles Angels,Toronto Blue Jays,0,2.0,1,1,0,1,2,0
3,José Berríos,Toronto Blue Jays,Los Angeles Angels,1,6.0,6,1,1,2,6,0
4,Génesis Cabrera,Toronto Blue Jays,Los Angeles Angels,1,1.1,0,0,0,0,0,0
5,Jay Jackson,Toronto Blue Jays,Los Angeles Angels,1,0.2,1,0,0,0,1,0
6,Tim Mayza,Toronto Blue Jays,Los Angeles Angels,1,1.0,0,0,0,2,0,0
7,Yimi García,Toronto Blue Jays,Los Angeles Angels,1,1.0,1,2,1,0,1,1
0,Colin Rea,Milwaukee Brewers,Atlanta Braves,0,5.0,5,5,5,2,8,2
1,Hoby Milner,Milwaukee Brewers,Atlanta Braves,0,1.0,1,1,1,0,0,1
2,Elvis Peguero,Milwaukee Brewers,Atlanta Braves,0,1.0,1,0,0,1,0,0
3,Joel Payamps,Milwaukee Brewers,Atlanta Braves,0,1.0,2,2,2,0,2,1
4,AJ Smith-Shawver,Atlanta Braves,Milwaukee Brewers,1,5.0,4,3,3,4,3,2
5,Collin McHugh,Atlanta Braves,Milwaukee Brewers,1,1.0,3,3,3,1,0,0
6,Joe Jiménez,Atlanta Braves,Milwaukee Brewers,1,1.0,0,0,0,1,3,0
7,Kirby Yates,Atlanta Braves,Milwaukee Brewers,1,1.0,0,0,0,0,1,0
8,Raisel Iglesias,Atlanta Braves,Milwaukee Brewers,1,1.0,0,0,0,0,3,0
0,Cristopher Sánchez,Philadelphia Phillies,Pittsburgh Pirates,0,5.0,0,0,0,2,3,0
1,Seranthony Domínguez,Philadelphia Phillies,Pittsburgh Pirates,0,0.1,3,2,2,1,0,1
2,Jeff Hoffman,Philadelphia Phillies,Pittsburgh Pirates,0,0.2,1,0,0,0,1,0
3,Gregory Soto,Philadelphia Phillies,Pittsburgh Pirates,0,1.0,1,1,0,0,2,0
4,Yunior Marte,Philadelphia Phillies,Pittsburgh Pirates,0,1.0,2,1,1,0,1,0
5,Craig Kimbrel,Philadelphia Phillies,Pittsburgh Pirates,0,1.0,1,0,0,0,1,0
6,Andrew Vasquez,Philadelphia Phillies,Pittsburgh Pirates,0,0.0,1,2,1,0,0,1
7,Rich Hill,Pittsburgh Pirates,Philadelphia Phillies,1,5.0,5,2,2,3,7,1
8,Dauri Moreta,Pittsburgh Pirates,Philadelphia Phillies,1,1.0,0,0,0,0,1,0
9,Jose Hernandez,Pittsburgh Pirates,Philadelphia Phillies,1,0.1,0,2,2,2,0,0
10,Carmen Mlodzinski,Pittsburgh Pirates,Philadelphia Phillies,1,1.2,2,0,0,0,3,0
11,David Bednar,Pittsburgh Pirates,Philadelphia Phillies,1,1.0,0,0,0,1,2,0
12,Angel Perdomo,Pittsburgh Pirates,Philadelphia Phillies,1,1.0,1,0,0,0,1,0
0,Tarik Skubal,Detroit Tigers,Miami Marlins,0,4.2,6,4,4,0,4,0
1,Brendan White,Detroit Tigers,Miami Marlins,0,1.1,2,1,0,0,0,0
2,Tyler Holton,Detroit Tigers,Miami Marlins,0,1.0,3,2,2,0,1,1
3,José Cisnero,Detroit Tigers,Miami Marlins,0,1.0,2,1,1,1,1,1
4,Jesús Luzardo,Miami Marlins,Detroit Tigers,1,4.2,7,4,4,3,3,0
5,George Soriano,Miami Marlins,Detroit Tigers,1,1.1,1,0,0,1,2,0
6,A.J. Puk,Miami Marlins,Detroit Tigers,1,0.1,3,2,2,1,1,0
7,Jorge López,Miami Marlins,Detroit Tigers,1,0.2,0,0,0,0,1,0
8,Tanner Scott,Miami Marlins,Detroit Tigers,1,1.0,0,0,0,0,0,0
9,David Robertson,Miami Marlins,Detroit Tigers,1,1.0,0,0,0,0,1,0
0,Trevor Williams,Washington Nationals,New York Mets,0,4.0,7,5,5,4,2,1
1,Joe La Sorsa,Washington Nationals,New York Mets,0,2.0,1,0,0,0,2,0
2,Amos Willingham,Washington Nationals,New York Mets,0,1.0,1,0,0,1,2,0
3,Cory Abbott,Washington Nationals,New York Mets,0,1.0,2,0,0,1,1,0
4,Justin Verlander,New York Mets,Washington Nationals,1,5.1,5,1,1,1,5,0
5,David Peterson,New York Mets,Washington Nationals,1,2.0,1,1,0,0,2,0
6,Adam Ottavino,New York Mets,Washington Nationals,1,0.2,0,0,0,0,1,0
7,Brooks Raley,New York Mets,Washington Nationals,1,1.0,0,0,0,1,3,0
0,Aaron Civale,Cleveland Guardians,Chicago White Sox,0,6.0,3,0,0,2,4,0
1,Enyel De Los Santos,Cleveland Guardians,Chicago White Sox,0,1.0,0,0,0,1,1,0
2,Trevor Stephan,Cleveland Guardians,Chicago White Sox,0,1.0,0,0,0,0,0,0
3,Emmanuel Clase,Cleveland Guardians,Chicago White Sox,0,1.0,1,0,0,0,0,0
4,Michael Kopech,Chicago White Sox,Cleveland Guardians,1,5.0,4,3,3,5,2,2
5,Declan Cronin,Chicago White Sox,Cleveland Guardians,1,2.0,1,2,2,1,0,1
6,Sammy Peralta,Chicago White Sox,Cleveland Guardians,1,1.0,0,0,0,0,0,0
7,Edgar Navarro,Chicago White Sox,Cleveland Guardians,1,1.0,2,0,0,0,2,0
0,Zack Littell,Tampa Bay Rays,Houston Astros,0,5.0,8,2,2,0,4,0
1,Erasmo Ramírez,Tampa Bay Rays,Houston Astros,0,3.0,2,0,0,0,2,0
2,Jason Adam,Tampa Bay Rays,Houston Astros,0,1.0,0,0,0,0,1,0
3,Brandon Bielak,Houston Astros,Tampa Bay Rays,1,5.0,8,6,3,3,4,0
4,Phil Maton,Houston Astros,Tampa Bay Rays,1,2.0,3,2,2,1,2,1
5,Kendall Graveman,Houston Astros,Tampa Bay Rays,1,1.0,1,0,0,1,1,0
6,Rafael Montero,Houston Astros,Tampa Bay Rays,1,1.0,0,0,0,0,1,0
0,Kenta Maeda,Minnesota Twins,Kansas City Royals,0,5.0,4,2,2,2,7,1
1,Dylan Floro,Minnesota Twins,Kansas City Royals,0,1.0,0,0,0,0,0,0
2,Emilio Pagán,Minnesota Twins,Kansas City Royals,0,1.0,0,0,0,0,0,0
3,Griffin Jax,Minnesota Twins,Kansas City Royals,0,1.0,2,0,0,0,0,0
4,Ryan Yarbrough,Kansas City Royals,Minnesota Twins,1,7.0,7,1,1,0,5,1
5,Dylan Coleman,Kansas City Royals,Minnesota Twins,1,1.0,0,0,0,0,2,0
6,Carlos Hernández,Kansas City Royals,Minnesota Twins,1,1.0,0,0,0,1,2,0
0,Kyle Hendricks,Chicago Cubs,St. Louis Cardinals,0,7.0,8,3,3,1,2,0
1,Michael Fulmer,Chicago Cubs,St. Louis Cardinals,0,1.0,0,0,0,1,0,0
2,Steven Matz,St. Louis Cardinals,Chicago Cubs,1,6.0,4,0,0,0,2,0
3,Giovanny Gallegos,St. Louis Cardinals,Chicago Cubs,1,2.0,0,0,0,0,2,0
4,JoJo Romero,St. Louis Cardinals,Chicago Cubs,1,1.0,1,0,0,0,2,0
0,Luis Medina,Oakland Athletics,Colorado Rockies,0,5.1,6,2,2,0,6,0
1,Sam Moll,Oakland Athletics,Colorado Rockies,0,0.2,0,0,0,0,2,0
2,Austin Pruitt,Oakland Athletics,Colorado Rockies,0,1.0,0,0,0,0,0,0
3,Angel Felipe,Oakland Athletics,Colorado Rockies,0,1.0,0,0,0,2,1,0
4,Ty Blach,Colorado Rockies,Oakland Athletics,1,5.0,3,0,0,1,2,0
5,Matt Koch,Colorado Rockies,Oakland Athletics,1,1.0,0,0,0,0,1,0
6,Brent Suter,Colorado Rockies,Oakland Athletics,1,1.0,2,0,0,1,2,0
7,Daniel Bard,Colorado Rockies,Oakland Athletics,1,1.0,0,0,0,1,1,0
8,Justin Lawrence,Colorado Rockies,Oakland Athletics,1,1.0,0,0,0,0,2,0
0,Brennan Bernardino,Boston Red Sox,San Francisco Giants,0,1.0,1,1,1,1,2,0
1,John Schreiber,Boston Red Sox,San Francisco Giants,0,2.0,1,0,0,0,2,0
2,Chris Murphy,Boston Red Sox,San Francisco Giants,0,3.1,4,1,0,0,1,0
3,Josh Winckowski,Boston Red Sox,San Francisco Giants,0,1.2,3,1,1,0,1,0
4,Richard Bleier,Boston Red Sox,San Francisco Giants,0,1.0,0,0,0,0,0,0
5,Chris Martin,Boston Red Sox,San Francisco Giants,0,1.0,0,0,0,2,0,0
6,Mauricio Llovera,Boston Red Sox,San Francisco Giants,0,0.0,2,1,0,0,0,0
7,Scott Alexander,San Francisco Giants,Boston Red Sox,1,1.2,0,0,0,0,1,0
8,Ross Stripling,San Francisco Giants,Boston Red Sox,1,4.1,4,1,1,0,3,1
9,Taylor Rogers,San Francisco Giants,Boston Red Sox,1,1.0,1,0,0,1,0,0
10,Tyler Rogers,San Francisco Giants,Boston Red Sox,1,1.0,2,2,2,1,1,1
11,Camilo Doval,San Francisco Giants,Boston Red Sox,1,1.0,1,0,0,0,1,0
12,Tristan Beck,San Francisco Giants,Boston Red Sox,1,2.0,0,0,0,1,3,0
0,Luis Castillo,Seattle Mariners,Arizona Diamondbacks,0,6.0,2,0,0,1,7,0
1,Justin Topa,Seattle Mariners,Arizona Diamondbacks,0,1.0,0,0,0,0,1,0
2,Matt Brash,Seattle Mariners,Arizona Diamondbacks,0,1.0,1,0,0,0,2,0
3,Tayler Saucedo,Seattle Mariners,Arizona Diamondbacks,0,1.0,0,0,0,0,2,0
4,Merrill Kelly,Arizona Diamondbacks,Seattle Mariners,1,5.0,7,3,3,2,6,1
5,Tyler Gilbert,Arizona Diamondbacks,Seattle Mariners,1,2.0,0,0,0,1,5,0
6,Austin Adams,Arizona Diamondbacks,Seattle Mariners,1,1.0,1,0,0,1,2,0
7,Cole Sulser,Arizona Diamondbacks,Seattle Mariners,1,1.0,2,1,1,0,0,0
