,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Logan Webb,San Francisco Giants,Cincinnati Reds,0,7.0,4,2,2,0,7,2
1,Brandon Williamson,Cincinnati Reds,San Francisco Giants,1,6.0,4,2,2,3,3,2
2,Fernando Cruz,Cincinnati Reds,San Francisco Giants,1,1.0,0,0,0,0,2,0
3,Alex Young,Cincinnati Reds,San Francisco Giants,1,0.1,1,0,0,1,0,0
0,Emmet Sheehan,Los Angeles Dodgers,Baltimore Orioles,0,5.0,5,4,4,3,2,1
1,Yency Almonte,Los Angeles Dodgers,Baltimore Orioles,0,1.0,1,0,0,0,1,0
2,Alex Vesia,Los Angeles Dodgers,Baltimore Orioles,0,1.0,0,0,0,0,2,0
3,Caleb Ferguson,Los Angeles Dodgers,Baltimore Orioles,0,1.0,1,0,0,0,1,0
4,Ryan Brasier,Los Angeles Dodgers,Baltimore Orioles,0,1.0,0,0,0,1,0,0
5,Grayson Rodriguez,Baltimore Orioles,Los Angeles Dodgers,1,5.0,7,4,4,2,4,0
6,Bryan Baker,Baltimore Orioles,Los Angeles Dodgers,1,1.0,1,2,2,1,0,1
7,Mike Baumann,Baltimore Orioles,Los Angeles Dodgers,1,0.2,1,0,0,0,0,0
8,Nick Vespi,Baltimore Orioles,Los Angeles Dodgers,1,2.1,2,0,0,0,1,0
0,Xzavion Curry,Cleveland Guardians,Pittsburgh Pirates,0,3.0,1,0,0,1,2,0
1,Michael Kelly,Cleveland Guardians,Pittsburgh Pirates,0,1.2,2,0,0,0,2,0
2,Sam Hentges,Cleveland Guardians,Pittsburgh Pirates,0,1.1,0,0,0,0,1,0
3,Nick Sandlin,Cleveland Guardians,Pittsburgh Pirates,0,1.0,0,0,0,1,2,0
4,Cody Morris,Cleveland Guardians,Pittsburgh Pirates,0,1.0,0,0,0,1,2,0
5,Emmanuel Clase,Cleveland Guardians,Pittsburgh Pirates,0,1.0,1,0,0,0,3,0
6,Quinn Priester,Pittsburgh Pirates,Cleveland Guardians,1,5.1,7,7,7,2,2,2
7,Yohan Ramirez,Pittsburgh Pirates,Cleveland Guardians,1,1.2,1,2,2,0,2,1
8,Dauri Moreta,Pittsburgh Pirates,Cleveland Guardians,1,1.0,2,1,1,0,1,0
9,Yerry De Los Santos,Pittsburgh Pirates,Cleveland Guardians,1,1.0,2,1,1,2,0,0
0,Jesús Luzardo,Miami Marlins,St. Louis Cardinals,0,4.0,5,3,2,3,2,0
1,JT Chargois,Miami Marlins,St. Louis Cardinals,0,1.0,1,0,0,0,1,0
2,Dylan Floro,Miami Marlins,St. Louis Cardinals,0,1.0,4,3,3,0,1,0
3,Bryan Hoeing,Miami Marlins,St. Louis Cardinals,0,1.0,1,0,0,0,1,0
4,A.J. Puk,Miami Marlins,St. Louis Cardinals,0,1.0,0,0,0,1,1,0
5,Miles Mikolas,St. Louis Cardinals,Miami Marlins,1,6.0,7,3,3,0,3,2
6,Ryan Tepera,St. Louis Cardinals,Miami Marlins,1,0.2,2,1,1,1,0,0
7,Giovanny Gallegos,St. Louis Cardinals,Miami Marlins,1,1.1,0,0,0,0,1,0
8,Jordan Hicks,St. Louis Cardinals,Miami Marlins,1,1.0,3,0,0,0,0,0
0,MacKenzie Gore,Washington Nationals,Chicago Cubs,0,6.1,6,5,5,2,6,2
1,Mason Thompson,Washington Nationals,Chicago Cubs,0,1.1,2,0,0,0,1,0
2,Kyle Finnegan,Washington Nationals,Chicago Cubs,0,1.1,1,0,0,0,3,0
3,Drew Smyly,Chicago Cubs,Washington Nationals,1,6.0,8,5,5,1,7,1
4,Daniel Palencia,Chicago Cubs,Washington Nationals,1,1.0,3,2,2,0,1,1
5,Mark Leiter Jr.,Chicago Cubs,Washington Nationals,1,1.0,0,0,0,0,0,0
6,Julian Merryweather,Chicago Cubs,Washington Nationals,1,1.0,0,0,0,0,1,0
0,Shane McClanahan,Tampa Bay Rays,Texas Rangers,0,6.0,3,2,2,0,6,1
1,Jason Adam,Tampa Bay Rays,Texas Rangers,0,1.0,1,0,0,0,1,0
2,Colin Poche,Tampa Bay Rays,Texas Rangers,0,1.0,1,0,0,1,2,0
3,Pete Fairbanks,Tampa Bay Rays,Texas Rangers,0,0.2,1,1,1,0,1,0
4,Dane Dunning,Texas Rangers,Tampa Bay Rays,1,7.0,5,2,2,1,4,1
5,José Leclerc,Texas Rangers,Tampa Bay Rays,1,1.0,0,0,0,0,1,0
6,Aroldis Chapman,Texas Rangers,Tampa Bay Rays,1,1.0,0,0,0,0,3,0
0,Matt Manning,Detroit Tigers,Kansas City Royals,0,5.2,4,2,0,0,3,0
1,Tyler Holton,Detroit Tigers,Kansas City Royals,0,0.2,1,0,0,1,1,0
2,Brendan White,Detroit Tigers,Kansas City Royals,0,0.2,0,0,0,0,1,0
3,Jason Foley,Detroit Tigers,Kansas City Royals,0,1.0,1,0,0,1,1,0
4,Alex Lange,Detroit Tigers,Kansas City Royals,0,1.0,0,0,0,0,2,0
