,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Sonny Gray,Minnesota Twins,Cleveland Guardians,0,6.0,6,3,3,2,4,1
1,Griffin Jax,Minnesota Twins,Cleveland Guardians,0,1.0,1,0,0,0,2,0
2,Caleb Thielbar,Minnesota Twins,Cleveland Guardians,0,1.0,0,0,0,0,0,0
3,Emilio Pagán,Minnesota Twins,Cleveland Guardians,0,1.0,0,0,0,0,1,0
4,Tanner Bibee,Cleveland Guardians,Minnesota Twins,1,5.0,4,2,2,5,4,0
5,Matt Moore,Cleveland Guardians,Minnesota Twins,1,1.0,3,1,1,0,3,1
6,Reynaldo López,Cleveland Guardians,Minnesota Twins,1,1.0,1,0,0,0,1,0
7,Trevor Stephan,Cleveland Guardians,Minnesota Twins,1,0.2,3,5,5,2,1,0
8,Eli Morgan,Cleveland Guardians,Minnesota Twins,1,1.1,0,0,0,0,1,0
0,Brandon Woodruff,Milwaukee Brewers,Pittsburgh Pirates,0,7.0,2,0,0,2,6,0
1,Andrew Chafin,Milwaukee Brewers,Pittsburgh Pirates,0,1.0,1,0,0,0,1,0
2,Clayton Andrews,Milwaukee Brewers,Pittsburgh Pirates,0,0.0,3,3,3,0,0,1
3,Elvis Peguero,Milwaukee Brewers,Pittsburgh Pirates,0,1.0,2,0,0,0,0,0
4,Andre Jackson,Pittsburgh Pirates,Milwaukee Brewers,1,4.1,3,6,6,5,2,0
5,Thomas Hatch,Pittsburgh Pirates,Milwaukee Brewers,1,2.2,3,1,0,0,4,0
6,Hunter Stratton,Pittsburgh Pirates,Milwaukee Brewers,1,2.0,1,0,0,1,2,0
0,Bryce Miller,Seattle Mariners,Cincinnati Reds,0,5.0,7,1,1,1,2,0
1,Dominic Leone,Seattle Mariners,Cincinnati Reds,0,0.2,2,2,2,1,0,2
2,Gabe Speier,Seattle Mariners,Cincinnati Reds,0,0.1,0,0,0,1,0,0
3,Matt Brash,Seattle Mariners,Cincinnati Reds,0,1.0,0,0,0,1,1,0
4,Justin Topa,Seattle Mariners,Cincinnati Reds,0,1.0,2,3,3,1,0,1
5,Andrés Muñoz,Seattle Mariners,Cincinnati Reds,0,0.0,2,1,1,0,0,0
6,Connor Phillips,Cincinnati Reds,Seattle Mariners,1,4.2,6,5,5,2,7,2
7,Chasen Shreve,Cincinnati Reds,Seattle Mariners,1,1.1,0,0,0,2,1,0
8,Derek Law,Cincinnati Reds,Seattle Mariners,1,1.0,2,1,1,0,0,1
9,Casey Legumina,Cincinnati Reds,Seattle Mariners,1,1.0,1,0,0,1,0,0
10,Alexis Díaz,Cincinnati Reds,Seattle Mariners,1,1.0,0,0,0,1,0,0
0,Clayton Kershaw,Los Angeles Dodgers,Miami Marlins,0,5.0,5,3,3,5,3,2
1,Ryan Yarbrough,Los Angeles Dodgers,Miami Marlins,0,3.0,3,3,3,0,3,2
2,Jesús Luzardo,Miami Marlins,Los Angeles Dodgers,1,6.0,4,2,2,1,6,0
3,A.J. Puk,Miami Marlins,Los Angeles Dodgers,1,1.0,1,1,1,0,1,1
4,Andrew Nardi,Miami Marlins,Los Angeles Dodgers,1,1.0,1,0,0,1,1,0
5,Tanner Scott,Miami Marlins,Los Angeles Dodgers,1,1.0,1,0,0,0,2,0
0,Kutter Crawford,Boston Red Sox,Tampa Bay Rays,0,3.2,3,5,5,4,5,1
1,Joe Jacques,Boston Red Sox,Tampa Bay Rays,0,1.1,0,0,0,1,1,0
2,Josh Winckowski,Boston Red Sox,Tampa Bay Rays,0,1.0,0,0,0,1,1,0
3,Brennan Bernardino,Boston Red Sox,Tampa Bay Rays,0,1.0,0,0,0,1,2,0
4,Chris Martin,Boston Red Sox,Tampa Bay Rays,0,1.0,1,0,0,0,1,0
5,John Schreiber,Boston Red Sox,Tampa Bay Rays,0,2.0,1,0,0,1,2,0
6,Kenley Jansen,Boston Red Sox,Tampa Bay Rays,0,0.0,1,3,2,1,0,1
7,Zach Eflin,Tampa Bay Rays,Boston Red Sox,1,5.0,5,3,3,1,7,1
8,Colin Poche,Tampa Bay Rays,Boston Red Sox,1,0.2,0,0,0,1,2,0
9,Kevin Kelly,Tampa Bay Rays,Boston Red Sox,1,0.1,0,0,0,0,0,0
10,Shawn Armstrong,Tampa Bay Rays,Boston Red Sox,1,1.0,3,2,0,0,1,0
11,Jake Diekman,Tampa Bay Rays,Boston Red Sox,1,1.0,0,0,0,1,1,0
12,Pete Fairbanks,Tampa Bay Rays,Boston Red Sox,1,1.0,1,0,0,0,3,0
13,Chris Devenski,Tampa Bay Rays,Boston Red Sox,1,1.0,0,0,0,0,0,0
14,Erasmo Ramírez,Tampa Bay Rays,Boston Red Sox,1,1.0,2,1,0,0,0,0
0,Alex Faedo,Detroit Tigers,New York Yankees,0,2.2,3,1,1,1,4,1
1,Will Vest,Detroit Tigers,New York Yankees,0,1.1,0,0,0,0,2,0
2,Joey Wentz,Detroit Tigers,New York Yankees,0,1.1,0,1,1,2,0,0
3,José Cisnero,Detroit Tigers,New York Yankees,0,0.2,1,1,1,1,1,1
4,Miguel Díaz,Detroit Tigers,New York Yankees,0,1.0,0,0,0,0,2,0
5,Brendan White,Detroit Tigers,New York Yankees,0,1.0,2,2,2,1,1,0
6,Gerrit Cole,New York Yankees,Detroit Tigers,1,6.0,8,1,1,0,7,0
7,Tommy Kahnle,New York Yankees,Detroit Tigers,1,1.0,0,0,0,0,1,0
8,Jonathan Loáisiga,New York Yankees,Detroit Tigers,1,1.0,0,0,0,0,1,0
9,Clay Holmes,New York Yankees,Detroit Tigers,1,1.0,1,0,0,0,1,0
0,José Quintana,New York Mets,Washington Nationals,0,7.0,4,1,1,1,4,0
1,Sam Coonrod,New York Mets,Washington Nationals,0,0.0,2,4,4,2,0,0
2,Sean Reid-Foley,New York Mets,Washington Nationals,0,1.0,1,0,0,0,1,0
3,Drew Smith,New York Mets,Washington Nationals,0,1.0,0,0,0,1,0,0
4,Patrick Corbin,Washington Nationals,New York Mets,1,4.0,7,8,8,1,2,3
5,Andrés Machado,Washington Nationals,New York Mets,1,3.0,1,1,1,0,1,1
6,Amos Willingham,Washington Nationals,New York Mets,1,2.0,3,2,2,0,0,1
0,Miles Mikolas,St. Louis Cardinals,Atlanta Braves,0,6.2,8,3,3,2,2,3
1,John King,St. Louis Cardinals,Atlanta Braves,0,0.1,0,0,0,0,0,0
2,Giovanny Gallegos,St. Louis Cardinals,Atlanta Braves,0,0.1,1,2,2,1,1,1
3,Andre Pallante,St. Louis Cardinals,Atlanta Braves,0,0.2,2,1,1,0,0,0
