,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Julio Teheran,Milwaukee Brewers,Philadelphia Phillies,0,4.2,7,4,4,2,3,1
1,Trevor Megill,Milwaukee Brewers,Philadelphia Phillies,0,1.0,2,0,0,0,1,0
2,Abner Uribe,Milwaukee Brewers,Philadelphia Phillies,0,1.1,1,0,0,0,2,0
3,J.C. Mejía,Milwaukee Brewers,Philadelphia Phillies,0,1.0,2,0,0,0,1,0
4,Aaron Nola,Philadelphia Phillies,Milwaukee Brewers,1,7.1,4,3,2,0,6,0
5,Gregory Soto,Philadelphia Phillies,Milwaukee Brewers,1,0.2,0,0,0,0,0,0
6,Craig Kimbrel,Philadelphia Phillies,Milwaukee Brewers,1,1.0,0,0,0,0,1,0
0,Michael Grove,Los Angeles Dodgers,Baltimore Orioles,0,5.0,5,1,1,2,4,0
1,Yency Almonte,Los Angeles Dodgers,Baltimore Orioles,0,1.0,0,0,0,0,0,0
2,Phil Bickford,Los Angeles Dodgers,Baltimore Orioles,0,1.1,0,1,1,1,0,0
3,Nick Robertson,Los Angeles Dodgers,Baltimore Orioles,0,1.2,4,1,1,0,2,0
4,Tyler Wells,Baltimore Orioles,Los Angeles Dodgers,1,2.0,6,5,5,2,2,1
5,Cole Irvin,Baltimore Orioles,Los Angeles Dodgers,1,4.0,4,2,2,3,4,0
6,Cionel Pérez,Baltimore Orioles,Los Angeles Dodgers,1,1.0,1,2,2,3,1,0
7,Mike Baumann,Baltimore Orioles,Los Angeles Dodgers,1,2.0,2,1,0,0,4,0
0,Logan Allen,Cleveland Guardians,Pittsburgh Pirates,0,5.0,1,0,0,1,8,0
1,Eli Morgan,Cleveland Guardians,Pittsburgh Pirates,0,1.0,1,1,1,0,1,1
2,Trevor Stephan,Cleveland Guardians,Pittsburgh Pirates,0,1.0,2,0,0,0,1,0
3,Enyel De Los Santos,Cleveland Guardians,Pittsburgh Pirates,0,1.0,0,0,0,0,1,0
4,Tim Herrin,Cleveland Guardians,Pittsburgh Pirates,0,1.0,1,0,0,0,0,0
5,Mitch Keller,Pittsburgh Pirates,Cleveland Guardians,1,6.0,10,8,8,2,1,2
6,Angel Perdomo,Pittsburgh Pirates,Cleveland Guardians,1,1.0,0,0,0,0,2,0
7,Carmen Mlodzinski,Pittsburgh Pirates,Cleveland Guardians,1,1.0,0,0,0,0,0,0
8,Yohan Ramirez,Pittsburgh Pirates,Cleveland Guardians,1,1.0,3,2,2,0,0,1
0,Joe Musgrove,San Diego Padres,Toronto Blue Jays,0,6.0,5,1,1,1,7,0
1,Tom Cosgrove,San Diego Padres,Toronto Blue Jays,0,1.0,1,0,0,1,0,0
2,Alek Jacob,San Diego Padres,Toronto Blue Jays,0,2.0,0,0,0,1,3,0
3,Alek Manoah,Toronto Blue Jays,San Diego Padres,1,3.0,3,4,4,5,0,1
4,Nate Pearson,Toronto Blue Jays,San Diego Padres,1,2.0,2,2,2,1,1,2
5,Jay Jackson,Toronto Blue Jays,San Diego Padres,1,2.0,1,0,0,0,1,0
6,Mitch White,Toronto Blue Jays,San Diego Padres,1,2.0,3,3,3,1,1,1
0,Anthony DeSclafani,San Francisco Giants,Cincinnati Reds,0,2.0,4,4,4,0,5,2
1,Sean Manaea,San Francisco Giants,Cincinnati Reds,0,2.1,2,3,2,1,3,0
2,Mauricio Llovera,San Francisco Giants,Cincinnati Reds,0,0.2,1,1,1,1,0,1
3,Scott Alexander,San Francisco Giants,Cincinnati Reds,0,1.0,1,0,0,0,3,0
4,Jakob Junis,San Francisco Giants,Cincinnati Reds,0,1.0,4,2,2,0,1,1
5,Taylor Rogers,San Francisco Giants,Cincinnati Reds,0,1.0,1,0,0,0,1,0
6,Camilo Doval,San Francisco Giants,Cincinnati Reds,0,1.0,1,0,0,1,0,0
7,Luke Weaver,Cincinnati Reds,San Francisco Giants,1,2.2,4,4,4,1,6,2
8,Alex Young,Cincinnati Reds,San Francisco Giants,1,1.1,0,0,0,0,3,0
9,Derek Law,Cincinnati Reds,San Francisco Giants,1,0.2,3,3,3,1,0,0
10,Daniel Duarte,Cincinnati Reds,San Francisco Giants,1,0.2,1,1,0,1,2,0
11,Buck Farmer,Cincinnati Reds,San Francisco Giants,1,1.1,1,2,2,2,1,0
12,Tony Santillan,Cincinnati Reds,San Francisco Giants,1,1.1,2,1,1,3,1,0
13,Fernando Cruz,Cincinnati Reds,San Francisco Giants,1,1.0,0,0,0,0,1,0
0,Lucas Giolito,Chicago White Sox,New York Mets,0,3.2,6,8,8,5,5,3
1,Bryan Shaw,Chicago White Sox,New York Mets,0,2.0,1,1,1,1,2,0
2,Tanner Banks,Chicago White Sox,New York Mets,0,0.1,2,2,2,0,0,1
3,Reynaldo López,Chicago White Sox,New York Mets,0,1.0,1,0,0,1,2,0
4,Keynan Middleton,Chicago White Sox,New York Mets,0,1.0,0,0,0,1,1,0
5,Carlos Carrasco,New York Mets,Chicago White Sox,1,4.2,6,4,4,2,5,1
6,Grant Hartwig,New York Mets,Chicago White Sox,1,1.2,1,2,2,1,3,0
7,Trevor Gott,New York Mets,Chicago White Sox,1,0.0,3,3,2,0,0,0
8,Brooks Raley,New York Mets,Chicago White Sox,1,0.2,0,0,0,1,1,0
9,Adam Ottavino,New York Mets,Chicago White Sox,1,1.0,1,0,0,0,0,0
10,David Robertson,New York Mets,Chicago White Sox,1,1.0,1,1,1,2,0,0
0,Zach Davies,Arizona Diamondbacks,Atlanta Braves,0,3.2,8,9,9,3,1,1
1,José Ruiz,Arizona Diamondbacks,Atlanta Braves,0,1.1,1,2,2,1,0,1
2,Austin Adams,Arizona Diamondbacks,Atlanta Braves,0,1.0,2,2,2,0,0,1
3,Tyler Gilbert,Arizona Diamondbacks,Atlanta Braves,0,1.0,0,0,0,0,0,0
4,Miguel Castro,Arizona Diamondbacks,Atlanta Braves,0,1.0,0,0,0,0,1,0
5,Kevin Ginkel,Arizona Diamondbacks,Atlanta Braves,0,1.0,0,0,0,0,3,0
6,Bryce Elder,Atlanta Braves,Arizona Diamondbacks,1,2.2,7,7,5,1,4,1
7,Michael Tonkin,Atlanta Braves,Arizona Diamondbacks,1,2.2,4,4,4,0,1,1
8,Ben Heller,Atlanta Braves,Arizona Diamondbacks,1,0.2,1,1,1,0,0,1
9,Joe Jiménez,Atlanta Braves,Arizona Diamondbacks,1,1.0,0,0,0,1,1,0
10,Kirby Yates,Atlanta Braves,Arizona Diamondbacks,1,1.0,1,1,1,1,0,0
11,Raisel Iglesias,Atlanta Braves,Arizona Diamondbacks,1,0.1,3,3,2,0,1,0
12,Dereck Rodríguez,Atlanta Braves,Arizona Diamondbacks,1,0.2,0,0,0,0,0,0
0,Edward Cabrera,Miami Marlins,St. Louis Cardinals,0,5.0,2,1,1,3,6,1
1,JT Chargois,Miami Marlins,St. Louis Cardinals,0,1.0,0,0,0,1,1,0
2,Steven Okert,Miami Marlins,St. Louis Cardinals,0,0.1,1,1,1,1,1,0
3,Tanner Scott,Miami Marlins,St. Louis Cardinals,0,1.2,1,0,0,0,4,0
4,Huascar Brazoban,Miami Marlins,St. Louis Cardinals,0,1.0,1,0,0,0,2,0
5,A.J. Puk,Miami Marlins,St. Louis Cardinals,0,0.2,1,3,2,1,0,1
6,Jordan Montgomery,St. Louis Cardinals,Miami Marlins,1,6.0,6,1,1,2,5,0
7,Chris Stratton,St. Louis Cardinals,Miami Marlins,1,1.0,2,1,1,0,3,0
8,Giovanny Gallegos,St. Louis Cardinals,Miami Marlins,1,1.0,1,0,0,0,1,0
9,Jordan Hicks,St. Louis Cardinals,Miami Marlins,1,1.0,2,0,0,0,2,0
10,JoJo Romero,St. Louis Cardinals,Miami Marlins,1,1.0,0,0,0,0,2,0
0,Patrick Corbin,Washington Nationals,Chicago Cubs,0,5.1,6,3,3,1,6,1
1,Amos Willingham,Washington Nationals,Chicago Cubs,0,0.2,4,4,4,0,1,1
2,Jose Ferrer,Washington Nationals,Chicago Cubs,0,1.0,2,2,2,1,0,0
3,Paolo Espino,Washington Nationals,Chicago Cubs,0,0.1,7,8,8,2,1,0
4,Joe La Sorsa,Washington Nationals,Chicago Cubs,0,0.2,1,0,0,0,1,0
5,Jameson Taillon,Chicago Cubs,Washington Nationals,1,5.2,7,3,3,1,4,1
6,Michael Fulmer,Chicago Cubs,Washington Nationals,1,1.1,0,0,0,0,3,0
7,Adbert Alzolay,Chicago Cubs,Washington Nationals,1,1.0,2,0,0,1,2,0
8,Anthony Kay,Chicago Cubs,Washington Nationals,1,1.0,0,0,0,1,1,0
0,Taj Bradley,Tampa Bay Rays,Texas Rangers,0,5.0,5,2,2,2,9,1
1,Robert Stephenson,Tampa Bay Rays,Texas Rangers,0,1.0,1,0,0,0,2,0
2,Javy Guerra,Tampa Bay Rays,Texas Rangers,0,2.0,2,3,3,2,2,1
3,Nathan Eovaldi,Texas Rangers,Tampa Bay Rays,1,6.0,2,0,0,3,2,0
4,José Leclerc,Texas Rangers,Tampa Bay Rays,1,0.1,2,1,1,1,0,0
5,Grant Anderson,Texas Rangers,Tampa Bay Rays,1,1.2,2,2,2,0,0,2
6,Will Smith,Texas Rangers,Tampa Bay Rays,1,1.0,0,0,0,0,0,0
0,Tarik Skubal,Detroit Tigers,Kansas City Royals,0,4.0,8,7,7,1,3,0
1,José Cisnero,Detroit Tigers,Kansas City Royals,0,1.0,0,0,0,0,3,0
2,Beau Brieske,Detroit Tigers,Kansas City Royals,0,1.0,2,2,2,1,0,0
3,Chasen Shreve,Detroit Tigers,Kansas City Royals,0,1.0,0,0,0,0,0,0
4,Brendan White,Detroit Tigers,Kansas City Royals,0,1.0,3,2,2,0,0,0
5,Daniel Lynch,Kansas City Royals,Detroit Tigers,1,5.0,6,5,5,2,3,2
6,Jonathan Heasley,Kansas City Royals,Detroit Tigers,1,1.0,1,1,0,0,1,0
7,Carlos Hernández,Kansas City Royals,Detroit Tigers,1,1.0,1,0,0,0,3,0
8,Dylan Coleman,Kansas City Royals,Detroit Tigers,1,1.0,0,0,0,2,0,0
9,Scott Barlow,Kansas City Royals,Detroit Tigers,1,1.0,3,4,4,3,1,0
0,Hunter Brown,Houston Astros,Colorado Rockies,0,5.1,6,4,4,0,7,2
1,Ryne Stanek,Houston Astros,Colorado Rockies,0,0.2,0,0,0,0,2,0
2,Hector Neris,Houston Astros,Colorado Rockies,0,1.0,0,0,0,1,1,0
3,Bryan Abreu,Houston Astros,Colorado Rockies,0,1.0,1,0,0,0,1,0
4,Jake Bird,Colorado Rockies,Houston Astros,1,1.0,3,3,3,0,2,0
5,Tommy Doyle,Colorado Rockies,Houston Astros,1,2.0,0,0,0,1,0,0
6,Fernando Abad,Colorado Rockies,Houston Astros,1,1.1,1,0,0,1,0,0
7,Gavin Hollowell,Colorado Rockies,Houston Astros,1,1.2,2,0,0,0,1,0
8,Pierce Johnson,Colorado Rockies,Houston Astros,1,1.0,2,0,0,0,2,0
