,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Emerson Hancock,Seattle Mariners,Houston Astros,0,2.0,2,0,0,0,2,0
1,Tayler Saucedo,Seattle Mariners,Houston Astros,0,0.0,4,5,5,0,0,0
2,Trent Thornton,Seattle Mariners,Houston Astros,0,1.2,2,0,0,0,1,0
3,Matt Brash,Seattle Mariners,Houston Astros,0,1.1,1,0,0,0,2,0
4,Isaiah Campbell,Seattle Mariners,Houston Astros,0,1.0,2,1,1,1,1,0
5,Justin Topa,Seattle Mariners,Houston Astros,0,1.0,0,0,0,2,1,0
6,Andrés Muñoz,Seattle Mariners,Houston Astros,0,1.0,0,0,0,0,1,0
7,Gabe Speier,Seattle Mariners,Houston Astros,0,1.0,1,0,0,0,2,0
8,Hunter Brown,Houston Astros,Seattle Mariners,1,2.2,8,6,6,2,5,1
9,Ryne Stanek,Houston Astros,Seattle Mariners,1,1.1,0,0,0,0,1,0
10,Parker Mushinski,Houston Astros,Seattle Mariners,1,0.1,3,1,1,0,0,0
11,Kendall Graveman,Houston Astros,Seattle Mariners,1,1.2,0,0,0,1,2,0
12,Rafael Montero,Houston Astros,Seattle Mariners,1,1.0,2,0,0,0,3,0
13,Bryan Abreu,Houston Astros,Seattle Mariners,1,1.0,0,0,0,0,2,0
14,Ryan Pressly,Houston Astros,Seattle Mariners,1,1.0,2,0,0,0,1,0
0,Jakob Junis,San Francisco Giants,Atlanta Braves,0,1.2,2,2,0,0,1,1
1,Alex Wood,San Francisco Giants,Atlanta Braves,0,1.1,2,0,0,0,0,0
2,Tristan Beck,San Francisco Giants,Atlanta Braves,0,3.0,2,0,0,0,3,0
3,Luke Jackson,San Francisco Giants,Atlanta Braves,0,1.0,0,0,0,0,0,0
4,Taylor Rogers,San Francisco Giants,Atlanta Braves,0,0.1,0,1,0,2,1,0
5,Camilo Doval,San Francisco Giants,Atlanta Braves,0,1.2,0,0,0,1,3,0
6,Max Fried,Atlanta Braves,San Francisco Giants,1,5.2,9,3,3,1,6,2
7,Michael Tonkin,Atlanta Braves,San Francisco Giants,1,2.1,1,0,0,1,4,0
8,Kirby Yates,Atlanta Braves,San Francisco Giants,1,0.2,0,1,1,2,2,0
9,Collin McHugh,Atlanta Braves,San Francisco Giants,1,0.1,0,0,0,0,0,0
0,Josh Winckowski,Boston Red Sox,New York Yankees,0,1.0,0,0,0,1,2,0
1,Nick Pivetta,Boston Red Sox,New York Yankees,0,5.0,3,2,2,1,8,2
2,John Schreiber,Boston Red Sox,New York Yankees,0,0.2,2,3,3,3,2,1
3,Brennan Bernardino,Boston Red Sox,New York Yankees,0,0.1,0,0,0,0,0,0
4,Chris Martin,Boston Red Sox,New York Yankees,0,1.0,2,0,0,0,0,0
5,Kenley Jansen,Boston Red Sox,New York Yankees,0,1.0,1,0,0,0,2,0
6,Clarke Schmidt,New York Yankees,Boston Red Sox,1,5.2,4,2,2,2,8,1
7,Michael King,New York Yankees,Boston Red Sox,1,1.1,2,3,3,2,2,1
8,Jonathan Loáisiga,New York Yankees,Boston Red Sox,1,1.0,1,0,0,0,0,0
9,Clay Holmes,New York Yankees,Boston Red Sox,1,1.0,2,1,1,1,0,0
0,Hyun Jin Ryu,Toronto Blue Jays,Cincinnati Reds,0,5.0,4,2,0,1,7,0
1,Génesis Cabrera,Toronto Blue Jays,Cincinnati Reds,0,1.0,1,0,0,0,1,0
2,Bowden Francis,Toronto Blue Jays,Cincinnati Reds,0,3.0,2,1,1,0,4,1
3,Hunter Greene,Cincinnati Reds,Toronto Blue Jays,1,3.0,10,9,8,3,4,5
4,Buck Farmer,Cincinnati Reds,Toronto Blue Jays,1,2.0,0,0,0,0,1,0
5,Sam Moll,Cincinnati Reds,Toronto Blue Jays,1,1.0,0,0,0,1,0,0
6,Derek Law,Cincinnati Reds,Toronto Blue Jays,1,2.0,0,0,0,0,1,0
7,Alex Young,Cincinnati Reds,Toronto Blue Jays,1,1.0,2,1,1,0,0,0
0,Eduardo Rodriguez,Detroit Tigers,Cleveland Guardians,0,6.2,4,1,1,1,6,0
1,Tyler Holton,Detroit Tigers,Cleveland Guardians,0,1.1,0,0,0,0,1,0
2,Alex Lange,Detroit Tigers,Cleveland Guardians,0,1.0,0,0,0,0,0,0
3,Logan Allen,Cleveland Guardians,Detroit Tigers,1,6.0,4,2,2,2,5,1
4,Enyel De Los Santos,Cleveland Guardians,Detroit Tigers,1,1.0,2,2,2,0,3,1
5,Eli Morgan,Cleveland Guardians,Detroit Tigers,1,1.0,1,0,0,0,0,0
6,Sam Hentges,Cleveland Guardians,Detroit Tigers,1,1.0,1,0,0,0,0,0
0,Ryan Borucki,Pittsburgh Pirates,Minnesota Twins,0,2.0,0,0,0,0,3,0
1,Osvaldo Bido,Pittsburgh Pirates,Minnesota Twins,0,3.1,4,2,2,0,6,0
2,Jose Hernandez,Pittsburgh Pirates,Minnesota Twins,0,0.2,1,0,0,0,1,0
3,Dauri Moreta,Pittsburgh Pirates,Minnesota Twins,0,1.0,0,0,0,1,3,0
4,Colin Selby,Pittsburgh Pirates,Minnesota Twins,0,1.0,0,0,0,0,3,0
5,Dallas Keuchel,Minnesota Twins,Pittsburgh Pirates,1,6.1,1,0,0,0,3,0
6,Griffin Jax,Minnesota Twins,Pittsburgh Pirates,1,0.2,0,0,0,0,2,0
7,Caleb Thielbar,Minnesota Twins,Pittsburgh Pirates,1,1.0,0,0,0,1,0,0
8,Jhoan Duran,Minnesota Twins,Pittsburgh Pirates,1,1.0,1,0,0,0,2,0
0,Carlos Carrasco,New York Mets,St. Louis Cardinals,0,4.0,9,3,3,0,3,1
1,Drew Smith,New York Mets,St. Louis Cardinals,0,1.0,1,0,0,0,1,0
2,Adam Kolarek,New York Mets,St. Louis Cardinals,0,0.2,0,0,0,0,0,0
3,Sam Coonrod,New York Mets,St. Louis Cardinals,0,0.1,0,0,0,0,1,0
4,Trevor Gott,New York Mets,St. Louis Cardinals,0,0.1,4,4,4,1,1,0
5,Reed Garrett,New York Mets,St. Louis Cardinals,0,1.2,1,0,0,0,1,0
6,Dakota Hudson,St. Louis Cardinals,New York Mets,1,5.1,5,2,2,2,7,1
7,John King,St. Louis Cardinals,New York Mets,1,1.1,0,0,0,0,2,0
8,Andre Pallante,St. Louis Cardinals,New York Mets,1,1.0,1,1,1,0,1,0
9,Giovanny Gallegos,St. Louis Cardinals,New York Mets,1,0.1,1,0,0,0,1,0
10,JoJo Romero,St. Louis Cardinals,New York Mets,1,1.0,0,0,0,0,0,0
0,Jordan Lyles,Kansas City Royals,Chicago Cubs,0,8.0,5,4,4,1,2,2
1,Kyle Hendricks,Chicago Cubs,Kansas City Royals,1,6.1,5,1,1,1,3,0
2,Mark Leiter Jr.,Chicago Cubs,Kansas City Royals,1,0.2,0,0,0,0,0,0
3,Julian Merryweather,Chicago Cubs,Kansas City Royals,1,1.0,0,0,0,0,1,0
4,Adbert Alzolay,Chicago Cubs,Kansas City Royals,1,1.0,2,2,2,0,0,0
0,Adrian Houser,Milwaukee Brewers,Texas Rangers,0,5.0,6,1,1,1,7,1
1,Trevor Megill,Milwaukee Brewers,Texas Rangers,0,1.1,1,0,0,0,1,0
2,Elvis Peguero,Milwaukee Brewers,Texas Rangers,0,1.2,0,0,0,1,3,0
3,Bryse Wilson,Milwaukee Brewers,Texas Rangers,0,0.2,1,1,0,1,0,0
4,Devin Williams,Milwaukee Brewers,Texas Rangers,0,0.1,0,0,0,0,0,0
5,Max Scherzer,Texas Rangers,Milwaukee Brewers,1,3.2,3,3,3,4,4,0
6,Grant Anderson,Texas Rangers,Milwaukee Brewers,1,1.1,0,0,0,1,1,0
7,Brock Burke,Texas Rangers,Milwaukee Brewers,1,1.0,0,0,0,0,0,0
8,José Leclerc,Texas Rangers,Milwaukee Brewers,1,1.0,0,0,0,1,3,0
9,Will Smith,Texas Rangers,Milwaukee Brewers,1,0.2,4,3,3,0,1,0
10,Chris Stratton,Texas Rangers,Milwaukee Brewers,1,1.1,0,0,0,0,1,0
0,Dylan Cease,Chicago White Sox,Colorado Rockies,0,4.2,8,5,5,2,6,1
1,Bryan Shaw,Chicago White Sox,Colorado Rockies,0,1.2,0,0,0,0,3,0
2,Aaron Bummer,Chicago White Sox,Colorado Rockies,0,1.1,1,0,0,1,1,0
3,Gregory Santos,Chicago White Sox,Colorado Rockies,0,1.1,0,0,0,0,1,0
4,Chris Flexen,Colorado Rockies,Chicago White Sox,1,6.0,7,2,1,0,5,1
