,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Charlie Morton,Atlanta Braves,Philadelphia Phillies,0,6.0,6,4,4,4,9,0
1,Dylan Lee,Atlanta Braves,Philadelphia Phillies,0,0.1,1,2,2,1,0,1
2,Joe Jiménez,Atlanta Braves,Philadelphia Phillies,0,0.2,0,0,0,0,1,0
3,A.J. Minter,Atlanta Braves,Philadelphia Phillies,0,1.0,0,0,0,0,2,0
4,Raisel Iglesias,Atlanta Braves,Philadelphia Phillies,0,1.0,2,2,2,0,1,1
5,Kirby Yates,Atlanta Braves,Philadelphia Phillies,0,1.0,0,0,0,0,2,0
6,Taijuan Walker,Philadelphia Phillies,Atlanta Braves,1,5.1,6,6,5,3,5,0
7,Andrew Bellatti,Philadelphia Phillies,Atlanta Braves,1,1.2,2,2,2,1,1,2
8,Dylan Covey,Philadelphia Phillies,Atlanta Braves,1,2.0,1,0,0,0,0,0
9,José Alvarado,Philadelphia Phillies,Atlanta Braves,1,1.0,2,2,1,0,1,0
0,Dakota Hudson,St. Louis Cardinals,Baltimore Orioles,0,4.1,8,7,7,3,2,0
1,Andre Pallante,St. Louis Cardinals,Baltimore Orioles,0,1.2,3,2,2,0,1,2
2,Drew VerHagen,St. Louis Cardinals,Baltimore Orioles,0,1.0,0,0,0,2,0,0
3,Andrew Suárez,St. Louis Cardinals,Baltimore Orioles,0,0.1,1,2,2,2,0,0
4,Jacob Barnes,St. Louis Cardinals,Baltimore Orioles,0,0.2,1,0,0,0,0,0
5,Dean Kremer,Baltimore Orioles,St. Louis Cardinals,1,4.1,7,5,5,4,2,0
6,DL Hall,Baltimore Orioles,St. Louis Cardinals,1,1.1,1,0,0,0,1,0
7,Jacob Webb,Baltimore Orioles,St. Louis Cardinals,1,1.0,1,0,0,0,0,0
8,Jorge López,Baltimore Orioles,St. Louis Cardinals,1,0.2,1,0,0,0,0,0
9,Danny Coulombe,Baltimore Orioles,St. Louis Cardinals,1,0.2,1,0,0,0,0,0
10,Shintaro Fujinami,Baltimore Orioles,St. Louis Cardinals,1,1.0,1,0,0,1,1,0
0,Patrick Corbin,Washington Nationals,Pittsburgh Pirates,0,6.2,5,2,2,1,8,0
1,Jordan Weems,Washington Nationals,Pittsburgh Pirates,0,1.1,1,0,0,1,1,0
2,Jose Ferrer,Washington Nationals,Pittsburgh Pirates,0,1.0,1,0,0,0,1,0
3,Andre Jackson,Pittsburgh Pirates,Washington Nationals,1,4.0,4,4,4,2,1,1
4,Hunter Stratton,Pittsburgh Pirates,Washington Nationals,1,2.0,3,1,1,0,1,1
5,Cody Bolton,Pittsburgh Pirates,Washington Nationals,1,2.0,2,1,1,0,0,1
6,Jose Hernandez,Pittsburgh Pirates,Washington Nationals,1,1.0,0,0,0,0,0,0
0,Kyle Wright,Atlanta Braves,Philadelphia Phillies,0,3.0,6,6,6,2,3,0
1,Jackson Stephens,Atlanta Braves,Philadelphia Phillies,0,3.2,2,1,1,1,5,1
2,Pierce Johnson,Atlanta Braves,Philadelphia Phillies,0,1.1,0,0,0,0,4,0
3,Michael Lorenzen,Philadelphia Phillies,Atlanta Braves,1,5.0,5,4,4,2,3,2
4,Jeff Hoffman,Philadelphia Phillies,Atlanta Braves,1,1.0,0,0,0,0,2,0
5,Gregory Soto,Philadelphia Phillies,Atlanta Braves,1,1.0,1,1,1,0,1,1
6,Matt Strahm,Philadelphia Phillies,Atlanta Braves,1,1.0,0,0,0,0,1,0
7,Craig Kimbrel,Philadelphia Phillies,Atlanta Braves,1,1.0,1,0,0,0,1,0
0,Dane Dunning,Texas Rangers,Toronto Blue Jays,0,6.0,6,3,3,3,7,0
1,Chris Stratton,Texas Rangers,Toronto Blue Jays,0,1.0,0,0,0,0,2,0
2,Martín Pérez,Texas Rangers,Toronto Blue Jays,0,1.0,0,0,0,0,2,0
3,Ian Kennedy,Texas Rangers,Toronto Blue Jays,0,1.0,1,1,1,0,0,1
4,Chris Bassitt,Toronto Blue Jays,Texas Rangers,1,5.1,9,5,5,3,3,1
5,Chad Green,Toronto Blue Jays,Texas Rangers,1,0.2,0,1,1,1,1,0
6,Génesis Cabrera,Toronto Blue Jays,Texas Rangers,1,0.2,2,4,4,3,1,1
7,Bowden Francis,Toronto Blue Jays,Texas Rangers,1,2.1,0,0,0,2,1,0
0,Zach Davies,Arizona Diamondbacks,New York Mets,0,4.0,4,3,3,3,5,1
1,Kyle Nelson,Arizona Diamondbacks,New York Mets,0,2.0,2,0,0,0,1,0
2,Luis Frías,Arizona Diamondbacks,New York Mets,0,1.0,0,0,0,0,1,0
3,Kevin Ginkel,Arizona Diamondbacks,New York Mets,0,1.0,0,0,0,0,2,0
4,Paul Sewald,Arizona Diamondbacks,New York Mets,0,1.0,0,0,0,2,1,0
5,José Quintana,New York Mets,Arizona Diamondbacks,1,5.0,5,2,2,2,4,0
6,Sean Reid-Foley,New York Mets,Arizona Diamondbacks,1,1.0,0,0,0,1,3,0
7,Brooks Raley,New York Mets,Arizona Diamondbacks,1,1.0,1,0,0,0,0,0
8,Trevor Gott,New York Mets,Arizona Diamondbacks,1,1.0,2,1,1,0,0,1
9,Drew Smith,New York Mets,Arizona Diamondbacks,1,1.0,2,1,1,0,0,0
0,Jesús Luzardo,Miami Marlins,Milwaukee Brewers,0,5.0,10,6,6,4,5,1
1,Daniel Castano,Miami Marlins,Milwaukee Brewers,0,2.0,5,5,4,2,2,0
2,Jacob Stallings,Miami Marlins,Milwaukee Brewers,0,1.0,2,1,1,0,0,0
3,Brandon Woodruff,Milwaukee Brewers,Miami Marlins,1,9.0,6,0,0,1,7,0
0,Tyler Glasnow,Tampa Bay Rays,Minnesota Twins,0,6.0,6,4,4,2,8,2
1,Kevin Kelly,Tampa Bay Rays,Minnesota Twins,0,1.0,0,0,0,0,2,0
2,Jake Diekman,Tampa Bay Rays,Minnesota Twins,0,1.0,0,0,0,1,2,0
3,Pete Fairbanks,Tampa Bay Rays,Minnesota Twins,0,1.0,0,0,0,0,1,0
4,Sonny Gray,Minnesota Twins,Tampa Bay Rays,1,4.0,6,2,1,1,5,0
5,Dylan Floro,Minnesota Twins,Tampa Bay Rays,1,1.0,2,3,3,1,2,1
6,Brent Headrick,Minnesota Twins,Tampa Bay Rays,1,2.1,4,2,2,0,1,1
7,Josh Winder,Minnesota Twins,Tampa Bay Rays,1,1.2,1,0,0,3,0,0
0,Mason Miller,Oakland Athletics,Houston Astros,0,2.0,1,0,0,1,3,0
1,Ken Waldichuk,Oakland Athletics,Houston Astros,0,6.0,0,0,0,1,3,0
2,Trevor May,Oakland Athletics,Houston Astros,0,1.0,2,0,0,0,0,0
3,Framber Valdez,Houston Astros,Oakland Athletics,1,7.0,4,3,3,1,10,2
4,Phil Maton,Houston Astros,Oakland Athletics,1,1.0,0,0,0,0,2,0
5,Rafael Montero,Houston Astros,Oakland Athletics,1,1.0,3,1,1,0,1,1
0,Jordan Wicks,Chicago Cubs,Colorado Rockies,0,6.0,3,1,1,1,2,0
1,Jose Cuas,Chicago Cubs,Colorado Rockies,0,0.2,3,3,3,0,2,0
2,Drew Smyly,Chicago Cubs,Colorado Rockies,0,1.2,1,0,0,0,3,0
3,Michael Fulmer,Chicago Cubs,Colorado Rockies,0,0.2,0,0,0,1,2,0
