,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Keaton Winn,San Francisco Giants,Colorado Rockies,0,4.0,3,3,3,2,5,0
1,Ryan Walker,San Francisco Giants,Colorado Rockies,0,0.2,2,3,3,3,2,0
2,Ross Stripling,San Francisco Giants,Colorado Rockies,0,3.1,4,3,3,2,3,0
3,Brent Suter,Colorado Rockies,San Francisco Giants,1,2.0,2,2,2,2,1,0
4,Karl Kauffmann,Colorado Rockies,San Francisco Giants,1,4.0,2,1,0,3,4,0
5,Evan Justice,Colorado Rockies,San Francisco Giants,1,0.1,1,0,0,1,0,0
6,Gavin Hollowell,Colorado Rockies,San Francisco Giants,1,2.2,2,2,2,1,2,1
0,Chris Sale,Boston Red Sox,Toronto Blue Jays,0,6.0,2,1,1,2,10,1
1,Josh Winckowski,Boston Red Sox,Toronto Blue Jays,0,0.2,0,0,0,3,1,0
2,Brennan Bernardino,Boston Red Sox,Toronto Blue Jays,0,0.1,0,0,0,0,0,0
3,Chris Martin,Boston Red Sox,Toronto Blue Jays,0,1.0,2,0,0,0,1,0
4,John Schreiber,Boston Red Sox,Toronto Blue Jays,0,1.0,2,1,1,0,0,0
5,Nick Robertson,Boston Red Sox,Toronto Blue Jays,0,1.0,1,0,0,1,1,0
6,Zack Weiss,Boston Red Sox,Toronto Blue Jays,0,2.0,0,1,0,1,1,0
7,Mauricio Llovera,Boston Red Sox,Toronto Blue Jays,0,0.2,1,1,0,0,0,0
8,Chris Bassitt,Toronto Blue Jays,Boston Red Sox,1,7.0,4,2,2,3,5,1
9,Tim Mayza,Toronto Blue Jays,Boston Red Sox,1,1.1,0,0,0,0,3,0
10,Erik Swanson,Toronto Blue Jays,Boston Red Sox,1,0.2,0,0,0,0,0,0
11,Jordan Romano,Toronto Blue Jays,Boston Red Sox,1,2.0,0,0,0,1,2,0
12,Jordan Hicks,Toronto Blue Jays,Boston Red Sox,1,1.0,1,1,0,0,1,0
13,Chad Green,Toronto Blue Jays,Boston Red Sox,1,1.0,0,0,0,1,0,0
0,Matt Waldron,San Diego Padres,Oakland Athletics,0,5.1,7,2,2,1,5,1
1,Scott Barlow,San Diego Padres,Oakland Athletics,0,1.1,1,0,0,2,1,0
