,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Dane Dunning,Texas Rangers,Detroit Tigers,0,5.0,7,3,3,1,6,0
1,1,Jonathan Hernández,Texas Rangers,Detroit Tigers,0,0.1,2,0,0,0,0,0
2,2,Brock Burke,Texas Rangers,Detroit Tigers,0,1.2,2,0,0,0,2,0
3,3,José Leclerc,Texas Rangers,Detroit Tigers,0,1.0,0,0,0,0,1,0
4,4,Joey Wentz,Detroit Tigers,Texas Rangers,1,4.1,7,1,1,1,5,0
5,5,Will Vest,Detroit Tigers,Texas Rangers,1,1.2,0,0,0,0,1,0
6,6,Chasen Shreve,Detroit Tigers,Texas Rangers,1,0.2,2,1,1,1,0,0
7,7,Jason Foley,Detroit Tigers,Texas Rangers,1,1.1,2,0,0,0,1,0
8,8,Alex Lange,Detroit Tigers,Texas Rangers,1,1.0,0,0,0,1,2,0
9,0,Jaime Barria,Los Angeles Angels,Chicago White Sox,0,5.0,4,1,1,3,6,0
10,1,Jacob Webb,Los Angeles Angels,Chicago White Sox,0,1.0,1,0,0,0,1,0
11,2,Tucker Davidson,Los Angeles Angels,Chicago White Sox,0,3.0,7,4,4,0,2,1
12,3,Lance Lynn,Chicago White Sox,Los Angeles Angels,1,4.0,8,8,8,2,4,3
13,4,Jesse Scholtens,Chicago White Sox,Los Angeles Angels,1,4.0,2,2,2,2,1,1
14,5,Garrett Crochet,Chicago White Sox,Los Angeles Angels,1,1.0,3,2,2,0,1,1
15,0,Zach Eflin,Tampa Bay Rays,Chicago Cubs,0,6.0,4,3,3,1,5,0
16,1,Colin Poche,Tampa Bay Rays,Chicago Cubs,0,1.0,1,0,0,0,0,0
17,2,Jason Adam,Tampa Bay Rays,Chicago Cubs,0,1.0,1,0,0,1,3,0
18,3,Kevin Kelly,Tampa Bay Rays,Chicago Cubs,0,0.1,0,0,0,1,0,0
19,4,Jalen Beeks,Tampa Bay Rays,Chicago Cubs,0,0.2,0,0,0,0,1,0
20,5,Justin Steele,Chicago Cubs,Tampa Bay Rays,1,3.0,0,0,0,0,1,0
21,6,Hayden Wesneski,Chicago Cubs,Tampa Bay Rays,1,3.2,1,1,1,2,4,0
22,7,Mark Leiter Jr.,Chicago Cubs,Tampa Bay Rays,1,0.1,2,3,3,1,1,2
23,8,Adbert Alzolay,Chicago Cubs,Tampa Bay Rays,1,1.0,2,0,0,0,0,0
24,9,Julian Merryweather,Chicago Cubs,Tampa Bay Rays,1,0.2,0,0,0,3,1,0
25,10,Michael Fulmer,Chicago Cubs,Tampa Bay Rays,1,0.1,0,0,0,0,1,0
26,0,Shane Bieber,Cleveland Guardians,Baltimore Orioles,0,4.0,8,7,7,2,4,1
27,1,Xzavion Curry,Cleveland Guardians,Baltimore Orioles,0,1.0,1,1,1,1,0,0
28,2,Sam Hentges,Cleveland Guardians,Baltimore Orioles,0,1.0,1,0,0,1,1,0
29,3,Enyel De Los Santos,Cleveland Guardians,Baltimore Orioles,0,1.0,1,0,0,0,0,0
30,4,Trevor Stephan,Cleveland Guardians,Baltimore Orioles,0,1.0,1,0,0,0,1,0
31,5,Emmanuel Clase,Cleveland Guardians,Baltimore Orioles,0,1.0,0,0,0,0,1,0
32,6,Keegan Akin,Baltimore Orioles,Cleveland Guardians,1,1.0,2,1,1,0,1,0
33,7,Austin Voth,Baltimore Orioles,Cleveland Guardians,1,2.1,5,3,3,3,3,0
34,8,Cionel Pérez,Baltimore Orioles,Cleveland Guardians,1,0.2,3,2,2,1,0,2
35,9,Mychal Givens,Baltimore Orioles,Cleveland Guardians,1,0.0,2,3,3,1,0,0
36,10,Mike Baumann,Baltimore Orioles,Cleveland Guardians,1,2.1,4,3,3,0,3,1
37,11,Bryan Baker,Baltimore Orioles,Cleveland Guardians,1,1.2,1,0,0,0,3,0
38,12,Danny Coulombe,Baltimore Orioles,Cleveland Guardians,1,1.0,0,0,0,0,1,0
39,0,Jared Shuster,Atlanta Braves,Oakland Athletics,0,5.1,3,2,2,4,1,0
40,1,Jesse Chavez,Atlanta Braves,Oakland Athletics,0,0.2,0,0,0,0,0,0
41,2,A.J. Minter,Atlanta Braves,Oakland Athletics,0,1.0,0,0,0,0,1,0
42,3,Nick Anderson,Atlanta Braves,Oakland Athletics,0,1.0,0,0,0,0,1,0
43,4,Raisel Iglesias,Atlanta Braves,Oakland Athletics,0,1.0,0,0,0,0,0,0
44,5,James Kaprielian,Oakland Athletics,Atlanta Braves,1,4.2,5,3,3,1,4,1
45,6,Richard Lovelady,Oakland Athletics,Atlanta Braves,1,1.1,0,0,0,0,1,0
46,7,Ken Waldichuk,Oakland Athletics,Atlanta Braves,1,1.0,2,1,1,1,1,0
47,8,Sam Long,Oakland Athletics,Atlanta Braves,1,2.0,0,0,0,1,2,0
48,0,Mitch Keller,Pittsburgh Pirates,San Francisco Giants,0,6.0,10,4,4,1,8,0
49,1,Rob Zastryzny,Pittsburgh Pirates,San Francisco Giants,0,0.2,1,0,0,0,0,0
50,2,Dauri Moreta,Pittsburgh Pirates,San Francisco Giants,0,0.1,0,0,0,0,0,0
51,3,Robert Stephenson,Pittsburgh Pirates,San Francisco Giants,0,1.0,0,0,0,0,2,0
52,4,Yohan Ramirez,Pittsburgh Pirates,San Francisco Giants,0,1.0,1,0,0,0,1,0
53,5,Alex Wood,San Francisco Giants,Pittsburgh Pirates,1,4.1,8,6,6,3,4,0
54,6,Ryan Walker,San Francisco Giants,Pittsburgh Pirates,1,1.2,3,2,1,0,1,0
55,7,Luke Jackson,San Francisco Giants,Pittsburgh Pirates,1,1.0,0,0,0,0,2,0
56,8,Tyler Rogers,San Francisco Giants,Pittsburgh Pirates,1,1.0,1,0,0,0,2,0
57,9,Camilo Doval,San Francisco Giants,Pittsburgh Pirates,1,1.0,2,1,1,0,3,0
