,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Jameson Taillon,Chicago Cubs,Cincinnati Reds,0,5.2,7,5,5,0,7,3
1,Daniel Palencia,Chicago Cubs,Cincinnati Reds,0,1.1,1,0,0,0,2,0
2,Keegan Thompson,Chicago Cubs,Cincinnati Reds,0,1.0,2,2,2,2,1,0
3,Shane Greene,Chicago Cubs,Cincinnati Reds,0,1.0,1,0,0,0,1,0
4,Carson Spiers,Cincinnati Reds,Chicago Cubs,1,4.0,5,3,3,2,7,0
5,Chasen Shreve,Cincinnati Reds,Chicago Cubs,1,1.0,1,1,1,0,1,1
6,Lucas Sims,Cincinnati Reds,Chicago Cubs,1,1.0,1,0,0,0,1,0
7,Ian Gibaut,Cincinnati Reds,Chicago Cubs,1,1.0,2,1,1,0,2,0
8,Derek Law,Cincinnati Reds,Chicago Cubs,1,0.0,2,3,3,0,0,0
9,Alexis Díaz,Cincinnati Reds,Chicago Cubs,1,0.0,2,3,1,0,0,0
10,Brett Kennedy,Cincinnati Reds,Chicago Cubs,1,2.0,5,4,4,1,1,1
0,Ranger Suárez,Philadelphia Phillies,Milwaukee Brewers,0,4.0,5,2,2,2,5,2
1,Jeff Hoffman,Philadelphia Phillies,Milwaukee Brewers,0,1.0,0,0,0,0,2,0
2,Seranthony Domínguez,Philadelphia Phillies,Milwaukee Brewers,0,1.0,1,0,0,0,0,0
3,Matt Strahm,Philadelphia Phillies,Milwaukee Brewers,0,1.0,0,0,0,2,1,0
4,José Alvarado,Philadelphia Phillies,Milwaukee Brewers,0,1.0,0,0,0,0,2,0
5,Craig Kimbrel,Philadelphia Phillies,Milwaukee Brewers,0,1.0,1,0,0,0,2,0
6,Wade Miley,Milwaukee Brewers,Philadelphia Phillies,1,6.1,4,4,4,3,4,2
7,Abner Uribe,Milwaukee Brewers,Philadelphia Phillies,1,0.2,1,0,0,1,1,0
8,Andrew Chafin,Milwaukee Brewers,Philadelphia Phillies,1,1.0,0,0,0,1,0,0
9,Bryse Wilson,Milwaukee Brewers,Philadelphia Phillies,1,1.0,1,0,0,1,1,0
0,Sandy Alcantara,Miami Marlins,Washington Nationals,0,8.0,9,4,2,2,3,1
1,Tanner Scott,Miami Marlins,Washington Nationals,0,1.0,1,0,0,0,1,0
2,Josiah Gray,Washington Nationals,Miami Marlins,1,4.0,4,3,3,4,2,1
3,Robert Garcia,Washington Nationals,Miami Marlins,1,1.0,2,1,0,0,1,0
4,Jordan Weems,Washington Nationals,Miami Marlins,1,1.0,1,0,0,1,1,0
5,Jose Ferrer,Washington Nationals,Miami Marlins,1,1.0,0,0,0,0,1,0
6,Hunter Harvey,Washington Nationals,Miami Marlins,1,1.0,0,0,0,0,2,0
7,Kyle Finnegan,Washington Nationals,Miami Marlins,1,1.0,3,2,2,0,1,0
0,George Kirby,Seattle Mariners,New York Mets,0,3.0,6,4,3,0,3,1
1,Dominic Leone,Seattle Mariners,New York Mets,0,1.1,1,1,1,2,1,1
2,Isaiah Campbell,Seattle Mariners,New York Mets,0,1.2,2,0,0,0,2,0
3,Trent Thornton,Seattle Mariners,New York Mets,0,2.0,1,1,1,0,2,1
4,Tylor Megill,New York Mets,Seattle Mariners,1,5.1,5,3,3,2,6,2
5,Brooks Raley,New York Mets,Seattle Mariners,1,1.2,0,0,0,0,2,0
6,Trevor Gott,New York Mets,Seattle Mariners,1,1.0,0,0,0,1,1,0
7,Adam Ottavino,New York Mets,Seattle Mariners,1,1.0,1,0,0,1,3,0
0,Tarik Skubal,Detroit Tigers,Chicago White Sox,0,7.0,5,2,2,2,7,0
1,Jason Foley,Detroit Tigers,Chicago White Sox,0,1.0,0,0,0,0,0,0
2,Alex Lange,Detroit Tigers,Chicago White Sox,0,1.0,1,0,0,1,0,0
3,Michael Kopech,Chicago White Sox,Detroit Tigers,1,1.2,1,2,2,5,2,0
4,Tanner Banks,Chicago White Sox,Detroit Tigers,1,3.0,2,0,0,0,3,0
5,Jimmy Lambert,Chicago White Sox,Detroit Tigers,1,0.0,0,0,0,1,0,0
6,Bryan Shaw,Chicago White Sox,Detroit Tigers,1,1.1,1,0,0,1,2,0
7,Aaron Bummer,Chicago White Sox,Detroit Tigers,1,1.0,1,1,1,1,1,1
8,Lane Ramsey,Chicago White Sox,Detroit Tigers,1,1.0,0,0,0,1,0,0
9,Gregory Santos,Chicago White Sox,Detroit Tigers,1,1.0,0,0,0,0,2,0
0,Chris Sale,Boston Red Sox,Kansas City Royals,0,5.0,2,0,0,2,5,0
1,Mauricio Llovera,Boston Red Sox,Kansas City Royals,0,1.0,2,1,1,0,1,0
2,John Schreiber,Boston Red Sox,Kansas City Royals,0,1.0,0,0,0,1,2,0
3,Brennan Bernardino,Boston Red Sox,Kansas City Royals,0,1.0,1,0,0,0,1,0
4,Kenley Jansen,Boston Red Sox,Kansas City Royals,0,1.0,3,2,2,0,1,0
5,Taylor Clarke,Kansas City Royals,Boston Red Sox,1,1.0,0,0,0,0,1,0
6,Zack Greinke,Kansas City Royals,Boston Red Sox,1,3.2,5,3,3,1,0,1
7,Austin Cox,Kansas City Royals,Boston Red Sox,1,1.2,3,3,2,0,2,1
8,James McArthur,Kansas City Royals,Boston Red Sox,1,1.2,0,0,0,0,1,0
9,Carlos Hernández,Kansas City Royals,Boston Red Sox,1,1.0,1,1,1,1,1,0
0,Johan Oviedo,Pittsburgh Pirates,St. Louis Cardinals,0,3.2,4,5,3,6,2,1
1,Ryan Borucki,Pittsburgh Pirates,St. Louis Cardinals,0,1.1,2,0,0,0,0,0
2,Rob Zastryzny,Pittsburgh Pirates,St. Louis Cardinals,0,1.2,2,1,0,0,1,0
3,Cody Bolton,Pittsburgh Pirates,St. Louis Cardinals,0,0.2,0,0,0,2,2,0
4,Jose Hernandez,Pittsburgh Pirates,St. Louis Cardinals,0,0.2,0,0,0,1,1,0
5,Zack Thompson,St. Louis Cardinals,Pittsburgh Pirates,1,7.0,7,3,3,0,6,1
6,Andre Pallante,St. Louis Cardinals,Pittsburgh Pirates,1,1.0,1,1,1,2,0,0
7,Giovanny Gallegos,St. Louis Cardinals,Pittsburgh Pirates,1,1.0,0,0,0,0,1,0
0,Kenta Maeda,Minnesota Twins,Texas Rangers,0,5.0,9,3,3,2,3,1
1,Cole Sands,Minnesota Twins,Texas Rangers,0,2.0,2,2,2,2,4,1
2,Kody Funderburk,Minnesota Twins,Texas Rangers,0,1.0,1,0,0,0,1,0
3,Josh Winder,Minnesota Twins,Texas Rangers,0,0.0,1,1,1,0,0,1
4,Jon Gray,Texas Rangers,Minnesota Twins,1,5.0,7,3,3,4,8,1
5,Brock Burke,Texas Rangers,Minnesota Twins,1,1.0,2,1,1,0,2,0
6,Chris Stratton,Texas Rangers,Minnesota Twins,1,1.0,1,0,0,0,0,0
7,José Leclerc,Texas Rangers,Minnesota Twins,1,0.1,1,1,1,2,1,0
8,Will Smith,Texas Rangers,Minnesota Twins,1,0.2,0,0,0,1,0,0
9,Cody Bradford,Texas Rangers,Minnesota Twins,1,1.0,0,0,0,0,1,0
0,Kevin Gausman,Toronto Blue Jays,Colorado Rockies,0,4.0,6,3,3,3,5,0
1,Trevor Richards,Toronto Blue Jays,Colorado Rockies,0,1.1,1,2,2,2,3,0
2,Tim Mayza,Toronto Blue Jays,Colorado Rockies,0,1.0,1,0,0,0,2,0
3,Jordan Hicks,Toronto Blue Jays,Colorado Rockies,0,0.2,1,0,0,0,1,0
4,Chad Green,Toronto Blue Jays,Colorado Rockies,0,1.0,0,0,0,0,0,0
5,Jordan Romano,Toronto Blue Jays,Colorado Rockies,0,1.0,0,0,0,0,0,0
6,Chase Anderson,Colorado Rockies,Toronto Blue Jays,1,4.0,4,2,2,2,3,2
7,Tommy Doyle,Colorado Rockies,Toronto Blue Jays,1,1.0,3,3,3,1,0,0
8,Evan Justice,Colorado Rockies,Toronto Blue Jays,1,1.0,1,0,0,1,2,0
9,Matt Koch,Colorado Rockies,Toronto Blue Jays,1,1.0,1,0,0,1,0,0
10,Tyler Kinley,Colorado Rockies,Toronto Blue Jays,1,1.0,0,0,0,1,1,0
11,Justin Lawrence,Colorado Rockies,Toronto Blue Jays,1,0.2,3,2,2,1,1,0
12,Gavin Hollowell,Colorado Rockies,Toronto Blue Jays,1,0.1,0,0,0,0,0,0
0,Tyler Anderson,Los Angeles Angels,Oakland Athletics,0,5.1,3,3,3,3,5,1
1,Andrew Wantz,Los Angeles Angels,Oakland Athletics,0,0.2,2,1,1,0,0,1
2,José Soriano,Los Angeles Angels,Oakland Athletics,0,0.1,3,6,4,2,0,0
3,José Marte,Los Angeles Angels,Oakland Athletics,0,0.2,2,0,0,0,0,0
4,Kolton Ingram,Los Angeles Angels,Oakland Athletics,0,1.0,0,0,0,0,1,0
5,Kyle Muller,Oakland Athletics,Los Angeles Angels,1,4.0,5,3,3,1,3,1
6,Adrián Martinez,Oakland Athletics,Los Angeles Angels,1,2.1,2,1,1,1,4,1
7,Francisco Pérez,Oakland Athletics,Los Angeles Angels,1,0.2,0,0,0,0,1,0
8,Dany Jiménez,Oakland Athletics,Los Angeles Angels,1,1.0,0,0,0,0,2,0
9,Kirby Snead,Oakland Athletics,Los Angeles Angels,1,0.2,2,2,2,2,1,0
10,Trevor May,Oakland Athletics,Los Angeles Angels,1,0.1,0,0,0,0,1,0
0,Jack Flaherty,Baltimore Orioles,Arizona Diamondbacks,0,4.2,6,4,4,1,7,2
1,Danny Coulombe,Baltimore Orioles,Arizona Diamondbacks,0,1.1,0,0,0,0,1,0
2,Cionel Pérez,Baltimore Orioles,Arizona Diamondbacks,0,1.0,1,0,0,0,1,0
3,Jorge López,Baltimore Orioles,Arizona Diamondbacks,0,1.0,1,0,0,0,1,0
4,Yennier Cano,Baltimore Orioles,Arizona Diamondbacks,0,1.0,1,1,1,0,0,1
5,Zac Gallen,Arizona Diamondbacks,Baltimore Orioles,1,5.1,8,5,5,1,4,0
6,Kyle Nelson,Arizona Diamondbacks,Baltimore Orioles,1,0.0,3,3,3,0,0,0
7,Ryan Thompson,Arizona Diamondbacks,Baltimore Orioles,1,0.2,1,0,0,0,0,0
8,Bryce Jarvis,Arizona Diamondbacks,Baltimore Orioles,1,2.0,1,0,0,3,2,0
9,Miguel Castro,Arizona Diamondbacks,Baltimore Orioles,1,1.0,1,0,0,0,2,0
0,Taj Bradley,Tampa Bay Rays,Cleveland Guardians,0,5.0,3,2,1,5,7,0
1,Kevin Kelly,Tampa Bay Rays,Cleveland Guardians,0,1.1,0,0,0,0,1,0
2,Colin Poche,Tampa Bay Rays,Cleveland Guardians,0,0.2,1,0,0,0,1,0
3,Robert Stephenson,Tampa Bay Rays,Cleveland Guardians,0,1.0,0,0,0,0,2,0
4,Andrew Kittredge,Tampa Bay Rays,Cleveland Guardians,0,0.1,1,0,0,0,0,0
5,Pete Fairbanks,Tampa Bay Rays,Cleveland Guardians,0,0.2,0,0,0,0,0,0
6,Xzavion Curry,Cleveland Guardians,Tampa Bay Rays,1,5.1,6,2,1,1,6,1
7,Sam Hentges,Cleveland Guardians,Tampa Bay Rays,1,1.0,1,0,0,0,0,0
8,Nick Sandlin,Cleveland Guardians,Tampa Bay Rays,1,0.2,1,0,0,1,0,0
9,Trevor Stephan,Cleveland Guardians,Tampa Bay Rays,1,1.0,1,1,1,1,2,0
10,Eli Morgan,Cleveland Guardians,Tampa Bay Rays,1,1.0,4,3,2,0,1,0
0,Charlie Morton,Atlanta Braves,Los Angeles Dodgers,0,4.0,6,2,2,3,3,0
1,Dylan Lee,Atlanta Braves,Los Angeles Dodgers,0,1.0,1,0,0,0,1,0
2,Brad Hand,Atlanta Braves,Los Angeles Dodgers,0,1.0,1,0,0,0,1,0
3,Ben Heller,Atlanta Braves,Los Angeles Dodgers,0,2.0,3,1,1,1,0,0
4,Bobby Miller,Los Angeles Dodgers,Atlanta Braves,1,7.0,3,1,1,1,5,1
5,Shelby Miller,Los Angeles Dodgers,Atlanta Braves,1,1.0,1,0,0,0,0,0
6,Brusdar Graterol,Los Angeles Dodgers,Atlanta Braves,1,1.0,1,0,0,1,1,0
0,Alex Cobb,San Francisco Giants,San Diego Padres,0,3.0,6,4,4,0,3,2
1,Keaton Winn,San Francisco Giants,San Diego Padres,0,5.0,4,0,0,1,2,0
2,Seth Lugo,San Diego Padres,San Francisco Giants,1,6.0,3,0,0,1,4,0
3,Nick Martinez,San Diego Padres,San Francisco Giants,1,1.0,1,0,0,0,1,0
