,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Dylan Dodd,Atlanta Braves,Detroit Tigers,0,4.0,6,5,5,3,2,3
1,1,Collin McHugh,Atlanta Braves,Detroit Tigers,0,3.0,0,0,0,0,4,0
2,2,Joe Jiménez,Atlanta Braves,Detroit Tigers,0,1.2,0,0,0,0,1,0
3,3,A.J. Minter,Atlanta Braves,Detroit Tigers,0,0.1,0,0,0,0,1,0
4,4,Michael Lorenzen,Detroit Tigers,Atlanta Braves,1,6.0,9,6,6,2,3,3
5,5,Jason Foley,Detroit Tigers,Atlanta Braves,1,1.0,0,0,0,1,1,0
6,6,José Cisnero,Detroit Tigers,Atlanta Braves,1,1.0,1,0,0,1,2,0
7,7,Chasen Shreve,Detroit Tigers,Atlanta Braves,1,1.0,0,0,0,0,1,0
8,0,Spencer Strider,Atlanta Braves,Detroit Tigers,0,5.0,7,5,5,2,6,3
9,1,Jesse Chavez,Atlanta Braves,Detroit Tigers,0,0.0,1,0,0,0,0,0
10,2,Kirby Yates,Atlanta Braves,Detroit Tigers,0,1.0,0,0,0,0,2,0
11,3,A.J. Minter,Atlanta Braves,Detroit Tigers,0,1.0,1,0,0,0,0,0
12,4,Nick Anderson,Atlanta Braves,Detroit Tigers,0,1.0,3,1,1,1,1,0
13,5,Raisel Iglesias,Atlanta Braves,Detroit Tigers,0,1.0,3,1,1,0,1,0
14,6,Reese Olson,Detroit Tigers,Atlanta Braves,1,3.1,5,7,6,2,2,1
15,7,Tyler Holton,Detroit Tigers,Atlanta Braves,1,1.2,1,0,0,0,0,0
16,8,Brendan White,Detroit Tigers,Atlanta Braves,1,2.0,2,1,1,0,3,1
17,9,Braden Bristo,Detroit Tigers,Atlanta Braves,1,2.0,3,2,2,2,1,0
18,0,Colin Rea,Milwaukee Brewers,Minnesota Twins,0,5.0,5,4,4,3,4,0
19,1,Hoby Milner,Milwaukee Brewers,Minnesota Twins,0,1.0,0,0,0,1,1,0
20,2,Bryse Wilson,Milwaukee Brewers,Minnesota Twins,0,1.0,0,0,0,2,1,0
21,3,Tyson Miller,Milwaukee Brewers,Minnesota Twins,0,1.0,0,0,0,1,1,0
22,4,Bailey Ober,Minnesota Twins,Milwaukee Brewers,1,6.0,6,2,2,1,7,2
23,5,Brock Stewart,Minnesota Twins,Milwaukee Brewers,1,1.0,0,0,0,0,3,0
24,6,Jhoan Duran,Minnesota Twins,Milwaukee Brewers,1,1.0,0,0,0,0,1,0
25,7,Griffin Jax,Minnesota Twins,Milwaukee Brewers,1,1.0,0,0,0,0,1,0
26,0,Anthony DeSclafani,San Francisco Giants,St. Louis Cardinals,0,3.0,7,5,5,1,7,1
27,1,Jakob Junis,San Francisco Giants,St. Louis Cardinals,0,3.0,1,0,0,0,3,0
28,2,Taylor Rogers,San Francisco Giants,St. Louis Cardinals,0,1.0,0,0,0,0,2,0
29,3,Ryan Walker,San Francisco Giants,St. Louis Cardinals,0,1.0,1,0,0,0,2,0
30,4,Tyler Rogers,San Francisco Giants,St. Louis Cardinals,0,1.0,0,0,0,0,1,0
31,5,Camilo Doval,San Francisco Giants,St. Louis Cardinals,0,1.0,0,0,0,1,2,0
32,6,Jordan Montgomery,St. Louis Cardinals,San Francisco Giants,1,6.1,7,3,3,2,7,0
33,7,Jordan Hicks,St. Louis Cardinals,San Francisco Giants,1,1.2,0,0,0,0,3,0
34,8,Giovanny Gallegos,St. Louis Cardinals,San Francisco Giants,1,1.0,1,2,2,1,2,1
35,9,Steven Matz,St. Louis Cardinals,San Francisco Giants,1,1.0,3,3,2,0,2,0
36,0,José Berríos,Toronto Blue Jays,Baltimore Orioles,0,7.2,3,0,0,1,5,0
37,1,Tim Mayza,Toronto Blue Jays,Baltimore Orioles,0,0.1,0,0,0,0,0,0
38,2,Jordan Romano,Toronto Blue Jays,Baltimore Orioles,0,1.0,3,1,1,0,1,0
39,3,Kyle Bradish,Baltimore Orioles,Toronto Blue Jays,1,7.0,4,1,1,0,1,1
40,4,Danny Coulombe,Baltimore Orioles,Toronto Blue Jays,1,0.0,2,2,2,1,0,0
41,5,Mike Baumann,Baltimore Orioles,Toronto Blue Jays,1,1.0,1,0,0,1,0,0
42,6,Reed Garrett,Baltimore Orioles,Toronto Blue Jays,1,1.0,2,0,0,0,0,0
43,0,Austin Gomber,Colorado Rockies,Boston Red Sox,0,6.0,6,3,3,1,5,0
44,1,Brent Suter,Colorado Rockies,Boston Red Sox,0,0.1,1,2,2,1,0,0
45,2,Peter Lambert,Colorado Rockies,Boston Red Sox,0,1.2,3,1,1,1,2,0
46,3,Garrett Whitlock,Boston Red Sox,Colorado Rockies,1,7.0,6,2,2,1,7,0
47,4,Josh Winckowski,Boston Red Sox,Colorado Rockies,1,2.0,1,1,1,1,1,0
48,0,Gerrit Cole,New York Yankees,New York Mets,0,6.0,4,1,1,0,8,0
49,1,Jimmy Cordero,New York Yankees,New York Mets,0,0.2,2,2,2,1,0,0
50,2,Ron Marinaccio,New York Yankees,New York Mets,0,0.1,1,0,0,0,0,0
51,3,Tommy Kahnle,New York Yankees,New York Mets,0,1.0,0,0,0,0,2,0
52,4,Albert Abreu,New York Yankees,New York Mets,0,1.1,0,1,0,0,2,0
53,5,Nick Ramirez,New York Yankees,New York Mets,0,0.0,1,0,0,0,0,0
54,6,Justin Verlander,New York Mets,New York Yankees,1,6.0,3,1,1,0,6,0
55,7,Jeff Brigham,New York Mets,New York Yankees,1,0.2,0,2,2,1,1,0
56,8,Brooks Raley,New York Mets,New York Yankees,1,0.1,1,0,0,0,0,0
57,9,Adam Ottavino,New York Mets,New York Yankees,1,1.0,1,0,0,0,1,0
58,10,David Robertson,New York Mets,New York Yankees,1,1.0,1,0,0,1,1,0
59,11,Dominic Leone,New York Mets,New York Yankees,1,1.0,0,0,0,1,1,0
60,0,Osvaldo Bido,Pittsburgh Pirates,Chicago Cubs,0,4.0,4,1,1,3,6,0
61,1,Roansy Contreras,Pittsburgh Pirates,Chicago Cubs,0,1.1,3,5,5,2,1,0
62,2,Yohan Ramirez,Pittsburgh Pirates,Chicago Cubs,0,0.2,2,1,1,1,1,0
63,3,Angel Perdomo,Pittsburgh Pirates,Chicago Cubs,0,1.0,0,0,0,0,2,0
64,4,Colin Holderman,Pittsburgh Pirates,Chicago Cubs,0,0.2,4,3,3,1,1,0
65,5,Jose Hernandez,Pittsburgh Pirates,Chicago Cubs,0,0.1,0,0,0,0,0,0
66,6,Drew Smyly,Chicago Cubs,Pittsburgh Pirates,1,6.0,9,5,5,1,4,3
67,7,Michael Fulmer,Chicago Cubs,Pittsburgh Pirates,1,1.0,2,1,0,0,2,0
68,8,Mark Leiter Jr.,Chicago Cubs,Pittsburgh Pirates,1,1.0,0,0,0,0,1,0
69,9,Adbert Alzolay,Chicago Cubs,Pittsburgh Pirates,1,1.0,1,0,0,1,1,0
70,0,Reid Detmers,Los Angeles Angels,Texas Rangers,0,6.0,3,1,1,3,8,1
