,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Dane Dunning,Texas Rangers,Washington Nationals,0,5.2,7,4,4,2,4,1
1,Josh Sborz,Texas Rangers,Washington Nationals,0,1.0,5,3,3,0,3,2
2,José Leclerc,Texas Rangers,Washington Nationals,0,1.1,1,0,0,0,0,0
3,Patrick Corbin,Washington Nationals,Texas Rangers,1,7.0,5,1,1,1,6,0
4,Jose Ferrer,Washington Nationals,Texas Rangers,1,0.2,1,1,1,2,0,0
5,Kyle Finnegan,Washington Nationals,Texas Rangers,1,0.1,0,0,0,0,0,0
6,Hunter Harvey,Washington Nationals,Texas Rangers,1,1.0,2,0,0,0,0,0
0,JP Sears,Oakland Athletics,Boston Red Sox,0,5.0,1,1,0,3,4,0
1,Paul Blackburn,Oakland Athletics,Boston Red Sox,0,1.0,3,2,2,1,1,1
2,Ken Waldichuk,Oakland Athletics,Boston Red Sox,0,1.1,2,1,1,0,1,1
3,Shintaro Fujinami,Oakland Athletics,Boston Red Sox,0,0.2,0,0,0,0,0,0
4,Tayler Scott,Boston Red Sox,Oakland Athletics,1,1.0,2,1,0,0,0,0
5,Chris Murphy,Boston Red Sox,Oakland Athletics,1,3.0,2,1,1,4,4,0
6,Josh Winckowski,Boston Red Sox,Oakland Athletics,1,2.0,5,1,1,0,2,1
7,Joely Rodríguez,Boston Red Sox,Oakland Athletics,1,1.0,0,0,0,0,2,0
8,Chris Martin,Boston Red Sox,Oakland Athletics,1,1.0,2,0,0,0,0,0
9,Kenley Jansen,Boston Red Sox,Oakland Athletics,1,1.0,0,0,0,1,1,0
0,Kyle Hendricks,Chicago Cubs,New York Yankees,0,5.2,10,4,4,0,5,2
1,Julian Merryweather,Chicago Cubs,New York Yankees,0,1.1,0,0,0,2,1,0
2,Michael Fulmer,Chicago Cubs,New York Yankees,0,1.0,1,0,0,0,1,0
3,Adbert Alzolay,Chicago Cubs,New York Yankees,0,1.0,0,0,0,0,0,0
4,Domingo Germán,New York Yankees,Chicago Cubs,1,6.0,1,2,1,3,9,1
5,Ian Hamilton,New York Yankees,Chicago Cubs,1,0.1,1,2,0,0,0,0
6,Tommy Kahnle,New York Yankees,Chicago Cubs,1,0.2,1,0,0,0,0,0
7,Ron Marinaccio,New York Yankees,Chicago Cubs,1,0.0,1,2,2,2,0,0
8,Clay Holmes,New York Yankees,Chicago Cubs,1,1.0,0,0,0,0,1,0
9,Nick Ramirez,New York Yankees,Chicago Cubs,1,0.1,2,1,1,0,0,0
10,Clarke Schmidt,New York Yankees,Chicago Cubs,1,0.2,0,0,0,0,1,0
0,Ryan Yarbrough,Kansas City Royals,Cleveland Guardians,0,6.0,6,1,1,1,5,0
1,Carlos Hernández,Kansas City Royals,Cleveland Guardians,0,2.0,0,0,0,1,1,0
2,Scott Barlow,Kansas City Royals,Cleveland Guardians,0,1.0,1,0,0,0,1,0
3,Shane Bieber,Cleveland Guardians,Kansas City Royals,1,6.1,9,4,4,0,6,1
4,Nick Sandlin,Cleveland Guardians,Kansas City Royals,1,1.2,0,0,0,1,1,0
5,Tim Herrin,Cleveland Guardians,Kansas City Royals,1,1.0,1,0,0,0,2,0
0,Chris Bassitt,Toronto Blue Jays,Detroit Tigers,0,4.0,9,3,3,0,4,1
1,Trevor Richards,Toronto Blue Jays,Detroit Tigers,0,1.2,1,0,0,0,1,0
2,Tim Mayza,Toronto Blue Jays,Detroit Tigers,0,1.0,0,0,0,0,2,0
3,Erik Swanson,Toronto Blue Jays,Detroit Tigers,0,1.1,1,0,0,0,1,0
4,Yimi García,Toronto Blue Jays,Detroit Tigers,0,1.0,0,0,0,0,2,0
5,Jordan Romano,Toronto Blue Jays,Detroit Tigers,0,1.0,0,0,0,0,1,0
6,Tarik Skubal,Detroit Tigers,Toronto Blue Jays,1,4.0,2,0,0,2,5,0
7,Tyler Holton,Detroit Tigers,Toronto Blue Jays,1,1.0,0,0,0,0,2,0
8,Reese Olson,Detroit Tigers,Toronto Blue Jays,1,2.0,1,1,1,0,0,0
