,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Jordan Wicks,Chicago Cubs,Cincinnati Reds,0,5.0,5,1,1,3,3,0
1,Daniel Palencia,Chicago Cubs,Cincinnati Reds,0,1.0,0,0,0,0,0,0
2,Julian Merryweather,Chicago Cubs,Cincinnati Reds,0,1.0,0,0,0,1,0,0
3,Keegan Thompson,Chicago Cubs,Cincinnati Reds,0,2.0,2,1,1,0,2,0
4,Graham Ashcraft,Cincinnati Reds,Chicago Cubs,1,5.0,6,3,3,1,6,1
5,Lucas Sims,Cincinnati Reds,Chicago Cubs,1,1.0,1,0,0,1,2,0
6,Daniel Duarte,Cincinnati Reds,Chicago Cubs,1,1.2,1,1,1,3,0,1
7,Derek Law,Cincinnati Reds,Chicago Cubs,1,1.1,2,2,2,1,0,1
0,Jose Cuas,Chicago Cubs,Cincinnati Reds,0,0.2,1,0,0,0,1,0
1,Drew Smyly,Chicago Cubs,Cincinnati Reds,0,3.0,3,1,1,1,4,0
2,Hayden Wesneski,Chicago Cubs,Cincinnati Reds,0,3.1,0,0,0,1,6,0
3,Mark Leiter Jr.,Chicago Cubs,Cincinnati Reds,0,1.0,1,0,0,0,1,0
4,Adbert Alzolay,Chicago Cubs,Cincinnati Reds,0,0.2,3,2,2,0,2,1
5,Lyon Richardson,Cincinnati Reds,Chicago Cubs,1,4.2,2,2,2,5,4,1
6,Sam Moll,Cincinnati Reds,Chicago Cubs,1,0.1,1,0,0,0,1,0
7,Buck Farmer,Cincinnati Reds,Chicago Cubs,1,1.0,0,0,0,1,0,0
8,Ian Gibaut,Cincinnati Reds,Chicago Cubs,1,2.0,1,0,0,0,2,0
9,Alexis Díaz,Cincinnati Reds,Chicago Cubs,1,1.0,1,0,0,0,1,0
0,Eury Pérez,Miami Marlins,Washington Nationals,0,4.2,5,3,3,3,5,3
1,Steven Okert,Miami Marlins,Washington Nationals,0,0.1,0,0,0,1,1,0
2,David Robertson,Miami Marlins,Washington Nationals,0,1.0,0,0,0,1,2,0
3,George Soriano,Miami Marlins,Washington Nationals,0,2.0,1,0,0,0,2,0
4,Bryan Hoeing,Miami Marlins,Washington Nationals,0,1.0,0,0,0,0,1,0
5,Tanner Scott,Miami Marlins,Washington Nationals,0,2.0,2,2,0,0,1,0
6,Jake Irvin,Washington Nationals,Miami Marlins,1,5.0,4,3,3,3,4,0
7,Jose Ferrer,Washington Nationals,Miami Marlins,1,1.0,0,0,0,0,0,0
8,Jordan Weems,Washington Nationals,Miami Marlins,1,1.0,0,0,0,2,1,0
9,Hunter Harvey,Washington Nationals,Miami Marlins,1,1.0,0,0,0,0,2,0
10,Kyle Finnegan,Washington Nationals,Miami Marlins,1,2.0,1,1,0,0,0,0
11,Robert Garcia,Washington Nationals,Miami Marlins,1,0.1,3,3,2,0,0,0
12,Mason Thompson,Washington Nationals,Miami Marlins,1,0.2,1,1,1,0,0,1
0,Tyler Glasnow,Tampa Bay Rays,Cleveland Guardians,0,7.0,7,3,3,0,6,0
1,Jalen Beeks,Tampa Bay Rays,Cleveland Guardians,0,1.0,1,0,0,0,1,0
2,Cal Quantrill,Cleveland Guardians,Tampa Bay Rays,1,6.0,2,2,2,3,2,0
3,Eli Morgan,Cleveland Guardians,Tampa Bay Rays,1,1.0,2,0,0,0,1,0
4,Trevor Stephan,Cleveland Guardians,Tampa Bay Rays,1,1.0,1,0,0,1,2,0
5,Emmanuel Clase,Cleveland Guardians,Tampa Bay Rays,1,1.0,0,0,0,0,0,0
0,Logan Gilbert,Seattle Mariners,New York Mets,0,6.2,7,1,1,0,9,1
1,Gabe Speier,Seattle Mariners,New York Mets,0,0.1,0,0,0,0,0,0
2,Andrés Muñoz,Seattle Mariners,New York Mets,0,1.0,2,1,1,1,1,0
3,Kodai Senga,New York Mets,Seattle Mariners,1,7.0,5,1,1,2,12,1
4,Phil Bickford,New York Mets,Seattle Mariners,1,1.0,1,0,0,0,0,0
5,Drew Smith,New York Mets,Seattle Mariners,1,1.0,1,0,0,1,1,0
0,Joe Ryan,Minnesota Twins,Texas Rangers,0,6.0,3,1,1,0,7,1
1,Griffin Jax,Minnesota Twins,Texas Rangers,0,1.0,0,0,0,0,1,0
2,Caleb Thielbar,Minnesota Twins,Texas Rangers,0,1.0,0,0,0,0,0,0
3,Jhoan Duran,Minnesota Twins,Texas Rangers,0,1.0,0,0,0,0,1,0
4,Max Scherzer,Texas Rangers,Minnesota Twins,1,6.0,1,0,0,2,7,0
5,Brock Burke,Texas Rangers,Minnesota Twins,1,1.0,3,3,3,0,1,2
6,Josh Sborz,Texas Rangers,Minnesota Twins,1,1.0,2,2,2,0,1,1
7,Glenn Otto,Texas Rangers,Minnesota Twins,1,1.0,1,0,0,1,1,0
0,Eduardo Rodriguez,Detroit Tigers,Chicago White Sox,0,6.2,6,1,1,2,7,0
1,Beau Brieske,Detroit Tigers,Chicago White Sox,0,0.2,2,1,1,0,0,0
2,Will Vest,Detroit Tigers,Chicago White Sox,0,0.2,0,0,0,0,1,0
3,Alex Lange,Detroit Tigers,Chicago White Sox,0,1.0,1,0,0,0,1,0
4,Touki Toussaint,Chicago White Sox,Detroit Tigers,1,5.1,5,3,3,2,6,0
5,Sammy Peralta,Chicago White Sox,Detroit Tigers,1,0.2,3,0,0,0,0,0
6,Lane Ramsey,Chicago White Sox,Detroit Tigers,1,1.1,2,1,1,1,3,0
7,Bryan Shaw,Chicago White Sox,Detroit Tigers,1,1.2,1,0,0,0,1,0
0,Carlos Rodón,New York Yankees,Houston Astros,0,5.0,3,2,2,1,4,1
1,Randy Vásquez,New York Yankees,Houston Astros,0,2.0,1,0,0,0,2,0
2,Wandy Peralta,New York Yankees,Houston Astros,0,0.2,0,0,0,1,1,0
