,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Brandon Williamson,Cincinnati Reds,Baltimore Orioles,0,2.0,2,3,3,4,2,0
1,Fernando Cruz,Cincinnati Reds,Baltimore Orioles,0,2.0,1,1,0,1,3,0
2,Eduardo Salazar,Cincinnati Reds,Baltimore Orioles,0,1.0,3,3,3,1,0,0
3,Jake Wong,Cincinnati Reds,Baltimore Orioles,0,3.0,6,3,3,3,0,0
4,Cole Irvin,Baltimore Orioles,Cincinnati Reds,1,3.0,3,1,1,0,3,0
5,Bruce Zimmermann,Baltimore Orioles,Cincinnati Reds,1,3.0,4,2,2,0,2,1
6,Bryan Baker,Baltimore Orioles,Cincinnati Reds,1,1.0,0,0,0,0,2,0
7,Mike Baumann,Baltimore Orioles,Cincinnati Reds,1,1.0,0,0,0,2,1,0
8,Cionel Pérez,Baltimore Orioles,Cincinnati Reds,1,1.0,0,0,0,1,0,0
0,Colin Rea,Milwaukee Brewers,New York Mets,0,6.1,3,1,1,1,3,0
1,Hoby Milner,Milwaukee Brewers,New York Mets,0,1.1,0,0,0,0,1,0
2,Elvis Peguero,Milwaukee Brewers,New York Mets,0,0.1,0,0,0,0,1,0
3,Devin Williams,Milwaukee Brewers,New York Mets,0,1.0,0,0,0,0,0,0
4,Justin Verlander,New York Mets,Milwaukee Brewers,1,5.0,5,0,0,2,5,0
5,Drew Smith,New York Mets,Milwaukee Brewers,1,1.0,2,2,2,0,1,1
6,Adam Ottavino,New York Mets,Milwaukee Brewers,1,1.0,0,0,0,2,1,0
7,Brooks Raley,New York Mets,Milwaukee Brewers,1,1.0,0,0,0,1,1,0
8,David Robertson,New York Mets,Milwaukee Brewers,1,1.0,0,0,0,0,1,0
0,Sonny Gray,Minnesota Twins,Atlanta Braves,0,6.2,7,3,3,1,5,1
1,Emilio Pagán,Minnesota Twins,Atlanta Braves,0,0.1,1,1,1,0,1,1
2,Josh Winder,Minnesota Twins,Atlanta Braves,0,1.0,0,0,0,1,1,0
3,Spencer Strider,Atlanta Braves,Minnesota Twins,1,7.0,3,1,1,2,10,1
4,Collin McHugh,Atlanta Braves,Minnesota Twins,1,0.2,2,0,0,0,0,0
5,Ben Heller,Atlanta Braves,Minnesota Twins,1,0.1,0,0,0,0,0,0
6,Kirby Yates,Atlanta Braves,Minnesota Twins,1,1.0,1,0,0,0,2,0
0,Matthew Boyd,Detroit Tigers,Texas Rangers,0,0.2,1,1,1,0,2,1
1,Will Vest,Detroit Tigers,Texas Rangers,0,1.0,1,0,0,0,3,0
2,Mason Englert,Detroit Tigers,Texas Rangers,0,2.1,2,1,1,1,4,1
3,Tyler Alexander,Detroit Tigers,Texas Rangers,0,3.0,3,0,0,0,4,0
4,Jason Foley,Detroit Tigers,Texas Rangers,0,1.0,0,0,0,0,2,0
5,Tyler Holton,Detroit Tigers,Texas Rangers,0,1.0,1,0,0,2,1,0
6,Andrew Heaney,Texas Rangers,Detroit Tigers,1,5.2,6,6,6,3,5,2
7,Brock Burke,Texas Rangers,Detroit Tigers,1,1.1,2,1,1,0,1,0
8,Yerry Rodríguez,Texas Rangers,Detroit Tigers,1,1.1,2,0,0,0,1,0
9,Cody Bradford,Texas Rangers,Detroit Tigers,1,0.2,0,0,0,0,1,0
0,Dylan Cease,Chicago White Sox,Los Angeles Angels,0,6.0,5,1,1,0,10,1
1,Joe Kelly,Chicago White Sox,Los Angeles Angels,0,1.0,0,0,0,0,1,0
2,Reynaldo López,Chicago White Sox,Los Angeles Angels,0,1.0,0,1,1,1,0,0
3,Aaron Bummer,Chicago White Sox,Los Angeles Angels,0,0.1,0,0,0,1,1,0
4,Reid Detmers,Los Angeles Angels,Chicago White Sox,1,7.0,2,1,1,2,10,1
5,Jacob Webb,Los Angeles Angels,Chicago White Sox,1,1.0,0,0,0,0,2,0
6,Carlos Estévez,Los Angeles Angels,Chicago White Sox,1,1.0,1,0,0,0,0,0
0,Trevor Williams,Washington Nationals,Seattle Mariners,0,4.0,8,3,3,1,4,2
1,Cory Abbott,Washington Nationals,Seattle Mariners,0,3.1,3,5,5,4,5,0
2,Thaddeus Ward,Washington Nationals,Seattle Mariners,0,0.2,1,0,0,0,0,0
3,Luis Castillo,Seattle Mariners,Washington Nationals,1,7.0,7,3,2,1,7,2
4,Andrés Muñoz,Seattle Mariners,Washington Nationals,1,1.0,0,0,0,1,2,0
5,Tayler Saucedo,Seattle Mariners,Washington Nationals,1,0.2,3,1,1,1,2,0
6,Paul Sewald,Seattle Mariners,Washington Nationals,1,0.1,0,0,0,0,1,0
