,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Aaron Nola,Philadelphia Phillies,New York Yankees,0,6.0,7,3,3,1,5,0
1,1,Gregory Soto,Philadelphia Phillies,New York Yankees,0,1.0,1,1,1,2,3,1
2,2,Seranthony Domínguez,Philadelphia Phillies,New York Yankees,0,1.0,1,0,0,0,0,0
3,3,Gerrit Cole,New York Yankees,Philadelphia Phillies,1,6.1,3,1,1,3,8,0
4,4,Jonathan Loáisiga,New York Yankees,Philadelphia Phillies,1,1.2,2,1,1,0,1,1
5,5,Clay Holmes,New York Yankees,Philadelphia Phillies,1,1.0,0,0,0,0,3,0
6,0,Shane McClanahan,Tampa Bay Rays,Washington Nationals,0,6.0,5,2,2,4,6,0
7,1,Colin Poche,Tampa Bay Rays,Washington Nationals,0,1.0,1,0,0,0,0,0
8,2,Garrett Cleavinger,Tampa Bay Rays,Washington Nationals,0,1.0,0,0,0,0,0,0
9,3,Ryan Thompson,Tampa Bay Rays,Washington Nationals,0,1.0,0,0,0,2,1,0
10,4,Patrick Corbin,Washington Nationals,Tampa Bay Rays,1,6.0,10,6,6,0,3,2
11,5,Thaddeus Ward,Washington Nationals,Tampa Bay Rays,1,2.0,1,1,1,2,3,0
12,6,Anthony Banda,Washington Nationals,Tampa Bay Rays,1,1.0,0,0,0,0,0,0
13,0,Pablo López,Minnesota Twins,Miami Marlins,0,7.0,3,1,1,1,8,1
14,1,Griffin Jax,Minnesota Twins,Miami Marlins,0,0.1,2,2,2,0,1,0
15,2,Caleb Thielbar,Minnesota Twins,Miami Marlins,0,0.2,2,2,2,0,1,1
16,3,Jesús Luzardo,Miami Marlins,Minnesota Twins,1,7.0,5,1,1,1,10,0
17,4,Dylan Floro,Miami Marlins,Minnesota Twins,1,1.0,0,0,0,0,1,0
18,5,A.J. Puk,Miami Marlins,Minnesota Twins,1,1.0,1,1,0,1,1,0
19,0,Bryce Elder,Atlanta Braves,St. Louis Cardinals,0,6.0,2,0,0,3,6,0
20,1,Michael Tonkin,Atlanta Braves,St. Louis Cardinals,0,1.0,1,1,1,0,1,1
21,2,Dylan Lee,Atlanta Braves,St. Louis Cardinals,0,0.2,0,0,0,1,0,0
22,3,Collin McHugh,Atlanta Braves,St. Louis Cardinals,0,1.0,3,1,1,0,0,0
23,4,Jesse Chavez,Atlanta Braves,St. Louis Cardinals,0,0.1,0,0,0,0,0,0
24,5,Miles Mikolas,St. Louis Cardinals,Atlanta Braves,1,6.0,9,5,5,1,6,1
25,6,Packy Naughton,St. Louis Cardinals,Atlanta Braves,1,1.0,1,0,0,0,0,0
26,7,Chris Stratton,St. Louis Cardinals,Atlanta Braves,1,2.0,0,0,0,0,2,0
27,0,Mitch Keller,Pittsburgh Pirates,Boston Red Sox,0,7.0,4,1,1,2,7,0
28,1,Rob Zastryzny,Pittsburgh Pirates,Boston Red Sox,0,1.0,0,0,0,0,1,0
29,2,Duane Underwood Jr.,Pittsburgh Pirates,Boston Red Sox,0,1.0,1,0,0,0,0,0
30,3,Corey Kluber,Boston Red Sox,Pittsburgh Pirates,1,5.0,3,1,1,1,2,1
31,4,John Schreiber,Boston Red Sox,Pittsburgh Pirates,1,1.0,3,1,1,1,2,0
32,5,Kaleb Ort,Boston Red Sox,Pittsburgh Pirates,1,1.0,2,2,2,0,1,0
33,6,Richard Bleier,Boston Red Sox,Pittsburgh Pirates,1,1.0,1,0,0,1,0,0
34,7,Zack Kelly,Boston Red Sox,Pittsburgh Pirates,1,1.0,0,0,0,1,0,0
35,0,David Peterson,New York Mets,Milwaukee Brewers,0,4.0,5,5,5,5,5,1
36,1,Drew Smith,New York Mets,Milwaukee Brewers,0,1.0,2,1,1,0,2,0
37,2,John Curtiss,New York Mets,Milwaukee Brewers,0,2.0,2,0,0,0,3,0
38,3,David Robertson,New York Mets,Milwaukee Brewers,0,1.0,0,0,0,0,0,0
39,4,Adam Ottavino,New York Mets,Milwaukee Brewers,0,0.0,1,1,1,0,0,1
40,5,Corbin Burnes,Milwaukee Brewers,New York Mets,1,4.1,7,6,6,2,3,2
41,6,Hoby Milner,Milwaukee Brewers,New York Mets,1,1.2,0,0,0,0,1,0
