,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Brett Kennedy,Cincinnati Reds,Washington Nationals,0,5.0,5,4,4,2,3,0
1,Fernando Cruz,Cincinnati Reds,Washington Nationals,0,1.0,2,0,0,0,2,0
2,Alex Young,Cincinnati Reds,Washington Nationals,0,1.0,0,0,0,0,0,0
3,Daniel Duarte,Cincinnati Reds,Washington Nationals,0,1.0,0,0,0,2,1,0
4,Lucas Sims,Cincinnati Reds,Washington Nationals,0,1.0,0,0,0,0,2,0
5,Patrick Corbin,Washington Nationals,Cincinnati Reds,1,5.0,10,6,6,3,2,2
6,Cory Abbott,Washington Nationals,Cincinnati Reds,1,3.0,6,2,2,2,0,1
7,Jose Ferrer,Washington Nationals,Cincinnati Reds,1,1.0,0,0,0,2,2,0
0,Kyle Gibson,Baltimore Orioles,New York Yankees,0,6.0,3,4,4,4,4,1
1,Nick Vespi,Baltimore Orioles,New York Yankees,0,0.2,2,3,3,1,2,1
2,Bryan Baker,Baltimore Orioles,New York Yankees,0,0.1,1,0,0,1,1,0
3,Bruce Zimmermann,Baltimore Orioles,New York Yankees,0,1.0,1,1,0,0,1,0
4,Clarke Schmidt,New York Yankees,Baltimore Orioles,1,5.0,5,3,3,0,7,2
5,Ron Marinaccio,New York Yankees,Baltimore Orioles,1,1.0,0,0,0,2,1,0
6,Wandy Peralta,New York Yankees,Baltimore Orioles,1,1.0,1,0,0,0,0,0
7,Tommy Kahnle,New York Yankees,Baltimore Orioles,1,1.0,0,0,0,2,1,0
8,Albert Abreu,New York Yankees,Baltimore Orioles,1,1.0,2,1,1,0,1,0
0,Adam Wainwright,St. Louis Cardinals,Miami Marlins,0,3.1,7,7,4,2,3,2
1,JoJo Romero,St. Louis Cardinals,Miami Marlins,0,1.2,1,0,0,1,2,0
2,Génesis Cabrera,St. Louis Cardinals,Miami Marlins,0,1.0,2,0,0,1,0,0
3,James Naile,St. Louis Cardinals,Miami Marlins,0,1.1,7,8,8,2,2,0
4,Alec Burleson,St. Louis Cardinals,Miami Marlins,0,0.2,2,0,0,0,0,0
5,Jesús Luzardo,Miami Marlins,St. Louis Cardinals,1,6.0,5,0,0,2,8,0
6,Steven Okert,Miami Marlins,St. Louis Cardinals,1,1.0,0,0,0,1,1,0
7,Jeff Lindgren,Miami Marlins,St. Louis Cardinals,1,1.0,0,0,0,0,1,0
8,Jacob Stallings,Miami Marlins,St. Louis Cardinals,1,1.0,4,2,2,0,0,0
0,Dane Dunning,Texas Rangers,Boston Red Sox,0,6.0,6,1,1,1,4,0
1,Grant Anderson,Texas Rangers,Boston Red Sox,0,0.2,1,0,0,0,0,0
2,Brock Burke,Texas Rangers,Boston Red Sox,0,1.0,2,1,0,0,1,0
3,Josh Sborz,Texas Rangers,Boston Red Sox,0,1.0,1,0,0,0,3,0
4,Will Smith,Texas Rangers,Boston Red Sox,0,0.1,0,0,0,0,0,0
5,Brennan Bernardino,Boston Red Sox,Texas Rangers,1,1.1,1,1,1,0,2,0
6,Kaleb Ort,Boston Red Sox,Texas Rangers,1,0.2,3,2,2,0,0,1
7,Chris Murphy,Boston Red Sox,Texas Rangers,1,3.2,5,1,1,1,1,0
8,Justin Garza,Boston Red Sox,Texas Rangers,1,1.1,1,2,2,4,2,0
9,Brandon Walter,Boston Red Sox,Texas Rangers,1,1.0,0,0,0,0,0,0
10,Tayler Scott,Boston Red Sox,Texas Rangers,1,1.0,0,0,0,1,0,0
0,Zack Greinke,Kansas City Royals,Minnesota Twins,0,5.1,7,6,6,0,3,3
1,Nick Wittgren,Kansas City Royals,Minnesota Twins,0,1.2,3,3,3,2,1,0
2,Jonathan Heasley,Kansas City Royals,Minnesota Twins,0,1.0,0,0,0,0,2,0
3,Kenta Maeda,Minnesota Twins,Kansas City Royals,1,7.0,3,2,1,1,9,1
4,Oliver Ortega,Minnesota Twins,Kansas City Royals,1,1.0,0,0,0,0,0,0
5,Jorge López,Minnesota Twins,Kansas City Royals,1,1.0,2,1,1,0,0,0
0,Max Scherzer,New York Mets,Arizona Diamondbacks,0,6.0,5,4,4,2,9,3
1,Brooks Raley,New York Mets,Arizona Diamondbacks,0,1.0,0,0,0,2,1,0
2,Adam Ottavino,New York Mets,Arizona Diamondbacks,0,1.0,1,0,0,0,2,0
3,Drew Smith,New York Mets,Arizona Diamondbacks,0,0.2,1,1,1,1,0,0
4,David Robertson,New York Mets,Arizona Diamondbacks,0,0.1,1,0,0,1,0,0
5,Zach Davies,Arizona Diamondbacks,New York Mets,1,5.2,5,4,4,2,6,2
6,Kyle Nelson,Arizona Diamondbacks,New York Mets,1,0.1,0,0,0,0,0,0
7,Miguel Castro,Arizona Diamondbacks,New York Mets,1,1.0,1,2,2,2,1,1
8,Austin Adams,Arizona Diamondbacks,New York Mets,1,0.1,0,1,1,2,1,0
9,José Ruiz,Arizona Diamondbacks,New York Mets,1,1.2,2,1,1,0,1,0
0,Kyle Freeland,Colorado Rockies,Houston Astros,0,6.1,9,4,4,2,3,1
1,Gavin Hollowell,Colorado Rockies,Houston Astros,0,0.2,1,0,0,2,1,0
2,Fernando Abad,Colorado Rockies,Houston Astros,0,1.0,3,0,0,0,1,0
3,Brandon Bielak,Houston Astros,Colorado Rockies,1,7.0,2,0,0,4,4,0
4,Seth Martinez,Houston Astros,Colorado Rockies,1,1.0,0,0,0,0,2,0
5,Ryne Stanek,Houston Astros,Colorado Rockies,1,1.0,1,1,1,0,1,1
0,Kyle Hendricks,Chicago Cubs,Milwaukee Brewers,0,6.0,4,2,1,1,5,0
1,Julian Merryweather,Chicago Cubs,Milwaukee Brewers,0,1.0,0,0,0,1,2,0
