,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Griffin Canning,Los Angeles Angels,Detroit Tigers,0,5.0,7,2,2,0,8,1
1,José Soriano,Los Angeles Angels,Detroit Tigers,0,2.0,0,0,0,0,3,0
2,Matt Moore,Los Angeles Angels,Detroit Tigers,0,1.0,1,0,0,0,2,0
3,Carlos Estévez,Los Angeles Angels,Detroit Tigers,0,1.0,4,4,0,1,3,0
4,Aaron Loup,Los Angeles Angels,Detroit Tigers,0,1.0,0,0,0,0,2,0
5,Eduardo Rodriguez,Detroit Tigers,Los Angeles Angels,1,4.2,7,4,4,3,3,0
6,Beau Brieske,Detroit Tigers,Los Angeles Angels,1,1.1,1,0,0,0,1,0
7,Brendan White,Detroit Tigers,Los Angeles Angels,1,2.0,0,0,0,0,1,0
8,Chasen Shreve,Detroit Tigers,Los Angeles Angels,1,1.0,3,2,2,0,1,0
9,Alex Lange,Detroit Tigers,Los Angeles Angels,1,1.0,1,1,0,1,1,0
0,Kyle Gibson,Baltimore Orioles,Philadelphia Phillies,0,6.0,4,2,2,0,5,1
1,Shintaro Fujinami,Baltimore Orioles,Philadelphia Phillies,0,2.0,0,0,0,0,3,0
2,Yennier Cano,Baltimore Orioles,Philadelphia Phillies,0,0.2,4,2,2,0,1,0
3,Taijuan Walker,Philadelphia Phillies,Baltimore Orioles,1,5.2,6,2,2,3,4,0
4,Matt Strahm,Philadelphia Phillies,Baltimore Orioles,1,1.2,2,1,1,1,2,1
5,Yunior Marte,Philadelphia Phillies,Baltimore Orioles,1,1.2,0,0,0,1,1,0
0,Edward Cabrera,Miami Marlins,Tampa Bay Rays,0,2.0,4,3,3,2,0,0
1,George Soriano,Miami Marlins,Tampa Bay Rays,0,3.1,4,1,1,0,3,1
2,Dylan Floro,Miami Marlins,Tampa Bay Rays,0,1.2,1,0,0,0,2,0
3,Steven Okert,Miami Marlins,Tampa Bay Rays,0,1.0,0,0,0,0,1,0
4,Tyler Glasnow,Tampa Bay Rays,Miami Marlins,1,7.0,2,1,1,2,8,0
5,Jason Adam,Tampa Bay Rays,Miami Marlins,1,1.0,0,0,0,0,1,0
6,Pete Fairbanks,Tampa Bay Rays,Miami Marlins,1,1.0,0,0,0,0,2,0
0,Justin Verlander,New York Mets,New York Yankees,0,6.0,2,0,0,4,6,0
1,Brooks Raley,New York Mets,New York Yankees,0,0.1,1,2,2,1,0,0
2,Dominic Leone,New York Mets,New York Yankees,0,0.2,0,0,0,1,1,0
3,Grant Hartwig,New York Mets,New York Yankees,0,0.1,2,1,1,1,0,0
4,David Robertson,New York Mets,New York Yankees,0,0.2,0,0,0,0,0,0
5,Adam Ottavino,New York Mets,New York Yankees,0,1.0,0,0,0,1,1,0
6,Domingo Germán,New York Yankees,New York Mets,1,6.0,7,6,6,1,9,3
7,Nick Ramirez,New York Yankees,New York Mets,1,2.0,3,1,0,0,2,0
8,Ron Marinaccio,New York Yankees,New York Mets,1,0.1,2,2,2,1,1,0
9,Albert Abreu,New York Yankees,New York Mets,1,0.2,0,0,0,1,1,0
0,Austin Gomber,Colorado Rockies,Washington Nationals,0,6.0,6,1,0,0,4,0
1,Brad Hand,Colorado Rockies,Washington Nationals,0,0.1,1,1,1,1,0,1
2,Justin Lawrence,Colorado Rockies,Washington Nationals,0,1.0,3,4,3,1,1,1
3,Gavin Hollowell,Colorado Rockies,Washington Nationals,0,0.2,0,0,0,0,1,0
