,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Peter Lambert,Colorado Rockies,Washington Nationals,0,6.0,3,1,0,1,2,0
1,Brent Suter,Colorado Rockies,Washington Nationals,0,2.0,0,0,0,0,1,0
2,Daniel Bard,Colorado Rockies,Washington Nationals,0,0.2,1,4,4,4,0,0
3,Matt Koch,Colorado Rockies,Washington Nationals,0,0.0,1,0,0,0,0,0
4,Jake Irvin,Washington Nationals,Colorado Rockies,1,6.0,6,4,4,2,7,3
5,Jordan Weems,Washington Nationals,Colorado Rockies,1,1.1,0,0,0,0,1,0
6,Joe La Sorsa,Washington Nationals,Colorado Rockies,1,0.2,0,0,0,0,0,0
7,Andrés Machado,Washington Nationals,Colorado Rockies,1,1.0,0,0,0,0,2,0
0,Sandy Alcantara,Miami Marlins,Tampa Bay Rays,0,9.0,5,1,1,1,7,0
1,Zach Eflin,Tampa Bay Rays,Miami Marlins,1,4.0,7,5,5,1,3,0
2,Calvin Faucher,Tampa Bay Rays,Miami Marlins,1,1.2,3,2,2,0,3,1
3,Shawn Armstrong,Tampa Bay Rays,Miami Marlins,1,1.1,1,0,0,0,2,0
4,Kevin Kelly,Tampa Bay Rays,Miami Marlins,1,1.0,0,0,0,0,1,0
5,Robert Stephenson,Tampa Bay Rays,Miami Marlins,1,1.0,0,0,0,1,1,0
0,Alec Marsh,Kansas City Royals,Cleveland Guardians,0,2.2,5,4,4,4,3,1
1,Jonathan Heasley,Kansas City Royals,Cleveland Guardians,0,1.1,2,3,3,2,2,2
2,Austin Cox,Kansas City Royals,Cleveland Guardians,0,1.0,0,0,0,1,0,0
3,Dylan Coleman,Kansas City Royals,Cleveland Guardians,0,1.0,2,1,1,1,1,0
4,Nick Wittgren,Kansas City Royals,Cleveland Guardians,0,1.0,0,0,0,0,0,0
5,Taylor Clarke,Kansas City Royals,Cleveland Guardians,0,1.0,0,0,0,0,0,0
6,Gavin Williams,Cleveland Guardians,Kansas City Royals,1,4.0,3,0,0,2,5,0
7,Nick Sandlin,Cleveland Guardians,Kansas City Royals,1,1.0,2,1,1,0,1,0
8,Eli Morgan,Cleveland Guardians,Kansas City Royals,1,0.2,2,0,0,1,1,0
9,Enyel De Los Santos,Cleveland Guardians,Kansas City Royals,1,1.1,1,0,0,0,0,0
10,Michael Kelly,Cleveland Guardians,Kansas City Royals,1,1.0,2,1,1,1,0,0
11,Xzavion Curry,Cleveland Guardians,Kansas City Royals,1,1.0,2,1,1,0,1,1
0,Bryce Miller,Seattle Mariners,Minnesota Twins,0,5.2,8,6,6,0,7,4
1,Matt Brash,Seattle Mariners,Minnesota Twins,0,0.1,2,1,1,0,1,0
2,Gabe Speier,Seattle Mariners,Minnesota Twins,0,1.0,0,0,0,0,1,0
3,Justin Topa,Seattle Mariners,Minnesota Twins,0,1.0,1,0,0,0,0,0
4,Andrés Muñoz,Seattle Mariners,Minnesota Twins,0,1.0,1,0,0,0,0,0
5,Joe Ryan,Minnesota Twins,Seattle Mariners,1,3.2,7,4,4,2,7,2
6,Jordan Balazovic,Minnesota Twins,Seattle Mariners,1,1.1,1,3,3,2,1,1
7,Josh Winder,Minnesota Twins,Seattle Mariners,1,4.0,2,1,1,0,4,0
0,Ben Lively,Cincinnati Reds,Milwaukee Brewers,0,6.2,8,2,2,0,3,1
1,Alex Young,Cincinnati Reds,Milwaukee Brewers,0,0.1,0,0,0,0,0,0
2,Fernando Cruz,Cincinnati Reds,Milwaukee Brewers,0,1.0,1,1,1,1,1,0
3,Freddy Peralta,Milwaukee Brewers,Cincinnati Reds,1,6.0,4,0,0,0,13,0
4,Elvis Peguero,Milwaukee Brewers,Cincinnati Reds,1,1.0,1,0,0,0,2,0
5,Joel Payamps,Milwaukee Brewers,Cincinnati Reds,1,1.0,1,0,0,0,1,0
6,Devin Williams,Milwaukee Brewers,Cincinnati Reds,1,1.0,0,0,0,0,2,0
0,Jack Flaherty,St. Louis Cardinals,Arizona Diamondbacks,0,5.0,8,3,3,2,4,1
1,Andre Pallante,St. Louis Cardinals,Arizona Diamondbacks,0,1.1,2,1,1,1,1,0
2,Giovanny Gallegos,St. Louis Cardinals,Arizona Diamondbacks,0,0.2,0,0,0,0,1,0
3,Andrew Suárez,St. Louis Cardinals,Arizona Diamondbacks,0,2.0,5,3,3,0,2,1
4,Zac Gallen,Arizona Diamondbacks,St. Louis Cardinals,1,6.1,7,5,5,2,8,2
5,Kyle Nelson,Arizona Diamondbacks,St. Louis Cardinals,1,0.2,1,1,1,0,0,1
6,Scott McGough,Arizona Diamondbacks,St. Louis Cardinals,1,0.2,4,4,4,0,1,2
7,Tyler Gilbert,Arizona Diamondbacks,St. Louis Cardinals,1,1.1,3,1,1,1,0,0
0,Yusei Kikuchi,Toronto Blue Jays,Los Angeles Dodgers,0,6.0,7,1,1,2,8,0
1,Jay Jackson,Toronto Blue Jays,Los Angeles Dodgers,0,1.2,1,0,0,1,3,0
2,Tim Mayza,Toronto Blue Jays,Los Angeles Dodgers,0,0.1,0,0,0,0,0,0
3,Trevor Richards,Toronto Blue Jays,Los Angeles Dodgers,0,1.0,0,0,0,0,1,0
4,Tony Gonsolin,Los Angeles Dodgers,Toronto Blue Jays,1,5.0,7,5,5,3,5,1
5,Alex Vesia,Los Angeles Dodgers,Toronto Blue Jays,1,1.0,1,1,1,0,1,1
6,Tyson Miller,Los Angeles Dodgers,Toronto Blue Jays,1,2.0,3,2,2,1,1,0
7,Phil Bickford,Los Angeles Dodgers,Toronto Blue Jays,1,1.0,0,0,0,1,0,0
0,Johan Oviedo,Pittsburgh Pirates,San Diego Padres,0,6.0,3,1,1,3,5,0
1,Carmen Mlodzinski,Pittsburgh Pirates,San Diego Padres,0,1.0,0,0,0,0,1,0
2,Colin Holderman,Pittsburgh Pirates,San Diego Padres,0,1.0,0,0,0,0,0,0
3,David Bednar,Pittsburgh Pirates,San Diego Padres,0,1.0,1,1,1,2,2,0
4,Seth Lugo,San Diego Padres,Pittsburgh Pirates,1,7.0,3,2,2,0,8,2
5,Nick Martinez,San Diego Padres,Pittsburgh Pirates,1,1.0,1,0,0,0,2,0
6,Robert Suarez,San Diego Padres,Pittsburgh Pirates,1,1.0,1,1,1,0,0,1
0,Kyle Bradish,Baltimore Orioles,Philadelphia Phillies,0,6.2,7,5,5,2,3,1
1,Cionel Pérez,Baltimore Orioles,Philadelphia Phillies,0,0.0,1,1,1,1,0,0
2,Mike Baumann,Baltimore Orioles,Philadelphia Phillies,0,0.1,0,0,0,0,0,0
3,Cole Irvin,Baltimore Orioles,Philadelphia Phillies,0,1.0,1,0,0,0,2,0
4,Ranger Suárez,Philadelphia Phillies,Baltimore Orioles,1,6.0,7,4,4,1,6,1
5,Seranthony Domínguez,Philadelphia Phillies,Baltimore Orioles,1,1.0,1,0,0,0,2,0
6,Craig Kimbrel,Philadelphia Phillies,Baltimore Orioles,1,1.0,0,0,0,0,2,0
7,Gregory Soto,Philadelphia Phillies,Baltimore Orioles,1,1.0,0,0,0,0,1,0
0,José Quintana,New York Mets,New York Yankees,0,6.0,6,3,2,3,5,0
1,Drew Smith,New York Mets,New York Yankees,0,1.0,0,0,0,1,0,0
2,Trevor Gott,New York Mets,New York Yankees,0,1.0,0,0,0,1,0,0
3,Carlos Rodón,New York Yankees,New York Mets,1,5.2,4,1,1,3,4,0
4,Michael King,New York Yankees,New York Mets,1,0.1,0,0,0,0,0,0
5,Wandy Peralta,New York Yankees,New York Mets,1,1.0,0,0,0,0,2,0
6,Tommy Kahnle,New York Yankees,New York Mets,1,1.0,0,0,0,0,1,0
7,Clay Holmes,New York Yankees,New York Mets,1,1.0,0,0,0,0,1,0
0,Spencer Strider,Atlanta Braves,Boston Red Sox,0,6.1,6,3,2,1,10,2
1,Pierce Johnson,Atlanta Braves,Boston Red Sox,0,0.2,1,1,0,0,0,0
2,Kirby Yates,Atlanta Braves,Boston Red Sox,0,1.0,1,1,1,1,0,1
3,Brayan Bello,Boston Red Sox,Atlanta Braves,1,6.0,4,3,3,2,4,1
4,Joe Jacques,Boston Red Sox,Atlanta Braves,1,1.0,0,0,0,0,1,0
5,John Schreiber,Boston Red Sox,Atlanta Braves,1,0.2,1,0,0,0,0,0
6,Brennan Bernardino,Boston Red Sox,Atlanta Braves,1,0.1,0,0,0,0,0,0
7,Kenley Jansen,Boston Red Sox,Atlanta Braves,1,1.0,1,0,0,0,1,0
