,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Jesse Scholtens,Chicago White Sox,Kansas City Royals,0,3.2,9,5,5,1,1,2
1,Declan Cronin,Chicago White Sox,Kansas City Royals,0,0.2,2,4,4,2,0,0
2,Sammy Peralta,Chicago White Sox,Kansas City Royals,0,2.2,4,3,3,1,2,1
3,Edgar Navarro,Chicago White Sox,Kansas City Royals,0,1.0,1,0,0,0,0,0
4,Cole Ragans,Kansas City Royals,Chicago White Sox,1,6.0,1,0,0,0,7,0
5,Collin Snider,Kansas City Royals,Chicago White Sox,1,2.0,2,1,0,0,0,0
6,Steven Cruz,Kansas City Royals,Chicago White Sox,1,1.0,0,0,0,0,1,0
0,Logan Webb,San Francisco Giants,Chicago Cubs,0,6.2,5,3,3,1,4,1
1,Tristan Beck,San Francisco Giants,Chicago Cubs,0,1.1,1,2,0,1,0,0
2,Justin Steele,Chicago Cubs,San Francisco Giants,1,8.0,2,0,0,2,12,0
3,Jose Cuas,Chicago Cubs,San Francisco Giants,1,1.0,0,0,0,0,1,0
0,J.P. France,Houston Astros,Texas Rangers,0,5.0,6,5,5,3,5,3
1,Rafael Montero,Houston Astros,Texas Rangers,0,1.0,0,0,0,0,1,0
2,Bryan Abreu,Houston Astros,Texas Rangers,0,1.0,0,0,0,0,1,0
3,Hector Neris,Houston Astros,Texas Rangers,0,1.0,0,0,0,1,1,0
4,Ryne Stanek,Houston Astros,Texas Rangers,0,0.0,2,1,1,0,0,1
5,Phil Maton,Houston Astros,Texas Rangers,0,1.0,1,0,0,0,1,0
6,Andrew Heaney,Texas Rangers,Houston Astros,1,4.2,5,3,3,4,1,0
7,Glenn Otto,Texas Rangers,Houston Astros,1,1.1,3,2,2,0,1,2
8,Josh Sborz,Texas Rangers,Houston Astros,1,0.2,5,6,5,2,0,1
9,Martín Pérez,Texas Rangers,Houston Astros,1,1.2,3,2,2,0,1,2
10,Austin Hedges,Texas Rangers,Houston Astros,1,0.2,0,0,0,0,0,0
0,José Berríos,Toronto Blue Jays,Oakland Athletics,0,6.0,4,2,2,1,7,2
1,Yimi García,Toronto Blue Jays,Oakland Athletics,0,1.0,1,1,1,0,1,1
2,Jay Jackson,Toronto Blue Jays,Oakland Athletics,0,0.2,1,0,0,0,0,0
3,Génesis Cabrera,Toronto Blue Jays,Oakland Athletics,0,0.2,1,0,0,0,1,0
4,Jordan Romano,Toronto Blue Jays,Oakland Athletics,0,1.2,1,2,1,1,2,1
5,Luis Medina,Oakland Athletics,Toronto Blue Jays,1,4.2,3,3,3,3,3,0
6,Sean Newcomb,Oakland Athletics,Toronto Blue Jays,1,2.1,1,0,0,0,2,0
7,Lucas Erceg,Oakland Athletics,Toronto Blue Jays,1,2.0,1,0,0,1,2,0
8,Francisco Pérez,Oakland Athletics,Toronto Blue Jays,1,0.1,2,3,2,0,0,0
9,Spencer Patton,Oakland Athletics,Toronto Blue Jays,1,0.2,1,0,0,2,0,0
0,Peter Lambert,Colorado Rockies,Arizona Diamondbacks,0,6.0,6,4,4,1,5,0
1,Nick Mears,Colorado Rockies,Arizona Diamondbacks,0,2.0,0,0,0,0,2,0
2,Merrill Kelly,Arizona Diamondbacks,Colorado Rockies,1,7.0,4,1,1,1,12,0
3,Kevin Ginkel,Arizona Diamondbacks,Colorado Rockies,1,1.0,0,0,0,0,2,0
4,Paul Sewald,Arizona Diamondbacks,Colorado Rockies,1,1.0,1,1,1,1,0,0
0,Bryan Woo,Seattle Mariners,Cincinnati Reds,0,5.0,4,5,5,3,0,1
1,Tayler Saucedo,Seattle Mariners,Cincinnati Reds,0,0.2,1,0,0,0,0,0
2,Luke Weaver,Seattle Mariners,Cincinnati Reds,0,2.1,3,1,1,1,1,0
3,Tejay Antone,Cincinnati Reds,Seattle Mariners,1,2.0,0,0,0,0,3,0
4,Sam Moll,Cincinnati Reds,Seattle Mariners,1,1.0,1,0,0,0,2,0
5,Daniel Duarte,Cincinnati Reds,Seattle Mariners,1,1.0,1,1,1,0,0,1
6,Michael Mariot,Cincinnati Reds,Seattle Mariners,1,2.2,4,1,1,1,2,1
7,Lucas Sims,Cincinnati Reds,Seattle Mariners,1,0.1,0,0,0,0,1,0
8,Buck Farmer,Cincinnati Reds,Seattle Mariners,1,1.2,2,1,1,0,2,0
9,Ian Gibaut,Cincinnati Reds,Seattle Mariners,1,0.1,1,0,0,0,1,0
0,Brayan Bello,Boston Red Sox,Tampa Bay Rays,0,6.0,5,3,3,2,7,0
1,Josh Winckowski,Boston Red Sox,Tampa Bay Rays,0,1.0,0,0,0,0,2,0
2,Chris Martin,Boston Red Sox,Tampa Bay Rays,0,1.0,0,0,0,0,2,0
3,Kenley Jansen,Boston Red Sox,Tampa Bay Rays,0,1.0,0,0,0,0,0,0
4,Aaron Civale,Tampa Bay Rays,Boston Red Sox,1,5.1,2,3,3,3,12,0
