,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Joe Musgrove,San Diego Padres,Pittsburgh Pirates,0,6.0,7,2,2,1,6,0
1,Tim Hill,San Diego Padres,Pittsburgh Pirates,0,0.1,2,3,2,1,0,0
2,Luis García,San Diego Padres,Pittsburgh Pirates,0,1.2,1,0,0,0,0,0
3,Luis Ortiz,Pittsburgh Pirates,San Diego Padres,1,4.2,6,4,4,3,0,2
4,Ryan Borucki,Pittsburgh Pirates,San Diego Padres,1,1.1,0,0,0,0,0,0
5,Dauri Moreta,Pittsburgh Pirates,San Diego Padres,1,1.0,0,0,0,1,1,0
6,Angel Perdomo,Pittsburgh Pirates,San Diego Padres,1,0.2,1,0,0,0,2,0
7,David Bednar,Pittsburgh Pirates,San Diego Padres,1,1.1,0,0,0,1,3,0
0,Reese Olson,Detroit Tigers,Texas Rangers,0,1.2,3,1,1,1,2,0
1,Tyler Holton,Detroit Tigers,Texas Rangers,0,1.2,4,1,1,0,2,1
2,Tyler Alexander,Detroit Tigers,Texas Rangers,0,1.2,1,0,0,0,0,0
3,Mason Englert,Detroit Tigers,Texas Rangers,0,1.0,1,1,1,0,0,1
4,José Cisnero,Detroit Tigers,Texas Rangers,0,1.0,1,0,0,0,2,0
5,Jason Foley,Detroit Tigers,Texas Rangers,0,1.0,0,0,0,0,0,0
6,Alex Lange,Detroit Tigers,Texas Rangers,0,1.0,2,2,2,2,0,0
7,Cody Bradford,Texas Rangers,Detroit Tigers,1,4.1,4,3,3,3,8,1
8,Grant Anderson,Texas Rangers,Detroit Tigers,1,1.2,1,0,0,1,1,0
9,Joe Barlow,Texas Rangers,Detroit Tigers,1,0.0,3,1,1,1,0,0
10,John King,Texas Rangers,Detroit Tigers,1,2.0,3,4,4,1,1,1
11,Yerry Rodríguez,Texas Rangers,Detroit Tigers,1,1.0,0,0,0,0,2,0
0,Shane Bieber,Cleveland Guardians,Kansas City Royals,0,6.0,2,0,0,1,8,0
