,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Jameson Taillon,Chicago Cubs,Washington Nationals,0,3.0,3,3,3,0,4,1
1,1,Javier Assad,Chicago Cubs,Washington Nationals,0,5.0,2,0,0,0,1,0
2,2,Brad Boxberger,Chicago Cubs,Washington Nationals,0,0.0,1,1,1,0,0,1
3,3,Patrick Corbin,Washington Nationals,Chicago Cubs,1,7.0,3,2,2,0,6,0
4,4,Hunter Harvey,Washington Nationals,Chicago Cubs,1,1.0,2,1,1,0,1,0
5,5,Kyle Finnegan,Washington Nationals,Chicago Cubs,1,1.0,1,0,0,1,2,0
6,0,Justin Verlander,New York Mets,Detroit Tigers,0,5.0,5,2,2,1,5,2
7,1,Jeff Brigham,New York Mets,Detroit Tigers,0,1.0,0,0,0,0,1,0
8,2,Dominic Leone,New York Mets,Detroit Tigers,0,1.0,0,0,0,0,1,0
9,3,Drew Smith,New York Mets,Detroit Tigers,0,1.0,0,0,0,0,1,0
10,4,Eduardo Rodriguez,Detroit Tigers,New York Mets,1,8.0,2,0,0,1,9,0
11,5,Alex Lange,Detroit Tigers,New York Mets,1,1.0,1,0,0,0,2,0
12,0,Vince Velasquez,Pittsburgh Pirates,Tampa Bay Rays,0,3.0,2,1,1,1,2,1
13,1,Jose Hernandez,Pittsburgh Pirates,Tampa Bay Rays,0,1.0,2,1,1,0,1,1
14,2,Duane Underwood Jr.,Pittsburgh Pirates,Tampa Bay Rays,0,2.0,0,0,0,2,1,0
15,3,Colin Holderman,Pittsburgh Pirates,Tampa Bay Rays,0,1.0,0,0,0,0,3,0
16,4,Robert Stephenson,Pittsburgh Pirates,Tampa Bay Rays,0,1.0,1,1,1,1,1,1
17,5,Zach Eflin,Tampa Bay Rays,Pittsburgh Pirates,1,7.0,3,0,0,0,10,0
18,6,Ryan Thompson,Tampa Bay Rays,Pittsburgh Pirates,1,1.0,0,0,0,0,0,0
19,7,Jason Adam,Tampa Bay Rays,Pittsburgh Pirates,1,1.0,1,2,0,1,3,0
20,0,Griffin Canning,Los Angeles Angels,St. Louis Cardinals,0,5.0,6,5,5,3,3,1
21,1,Aaron Loup,Los Angeles Angels,St. Louis Cardinals,0,0.2,2,2,2,1,0,0
22,2,Chris Devenski,Los Angeles Angels,St. Louis Cardinals,0,1.1,0,0,0,0,1,0
23,3,Tucker Davidson,Los Angeles Angels,St. Louis Cardinals,0,1.0,2,0,0,0,1,0
24,4,Matt Moore,Los Angeles Angels,St. Louis Cardinals,0,1.0,0,0,0,0,0,0
25,5,Jack Flaherty,St. Louis Cardinals,Los Angeles Angels,1,2.1,9,10,10,1,3,1
26,6,Jake Woodford,St. Louis Cardinals,Los Angeles Angels,1,1.2,4,1,0,1,0,0
27,7,Chris Stratton,St. Louis Cardinals,Los Angeles Angels,1,2.0,1,0,0,0,3,0
28,8,JoJo Romero,St. Louis Cardinals,Los Angeles Angels,1,1.1,1,0,0,0,1,0
29,9,Drew VerHagen,St. Louis Cardinals,Los Angeles Angels,1,1.2,1,0,0,1,1,0
30,0,Pablo López,Minnesota Twins,Chicago White Sox,0,7.0,6,2,2,1,8,1
31,1,Jhoan Duran,Minnesota Twins,Chicago White Sox,0,1.0,0,0,0,2,0,0
32,2,Jorge López,Minnesota Twins,Chicago White Sox,0,1.0,0,0,0,2,0,0
33,3,Brock Stewart,Minnesota Twins,Chicago White Sox,0,1.0,0,0,0,2,3,0
34,4,Emilio Pagán,Minnesota Twins,Chicago White Sox,0,1.0,0,0,0,1,2,0
35,5,Jovani Moran,Minnesota Twins,Chicago White Sox,0,1.0,1,1,0,0,1,0
36,6,Lucas Giolito,Chicago White Sox,Minnesota Twins,1,7.0,2,1,1,3,7,1
37,7,Reynaldo López,Chicago White Sox,Minnesota Twins,1,1.0,1,1,1,0,1,1
38,8,Kendall Graveman,Chicago White Sox,Minnesota Twins,1,1.0,0,0,0,1,2,0
39,9,Jimmy Lambert,Chicago White Sox,Minnesota Twins,1,1.0,0,0,0,1,0,0
40,10,Aaron Bummer,Chicago White Sox,Minnesota Twins,1,1.0,0,0,0,0,3,0
41,11,Alex Colomé,Chicago White Sox,Minnesota Twins,1,0.1,0,3,1,1,0,0
42,12,Sammy Peralta,Chicago White Sox,Minnesota Twins,1,0.2,2,2,2,2,2,0
43,0,Grayson Rodriguez,Baltimore Orioles,Kansas City Royals,0,3.2,8,6,6,1,3,3
44,1,Cionel Pérez,Baltimore Orioles,Kansas City Royals,0,1.1,3,1,1,0,0,0
45,2,Bryan Baker,Baltimore Orioles,Kansas City Royals,0,0.1,1,0,0,2,0,0
46,3,Danny Coulombe,Baltimore Orioles,Kansas City Royals,0,0.2,2,2,2,1,2,0
47,4,Yennier Cano,Baltimore Orioles,Kansas City Royals,0,2.0,1,0,0,0,3,0
48,5,Félix Bautista,Baltimore Orioles,Kansas City Royals,0,1.0,1,1,1,2,3,0
49,6,Jordan Lyles,Kansas City Royals,Baltimore Orioles,1,5.0,6,8,6,2,3,2
50,7,Austin Cox,Kansas City Royals,Baltimore Orioles,1,2.0,0,0,0,1,1,0
51,8,Aroldis Chapman,Kansas City Royals,Baltimore Orioles,1,0.1,1,2,2,3,0,0
52,9,Amir Garrett,Kansas City Royals,Baltimore Orioles,1,1.0,3,3,3,2,1,0
53,10,Josh Staumont,Kansas City Royals,Baltimore Orioles,1,0.2,0,0,0,1,1,0
54,0,Wade Miley,Milwaukee Brewers,Colorado Rockies,0,6.0,6,3,3,2,2,0
55,1,Joel Payamps,Milwaukee Brewers,Colorado Rockies,0,1.0,1,1,1,0,1,0
56,2,Peter Strzelecki,Milwaukee Brewers,Colorado Rockies,0,0.1,3,5,5,1,1,0
57,3,Tyson Miller,Milwaukee Brewers,Colorado Rockies,0,0.2,1,0,0,0,0,0
58,4,Connor Seabold,Colorado Rockies,Milwaukee Brewers,1,5.0,7,3,3,0,1,3
59,5,Nick Mears,Colorado Rockies,Milwaukee Brewers,1,2.0,3,1,1,0,4,0
60,6,Brad Hand,Colorado Rockies,Milwaukee Brewers,1,1.0,1,0,0,0,1,0
61,7,Pierce Johnson,Colorado Rockies,Milwaukee Brewers,1,1.0,2,2,2,1,1,0
62,0,George Kirby,Seattle Mariners,Oakland Athletics,0,7.0,7,3,3,1,2,1
63,1,Justin Topa,Seattle Mariners,Oakland Athletics,0,1.0,1,0,0,0,1,0
64,2,Paul Sewald,Seattle Mariners,Oakland Athletics,0,1.0,0,0,0,0,1,0
65,3,Drew Rucinski,Oakland Athletics,Seattle Mariners,1,3.2,4,5,5,5,3,1
66,4,Austin Pruitt,Oakland Athletics,Seattle Mariners,1,1.0,0,0,0,2,0,0
67,5,Sam Long,Oakland Athletics,Seattle Mariners,1,1.1,2,0,0,0,2,0
68,6,Spencer Patton,Oakland Athletics,Seattle Mariners,1,1.0,0,0,0,0,1,0
69,7,Richard Lovelady,Oakland Athletics,Seattle Mariners,1,1.0,0,0,0,0,0,0
70,8,Rico Garcia,Oakland Athletics,Seattle Mariners,1,1.0,1,0,0,0,0,0
71,0,Dylan Dodd,Atlanta Braves,Miami Marlins,0,6.0,8,3,3,3,1,1
72,1,Michael Tonkin,Atlanta Braves,Miami Marlins,0,1.0,1,0,0,0,0,0
73,2,Nick Anderson,Atlanta Braves,Miami Marlins,0,1.0,0,0,0,0,0,0
74,3,A.J. Minter,Atlanta Braves,Miami Marlins,0,1.0,1,0,0,0,2,0
75,4,Jesús Luzardo,Miami Marlins,Atlanta Braves,1,5.2,7,4,3,3,5,1
76,5,Huascar Brazoban,Miami Marlins,Atlanta Braves,1,1.1,2,0,0,0,4,0
77,6,Dylan Floro,Miami Marlins,Atlanta Braves,1,1.0,0,0,0,0,1,0
78,7,A.J. Puk,Miami Marlins,Atlanta Braves,1,0.2,3,2,2,1,1,1
79,8,Steven Okert,Miami Marlins,Atlanta Braves,1,0.1,0,0,0,0,0,0
80,0,Kevin Gausman,Toronto Blue Jays,Boston Red Sox,0,3.1,10,8,8,1,4,1
81,1,Tim Mayza,Toronto Blue Jays,Boston Red Sox,0,1.2,3,0,0,0,1,0
82,2,Erik Swanson,Toronto Blue Jays,Boston Red Sox,0,1.0,1,0,0,0,0,0
83,3,Anthony Bass,Toronto Blue Jays,Boston Red Sox,0,1.0,0,0,0,0,1,0
84,4,Zach Pop,Toronto Blue Jays,Boston Red Sox,0,0.2,2,3,3,1,1,1
85,5,Yimi García,Toronto Blue Jays,Boston Red Sox,0,0.1,0,0,0,0,0,0
86,6,Brayan Bello,Boston Red Sox,Toronto Blue Jays,1,5.0,6,4,2,1,5,1
87,7,Brennan Bernardino,Boston Red Sox,Toronto Blue Jays,1,1.1,0,0,0,1,0,0
88,8,John Schreiber,Boston Red Sox,Toronto Blue Jays,1,1.2,1,0,0,0,3,0
89,9,Ryan Brasier,Boston Red Sox,Toronto Blue Jays,1,1.0,2,1,1,1,1,0
