,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Mike Clevinger,Chicago White Sox,New York Yankees,0,5.2,6,3,3,1,2,2
1,1,Aaron Bummer,Chicago White Sox,New York Yankees,0,1.1,0,0,0,0,3,0
2,2,Garrett Crochet,Chicago White Sox,New York Yankees,0,1.0,0,0,0,0,0,0
3,3,Randy Vásquez,New York Yankees,Chicago White Sox,1,5.2,2,0,0,1,3,0
4,4,Ron Marinaccio,New York Yankees,Chicago White Sox,1,2.1,0,0,0,1,4,0
5,5,Clay Holmes,New York Yankees,Chicago White Sox,1,1.0,0,0,0,1,0,0
6,0,Clayton Kershaw,Los Angeles Dodgers,Cincinnati Reds,0,7.0,5,0,0,2,9,0
7,1,Tayler Scott,Los Angeles Dodgers,Cincinnati Reds,0,2.0,1,0,0,0,2,0
8,2,Graham Ashcraft,Cincinnati Reds,Los Angeles Dodgers,1,2.2,3,3,3,2,1,0
9,3,Fernando Cruz,Cincinnati Reds,Los Angeles Dodgers,1,1.1,3,3,3,1,0,1
10,4,Alex Young,Cincinnati Reds,Los Angeles Dodgers,1,1.0,1,0,0,0,1,0
11,5,Eduardo Salazar,Cincinnati Reds,Los Angeles Dodgers,1,2.0,3,0,0,1,1,0
12,6,Ian Gibaut,Cincinnati Reds,Los Angeles Dodgers,1,2.0,2,0,0,1,1,0
13,0,Bailey Ober,Minnesota Twins,Tampa Bay Rays,0,5.1,3,4,3,2,7,1
14,1,Griffin Jax,Minnesota Twins,Tampa Bay Rays,0,0.2,0,0,0,0,2,0
15,2,José De León,Minnesota Twins,Tampa Bay Rays,0,2.0,1,0,0,0,1,0
16,3,Yonny Chirinos,Tampa Bay Rays,Minnesota Twins,1,5.2,5,1,1,0,4,1
17,4,Jake Diekman,Tampa Bay Rays,Minnesota Twins,1,1.1,0,0,0,0,2,0
18,5,Colin Poche,Tampa Bay Rays,Minnesota Twins,1,1.0,1,1,1,0,0,1
19,6,Jason Adam,Tampa Bay Rays,Minnesota Twins,1,1.0,0,0,0,0,1,0
20,0,Kyle Bradish,Baltimore Orioles,Milwaukee Brewers,0,5.0,6,3,3,1,10,0
21,1,Bryan Baker,Baltimore Orioles,Milwaukee Brewers,0,1.0,0,0,0,0,1,0
22,2,Keegan Akin,Baltimore Orioles,Milwaukee Brewers,0,1.1,1,0,0,0,1,0
23,3,Yennier Cano,Baltimore Orioles,Milwaukee Brewers,0,0.2,0,0,0,0,0,0
24,4,Félix Bautista,Baltimore Orioles,Milwaukee Brewers,0,1.0,1,0,0,0,2,0
25,5,Colin Rea,Milwaukee Brewers,Baltimore Orioles,1,5.0,3,0,0,1,8,0
26,6,Elvis Peguero,Milwaukee Brewers,Baltimore Orioles,1,1.0,1,0,0,0,0,0
27,7,Joel Payamps,Milwaukee Brewers,Baltimore Orioles,1,1.0,1,1,1,0,1,1
28,8,Peter Strzelecki,Milwaukee Brewers,Baltimore Orioles,1,1.0,3,3,3,0,3,1
29,9,Bryse Wilson,Milwaukee Brewers,Baltimore Orioles,1,1.0,2,2,2,1,0,0
30,0,Alex Cobb,San Francisco Giants,Colorado Rockies,0,5.0,8,4,4,1,7,0
31,1,Taylor Rogers,San Francisco Giants,Colorado Rockies,0,1.0,0,0,0,0,2,0
32,2,Tyler Rogers,San Francisco Giants,Colorado Rockies,0,1.0,1,0,0,2,0,0
33,3,Scott Alexander,San Francisco Giants,Colorado Rockies,0,1.0,0,0,0,0,0,0
34,4,Camilo Doval,San Francisco Giants,Colorado Rockies,0,1.0,0,0,0,0,1,0
35,5,Chase Anderson,Colorado Rockies,San Francisco Giants,1,5.1,6,3,3,1,7,2
36,6,Matt Carasiti,Colorado Rockies,San Francisco Giants,1,1.2,0,0,0,2,1,0
37,7,Jake Bird,Colorado Rockies,San Francisco Giants,1,1.0,1,0,0,0,0,0
38,8,Pierce Johnson,Colorado Rockies,San Francisco Giants,1,0.2,2,3,3,2,1,0
39,9,Daniel Bard,Colorado Rockies,San Francisco Giants,1,0.1,0,0,0,0,1,0
40,0,Lance Lynn,Chicago White Sox,New York Yankees,0,5.0,8,5,5,3,4,1
41,1,Gregory Santos,Chicago White Sox,New York Yankees,0,1.0,0,0,0,0,0,0
42,2,Joe Kelly,Chicago White Sox,New York Yankees,0,1.0,0,0,0,0,0,0
43,3,Reynaldo López,Chicago White Sox,New York Yankees,0,1.0,0,0,0,0,2,0
44,4,Kendall Graveman,Chicago White Sox,New York Yankees,0,1.0,1,0,0,1,0,0
45,5,Luis Severino,New York Yankees,Chicago White Sox,1,5.0,6,4,4,2,6,3
46,6,Jimmy Cordero,New York Yankees,Chicago White Sox,1,0.2,0,0,0,1,1,0
47,7,Wandy Peralta,New York Yankees,Chicago White Sox,1,0.1,0,0,0,0,0,0
48,8,Michael King,New York Yankees,Chicago White Sox,1,2.0,2,2,2,0,2,1
49,9,Tommy Kahnle,New York Yankees,Chicago White Sox,1,1.0,0,0,0,0,1,0
50,0,Tyler Holton,Detroit Tigers,Philadelphia Phillies,0,1.0,0,0,0,1,1,0
51,1,Reese Olson,Detroit Tigers,Philadelphia Phillies,0,5.0,3,1,1,1,3,0
52,2,Chasen Shreve,Detroit Tigers,Philadelphia Phillies,0,1.0,0,0,0,0,3,0
53,3,Jason Foley,Detroit Tigers,Philadelphia Phillies,0,1.0,0,0,0,0,1,0
54,4,Alex Lange,Detroit Tigers,Philadelphia Phillies,0,0.2,3,2,2,1,1,0
55,5,Zack Wheeler,Philadelphia Phillies,Detroit Tigers,1,7.1,1,1,0,1,8,0
56,6,Seranthony Domínguez,Philadelphia Phillies,Detroit Tigers,1,0.2,1,0,0,0,0,0
57,7,Craig Kimbrel,Philadelphia Phillies,Detroit Tigers,1,1.0,2,1,1,2,1,0
58,0,Framber Valdez,Houston Astros,Toronto Blue Jays,0,5.0,4,3,3,4,5,0
59,1,Phil Maton,Houston Astros,Toronto Blue Jays,0,1.0,1,0,0,1,2,0
60,2,Bryan Abreu,Houston Astros,Toronto Blue Jays,0,1.0,0,0,0,0,2,0
61,3,Rafael Montero,Houston Astros,Toronto Blue Jays,0,1.0,0,0,0,0,1,0
62,4,José Berríos,Toronto Blue Jays,Houston Astros,1,6.0,4,2,2,2,2,1
63,5,Yimi García,Toronto Blue Jays,Houston Astros,1,1.0,2,0,0,0,1,0
