,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Blake Snell,San Diego Padres,Philadelphia Phillies,0,5.0,3,0,0,3,7,0
1,Steven Wilson,San Diego Padres,Philadelphia Phillies,0,1.0,2,2,2,1,1,0
2,Nick Martinez,San Diego Padres,Philadelphia Phillies,0,1.0,1,1,1,1,1,1
3,Tim Hill,San Diego Padres,Philadelphia Phillies,0,0.1,4,3,2,0,1,0
4,Brent Honeywell Jr.,San Diego Padres,Philadelphia Phillies,0,0.2,0,0,0,0,1,0
5,Ranger Suárez,Philadelphia Phillies,San Diego Padres,1,6.0,6,3,3,3,3,1
6,Yunior Marte,Philadelphia Phillies,San Diego Padres,1,0.2,1,0,0,0,0,0
7,Matt Strahm,Philadelphia Phillies,San Diego Padres,1,1.1,2,1,1,0,3,1
8,Craig Kimbrel,Philadelphia Phillies,San Diego Padres,1,1.0,0,0,0,2,1,0
0,Tyler Glasnow,Tampa Bay Rays,Kansas City Royals,0,6.0,6,1,1,2,7,1
1,Jason Adam,Tampa Bay Rays,Kansas City Royals,0,1.0,0,0,0,0,1,0
2,Javy Guerra,Tampa Bay Rays,Kansas City Royals,0,2.0,1,0,0,0,2,0
3,Alec Marsh,Kansas City Royals,Tampa Bay Rays,1,6.0,5,2,2,1,11,2
4,Taylor Clarke,Kansas City Royals,Tampa Bay Rays,1,1.0,0,0,0,0,2,0
5,Collin Snider,Kansas City Royals,Tampa Bay Rays,1,1.0,1,3,3,3,0,0
6,Nick Wittgren,Kansas City Royals,Tampa Bay Rays,1,1.0,2,1,1,0,0,1
0,James Paxton,Boston Red Sox,Chicago Cubs,0,3.0,3,6,6,3,4,1
1,Tayler Scott,Boston Red Sox,Chicago Cubs,0,1.0,3,2,2,1,1,1
2,Joely Rodríguez,Boston Red Sox,Chicago Cubs,0,1.0,0,0,0,0,2,0
3,Joe Jacques,Boston Red Sox,Chicago Cubs,0,1.0,0,0,0,0,1,0
4,Brandon Walter,Boston Red Sox,Chicago Cubs,0,2.0,6,2,2,0,3,0
5,Marcus Stroman,Chicago Cubs,Boston Red Sox,1,6.0,3,1,1,1,3,0
6,Julian Merryweather,Chicago Cubs,Boston Red Sox,1,1.0,2,2,2,0,2,1
7,Michael Fulmer,Chicago Cubs,Boston Red Sox,1,1.0,0,1,1,2,1,0
8,Daniel Palencia,Chicago Cubs,Boston Red Sox,1,1.0,1,0,0,0,1,0
0,Zac Gallen,Arizona Diamondbacks,Toronto Blue Jays,0,5.0,6,3,3,3,5,1
1,Miguel Castro,Arizona Diamondbacks,Toronto Blue Jays,0,1.0,0,0,0,0,0,0
2,Andrew Chafin,Arizona Diamondbacks,Toronto Blue Jays,0,1.0,0,0,0,1,0,0
3,Scott McGough,Arizona Diamondbacks,Toronto Blue Jays,0,1.0,2,2,2,1,2,1
4,Chris Bassitt,Toronto Blue Jays,Arizona Diamondbacks,1,6.0,7,2,2,0,5,0
5,Nate Pearson,Toronto Blue Jays,Arizona Diamondbacks,1,1.0,0,0,0,1,1,0
6,Erik Swanson,Toronto Blue Jays,Arizona Diamondbacks,1,1.0,1,0,0,0,1,0
7,Yimi García,Toronto Blue Jays,Arizona Diamondbacks,1,1.0,2,0,0,0,1,0
0,Gavin Williams,Cleveland Guardians,Texas Rangers,0,5.0,4,2,2,4,4,0
1,Michael Kelly,Cleveland Guardians,Texas Rangers,0,1.0,0,0,0,0,2,0
2,Xzavion Curry,Cleveland Guardians,Texas Rangers,0,1.0,1,0,0,0,2,0
3,Tim Herrin,Cleveland Guardians,Texas Rangers,0,1.0,0,0,0,1,1,0
4,Andrew Heaney,Texas Rangers,Cleveland Guardians,1,5.1,6,0,0,1,4,0
5,Grant Anderson,Texas Rangers,Cleveland Guardians,1,1.0,1,0,0,0,0,0
6,Will Smith,Texas Rangers,Cleveland Guardians,1,1.2,0,0,0,0,2,0
7,Aroldis Chapman,Texas Rangers,Cleveland Guardians,1,1.0,1,0,0,0,2,0
0,Braxton Garrett,Miami Marlins,Baltimore Orioles,0,4.2,6,4,4,1,5,0
1,Steven Okert,Miami Marlins,Baltimore Orioles,0,1.1,0,0,0,0,3,0
2,Huascar Brazoban,Miami Marlins,Baltimore Orioles,0,0.1,4,2,2,0,0,1
3,JT Chargois,Miami Marlins,Baltimore Orioles,0,0.2,0,0,0,0,0,0
4,Dylan Floro,Miami Marlins,Baltimore Orioles,0,1.0,1,0,0,1,1,0
5,Kyle Gibson,Baltimore Orioles,Miami Marlins,1,5.1,9,5,5,2,1,0
6,Mike Baumann,Baltimore Orioles,Miami Marlins,1,1.2,1,0,0,1,1,0
7,Yennier Cano,Baltimore Orioles,Miami Marlins,1,1.0,1,0,0,0,0,0
8,Félix Bautista,Baltimore Orioles,Miami Marlins,1,1.0,0,0,0,0,1,0
0,Ryan Weathers,San Diego Padres,Philadelphia Phillies,0,4.2,6,4,4,2,2,2
1,Alek Jacob,San Diego Padres,Philadelphia Phillies,0,0.1,0,0,0,0,1,0
2,Adrián Morejón,San Diego Padres,Philadelphia Phillies,0,0.1,3,2,2,0,1,0
3,Brent Honeywell Jr.,San Diego Padres,Philadelphia Phillies,0,1.0,3,3,3,3,0,0
4,Luis García,San Diego Padres,Philadelphia Phillies,0,1.2,0,0,0,0,1,0
5,Taijuan Walker,Philadelphia Phillies,San Diego Padres,1,5.0,4,2,2,3,3,0
6,Andrew Bellatti,Philadelphia Phillies,San Diego Padres,1,1.0,0,0,0,0,0,0
7,Andrew Vasquez,Philadelphia Phillies,San Diego Padres,1,1.0,0,0,0,1,1,0
8,Luis Ortiz,Philadelphia Phillies,San Diego Padres,1,1.0,1,1,1,2,2,0
9,Gregory Soto,Philadelphia Phillies,San Diego Padres,1,1.0,1,1,1,0,0,0
0,Alex Cobb,San Francisco Giants,Pittsburgh Pirates,0,6.0,4,1,1,2,5,1
1,Taylor Rogers,San Francisco Giants,Pittsburgh Pirates,0,1.0,1,0,0,1,1,0
2,Scott Alexander,San Francisco Giants,Pittsburgh Pirates,0,1.0,1,0,0,0,0,0
3,Camilo Doval,San Francisco Giants,Pittsburgh Pirates,0,1.0,1,0,0,0,0,0
4,Johan Oviedo,Pittsburgh Pirates,San Francisco Giants,1,7.0,1,1,1,3,10,1
5,Carmen Mlodzinski,Pittsburgh Pirates,San Francisco Giants,1,0.1,1,2,1,1,0,0
6,David Bednar,Pittsburgh Pirates,San Francisco Giants,1,0.2,1,0,0,0,2,0
7,Dauri Moreta,Pittsburgh Pirates,San Francisco Giants,1,1.0,0,0,0,0,3,0
0,Pablo López,Minnesota Twins,Oakland Athletics,0,5.2,8,7,7,3,7,2
1,Jovani Moran,Minnesota Twins,Oakland Athletics,0,0.2,0,0,0,1,1,0
2,Griffin Jax,Minnesota Twins,Oakland Athletics,0,0.2,0,0,0,0,1,0
3,Oliver Ortega,Minnesota Twins,Oakland Athletics,0,1.0,2,0,0,0,1,0
4,Jhoan Duran,Minnesota Twins,Oakland Athletics,0,1.0,0,0,0,0,2,0
5,Austin Pruitt,Oakland Athletics,Minnesota Twins,1,1.0,2,2,2,1,2,0
6,Hogan Harris,Oakland Athletics,Minnesota Twins,1,4.0,6,5,5,3,5,1
7,Freddy Tarnok,Oakland Athletics,Minnesota Twins,1,2.2,2,2,2,3,2,1
8,Sam Moll,Oakland Athletics,Minnesota Twins,1,0.1,0,0,0,0,1,0
9,Trevor May,Oakland Athletics,Minnesota Twins,1,1.0,1,1,1,0,0,0
0,Freddy Peralta,Milwaukee Brewers,Cincinnati Reds,0,6.0,1,0,0,2,6,0
1,Elvis Peguero,Milwaukee Brewers,Cincinnati Reds,0,1.0,0,0,0,1,2,0
2,Joel Payamps,Milwaukee Brewers,Cincinnati Reds,0,1.0,0,0,0,0,2,0
3,Devin Williams,Milwaukee Brewers,Cincinnati Reds,0,1.0,0,0,0,0,2,0
4,Andrew Abbott,Cincinnati Reds,Milwaukee Brewers,1,6.0,3,2,2,2,3,2
5,Buck Farmer,Cincinnati Reds,Milwaukee Brewers,1,0.2,1,1,1,1,1,1
6,Alex Young,Cincinnati Reds,Milwaukee Brewers,1,0.2,1,0,0,0,1,0
7,Daniel Duarte,Cincinnati Reds,Milwaukee Brewers,1,1.2,2,0,0,0,3,0
0,Shawn Armstrong,Tampa Bay Rays,Kansas City Royals,0,2.0,1,0,0,0,2,0
