,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Gerrit Cole,New York Yankees,Pittsburgh Pirates,0,5.0,6,2,2,3,4,0
1,Anthony Misiewicz,New York Yankees,Pittsburgh Pirates,0,0.2,2,3,3,1,1,0
2,Zach McAllister,New York Yankees,Pittsburgh Pirates,0,1.0,2,0,0,0,2,0
3,Nick Ramirez,New York Yankees,Pittsburgh Pirates,0,1.1,0,0,0,0,0,0
4,Clay Holmes,New York Yankees,Pittsburgh Pirates,0,1.0,0,0,0,0,1,0
5,Johan Oviedo,Pittsburgh Pirates,New York Yankees,1,5.0,4,1,1,5,7,0
6,Thomas Hatch,Pittsburgh Pirates,New York Yankees,1,1.0,3,2,2,1,2,0
7,Colin Selby,Pittsburgh Pirates,New York Yankees,1,1.0,0,0,0,0,2,0
8,Carmen Mlodzinski,Pittsburgh Pirates,New York Yankees,1,1.0,0,0,0,0,1,0
9,Colin Holderman,Pittsburgh Pirates,New York Yankees,1,1.0,4,4,4,2,0,0
0,Bryce Elder,Atlanta Braves,Miami Marlins,0,5.0,9,4,4,0,6,1
1,Pierce Johnson,Atlanta Braves,Miami Marlins,0,1.2,1,1,1,1,0,1
2,Brad Hand,Atlanta Braves,Miami Marlins,0,0.1,3,4,4,1,1,0
3,Joe Jiménez,Atlanta Braves,Miami Marlins,0,1.0,0,0,0,0,2,0
4,Johnny Cueto,Miami Marlins,Atlanta Braves,1,4.0,7,3,3,0,2,1
5,JT Chargois,Miami Marlins,Atlanta Braves,1,1.0,1,1,1,1,0,0
6,David Robertson,Miami Marlins,Atlanta Braves,1,0.2,2,2,2,1,0,0
7,A.J. Puk,Miami Marlins,Atlanta Braves,1,1.1,0,0,0,0,3,0
8,Andrew Nardi,Miami Marlins,Atlanta Braves,1,1.0,1,0,0,0,0,0
9,Tanner Scott,Miami Marlins,Atlanta Braves,1,1.0,0,0,0,0,1,0
0,Zach Eflin,Tampa Bay Rays,Baltimore Orioles,0,7.0,1,1,1,0,8,1
1,Jake Diekman,Tampa Bay Rays,Baltimore Orioles,0,1.0,1,0,0,1,3,0
2,Chris Devenski,Tampa Bay Rays,Baltimore Orioles,0,1.0,0,0,0,0,2,0
3,Jack Flaherty,Baltimore Orioles,Tampa Bay Rays,1,4.0,6,3,3,1,6,1
4,Jacob Webb,Baltimore Orioles,Tampa Bay Rays,1,1.0,1,0,0,0,0,0
5,DL Hall,Baltimore Orioles,Tampa Bay Rays,1,0.0,3,3,3,0,0,0
6,Bryan Baker,Baltimore Orioles,Tampa Bay Rays,1,3.0,2,1,1,0,0,1
7,Cionel Pérez,Baltimore Orioles,Tampa Bay Rays,1,1.0,1,0,0,0,0,0
0,Brayan Bello,Boston Red Sox,Toronto Blue Jays,0,6.0,4,3,3,1,10,1
1,Chris Murphy,Boston Red Sox,Toronto Blue Jays,0,2.0,0,0,0,0,3,0
2,José Berríos,Toronto Blue Jays,Boston Red Sox,1,7.0,5,0,0,0,8,0
3,Jordan Hicks,Toronto Blue Jays,Boston Red Sox,1,1.0,0,0,0,0,1,0
4,Jordan Romano,Toronto Blue Jays,Boston Red Sox,1,1.0,0,0,0,0,2,0
0,Jon Gray,Texas Rangers,Cleveland Guardians,0,3.2,7,3,3,2,3,1
1,Andrew Heaney,Texas Rangers,Cleveland Guardians,0,2.0,6,6,6,1,3,1
2,Ian Kennedy,Texas Rangers,Cleveland Guardians,0,1.1,2,3,3,2,3,1
3,Austin Hedges,Texas Rangers,Cleveland Guardians,0,1.0,0,0,0,0,0,0
4,Lucas Giolito,Cleveland Guardians,Texas Rangers,1,7.0,2,0,0,1,12,0
5,Sam Hentges,Cleveland Guardians,Texas Rangers,1,1.0,0,0,0,0,2,0
6,Eli Morgan,Cleveland Guardians,Texas Rangers,1,1.0,4,3,3,1,3,1
0,Hunter Greene,Cincinnati Reds,New York Mets,0,5.2,4,3,3,1,6,1
1,Lucas Sims,Cincinnati Reds,New York Mets,0,0.1,0,0,0,2,0,0
2,Ian Gibaut,Cincinnati Reds,New York Mets,0,1.1,1,0,0,1,1,0
3,Alexis Díaz,Cincinnati Reds,New York Mets,0,1.2,0,0,0,0,2,0
4,David Peterson,New York Mets,Cincinnati Reds,1,5.2,6,3,2,2,10,1
5,Grant Hartwig,New York Mets,Cincinnati Reds,1,1.2,2,2,2,0,3,1
6,Drew Smith,New York Mets,Cincinnati Reds,1,0.2,0,0,0,0,0,0
7,Phil Bickford,New York Mets,Cincinnati Reds,1,1.0,0,0,0,0,0,0
0,Bailey Ober,Minnesota Twins,Chicago White Sox,0,5.0,5,2,2,0,6,1
1,Louie Varland,Minnesota Twins,Chicago White Sox,0,2.0,1,0,0,0,4,0
2,Griffin Jax,Minnesota Twins,Chicago White Sox,0,1.0,1,0,0,0,1,0
3,Kody Funderburk,Minnesota Twins,Chicago White Sox,0,1.0,0,0,0,1,2,0
4,Jesse Scholtens,Chicago White Sox,Minnesota Twins,1,4.0,7,6,5,3,5,1
5,Tanner Banks,Chicago White Sox,Minnesota Twins,1,2.0,1,0,0,1,2,0
6,Bryan Shaw,Chicago White Sox,Minnesota Twins,1,2.0,1,0,0,0,2,0
7,Michael Kopech,Chicago White Sox,Minnesota Twins,1,1.0,5,4,4,0,2,0
0,Cristian Javier,Houston Astros,Kansas City Royals,0,5.0,5,3,2,1,6,2
1,Kendall Graveman,Houston Astros,Kansas City Royals,0,1.0,1,0,0,1,1,0
2,Rafael Montero,Houston Astros,Kansas City Royals,0,1.0,1,0,0,1,1,0
3,Phil Maton,Houston Astros,Kansas City Royals,0,0.2,2,1,1,1,2,1
4,Bennett Sousa,Houston Astros,Kansas City Royals,0,0.1,0,0,0,0,1,0
5,Zack Greinke,Kansas City Royals,Houston Astros,1,2.0,3,0,0,1,1,0
6,Angel Zerpa,Kansas City Royals,Houston Astros,1,4.0,2,1,1,1,5,0
7,Collin Snider,Kansas City Royals,Houston Astros,1,1.0,1,0,0,0,0,0
8,Carlos Hernández,Kansas City Royals,Houston Astros,1,1.0,0,0,0,1,0,0
9,Taylor Clarke,Kansas City Royals,Houston Astros,1,1.0,1,1,1,0,3,1
0,Jake Irvin,Washington Nationals,Milwaukee Brewers,0,4.2,3,4,4,5,6,2
1,Robert Garcia,Washington Nationals,Milwaukee Brewers,0,0.1,0,0,0,0,0,0
2,Andrés Machado,Washington Nationals,Milwaukee Brewers,0,1.0,1,0,0,0,2,0
3,Jordan Weems,Washington Nationals,Milwaukee Brewers,0,1.0,0,0,0,0,0,0
4,Hunter Harvey,Washington Nationals,Milwaukee Brewers,0,1.0,3,1,1,0,2,1
5,Wade Miley,Milwaukee Brewers,Washington Nationals,1,5.2,5,3,3,2,3,1
6,Trevor Megill,Milwaukee Brewers,Washington Nationals,1,1.1,1,0,0,0,1,0
7,Abner Uribe,Milwaukee Brewers,Washington Nationals,1,1.0,0,0,0,0,0,0
8,Devin Williams,Milwaukee Brewers,Washington Nationals,1,1.0,0,0,0,0,3,0
0,Aaron Nola,Philadelphia Phillies,St. Louis Cardinals,0,4.2,7,3,2,1,1,0
1,Matt Strahm,Philadelphia Phillies,St. Louis Cardinals,0,0.1,0,0,0,0,1,0
2,Jeff Hoffman,Philadelphia Phillies,St. Louis Cardinals,0,1.0,0,0,0,1,0,0
3,Seranthony Domínguez,Philadelphia Phillies,St. Louis Cardinals,0,1.0,0,0,0,0,2,0
4,Craig Kimbrel,Philadelphia Phillies,St. Louis Cardinals,0,1.0,0,0,0,3,2,0
5,José Alvarado,Philadelphia Phillies,St. Louis Cardinals,0,1.0,2,1,1,2,1,0
6,Zack Thompson,St. Louis Cardinals,Philadelphia Phillies,1,5.0,5,4,4,2,4,1
7,Casey Lawrence,St. Louis Cardinals,Philadelphia Phillies,1,0.2,2,1,1,0,1,0
8,Matthew Liberatore,St. Louis Cardinals,Philadelphia Phillies,1,1.1,1,0,0,0,2,0
9,Drew VerHagen,St. Louis Cardinals,Philadelphia Phillies,1,1.0,0,0,0,1,2,0
10,Andre Pallante,St. Louis Cardinals,Philadelphia Phillies,1,1.0,0,0,0,0,0,0
0,Logan Webb,San Francisco Giants,Colorado Rockies,0,8.0,4,1,1,0,6,0
1,Camilo Doval,San Francisco Giants,Colorado Rockies,0,0.1,2,2,1,1,0,0
2,Chase Anderson,Colorado Rockies,San Francisco Giants,1,7.0,0,1,1,5,7,0
3,Justin Lawrence,Colorado Rockies,San Francisco Giants,1,0.1,0,0,0,0,1,0
4,Nick Mears,Colorado Rockies,San Francisco Giants,1,1.1,2,1,1,2,2,0
5,Matt Koch,Colorado Rockies,San Francisco Giants,1,0.1,0,0,0,0,1,0
0,Tarik Skubal,Detroit Tigers,Los Angeles Angels,0,7.0,3,1,1,0,9,1
1,Miguel Díaz,Detroit Tigers,Los Angeles Angels,0,1.0,1,0,0,0,2,0
2,Trey Wingenter,Detroit Tigers,Los Angeles Angels,0,1.0,2,1,1,0,2,1
3,Griffin Canning,Los Angeles Angels,Detroit Tigers,1,6.0,8,4,4,1,7,2
4,José Marte,Los Angeles Angels,Detroit Tigers,1,1.0,0,0,0,0,2,0
5,Jhonathan Diaz,Los Angeles Angels,Detroit Tigers,1,0.1,7,7,7,2,0,0
6,Eduardo Escobar,Los Angeles Angels,Detroit Tigers,1,1.2,0,0,0,0,0,0
0,Justin Steele,Chicago Cubs,Arizona Diamondbacks,0,6.0,7,6,6,2,5,2
1,Marcus Stroman,Chicago Cubs,Arizona Diamondbacks,0,2.0,1,0,0,1,3,0
2,Brandon Pfaadt,Arizona Diamondbacks,Chicago Cubs,1,5.1,4,0,0,1,6,0
3,Andrew Saalfrank,Arizona Diamondbacks,Chicago Cubs,1,0.2,0,0,0,0,0,0
4,Ryan Thompson,Arizona Diamondbacks,Chicago Cubs,1,1.0,0,0,0,0,1,0
5,Kevin Ginkel,Arizona Diamondbacks,Chicago Cubs,1,1.0,0,0,0,0,2,0
6,Kyle Nelson,Arizona Diamondbacks,Chicago Cubs,1,0.1,2,3,3,1,1,2
7,Paul Sewald,Arizona Diamondbacks,Chicago Cubs,1,0.2,1,1,1,0,0,1
0,Seth Lugo,San Diego Padres,Oakland Athletics,0,6.0,5,3,3,1,7,2
1,Scott Barlow,San Diego Padres,Oakland Athletics,0,1.0,0,0,0,0,2,0
2,Robert Suarez,San Diego Padres,Oakland Athletics,0,1.0,0,0,0,1,2,0
3,Luis García,San Diego Padres,Oakland Athletics,0,1.0,0,0,0,0,1,0
4,Sean Newcomb,Oakland Athletics,San Diego Padres,1,3.0,5,4,4,3,2,1
5,Adrián Martinez,Oakland Athletics,San Diego Padres,1,4.2,4,1,1,3,3,0
6,Francisco Pérez,Oakland Athletics,San Diego Padres,1,0.1,0,0,0,1,1,0
7,Devin Sweet,Oakland Athletics,San Diego Padres,1,1.0,2,3,3,1,0,1
0,Bobby Miller,Los Angeles Dodgers,Seattle Mariners,0,5.2,6,3,3,2,7,1
1,Caleb Ferguson,Los Angeles Dodgers,Seattle Mariners,0,0.2,2,0,0,0,2,0
2,Brusdar Graterol,Los Angeles Dodgers,Seattle Mariners,0,0.2,0,0,0,0,0,0
3,Ryan Brasier,Los Angeles Dodgers,Seattle Mariners,0,1.0,1,0,0,0,1,0
4,Evan Phillips,Los Angeles Dodgers,Seattle Mariners,0,1.0,2,0,0,0,1,0
5,George Kirby,Seattle Mariners,Los Angeles Dodgers,1,6.0,5,4,4,2,7,1
6,Justin Topa,Seattle Mariners,Los Angeles Dodgers,1,1.0,0,0,0,0,1,0
7,Gabe Speier,Seattle Mariners,Los Angeles Dodgers,1,0.2,0,1,1,0,2,0
8,Matt Brash,Seattle Mariners,Los Angeles Dodgers,1,0.1,1,0,0,0,0,0
9,Trent Thornton,Seattle Mariners,Los Angeles Dodgers,1,1.0,2,1,1,0,1,1
