,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Alek Manoah,Toronto Blue Jays,Detroit Tigers,0,6.0,5,1,1,0,8,0
1,Mitch White,Toronto Blue Jays,Detroit Tigers,0,1.2,2,1,1,1,1,0
2,Bowden Francis,Toronto Blue Jays,Detroit Tigers,0,1.1,0,0,0,0,2,0
3,Alex Faedo,Detroit Tigers,Toronto Blue Jays,1,3.2,6,7,7,2,2,1
4,Mason Englert,Detroit Tigers,Toronto Blue Jays,1,2.1,2,0,0,1,0,0
5,Brendan White,Detroit Tigers,Toronto Blue Jays,1,1.0,0,0,0,0,0,0
6,Chasen Shreve,Detroit Tigers,Toronto Blue Jays,1,1.0,1,0,0,0,1,0
7,José Cisnero,Detroit Tigers,Toronto Blue Jays,1,0.0,3,5,5,2,0,1
8,Zack Short,Detroit Tigers,Toronto Blue Jays,1,1.0,2,0,0,0,0,0
0,Zack Wheeler,Philadelphia Phillies,Miami Marlins,0,6.0,7,3,3,0,7,1
1,Jeff Hoffman,Philadelphia Phillies,Miami Marlins,0,2.0,1,0,0,0,2,0
2,Craig Kimbrel,Philadelphia Phillies,Miami Marlins,0,1.0,1,0,0,0,0,0
3,Sandy Alcantara,Miami Marlins,Philadelphia Phillies,1,6.2,8,1,1,0,5,1
4,Tanner Scott,Miami Marlins,Philadelphia Phillies,1,1.1,0,0,0,0,2,0
5,A.J. Puk,Miami Marlins,Philadelphia Phillies,1,1.0,3,3,3,0,3,1
0,Charlie Morton,Atlanta Braves,Tampa Bay Rays,0,6.1,4,1,1,2,6,1
1,A.J. Minter,Atlanta Braves,Tampa Bay Rays,0,0.2,0,0,0,0,1,0
2,Nick Anderson,Atlanta Braves,Tampa Bay Rays,0,1.0,1,0,0,1,1,0
3,Raisel Iglesias,Atlanta Braves,Tampa Bay Rays,0,1.0,1,0,0,0,1,0
4,Tyler Glasnow,Tampa Bay Rays,Atlanta Braves,1,5.2,2,2,1,1,8,1
5,Elvin Rodriguez,Tampa Bay Rays,Atlanta Braves,1,3.1,0,0,0,0,5,0
0,Jameson Taillon,Chicago Cubs,New York Yankees,0,8.0,1,0,0,2,4,0
1,Adbert Alzolay,Chicago Cubs,New York Yankees,0,1.0,1,0,0,0,1,0
2,Carlos Rodón,New York Yankees,Chicago Cubs,1,5.1,4,2,2,2,2,1
3,Ian Hamilton,New York Yankees,Chicago Cubs,1,0.2,0,0,0,1,0,0
4,Ron Marinaccio,New York Yankees,Chicago Cubs,1,1.0,2,1,1,0,1,0
5,Tommy Kahnle,New York Yankees,Chicago Cubs,1,1.0,1,0,0,0,1,0
6,Clay Holmes,New York Yankees,Chicago Cubs,1,1.0,0,0,0,1,3,0
0,Cody Bradford,Texas Rangers,Washington Nationals,0,5.0,5,1,1,1,1,1
1,Glenn Otto,Texas Rangers,Washington Nationals,0,2.0,1,1,1,1,4,1
2,Aroldis Chapman,Texas Rangers,Washington Nationals,0,1.0,0,0,0,0,1,0
3,Will Smith,Texas Rangers,Washington Nationals,0,1.0,0,0,0,0,2,0
4,Trevor Williams,Washington Nationals,Texas Rangers,1,6.0,7,4,4,3,5,0
5,Joan Adon,Washington Nationals,Texas Rangers,1,3.0,3,3,3,0,2,2
0,Sam Long,Oakland Athletics,Boston Red Sox,0,1.0,3,3,3,1,2,0
1,Luis Medina,Oakland Athletics,Boston Red Sox,0,6.0,7,4,4,1,9,0
2,Angel Felipe,Oakland Athletics,Boston Red Sox,0,1.0,0,0,0,0,1,0
3,Brennan Bernardino,Boston Red Sox,Oakland Athletics,1,2.0,1,0,0,1,3,0
4,Nick Pivetta,Boston Red Sox,Oakland Athletics,1,5.0,4,3,2,1,8,1
5,Joe Jacques,Boston Red Sox,Oakland Athletics,1,2.0,2,0,0,0,0,0
0,Daniel Lynch,Kansas City Royals,Cleveland Guardians,0,6.0,6,3,3,1,3,1
1,Carlos Hernández,Kansas City Royals,Cleveland Guardians,0,1.0,0,0,0,0,1,0
2,Jonathan Heasley,Kansas City Royals,Cleveland Guardians,0,1.0,0,0,0,0,0,0
3,Aaron Civale,Cleveland Guardians,Kansas City Royals,1,7.0,2,0,0,0,9,0
4,Trevor Stephan,Cleveland Guardians,Kansas City Royals,1,1.0,0,0,0,0,1,0
5,Emmanuel Clase,Cleveland Guardians,Kansas City Royals,1,1.0,0,0,0,1,0,0
0,Jordan Montgomery,St. Louis Cardinals,Chicago White Sox,0,4.1,3,1,1,1,5,1
1,JoJo Romero,St. Louis Cardinals,Chicago White Sox,0,1.0,2,3,2,0,0,0
2,Andre Pallante,St. Louis Cardinals,Chicago White Sox,0,0.2,2,2,2,0,1,0
3,Kyle Leahy,St. Louis Cardinals,Chicago White Sox,0,0.2,2,2,2,2,2,1
4,Chris Stratton,St. Louis Cardinals,Chicago White Sox,0,1.1,0,0,0,1,2,0
5,Dylan Cease,Chicago White Sox,St. Louis Cardinals,1,6.0,11,5,5,0,8,1
6,Keynan Middleton,Chicago White Sox,St. Louis Cardinals,1,1.0,2,2,2,0,1,1
7,Gregory Santos,Chicago White Sox,St. Louis Cardinals,1,1.0,2,0,0,0,1,0
8,Kendall Graveman,Chicago White Sox,St. Louis Cardinals,1,1.0,1,0,0,1,1,0
0,Luis Castillo,Seattle Mariners,Houston Astros,0,7.0,5,1,0,0,3,0
1,Isaiah Campbell,Seattle Mariners,Houston Astros,0,1.0,0,0,0,0,1,0
2,Tayler Saucedo,Seattle Mariners,Houston Astros,0,1.0,0,0,0,0,0,0
3,Hunter Brown,Houston Astros,Seattle Mariners,1,3.0,8,5,5,3,8,0
4,Phil Maton,Houston Astros,Seattle Mariners,1,1.0,2,4,4,2,1,0
5,Ryne Stanek,Houston Astros,Seattle Mariners,1,2.0,1,0,0,2,2,0
6,Seth Martinez,Houston Astros,Seattle Mariners,1,1.0,0,0,0,0,0,0
7,Hector Neris,Houston Astros,Seattle Mariners,1,1.0,1,0,0,0,2,0
8,Bligh Madris,Houston Astros,Seattle Mariners,1,1.0,1,1,1,1,0,1
0,Andrew Abbott,Cincinnati Reds,Milwaukee Brewers,0,4.1,9,6,6,1,6,2
1,Derek Law,Cincinnati Reds,Milwaukee Brewers,0,1.0,3,0,0,0,1,0
2,Fernando Cruz,Cincinnati Reds,Milwaukee Brewers,0,1.0,0,1,1,3,1,0
3,Alex Young,Cincinnati Reds,Milwaukee Brewers,0,0.2,1,0,0,1,1,0
4,Tony Santillan,Cincinnati Reds,Milwaukee Brewers,0,1.0,1,0,0,2,0,0
5,Corbin Burnes,Milwaukee Brewers,Cincinnati Reds,1,6.0,3,2,2,4,6,1
6,Hoby Milner,Milwaukee Brewers,Cincinnati Reds,1,1.2,0,0,0,0,4,0
7,Tyson Miller,Milwaukee Brewers,Cincinnati Reds,1,0.2,1,1,1,2,0,0
8,Devin Williams,Milwaukee Brewers,Cincinnati Reds,1,0.2,0,0,0,1,2,0
0,Cole Irvin,Baltimore Orioles,Minnesota Twins,0,6.1,3,1,1,0,4,0
1,Mike Baumann,Baltimore Orioles,Minnesota Twins,0,0.1,1,0,0,1,0,0
2,Danny Coulombe,Baltimore Orioles,Minnesota Twins,0,0.1,0,0,0,0,0,0
3,Yennier Cano,Baltimore Orioles,Minnesota Twins,0,1.0,1,0,0,0,1,0
4,Félix Bautista,Baltimore Orioles,Minnesota Twins,0,2.0,0,0,0,1,3,0
5,Bailey Ober,Minnesota Twins,Baltimore Orioles,1,6.0,4,1,1,3,5,0
6,Griffin Jax,Minnesota Twins,Baltimore Orioles,1,1.0,0,0,0,0,2,0
7,Jovani Moran,Minnesota Twins,Baltimore Orioles,1,1.0,0,0,0,1,1,0
8,Jhoan Duran,Minnesota Twins,Baltimore Orioles,1,1.2,1,2,1,0,2,0
9,Emilio Pagán,Minnesota Twins,Baltimore Orioles,1,0.1,0,0,0,0,1,0
0,Rich Hill,Pittsburgh Pirates,Arizona Diamondbacks,0,4.0,7,5,5,4,3,1
1,Yohan Ramirez,Pittsburgh Pirates,Arizona Diamondbacks,0,2.0,4,2,2,1,0,0
2,Dauri Moreta,Pittsburgh Pirates,Arizona Diamondbacks,0,2.0,1,0,0,1,3,0
