,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Julio Urías,Los Angeles Dodgers,Chicago Cubs,0,3.1,7,5,5,2,4,2
1,1,Jake Reed,Los Angeles Dodgers,Chicago Cubs,0,0.2,5,6,6,1,1,1
2,2,Andre Jackson,Los Angeles Dodgers,Chicago Cubs,0,3.0,5,2,2,1,3,1
3,3,Luke Williams,Los Angeles Dodgers,Chicago Cubs,0,1.0,0,0,0,0,0,0
4,4,Drew Smyly,Chicago Cubs,Los Angeles Dodgers,1,7.2,1,0,0,0,10,0
5,5,Jeremiah Estrada,Chicago Cubs,Los Angeles Dodgers,1,1.1,0,0,0,2,3,0
6,0,Graham Ashcraft,Cincinnati Reds,Pittsburgh Pirates,0,5.0,3,2,2,3,4,0
7,1,Derek Law,Cincinnati Reds,Pittsburgh Pirates,0,1.0,2,1,0,1,1,0
8,2,Ian Gibaut,Cincinnati Reds,Pittsburgh Pirates,0,0.2,1,1,1,2,1,0
9,3,Reiver Sanmartin,Cincinnati Reds,Pittsburgh Pirates,0,1.1,0,0,0,0,1,0
10,4,Mitch Keller,Pittsburgh Pirates,Cincinnati Reds,1,6.0,4,2,2,1,5,0
11,5,Robert Stephenson,Pittsburgh Pirates,Cincinnati Reds,1,1.0,0,0,0,0,0,0
12,6,Colin Holderman,Pittsburgh Pirates,Cincinnati Reds,1,1.0,1,0,0,0,2,0
13,7,David Bednar,Pittsburgh Pirates,Cincinnati Reds,1,1.0,0,0,0,0,1,0
14,0,Michael Kopech,Chicago White Sox,Tampa Bay Rays,0,5.0,6,5,5,4,9,1
15,1,Jimmy Lambert,Chicago White Sox,Tampa Bay Rays,0,1.0,0,0,0,0,3,0
16,2,Kendall Graveman,Chicago White Sox,Tampa Bay Rays,0,1.0,1,0,0,0,1,0
17,3,Aaron Bummer,Chicago White Sox,Tampa Bay Rays,0,1.0,0,0,0,0,1,0
18,4,Reynaldo López,Chicago White Sox,Tampa Bay Rays,0,0.0,3,3,3,0,0,2
19,5,Calvin Faucher,Tampa Bay Rays,Chicago White Sox,1,2.0,5,3,3,0,3,0
20,6,Jalen Beeks,Tampa Bay Rays,Chicago White Sox,1,0.2,0,3,3,5,2,0
21,7,Cooper Criswell,Tampa Bay Rays,Chicago White Sox,1,2.2,3,1,1,2,3,1
22,8,Garrett Cleavinger,Tampa Bay Rays,Chicago White Sox,1,0.2,0,0,0,0,2,0
23,9,Colin Poche,Tampa Bay Rays,Chicago White Sox,1,1.0,1,0,0,0,0,0
24,10,Kevin Kelly,Tampa Bay Rays,Chicago White Sox,1,2.0,1,0,0,1,1,0
25,0,Michael Lorenzen,Detroit Tigers,Baltimore Orioles,0,5.0,3,0,0,1,4,0
26,1,Chasen Shreve,Detroit Tigers,Baltimore Orioles,0,1.0,1,0,0,0,1,0
27,2,José Cisnero,Detroit Tigers,Baltimore Orioles,0,1.0,1,1,1,0,1,1
28,3,Tyler Holton,Detroit Tigers,Baltimore Orioles,0,1.1,0,0,0,0,2,0
29,4,Jason Foley,Detroit Tigers,Baltimore Orioles,0,0.0,2,1,1,0,0,0
30,5,Tyler Wells,Baltimore Orioles,Detroit Tigers,1,7.0,3,0,0,1,5,0
31,6,Bryan Baker,Baltimore Orioles,Detroit Tigers,1,1.0,0,0,0,0,2,0
32,7,Félix Bautista,Baltimore Orioles,Detroit Tigers,1,1.0,2,1,1,0,1,0
33,0,Yusei Kikuchi,Toronto Blue Jays,New York Yankees,0,6.0,4,1,1,2,3,1
34,1,Erik Swanson,Toronto Blue Jays,New York Yankees,0,1.0,0,0,0,0,1,0
35,2,Trevor Richards,Toronto Blue Jays,New York Yankees,0,1.0,0,0,0,0,2,0
36,3,Yimi García,Toronto Blue Jays,New York Yankees,0,1.0,1,0,0,0,1,0
37,4,Domingo Germán,New York Yankees,Toronto Blue Jays,1,6.0,5,4,4,2,6,2
38,5,Albert Abreu,New York Yankees,Toronto Blue Jays,1,2.0,3,2,2,1,4,0
39,6,Greg Weissert,New York Yankees,Toronto Blue Jays,1,1.0,0,0,0,2,0,0
40,0,Noah Davis,Colorado Rockies,Philadelphia Phillies,0,4.2,6,2,1,0,5,0
41,1,Brent Suter,Colorado Rockies,Philadelphia Phillies,0,1.1,0,0,0,2,1,0
42,2,Dinelson Lamet,Colorado Rockies,Philadelphia Phillies,0,1.0,1,1,1,0,1,1
43,3,Brad Hand,Colorado Rockies,Philadelphia Phillies,0,1.0,2,1,1,1,1,0
44,4,Aaron Nola,Philadelphia Phillies,Colorado Rockies,1,7.0,4,3,3,3,3,1
45,5,Seranthony Domínguez,Philadelphia Phillies,Colorado Rockies,1,1.0,0,0,0,1,0,0
46,6,José Alvarado,Philadelphia Phillies,Colorado Rockies,1,1.0,0,0,0,0,0,0
47,0,Hunter Brown,Houston Astros,Atlanta Braves,0,4.2,7,4,4,2,7,0
48,1,Phil Maton,Houston Astros,Atlanta Braves,0,1.1,0,0,0,0,1,0
49,2,Ryne Stanek,Houston Astros,Atlanta Braves,0,1.0,0,0,0,1,1,0
50,3,Hector Neris,Houston Astros,Atlanta Braves,0,1.0,0,0,0,0,2,0
51,4,Ryan Pressly,Houston Astros,Atlanta Braves,0,1.0,0,0,0,1,1,0
52,5,Bryce Elder,Atlanta Braves,Houston Astros,1,6.0,5,1,0,1,6,0
53,6,Jesse Chavez,Atlanta Braves,Houston Astros,1,0.0,3,3,3,1,0,0
54,7,Dylan Lee,Atlanta Braves,Houston Astros,1,1.0,0,0,0,1,1,0
55,8,Nick Anderson,Atlanta Braves,Houston Astros,1,1.0,1,0,0,0,1,0
56,9,A.J. Minter,Atlanta Braves,Houston Astros,1,1.0,2,2,2,0,0,1
57,0,JP Sears,Oakland Athletics,Texas Rangers,0,6.0,5,4,4,2,11,1
58,1,Chad Smith,Oakland Athletics,Texas Rangers,0,1.0,1,0,0,0,0,0
59,2,Zach Jackson,Oakland Athletics,Texas Rangers,0,1.0,1,0,0,1,1,0
60,3,Jeurys Familia,Oakland Athletics,Texas Rangers,0,1.0,0,0,0,1,0,0
61,4,Jon Gray,Texas Rangers,Oakland Athletics,1,5.1,6,4,3,5,2,1
62,5,Jonathan Hernández,Texas Rangers,Oakland Athletics,1,0.2,1,0,0,0,1,0
63,6,Brock Burke,Texas Rangers,Oakland Athletics,1,1.0,0,0,0,1,0,0
64,7,José Leclerc,Texas Rangers,Oakland Athletics,1,1.1,0,0,0,1,2,0
65,8,Will Smith,Texas Rangers,Oakland Athletics,1,0.2,1,1,1,0,0,1
66,0,Nick Pivetta,Boston Red Sox,Milwaukee Brewers,0,5.2,7,3,3,1,7,1
67,1,Josh Winckowski,Boston Red Sox,Milwaukee Brewers,0,2.1,1,0,0,1,4,0
68,2,Kenley Jansen,Boston Red Sox,Milwaukee Brewers,0,1.0,0,0,0,0,2,0
69,3,Freddy Peralta,Milwaukee Brewers,Boston Red Sox,1,5.2,5,4,4,2,4,1
70,4,Hoby Milner,Milwaukee Brewers,Boston Red Sox,1,1.0,2,0,0,0,0,0
71,5,Bryse Wilson,Milwaukee Brewers,Boston Red Sox,1,2.1,1,1,1,1,3,0
72,0,Trevor Williams,Washington Nationals,Minnesota Twins,0,6.0,4,2,2,1,4,1
73,1,Erasmo Ramírez,Washington Nationals,Minnesota Twins,0,1.0,1,0,0,1,0,0
74,2,Hunter Harvey,Washington Nationals,Minnesota Twins,0,1.0,0,0,0,0,3,0
75,3,Kyle Finnegan,Washington Nationals,Minnesota Twins,0,1.0,1,0,0,1,0,0
76,4,Tyler Mahle,Minnesota Twins,Washington Nationals,1,6.1,3,1,1,0,4,1
77,5,Caleb Thielbar,Minnesota Twins,Washington Nationals,1,0.2,0,0,0,0,0,0
78,6,Griffin Jax,Minnesota Twins,Washington Nationals,1,1.0,3,2,2,0,2,0
79,7,Jorge López,Minnesota Twins,Washington Nationals,1,1.0,0,0,0,0,0,0
80,0,Taylor Clarke,Kansas City Royals,Los Angeles Angels,0,2.0,0,0,0,0,1,0
81,1,Ryan Yarbrough,Kansas City Royals,Los Angeles Angels,0,4.0,3,2,2,0,1,1
82,2,Amir Garrett,Kansas City Royals,Los Angeles Angels,0,1.0,2,0,0,0,0,0
83,3,Josh Staumont,Kansas City Royals,Los Angeles Angels,0,1.0,1,0,0,2,2,0
84,4,Shohei Ohtani,Los Angeles Angels,Kansas City Royals,1,7.0,2,0,0,2,11,0
85,5,Carlos Estévez,Los Angeles Angels,Kansas City Royals,1,1.0,0,0,0,0,1,0
86,6,José Quijada,Los Angeles Angels,Kansas City Royals,1,1.0,1,0,0,0,2,0
87,0,Seth Lugo,San Diego Padres,Arizona Diamondbacks,0,6.0,6,2,2,1,6,0
88,1,Ray Kerr,San Diego Padres,Arizona Diamondbacks,0,1.0,0,0,0,0,2,0
89,2,Luis García,San Diego Padres,Arizona Diamondbacks,0,0.1,4,5,5,1,0,0
90,3,Reiss Knehr,San Diego Padres,Arizona Diamondbacks,0,0.2,2,2,2,1,1,0
91,4,Zac Gallen,Arizona Diamondbacks,San Diego Padres,1,7.0,2,0,0,0,11,0
92,5,Miguel Castro,Arizona Diamondbacks,San Diego Padres,1,1.0,0,0,0,0,1,0
93,6,Joe Mantiply,Arizona Diamondbacks,San Diego Padres,1,1.0,0,0,0,0,1,0
94,0,Steven Matz,St. Louis Cardinals,Seattle Mariners,0,5.1,4,4,4,2,7,1
95,1,Drew VerHagen,St. Louis Cardinals,Seattle Mariners,0,0.2,2,1,1,0,1,0
96,2,JoJo Romero,St. Louis Cardinals,Seattle Mariners,0,1.0,0,0,0,1,0,0
97,3,Chris Stratton,St. Louis Cardinals,Seattle Mariners,0,1.0,0,0,0,1,2,0
98,4,George Kirby,Seattle Mariners,St. Louis Cardinals,1,6.0,3,2,2,0,5,0
99,5,Trevor Gott,Seattle Mariners,St. Louis Cardinals,1,1.0,0,0,0,0,0,0
100,6,Justin Topa,Seattle Mariners,St. Louis Cardinals,1,1.0,0,0,0,0,2,0
101,7,Paul Sewald,Seattle Mariners,St. Louis Cardinals,1,1.0,0,0,0,0,0,0
102,0,Joey Lucchesi,New York Mets,San Francisco Giants,0,7.0,4,0,0,2,9,0
103,1,Brooks Raley,New York Mets,San Francisco Giants,0,1.0,0,0,0,0,2,0
104,2,Tommy Hunter,New York Mets,San Francisco Giants,0,1.0,1,0,0,0,1,0
105,3,Anthony DeSclafani,San Francisco Giants,New York Mets,1,5.0,7,4,4,2,5,1
106,4,Taylor Rogers,San Francisco Giants,New York Mets,1,1.0,0,0,0,0,0,0
107,5,Sean Hjelle,San Francisco Giants,New York Mets,1,3.0,6,3,3,0,4,0
