,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Jimmy Lambert,Chicago White Sox,Cleveland Guardians,0,1.0,1,0,0,1,0,0
1,1,Jesse Scholtens,Chicago White Sox,Cleveland Guardians,0,5.0,2,1,1,2,1,0
2,2,Garrett Crochet,Chicago White Sox,Cleveland Guardians,0,0.2,0,1,1,1,0,0
3,3,Gregory Santos,Chicago White Sox,Cleveland Guardians,0,1.1,1,1,1,0,1,1
4,4,Hunter Gaddis,Cleveland Guardians,Chicago White Sox,1,6.0,2,0,0,1,4,0
5,5,Sam Hentges,Cleveland Guardians,Chicago White Sox,1,0.2,1,0,0,1,2,0
6,6,Nick Sandlin,Cleveland Guardians,Chicago White Sox,1,0.1,0,0,0,0,0,0
7,7,Trevor Stephan,Cleveland Guardians,Chicago White Sox,1,1.0,0,0,0,0,2,0
8,8,Emmanuel Clase,Cleveland Guardians,Chicago White Sox,1,1.0,0,0,0,0,1,0
9,0,Dane Dunning,Texas Rangers,Pittsburgh Pirates,0,5.2,6,1,1,3,3,0
10,1,Josh Sborz,Texas Rangers,Pittsburgh Pirates,0,1.0,2,3,3,1,2,0
11,2,Joe Barlow,Texas Rangers,Pittsburgh Pirates,0,0.1,1,2,2,1,1,1
12,3,Jonathan Hernández,Texas Rangers,Pittsburgh Pirates,0,1.0,2,0,0,0,2,0
13,4,Luis Ortiz,Pittsburgh Pirates,Texas Rangers,1,7.2,5,2,2,2,4,0
14,5,Colin Holderman,Pittsburgh Pirates,Texas Rangers,1,0.1,0,0,0,0,1,0
15,6,David Bednar,Pittsburgh Pirates,Texas Rangers,1,1.0,2,2,2,0,2,1
16,0,Jordan Montgomery,St. Louis Cardinals,Cincinnati Reds,0,4.0,7,4,4,3,4,1
17,1,Andre Pallante,St. Louis Cardinals,Cincinnati Reds,0,2.0,1,1,1,1,3,0
18,2,Jordan Hicks,St. Louis Cardinals,Cincinnati Reds,0,1.0,0,0,0,0,1,0
19,3,Giovanny Gallegos,St. Louis Cardinals,Cincinnati Reds,0,1.0,0,0,0,1,2,0
20,4,Ryan Helsley,St. Louis Cardinals,Cincinnati Reds,0,1.1,0,1,0,1,3,0
21,5,Brandon Williamson,Cincinnati Reds,St. Louis Cardinals,1,4.1,4,4,3,4,3,1
22,6,Buck Farmer,Cincinnati Reds,St. Louis Cardinals,1,1.2,1,0,0,0,3,0
23,7,Lucas Sims,Cincinnati Reds,St. Louis Cardinals,1,1.0,0,0,0,1,1,0
24,8,Alex Young,Cincinnati Reds,St. Louis Cardinals,1,0.1,2,1,1,0,1,0
25,9,Alexis Díaz,Cincinnati Reds,St. Louis Cardinals,1,1.2,0,0,0,3,4,0
26,10,Ian Gibaut,Cincinnati Reds,St. Louis Cardinals,1,1.0,0,0,0,1,2,0
27,0,Tommy Henry,Arizona Diamondbacks,Philadelphia Phillies,0,5.2,4,2,2,2,5,2
28,1,Austin Adams,Arizona Diamondbacks,Philadelphia Phillies,0,0.2,0,1,1,1,2,0
29,2,Miguel Castro,Arizona Diamondbacks,Philadelphia Phillies,0,0.2,2,0,0,1,1,0
30,3,Kyle Nelson,Arizona Diamondbacks,Philadelphia Phillies,0,1.0,0,0,0,0,1,0
31,4,Andrew Chafin,Arizona Diamondbacks,Philadelphia Phillies,0,1.0,0,0,0,1,3,0
32,5,Zack Wheeler,Philadelphia Phillies,Arizona Diamondbacks,1,6.0,8,4,3,1,3,2
33,6,Andrew Vasquez,Philadelphia Phillies,Arizona Diamondbacks,1,1.0,0,0,0,0,1,0
34,7,Jeff Hoffman,Philadelphia Phillies,Arizona Diamondbacks,1,1.0,2,1,1,0,1,0
35,8,Andrew Bellatti,Philadelphia Phillies,Arizona Diamondbacks,1,1.0,0,1,0,1,1,0
36,0,Chris Bassitt,Toronto Blue Jays,Tampa Bay Rays,0,6.1,7,6,2,1,4,3
37,1,Anthony Bass,Toronto Blue Jays,Tampa Bay Rays,0,0.2,0,0,0,0,1,0
38,2,Thomas Hatch,Toronto Blue Jays,Tampa Bay Rays,0,1.0,0,0,0,1,3,0
39,3,Trevor Kelley,Tampa Bay Rays,Toronto Blue Jays,1,2.0,2,0,0,0,0,0
40,4,Josh Fleming,Tampa Bay Rays,Toronto Blue Jays,1,6.0,5,2,2,1,2,1
41,5,Zack Littell,Tampa Bay Rays,Toronto Blue Jays,1,0.1,3,2,2,0,0,1
42,6,Pete Fairbanks,Tampa Bay Rays,Toronto Blue Jays,1,0.2,1,0,0,1,0,0
43,0,Gavin Stone,Los Angeles Dodgers,Atlanta Braves,0,4.0,5,5,5,5,1,1
44,1,Evan Phillips,Los Angeles Dodgers,Atlanta Braves,0,1.0,1,0,0,0,0,0
45,2,Caleb Ferguson,Los Angeles Dodgers,Atlanta Braves,0,1.0,1,0,0,0,1,0
46,3,Yency Almonte,Los Angeles Dodgers,Atlanta Braves,0,1.0,0,0,0,0,1,0
47,4,Phil Bickford,Los Angeles Dodgers,Atlanta Braves,0,0.2,1,1,1,0,2,0
48,5,Brusdar Graterol,Los Angeles Dodgers,Atlanta Braves,0,1.1,1,0,0,0,1,0
