,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Justin Steele,Chicago Cubs,St. Louis Cardinals,0,6.0,5,1,1,1,8,0
1,Julian Merryweather,Chicago Cubs,St. Louis Cardinals,0,1.0,1,0,0,1,0,0
2,Michael Fulmer,Chicago Cubs,St. Louis Cardinals,0,1.0,0,0,0,1,1,0
3,Anthony Kay,Chicago Cubs,St. Louis Cardinals,0,1.0,0,0,0,0,0,0
4,Adam Wainwright,St. Louis Cardinals,Chicago Cubs,1,3.0,11,7,7,1,0,2
5,Steven Matz,St. Louis Cardinals,Chicago Cubs,1,3.1,2,0,0,1,2,0
6,Jake Woodford,St. Louis Cardinals,Chicago Cubs,1,1.2,0,0,0,0,1,0
7,Drew VerHagen,St. Louis Cardinals,Chicago Cubs,1,1.0,1,2,0,0,2,1
0,Bryce Miller,Seattle Mariners,Baltimore Orioles,0,4.1,6,3,3,3,4,1
1,Matt Brash,Seattle Mariners,Baltimore Orioles,0,1.0,1,0,0,0,0,0
2,Gabe Speier,Seattle Mariners,Baltimore Orioles,0,0.2,1,1,1,1,1,1
3,Andrés Muñoz,Seattle Mariners,Baltimore Orioles,0,0.2,1,0,0,0,1,0
4,Ty Adcock,Seattle Mariners,Baltimore Orioles,0,1.1,1,0,0,0,1,0
5,Paul Sewald,Seattle Mariners,Baltimore Orioles,0,1.0,0,0,0,1,0,0
6,Justin Topa,Seattle Mariners,Baltimore Orioles,0,0.1,1,2,1,0,0,1
7,Dean Kremer,Baltimore Orioles,Seattle Mariners,1,7.0,5,3,3,1,5,3
8,Yennier Cano,Baltimore Orioles,Seattle Mariners,1,0.2,2,0,0,0,0,0
9,Danny Coulombe,Baltimore Orioles,Seattle Mariners,1,0.1,0,0,0,0,0,0
10,Félix Bautista,Baltimore Orioles,Seattle Mariners,1,1.0,1,1,1,0,2,1
11,Mike Baumann,Baltimore Orioles,Seattle Mariners,1,1.0,0,0,0,0,2,0
0,Jon Gray,Texas Rangers,New York Yankees,0,5.0,3,1,1,2,4,1
1,Grant Anderson,Texas Rangers,New York Yankees,0,2.0,1,0,0,0,4,0
2,Joe Barlow,Texas Rangers,New York Yankees,0,1.0,0,0,0,0,0,0
3,Luis Severino,New York Yankees,Texas Rangers,1,6.0,5,0,0,2,4,0
4,Tommy Kahnle,New York Yankees,Texas Rangers,1,1.0,0,0,0,0,0,0
5,Wandy Peralta,New York Yankees,Texas Rangers,1,0.1,2,0,0,0,1,0
6,Clay Holmes,New York Yankees,Texas Rangers,1,0.2,0,0,0,0,1,0
7,Ron Marinaccio,New York Yankees,Texas Rangers,1,1.0,1,0,0,1,2,0
0,Max Scherzer,New York Mets,Philadelphia Phillies,0,6.0,7,2,2,1,8,1
1,Brooks Raley,New York Mets,Philadelphia Phillies,0,0.2,1,0,0,0,1,0
2,Adam Ottavino,New York Mets,Philadelphia Phillies,0,0.2,0,0,0,2,1,0
3,David Robertson,New York Mets,Philadelphia Phillies,0,1.2,1,0,0,0,0,0
4,Cristopher Sánchez,Philadelphia Phillies,New York Mets,1,5.0,5,3,3,0,4,1
5,Yunior Marte,Philadelphia Phillies,New York Mets,1,1.0,3,1,1,0,0,0
6,Matt Strahm,Philadelphia Phillies,New York Mets,1,1.0,1,0,0,0,1,0
7,Jeff Hoffman,Philadelphia Phillies,New York Mets,1,1.0,0,0,0,0,2,0
8,Dylan Covey,Philadelphia Phillies,New York Mets,1,1.0,0,0,0,1,1,0
0,Merrill Kelly,Arizona Diamondbacks,San Francisco Giants,0,5.0,10,7,5,2,2,1
1,Kyle Nelson,Arizona Diamondbacks,San Francisco Giants,0,2.0,0,0,0,0,4,0
2,José Ruiz,Arizona Diamondbacks,San Francisco Giants,0,1.0,0,0,0,0,1,0
3,Ryan Walker,San Francisco Giants,Arizona Diamondbacks,1,1.0,2,1,1,1,2,1
4,Keaton Winn,San Francisco Giants,Arizona Diamondbacks,1,3.0,5,3,3,0,3,0
5,Sean Manaea,San Francisco Giants,Arizona Diamondbacks,1,1.0,1,1,1,0,2,0
6,Luke Jackson,San Francisco Giants,Arizona Diamondbacks,1,0.0,1,0,0,0,0,0
7,Taylor Rogers,San Francisco Giants,Arizona Diamondbacks,1,1.0,1,0,0,0,1,0
8,Tyler Rogers,San Francisco Giants,Arizona Diamondbacks,1,2.0,0,0,0,0,3,0
9,Camilo Doval,San Francisco Giants,Arizona Diamondbacks,1,1.0,2,1,1,1,1,0
0,Shintaro Fujinami,Oakland Athletics,Toronto Blue Jays,0,0.2,4,2,2,0,0,0
1,Hogan Harris,Oakland Athletics,Toronto Blue Jays,0,4.2,5,4,4,4,6,1
2,Austin Pruitt,Oakland Athletics,Toronto Blue Jays,0,1.2,2,1,1,0,0,1
3,Sam Long,Oakland Athletics,Toronto Blue Jays,0,1.0,1,0,0,0,0,0
4,José Berríos,Toronto Blue Jays,Oakland Athletics,1,6.0,6,3,2,2,8,1
5,Tim Mayza,Toronto Blue Jays,Oakland Athletics,1,1.0,0,0,0,0,1,0
6,Nate Pearson,Toronto Blue Jays,Oakland Athletics,1,1.0,0,0,0,0,0,0
7,Yimi García,Toronto Blue Jays,Oakland Athletics,1,0.2,2,0,0,0,0,0
8,Jordan Romano,Toronto Blue Jays,Oakland Athletics,1,0.1,0,0,0,0,1,0
0,James Paxton,Boston Red Sox,Chicago White Sox,0,4.0,2,1,1,0,3,1
1,Josh Winckowski,Boston Red Sox,Chicago White Sox,0,2.0,5,3,3,1,0,3
2,Chris Murphy,Boston Red Sox,Chicago White Sox,0,2.0,1,0,0,0,3,0
3,Kenley Jansen,Boston Red Sox,Chicago White Sox,0,0.2,2,1,1,0,1,0
4,Lance Lynn,Chicago White Sox,Boston Red Sox,1,5.2,6,3,3,1,7,1
5,Gregory Santos,Chicago White Sox,Boston Red Sox,1,1.0,1,0,0,0,1,0
6,Joe Kelly,Chicago White Sox,Boston Red Sox,1,1.1,0,0,0,0,1,0
7,Kendall Graveman,Chicago White Sox,Boston Red Sox,1,1.0,2,1,1,2,2,0
0,Jared Shuster,Atlanta Braves,Cincinnati Reds,0,3.2,7,4,4,0,2,2
1,Michael Tonkin,Atlanta Braves,Cincinnati Reds,0,2.1,0,0,0,2,2,0
2,Nick Anderson,Atlanta Braves,Cincinnati Reds,0,1.0,1,0,0,0,1,0
3,A.J. Minter,Atlanta Braves,Cincinnati Reds,0,1.0,0,0,0,0,2,0
4,Raisel Iglesias,Atlanta Braves,Cincinnati Reds,0,1.0,2,2,2,0,3,2
5,Graham Ashcraft,Cincinnati Reds,Atlanta Braves,1,4.0,10,6,6,0,2,3
6,Fernando Cruz,Cincinnati Reds,Atlanta Braves,1,2.0,0,0,0,1,2,0
7,Alex Young,Cincinnati Reds,Atlanta Braves,1,0.2,1,1,1,1,0,1
8,Daniel Duarte,Cincinnati Reds,Atlanta Braves,1,0.1,0,0,0,0,0,0
9,Silvino Bracho,Cincinnati Reds,Atlanta Braves,1,2.0,3,0,0,1,2,0
0,Freddy Peralta,Milwaukee Brewers,Cleveland Guardians,0,5.0,4,3,3,3,5,0
1,Hoby Milner,Milwaukee Brewers,Cleveland Guardians,0,0.2,1,0,0,0,1,0
2,Elvis Peguero,Milwaukee Brewers,Cleveland Guardians,0,0.1,1,0,0,0,0,0
3,Peter Strzelecki,Milwaukee Brewers,Cleveland Guardians,0,1.0,1,0,0,0,2,0
4,Matt Bush,Milwaukee Brewers,Cleveland Guardians,0,1.0,2,1,1,0,1,0
5,Tanner Bibee,Cleveland Guardians,Milwaukee Brewers,1,6.0,3,2,1,4,7,0
6,Eli Morgan,Cleveland Guardians,Milwaukee Brewers,1,1.0,0,0,0,0,0,0
7,Trevor Stephan,Cleveland Guardians,Milwaukee Brewers,1,1.0,0,0,0,0,2,0
8,Emmanuel Clase,Cleveland Guardians,Milwaukee Brewers,1,1.0,1,0,0,0,2,0
0,Osvaldo Bido,Pittsburgh Pirates,Miami Marlins,0,5.2,9,2,2,0,5,1
1,Yerry De Los Santos,Pittsburgh Pirates,Miami Marlins,0,1.1,0,0,0,1,0,0
2,Roansy Contreras,Pittsburgh Pirates,Miami Marlins,0,1.0,1,0,0,0,0,0
3,David Bednar,Pittsburgh Pirates,Miami Marlins,0,2.0,1,1,0,2,0,0
4,Angel Perdomo,Pittsburgh Pirates,Miami Marlins,0,0.1,1,1,0,0,0,0
5,Bryan Hoeing,Miami Marlins,Pittsburgh Pirates,1,5.0,0,0,0,3,2,0
