,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Joe Musgrove,San Diego Padres,Detroit Tigers,0,6.0,7,3,3,1,6,2
1,Steven Wilson,San Diego Padres,Detroit Tigers,0,1.0,0,0,0,0,1,0
2,Tom Cosgrove,San Diego Padres,Detroit Tigers,0,1.0,1,0,0,0,0,0
3,Alex Faedo,Detroit Tigers,San Diego Padres,1,6.0,1,0,0,4,2,0
4,Beau Brieske,Detroit Tigers,San Diego Padres,1,1.0,2,1,1,0,1,0
5,Jason Foley,Detroit Tigers,San Diego Padres,1,1.0,0,0,0,0,0,0
6,Alex Lange,Detroit Tigers,San Diego Padres,1,1.0,0,0,0,1,1,0
0,Jordan Lyles,Kansas City Royals,New York Yankees,0,5.0,9,5,5,1,3,2
1,Jose Cuas,Kansas City Royals,New York Yankees,0,1.0,0,0,0,0,2,0
2,Taylor Clarke,Kansas City Royals,New York Yankees,0,1.0,0,0,0,1,1,0
3,Scott Barlow,Kansas City Royals,New York Yankees,0,0.2,2,3,2,2,0,0
4,Nick Wittgren,Kansas City Royals,New York Yankees,0,0.1,0,0,0,0,0,0
5,Luis Severino,New York Yankees,Kansas City Royals,1,5.2,8,3,3,0,5,2
6,Ian Hamilton,New York Yankees,Kansas City Royals,1,1.1,0,0,0,0,2,0
7,Michael King,New York Yankees,Kansas City Royals,1,1.0,2,0,0,0,2,0
8,Ron Marinaccio,New York Yankees,Kansas City Royals,1,1.0,2,2,2,0,2,2
0,Scott Alexander,San Francisco Giants,Washington Nationals,0,0.2,2,2,2,0,0,0
1,Anthony DeSclafani,San Francisco Giants,Washington Nationals,0,4.1,8,4,4,2,2,1
2,Jakob Junis,San Francisco Giants,Washington Nationals,0,2.0,1,0,0,0,2,0
3,Taylor Rogers,San Francisco Giants,Washington Nationals,0,1.0,0,0,0,0,1,0
4,MacKenzie Gore,Washington Nationals,San Francisco Giants,1,5.0,4,0,0,2,8,0
5,Jordan Weems,Washington Nationals,San Francisco Giants,1,1.0,0,0,0,1,0,0
6,Amos Willingham,Washington Nationals,San Francisco Giants,1,1.0,1,1,1,1,0,1
7,Mason Thompson,Washington Nationals,San Francisco Giants,1,1.0,1,0,0,0,0,0
8,Joe La Sorsa,Washington Nationals,San Francisco Giants,1,1.0,0,0,0,1,1,0
0,José Ruiz,Arizona Diamondbacks,Cincinnati Reds,0,1.2,5,3,3,0,1,2
1,Kyle Nelson,Arizona Diamondbacks,Cincinnati Reds,0,1.2,0,0,0,0,2,0
2,Luis Frías,Arizona Diamondbacks,Cincinnati Reds,0,1.0,1,0,0,0,0,0
3,Tyler Gilbert,Arizona Diamondbacks,Cincinnati Reds,0,2.2,4,2,2,1,2,0
4,Miguel Castro,Arizona Diamondbacks,Cincinnati Reds,0,1.0,3,2,2,1,0,0
5,Luke Weaver,Cincinnati Reds,Arizona Diamondbacks,1,4.0,8,3,3,2,1,1
6,Buck Farmer,Cincinnati Reds,Arizona Diamondbacks,1,1.0,1,0,0,0,1,0
7,Derek Law,Cincinnati Reds,Arizona Diamondbacks,1,1.0,0,0,0,1,1,0
8,Ian Gibaut,Cincinnati Reds,Arizona Diamondbacks,1,1.0,0,0,0,0,2,0
9,Fernando Cruz,Cincinnati Reds,Arizona Diamondbacks,1,1.0,0,0,0,0,2,0
10,Levi Stoudt,Cincinnati Reds,Arizona Diamondbacks,1,0.1,1,0,0,1,1,0
11,Lucas Sims,Cincinnati Reds,Arizona Diamondbacks,1,0.2,0,0,0,1,0,0
0,Aaron Nola,Philadelphia Phillies,Cleveland Guardians,0,7.0,6,3,3,0,7,2
1,Gregory Soto,Philadelphia Phillies,Cleveland Guardians,0,1.0,0,0,0,1,0,0
2,Craig Kimbrel,Philadelphia Phillies,Cleveland Guardians,0,1.0,2,1,1,0,1,1
3,Jeff Hoffman,Philadelphia Phillies,Cleveland Guardians,0,0.0,1,1,0,2,0,0
4,Yunior Marte,Philadelphia Phillies,Cleveland Guardians,0,1.0,0,0,0,0,0,0
5,Xzavion Curry,Cleveland Guardians,Philadelphia Phillies,1,3.0,1,1,1,3,3,0
6,Michael Kelly,Cleveland Guardians,Philadelphia Phillies,1,1.0,0,0,0,1,1,0
7,Sam Hentges,Cleveland Guardians,Philadelphia Phillies,1,1.0,3,2,2,0,2,0
8,Nick Sandlin,Cleveland Guardians,Philadelphia Phillies,1,1.0,2,1,1,0,2,0
9,Eli Morgan,Cleveland Guardians,Philadelphia Phillies,1,1.0,1,0,0,0,1,0
10,Enyel De Los Santos,Cleveland Guardians,Philadelphia Phillies,1,1.0,0,0,0,1,2,0
11,Tim Herrin,Cleveland Guardians,Philadelphia Phillies,1,1.0,1,3,2,1,2,0
12,Trevor Stephan,Cleveland Guardians,Philadelphia Phillies,1,1.0,1,1,1,1,1,0
0,Ty Blach,Colorado Rockies,Miami Marlins,0,3.0,2,0,0,0,2,0
1,Connor Seabold,Colorado Rockies,Miami Marlins,0,2.0,3,2,2,1,1,0
2,Brent Suter,Colorado Rockies,Miami Marlins,0,2.0,0,0,0,0,2,0
3,Brad Hand,Colorado Rockies,Miami Marlins,0,1.0,1,0,0,0,1,0
4,Justin Lawrence,Colorado Rockies,Miami Marlins,0,1.0,0,0,0,0,1,0
5,Pierce Johnson,Colorado Rockies,Miami Marlins,0,0.1,1,1,0,2,1,0
6,Jesús Luzardo,Miami Marlins,Colorado Rockies,1,7.0,4,1,1,2,13,1
7,Tanner Scott,Miami Marlins,Colorado Rockies,1,1.0,1,0,0,0,0,0
8,A.J. Puk,Miami Marlins,Colorado Rockies,1,0.2,2,1,1,1,2,1
9,Huascar Brazoban,Miami Marlins,Colorado Rockies,1,1.1,0,0,0,1,1,0
0,Tyler Wells,Baltimore Orioles,Tampa Bay Rays,0,4.1,1,3,3,4,5,1
1,Mike Baumann,Baltimore Orioles,Tampa Bay Rays,0,2.2,0,0,0,2,2,0
2,Yennier Cano,Baltimore Orioles,Tampa Bay Rays,0,1.0,0,0,0,0,1,0
3,Félix Bautista,Baltimore Orioles,Tampa Bay Rays,0,1.0,2,0,0,0,3,0
4,Taj Bradley,Tampa Bay Rays,Baltimore Orioles,1,5.0,5,3,3,1,6,1
5,Colin Poche,Tampa Bay Rays,Baltimore Orioles,1,1.0,1,1,1,0,0,1
6,Jake Diekman,Tampa Bay Rays,Baltimore Orioles,1,0.1,0,1,0,1,0,0
7,Jason Adam,Tampa Bay Rays,Baltimore Orioles,1,0.2,1,0,0,0,1,0
8,Zack Littell,Tampa Bay Rays,Baltimore Orioles,1,2.0,1,0,0,0,3,0
0,Bryce Elder,Atlanta Braves,Milwaukee Brewers,0,6.0,4,2,2,2,2,1
1,Daysbel Hernández,Atlanta Braves,Milwaukee Brewers,0,1.0,1,0,0,0,3,0
2,Ben Heller,Atlanta Braves,Milwaukee Brewers,0,1.0,2,0,0,1,1,0
3,Raisel Iglesias,Atlanta Braves,Milwaukee Brewers,0,1.0,0,0,0,0,3,0
4,Julio Teheran,Milwaukee Brewers,Atlanta Braves,1,6.0,3,1,1,0,5,1
5,Hoby Milner,Milwaukee Brewers,Atlanta Braves,1,0.2,1,0,0,0,1,0
6,Abner Uribe,Milwaukee Brewers,Atlanta Braves,1,0.1,0,0,0,0,0,0
7,Elvis Peguero,Milwaukee Brewers,Atlanta Braves,1,1.0,3,3,3,0,0,1
8,J.C. Mejía,Milwaukee Brewers,Atlanta Braves,1,1.0,0,0,0,0,1,0
0,Lucas Giolito,Chicago White Sox,Minnesota Twins,0,5.0,6,0,0,3,9,0
1,Joe Kelly,Chicago White Sox,Minnesota Twins,0,1.0,1,0,0,0,3,0
2,Reynaldo López,Chicago White Sox,Minnesota Twins,0,2.0,0,0,0,0,2,0
3,Kendall Graveman,Chicago White Sox,Minnesota Twins,0,1.0,3,3,3,1,0,0
4,Tanner Banks,Chicago White Sox,Minnesota Twins,0,2.0,1,1,0,2,1,0
5,Jesse Scholtens,Chicago White Sox,Minnesota Twins,0,0.2,2,1,0,1,0,0
6,Bailey Ober,Minnesota Twins,Chicago White Sox,1,6.0,5,3,2,0,6,2
7,Oliver Ortega,Minnesota Twins,Chicago White Sox,1,2.0,4,0,0,0,3,0
8,Jorge López,Minnesota Twins,Chicago White Sox,1,1.0,1,0,0,0,0,0
9,Jhoan Duran,Minnesota Twins,Chicago White Sox,1,1.0,1,1,0,0,2,0
10,Griffin Jax,Minnesota Twins,Chicago White Sox,1,1.0,0,0,0,0,1,0
11,Emilio Pagán,Minnesota Twins,Chicago White Sox,1,1.0,0,0,0,0,1,0
0,Jordan Montgomery,St. Louis Cardinals,Chicago Cubs,0,6.0,6,7,5,2,4,1
1,Zack Thompson,St. Louis Cardinals,Chicago Cubs,0,2.0,1,0,0,0,2,0
2,Jameson Taillon,Chicago Cubs,St. Louis Cardinals,1,5.2,7,1,1,1,6,0
3,Michael Rucker,Chicago Cubs,St. Louis Cardinals,1,0.1,0,0,0,1,0,0
4,Anthony Kay,Chicago Cubs,St. Louis Cardinals,1,1.1,0,1,1,1,1,0
5,Javier Assad,Chicago Cubs,St. Louis Cardinals,1,1.2,1,0,0,0,2,0
0,Emmet Sheehan,Los Angeles Dodgers,Texas Rangers,0,3.2,8,8,8,5,4,0
1,Alex Vesia,Los Angeles Dodgers,Texas Rangers,0,1.1,0,0,0,0,2,0
2,Evan Phillips,Los Angeles Dodgers,Texas Rangers,0,1.0,0,0,0,0,2,0
3,Ryan Brasier,Los Angeles Dodgers,Texas Rangers,0,1.0,1,0,0,0,0,0
4,Justin Bruihl,Los Angeles Dodgers,Texas Rangers,0,1.0,0,0,0,0,2,0
5,Martín Pérez,Texas Rangers,Los Angeles Dodgers,1,6.0,6,4,4,2,6,1
6,Brock Burke,Texas Rangers,Los Angeles Dodgers,1,1.0,0,0,0,0,0,0
7,Aroldis Chapman,Texas Rangers,Los Angeles Dodgers,1,1.0,1,0,0,0,2,0
8,Will Smith,Texas Rangers,Los Angeles Dodgers,1,1.0,1,0,0,0,0,0
0,Mitch Keller,Pittsburgh Pirates,Los Angeles Angels,0,5.0,9,6,6,1,7,3
1,Angel Perdomo,Pittsburgh Pirates,Los Angeles Angels,0,1.1,1,1,1,0,2,1
2,Dauri Moreta,Pittsburgh Pirates,Los Angeles Angels,0,0.2,0,0,0,0,1,0
3,Colin Holderman,Pittsburgh Pirates,Los Angeles Angels,0,1.0,0,0,0,0,3,0
4,Tyler Anderson,Los Angeles Angels,Pittsburgh Pirates,1,6.0,8,4,4,1,5,1
5,Jacob Webb,Los Angeles Angels,Pittsburgh Pirates,1,1.0,1,1,1,1,2,0
6,Matt Moore,Los Angeles Angels,Pittsburgh Pirates,1,1.0,1,0,0,0,1,0
7,Carlos Estévez,Los Angeles Angels,Pittsburgh Pirates,1,1.0,0,0,0,1,1,0
0,Hunter Brown,Houston Astros,Oakland Athletics,0,6.0,6,2,2,2,4,1
1,Seth Martinez,Houston Astros,Oakland Athletics,0,1.0,0,0,0,0,0,0
2,Hector Neris,Houston Astros,Oakland Athletics,0,1.0,1,0,0,1,0,0
3,Bryan Abreu,Houston Astros,Oakland Athletics,0,1.0,0,0,0,0,2,0
4,Luis Medina,Oakland Athletics,Houston Astros,1,5.0,2,1,1,3,6,1
5,Sam Long,Oakland Athletics,Houston Astros,1,1.0,1,1,1,0,0,0
