,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Dean Kremer,Baltimore Orioles,Chicago Cubs,0,5.0,3,3,1,2,7,2
1,Danny Coulombe,Baltimore Orioles,Chicago Cubs,0,1.0,0,0,0,0,1,0
2,Mike Baumann,Baltimore Orioles,Chicago Cubs,0,0.2,0,0,0,0,2,0
3,Yennier Cano,Baltimore Orioles,Chicago Cubs,0,1.1,0,0,0,0,0,0
4,Félix Bautista,Baltimore Orioles,Chicago Cubs,0,1.0,0,0,0,0,1,0
5,Jameson Taillon,Chicago Cubs,Baltimore Orioles,1,5.1,8,4,4,2,1,1
6,Anthony Kay,Chicago Cubs,Baltimore Orioles,1,0.1,3,1,1,0,0,0
7,Michael Fulmer,Chicago Cubs,Baltimore Orioles,1,0.1,0,0,0,0,0,0
8,Hayden Wesneski,Chicago Cubs,Baltimore Orioles,1,3.0,3,1,1,0,2,0
0,Chase Anderson,Colorado Rockies,Atlanta Braves,0,3.0,7,7,7,4,2,2
1,Matt Carasiti,Colorado Rockies,Atlanta Braves,0,2.0,3,3,3,2,1,1
2,Brent Suter,Colorado Rockies,Atlanta Braves,0,1.0,3,2,2,1,2,1
3,Jake Bird,Colorado Rockies,Atlanta Braves,0,1.0,2,1,1,0,0,0
4,Pierce Johnson,Colorado Rockies,Atlanta Braves,0,1.0,3,1,1,0,3,0
5,Charlie Morton,Atlanta Braves,Colorado Rockies,1,5.0,5,5,3,3,8,1
6,Collin McHugh,Atlanta Braves,Colorado Rockies,1,1.0,1,0,0,1,0,0
7,Kirby Yates,Atlanta Braves,Colorado Rockies,1,1.0,3,1,1,0,1,1
8,Ben Heller,Atlanta Braves,Colorado Rockies,1,1.0,1,0,0,0,3,0
9,Raisel Iglesias,Atlanta Braves,Colorado Rockies,1,1.0,1,0,0,0,3,0
0,Clarke Schmidt,New York Yankees,Boston Red Sox,0,4.2,5,2,2,3,3,0
1,Michael King,New York Yankees,Boston Red Sox,0,1.1,4,3,3,1,0,0
2,Nick Ramirez,New York Yankees,Boston Red Sox,0,0.2,2,1,1,0,0,0
3,Greg Weissert,New York Yankees,Boston Red Sox,0,1.1,0,0,0,0,2,0
4,Kaleb Ort,Boston Red Sox,New York Yankees,1,2.1,2,2,2,1,4,1
5,Chris Murphy,Boston Red Sox,New York Yankees,1,2.2,1,0,0,0,3,0
6,Nick Pivetta,Boston Red Sox,New York Yankees,1,3.0,0,0,0,0,4,0
7,Chris Martin,Boston Red Sox,New York Yankees,1,1.0,1,0,0,0,0,0
0,Jesús Luzardo,Miami Marlins,Washington Nationals,0,6.0,5,2,2,1,5,1
1,Steven Okert,Miami Marlins,Washington Nationals,0,1.0,1,0,0,0,0,0
2,Dylan Floro,Miami Marlins,Washington Nationals,0,1.0,1,0,0,0,0,0
3,Andrew Nardi,Miami Marlins,Washington Nationals,0,1.0,1,0,0,0,2,0
4,Patrick Corbin,Washington Nationals,Miami Marlins,1,6.0,11,4,4,2,3,0
5,Cory Abbott,Washington Nationals,Miami Marlins,1,3.0,1,0,0,0,2,0
0,Matthew Liberatore,St. Louis Cardinals,New York Mets,0,4.0,4,5,5,2,2,1
1,Chris Stratton,St. Louis Cardinals,New York Mets,0,1.0,1,2,2,2,1,1
