,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Javier Assad,Chicago Cubs,Detroit Tigers,0,5.1,5,2,2,2,4,2
1,Hayden Wesneski,Chicago Cubs,Detroit Tigers,0,0.2,0,0,0,0,1,0
2,Jose Cuas,Chicago Cubs,Detroit Tigers,0,1.0,0,0,0,1,1,0
3,Michael Fulmer,Chicago Cubs,Detroit Tigers,0,0.1,4,3,3,1,1,0
4,Daniel Palencia,Chicago Cubs,Detroit Tigers,0,0.2,0,0,0,0,1,0
5,Mark Leiter Jr.,Chicago Cubs,Detroit Tigers,0,1.0,2,1,1,0,1,0
6,Alex Faedo,Detroit Tigers,Chicago Cubs,1,6.0,3,4,2,2,4,1
7,Brendan White,Detroit Tigers,Chicago Cubs,1,1.0,0,0,0,0,1,0
8,Andrew Vasquez,Detroit Tigers,Chicago Cubs,1,0.2,2,1,1,0,0,0
9,Will Vest,Detroit Tigers,Chicago Cubs,1,0.1,1,0,0,0,1,0
10,Beau Brieske,Detroit Tigers,Chicago Cubs,1,1.0,3,2,2,0,0,0
0,Scott Alexander,San Francisco Giants,Philadelphia Phillies,0,0.2,3,1,1,0,2,0
1,Sean Manaea,San Francisco Giants,Philadelphia Phillies,0,2.2,3,3,3,2,3,2
2,Sean Hjelle,San Francisco Giants,Philadelphia Phillies,0,4.2,10,6,6,0,4,2
3,Aaron Nola,Philadelphia Phillies,San Francisco Giants,1,7.0,7,2,2,1,5,2
4,Matt Strahm,Philadelphia Phillies,San Francisco Giants,1,1.0,0,0,0,0,2,0
5,Dylan Covey,Philadelphia Phillies,San Francisco Giants,1,0.0,2,2,2,2,0,0
6,Jeff Hoffman,Philadelphia Phillies,San Francisco Giants,1,1.0,0,0,0,0,0,0
0,Drew Rom,St. Louis Cardinals,Pittsburgh Pirates,0,3.2,8,8,6,4,4,1
1,Casey Lawrence,St. Louis Cardinals,Pittsburgh Pirates,0,4.1,8,3,3,2,5,0
2,Thomas Hatch,Pittsburgh Pirates,St. Louis Cardinals,1,3.0,2,0,0,1,1,0
3,Bailey Falter,Pittsburgh Pirates,St. Louis Cardinals,1,6.0,3,1,1,2,8,1
0,David Peterson,New York Mets,Atlanta Braves,0,4.2,7,4,4,2,4,2
1,Phil Bickford,New York Mets,Atlanta Braves,0,1.1,1,0,0,0,3,0
2,Sam Coonrod,New York Mets,Atlanta Braves,0,1.0,0,0,0,0,1,0
3,Adam Ottavino,New York Mets,Atlanta Braves,0,1.0,0,0,0,1,1,0
4,Drew Smith,New York Mets,Atlanta Braves,0,1.0,1,0,0,0,2,0
