,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Gerrit Cole,New York Yankees,Cleveland Guardians,0,7.0,5,2,2,2,3,0
1,1,Albert Abreu,New York Yankees,Cleveland Guardians,0,2.0,2,0,0,0,1,0
2,2,Hunter Gaddis,Cleveland Guardians,New York Yankees,1,3.0,8,8,8,2,3,1
3,3,Tim Herrin,Cleveland Guardians,New York Yankees,1,2.0,1,0,0,0,1,0
4,4,Xzavion Curry,Cleveland Guardians,New York Yankees,1,4.0,4,3,3,1,3,0
5,0,Kyle Muller,Oakland Athletics,Baltimore Orioles,0,4.0,7,6,6,3,3,1
6,1,Zach Jackson,Oakland Athletics,Baltimore Orioles,0,1.0,1,0,0,0,1,0
7,2,Trevor May,Oakland Athletics,Baltimore Orioles,0,1.0,2,1,1,1,2,1
8,3,Sam Moll,Oakland Athletics,Baltimore Orioles,0,0.2,0,2,2,1,1,0
9,4,Dany Jiménez,Oakland Athletics,Baltimore Orioles,0,1.1,2,3,3,1,2,1
10,5,Grayson Rodriguez,Baltimore Orioles,Oakland Athletics,1,4.1,6,5,5,4,6,0
11,6,Austin Voth,Baltimore Orioles,Oakland Athletics,1,1.2,4,2,2,0,1,1
12,7,Bryan Baker,Baltimore Orioles,Oakland Athletics,1,1.0,0,0,0,0,1,0
13,8,Danny Coulombe,Baltimore Orioles,Oakland Athletics,1,1.0,0,0,0,0,3,0
14,9,Logan Gillaspie,Baltimore Orioles,Oakland Athletics,1,1.0,2,1,1,0,2,0
15,0,Cristian Javier,Houston Astros,Pittsburgh Pirates,0,6.0,5,4,4,1,3,2
16,1,Ryne Stanek,Houston Astros,Pittsburgh Pirates,0,1.0,0,0,0,0,1,0
17,2,Rafael Montero,Houston Astros,Pittsburgh Pirates,0,1.0,2,0,0,0,2,0
18,3,Ryan Pressly,Houston Astros,Pittsburgh Pirates,0,0.1,3,3,3,0,1,1
19,4,Mitch Keller,Pittsburgh Pirates,Houston Astros,1,6.0,6,2,2,2,7,2
20,5,Duane Underwood Jr.,Pittsburgh Pirates,Houston Astros,1,1.0,0,0,0,0,0,0
21,6,Colin Holderman,Pittsburgh Pirates,Houston Astros,1,1.0,1,0,0,0,1,0
22,7,David Bednar,Pittsburgh Pirates,Houston Astros,1,1.0,2,2,1,1,1,0
23,0,Jesús Luzardo,Miami Marlins,Philadelphia Phillies,0,6.0,8,3,3,1,5,1
24,1,Dylan Floro,Miami Marlins,Philadelphia Phillies,0,1.0,0,0,0,2,0,0
25,2,Huascar Brazoban,Miami Marlins,Philadelphia Phillies,0,2.0,3,1,1,1,4,0
26,3,Aaron Nola,Philadelphia Phillies,Miami Marlins,1,5.2,9,4,4,0,6,1
27,4,Gregory Soto,Philadelphia Phillies,Miami Marlins,1,0.1,0,0,0,1,0,0
28,5,Connor Brogdon,Philadelphia Phillies,Miami Marlins,1,1.0,1,1,1,0,1,1
29,6,Andrew Bellatti,Philadelphia Phillies,Miami Marlins,1,1.0,4,3,3,1,2,0
30,7,Craig Kimbrel,Philadelphia Phillies,Miami Marlins,1,1.0,0,0,0,1,1,0
31,0,Garrett Whitlock,Boston Red Sox,Tampa Bay Rays,0,5.0,8,5,5,0,5,3
32,1,Richard Bleier,Boston Red Sox,Tampa Bay Rays,0,1.0,1,0,0,0,1,0
33,2,Kaleb Ort,Boston Red Sox,Tampa Bay Rays,0,1.0,2,2,1,1,2,1
34,3,Ryan Brasier,Boston Red Sox,Tampa Bay Rays,0,1.0,0,0,0,0,1,0
35,4,Shane McClanahan,Tampa Bay Rays,Boston Red Sox,1,5.0,2,1,1,4,9,0
36,5,Garrett Cleavinger,Tampa Bay Rays,Boston Red Sox,1,1.0,0,0,0,0,0,0
37,6,Jason Adam,Tampa Bay Rays,Boston Red Sox,1,1.0,0,0,0,0,0,0
38,7,Ryan Thompson,Tampa Bay Rays,Boston Red Sox,1,1.0,1,0,0,1,0,0
39,8,Calvin Faucher,Tampa Bay Rays,Boston Red Sox,1,1.0,3,1,1,0,1,0
40,0,Matt Manning,Detroit Tigers,Toronto Blue Jays,0,6.0,6,4,4,1,3,3
41,1,Mason Englert,Detroit Tigers,Toronto Blue Jays,0,2.0,4,5,5,1,4,2
