,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Lucas Giolito,Chicago White Sox,Houston Astros,0,5.0,5,3,2,1,6,0
1,1,Jimmy Lambert,Chicago White Sox,Houston Astros,0,0.2,0,0,0,1,1,0
2,2,Joe Kelly,Chicago White Sox,Houston Astros,0,1.0,2,1,1,0,1,0
3,3,José Ruiz,Chicago White Sox,Houston Astros,0,0.2,2,2,2,1,0,0
4,4,Gregory Santos,Chicago White Sox,Houston Astros,0,0.2,2,0,0,0,0,0
5,5,José Urquidy,Houston Astros,Chicago White Sox,1,4.0,7,3,3,1,5,2
6,6,Ronel Blanco,Houston Astros,Chicago White Sox,1,2.0,0,0,0,1,4,0
7,7,Ryne Stanek,Houston Astros,Chicago White Sox,1,1.2,1,0,0,1,1,0
8,8,Hector Neris,Houston Astros,Chicago White Sox,1,1.1,2,1,1,1,2,0
9,0,Kevin Gausman,Toronto Blue Jays,St. Louis Cardinals,0,6.0,8,3,0,1,7,0
10,1,Adam Cimber,Toronto Blue Jays,St. Louis Cardinals,0,1.0,0,0,0,0,0,0
11,2,Erik Swanson,Toronto Blue Jays,St. Louis Cardinals,0,1.0,2,1,1,1,1,0
12,3,Jack Flaherty,St. Louis Cardinals,Toronto Blue Jays,1,5.0,0,0,0,7,4,0
13,4,Drew VerHagen,St. Louis Cardinals,Toronto Blue Jays,1,1.0,0,0,0,0,2,0
14,5,Andre Pallante,St. Louis Cardinals,Toronto Blue Jays,1,1.0,1,0,0,0,0,0
15,6,Jordan Hicks,St. Louis Cardinals,Toronto Blue Jays,1,0.1,0,1,1,3,0,0
16,7,Ryan Helsley,St. Louis Cardinals,Toronto Blue Jays,1,1.2,2,0,0,0,2,0
17,0,Brandon Woodruff,Milwaukee Brewers,Chicago Cubs,0,6.0,3,1,1,1,8,1
18,1,Peter Strzelecki,Milwaukee Brewers,Chicago Cubs,0,1.0,0,0,0,0,1,0
19,2,Matt Bush,Milwaukee Brewers,Chicago Cubs,0,1.0,0,0,0,0,0,0
20,3,Devin Williams,Milwaukee Brewers,Chicago Cubs,0,1.0,2,0,0,0,1,0
21,4,Justin Steele,Chicago Cubs,Milwaukee Brewers,1,6.0,3,0,0,1,8,0
22,5,Javier Assad,Chicago Cubs,Milwaukee Brewers,1,1.1,2,3,3,1,2,0
23,6,Michael Fulmer,Chicago Cubs,Milwaukee Brewers,1,0.1,1,0,0,1,1,0
24,7,Michael Rucker,Chicago Cubs,Milwaukee Brewers,1,0.1,0,0,0,0,0,0
25,8,Mark Leiter Jr.,Chicago Cubs,Milwaukee Brewers,1,1.0,0,0,0,1,2,0
26,0,Alex Cobb,San Francisco Giants,New York Yankees,0,3.2,4,2,1,1,6,1
27,1,Jakob Junis,San Francisco Giants,New York Yankees,0,2.1,3,1,1,0,2,0
28,2,John Brebbia,San Francisco Giants,New York Yankees,0,1.0,0,0,0,0,0,0
29,3,Taylor Rogers,San Francisco Giants,New York Yankees,0,1.0,1,1,1,0,0,1
30,4,Camilo Doval,San Francisco Giants,New York Yankees,0,1.0,2,1,1,2,1,0
31,5,Clarke Schmidt,New York Yankees,San Francisco Giants,1,3.1,5,3,3,1,5,2
32,6,Wandy Peralta,New York Yankees,San Francisco Giants,1,1.0,0,0,0,0,2,0
33,7,Michael King,New York Yankees,San Francisco Giants,1,1.2,4,2,2,1,3,0
34,8,Albert Abreu,New York Yankees,San Francisco Giants,1,2.0,0,0,0,1,3,0
35,9,Clay Holmes,New York Yankees,San Francisco Giants,1,0.2,3,2,2,0,0,0
36,10,Jimmy Cordero,New York Yankees,San Francisco Giants,1,0.1,0,0,0,0,0,0
37,0,Zack Wheeler,Philadelphia Phillies,Texas Rangers,0,4.1,7,5,4,1,7,1
38,1,Yunior Marte,Philadelphia Phillies,Texas Rangers,0,0.2,2,2,2,1,2,1
39,2,José Alvarado,Philadelphia Phillies,Texas Rangers,0,1.0,1,0,0,0,2,0
40,3,Seranthony Domínguez,Philadelphia Phillies,Texas Rangers,0,0.0,3,6,4,1,0,1
41,4,Andrew Bellatti,Philadelphia Phillies,Texas Rangers,0,1.0,1,0,0,0,0,0
42,5,Craig Kimbrel,Philadelphia Phillies,Texas Rangers,0,0.1,1,3,3,2,1,0
43,6,Josh Harrison,Philadelphia Phillies,Texas Rangers,0,0.2,2,0,0,1,0,0
44,7,Nathan Eovaldi,Texas Rangers,Philadelphia Phillies,1,5.0,6,3,3,2,6,0
45,8,Dane Dunning,Texas Rangers,Philadelphia Phillies,1,3.0,3,0,0,0,0,0
46,9,Taylor Hearn,Texas Rangers,Philadelphia Phillies,1,1.0,0,0,0,1,1,0
47,0,Spencer Strider,Atlanta Braves,Washington Nationals,0,6.0,3,0,0,3,9,0
48,1,Nick Anderson,Atlanta Braves,Washington Nationals,0,1.0,0,0,0,0,1,0
49,2,Joe Jiménez,Atlanta Braves,Washington Nationals,0,1.0,1,0,0,0,1,0
50,3,Kirby Yates,Atlanta Braves,Washington Nationals,0,1.0,1,1,1,0,0,1
