,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Kutter Crawford,Boston Red Sox,New York Yankees,0,6.0,1,1,1,2,5,1
1,John Schreiber,Boston Red Sox,New York Yankees,0,1.0,1,0,0,0,1,0
2,Mauricio Llovera,Boston Red Sox,New York Yankees,0,2.0,0,0,0,0,3,0
3,Gerrit Cole,New York Yankees,Boston Red Sox,1,4.0,7,6,6,1,4,2
4,Jonathan Loáisiga,New York Yankees,Boston Red Sox,1,1.0,0,0,0,0,1,0
5,Tommy Kahnle,New York Yankees,Boston Red Sox,1,1.0,1,0,0,0,0,0
6,Albert Abreu,New York Yankees,Boston Red Sox,1,3.0,4,2,1,2,1,1
0,Brady Singer,Kansas City Royals,Chicago Cubs,0,3.2,9,6,4,2,3,2
1,Tucker Davidson,Kansas City Royals,Chicago Cubs,0,1.1,0,0,0,0,2,0
2,Taylor Hearn,Kansas City Royals,Chicago Cubs,0,1.0,0,0,0,0,1,0
3,John McMillon,Kansas City Royals,Chicago Cubs,0,1.0,0,0,0,0,2,0
4,Jackson Kowar,Kansas City Royals,Chicago Cubs,0,1.0,0,0,0,0,0,0
5,Justin Steele,Chicago Cubs,Kansas City Royals,1,6.0,6,2,2,0,7,0
6,Julian Merryweather,Chicago Cubs,Kansas City Royals,1,1.0,1,1,1,2,3,0
7,Michael Fulmer,Chicago Cubs,Kansas City Royals,1,0.2,1,1,1,0,0,0
8,Mark Leiter Jr.,Chicago Cubs,Kansas City Royals,1,0.1,1,0,0,0,1,0
9,Adbert Alzolay,Chicago Cubs,Kansas City Royals,1,1.0,1,0,0,0,1,0
0,Eury Pérez,Miami Marlins,Los Angeles Dodgers,0,6.0,2,0,0,0,10,0
1,Andrew Nardi,Miami Marlins,Los Angeles Dodgers,0,1.0,0,0,0,0,1,0
2,David Robertson,Miami Marlins,Los Angeles Dodgers,0,1.0,4,3,3,2,0,0
3,Caleb Ferguson,Los Angeles Dodgers,Miami Marlins,1,1.0,2,0,0,0,0,0
4,Ryan Pepiot,Los Angeles Dodgers,Miami Marlins,1,5.0,3,1,1,1,5,0
5,Ryan Yarbrough,Los Angeles Dodgers,Miami Marlins,1,2.0,0,0,0,0,1,0
6,Evan Phillips,Los Angeles Dodgers,Miami Marlins,1,1.0,0,0,0,0,0,0
0,Merrill Kelly,Arizona Diamondbacks,San Diego Padres,0,5.1,5,3,3,4,3,2
1,Kyle Nelson,Arizona Diamondbacks,San Diego Padres,0,1.0,1,0,0,0,1,0
2,Kevin Ginkel,Arizona Diamondbacks,San Diego Padres,0,1.2,1,1,1,0,2,1
3,Paul Sewald,Arizona Diamondbacks,San Diego Padres,0,1.0,0,0,0,2,0,0
4,Matt Waldron,San Diego Padres,Arizona Diamondbacks,1,5.0,5,5,5,3,5,1
5,Tom Cosgrove,San Diego Padres,Arizona Diamondbacks,1,1.0,1,1,1,1,0,0
6,Scott Barlow,San Diego Padres,Arizona Diamondbacks,1,2.0,2,0,0,0,4,0
7,Steven Wilson,San Diego Padres,Arizona Diamondbacks,1,1.0,1,0,0,1,3,0
0,Freddy Peralta,Milwaukee Brewers,Texas Rangers,0,5.2,4,1,1,2,11,0
1,Hoby Milner,Milwaukee Brewers,Texas Rangers,0,1.0,0,0,0,1,2,0
2,Abner Uribe,Milwaukee Brewers,Texas Rangers,0,0.1,0,0,0,0,1,0
3,Joel Payamps,Milwaukee Brewers,Texas Rangers,0,1.0,0,0,0,0,2,0
4,Trevor Megill,Milwaukee Brewers,Texas Rangers,0,1.0,0,0,0,0,2,0
5,Dane Dunning,Texas Rangers,Milwaukee Brewers,1,5.0,7,3,3,1,4,2
6,Martín Pérez,Texas Rangers,Milwaukee Brewers,1,4.0,8,3,3,2,1,0
0,Cristopher Sánchez,Philadelphia Phillies,Washington Nationals,0,6.0,7,3,2,0,5,0
1,Seranthony Domínguez,Philadelphia Phillies,Washington Nationals,0,1.0,1,0,0,0,0,0
2,Andrew Bellatti,Philadelphia Phillies,Washington Nationals,0,1.0,0,0,0,0,1,0
3,Luis Ortiz,Philadelphia Phillies,Washington Nationals,0,1.0,1,0,0,0,1,0
4,Jake Irvin,Washington Nationals,Philadelphia Phillies,1,6.0,5,0,0,2,7,0
5,Jose Ferrer,Washington Nationals,Philadelphia Phillies,1,0.2,1,2,2,1,1,0
6,Andrés Machado,Washington Nationals,Philadelphia Phillies,1,0.1,1,1,1,0,0,1
7,Cory Abbott,Washington Nationals,Philadelphia Phillies,1,1.0,7,8,8,1,1,3
8,Ildemaro Vargas,Washington Nationals,Philadelphia Phillies,1,1.0,2,1,1,1,0,1
0,Tyler Glasnow,Tampa Bay Rays,Los Angeles Angels,0,6.0,8,7,5,0,7,1
1,Jake Diekman,Tampa Bay Rays,Los Angeles Angels,0,2.0,1,0,0,1,1,0
2,Chase Silseth,Los Angeles Angels,Tampa Bay Rays,1,3.2,5,5,5,3,4,2
3,Griffin Canning,Los Angeles Angels,Tampa Bay Rays,1,3.1,2,1,1,1,5,1
4,Matt Moore,Los Angeles Angels,Tampa Bay Rays,1,1.0,0,0,0,1,1,0
5,Reynaldo López,Los Angeles Angels,Tampa Bay Rays,1,1.0,1,0,0,0,2,0
0,Chris Bassitt,Toronto Blue Jays,Cincinnati Reds,0,6.0,3,3,2,1,6,1
1,Trevor Richards,Toronto Blue Jays,Cincinnati Reds,0,0.1,2,0,0,0,0,0
2,Tim Mayza,Toronto Blue Jays,Cincinnati Reds,0,0.2,0,0,0,1,1,0
3,Jordan Hicks,Toronto Blue Jays,Cincinnati Reds,0,1.0,0,0,0,0,2,0
4,Jordan Romano,Toronto Blue Jays,Cincinnati Reds,0,1.0,1,0,0,1,1,0
5,Brandon Williamson,Cincinnati Reds,Toronto Blue Jays,1,5.2,9,4,4,1,6,1
