,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Adam Oller,Oakland Athletics,Baltimore Orioles,0,2.1,8,7,7,1,2,1
1,1,Adrián Martinez,Oakland Athletics,Baltimore Orioles,0,3.2,0,0,0,1,5,0
2,2,Dany Jiménez,Oakland Athletics,Baltimore Orioles,0,1.0,1,0,0,0,0,0
3,3,Zach Jackson,Oakland Athletics,Baltimore Orioles,0,1.0,2,0,0,0,0,0
4,4,Trevor May,Oakland Athletics,Baltimore Orioles,0,0.0,1,1,1,0,0,1
5,5,Cole Irvin,Baltimore Orioles,Oakland Athletics,1,4.0,5,6,6,2,4,1
6,6,Austin Voth,Baltimore Orioles,Oakland Athletics,1,2.0,3,1,1,0,1,1
7,7,Bryan Baker,Baltimore Orioles,Oakland Athletics,1,1.0,0,0,0,1,1,0
8,8,Danny Coulombe,Baltimore Orioles,Oakland Athletics,1,1.0,1,0,0,0,2,0
9,9,Félix Bautista,Baltimore Orioles,Oakland Athletics,1,1.0,0,0,0,0,2,0
10,0,Corey Kluber,Boston Red Sox,Tampa Bay Rays,0,4.2,4,4,4,1,7,1
11,1,Richard Bleier,Boston Red Sox,Tampa Bay Rays,0,0.1,4,4,4,0,0,0
12,2,Kutter Crawford,Boston Red Sox,Tampa Bay Rays,0,3.0,2,1,1,0,2,1
13,3,Jeffrey Springs,Tampa Bay Rays,Boston Red Sox,1,3.0,1,1,1,0,5,1
14,4,Garrett Cleavinger,Tampa Bay Rays,Boston Red Sox,1,0.1,1,1,1,2,1,0
15,5,Kevin Kelly,Tampa Bay Rays,Boston Red Sox,1,2.2,2,1,1,0,2,0
16,6,Braden Bristo,Tampa Bay Rays,Boston Red Sox,1,3.0,0,0,0,1,4,0
17,0,Bailey Falter,Philadelphia Phillies,Cincinnati Reds,0,4.2,8,5,5,1,4,0
18,1,Andrew Bellatti,Philadelphia Phillies,Cincinnati Reds,0,0.1,1,0,0,0,0,0
19,2,McKinley Moore,Philadelphia Phillies,Cincinnati Reds,0,1.0,1,1,1,1,1,0
20,3,Andrew Vasquez,Philadelphia Phillies,Cincinnati Reds,0,2.0,0,0,0,1,1,0
21,4,Nick Lodolo,Cincinnati Reds,Philadelphia Phillies,1,5.0,8,2,2,2,6,1
22,5,Alex Young,Cincinnati Reds,Philadelphia Phillies,1,2.0,0,0,0,0,2,0
23,6,Derek Law,Cincinnati Reds,Philadelphia Phillies,1,1.2,1,0,0,1,4,0
