,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Dylan Cease,Chicago White Sox,Baltimore Orioles,0,6.0,6,5,5,3,7,1
1,Jimmy Lambert,Chicago White Sox,Baltimore Orioles,0,2.0,1,0,0,0,1,0
2,Gregory Santos,Chicago White Sox,Baltimore Orioles,0,1.0,2,0,0,0,1,0
3,Kyle Gibson,Baltimore Orioles,Chicago White Sox,1,4.1,9,7,7,0,2,3
4,Austin Voth,Baltimore Orioles,Chicago White Sox,1,1.2,3,3,3,1,2,0
5,DL Hall,Baltimore Orioles,Chicago White Sox,1,1.0,1,0,0,1,1,0
6,Cionel Pérez,Baltimore Orioles,Chicago White Sox,1,1.0,2,0,0,0,1,0
7,Jacob Webb,Baltimore Orioles,Chicago White Sox,1,1.0,0,0,0,2,2,0
0,Reid Detmers,Los Angeles Angels,Philadelphia Phillies,0,4.0,4,2,2,3,3,0
1,Dominic Leone,Los Angeles Angels,Philadelphia Phillies,0,1.0,2,1,1,0,0,0
2,Aaron Loup,Los Angeles Angels,Philadelphia Phillies,0,0.2,1,2,2,1,1,0
3,Reynaldo López,Los Angeles Angels,Philadelphia Phillies,0,1.1,1,1,1,2,0,1
4,Matt Moore,Los Angeles Angels,Philadelphia Phillies,0,1.0,3,2,2,0,2,1
5,Carlos Estévez,Los Angeles Angels,Philadelphia Phillies,0,1.0,0,0,0,0,2,0
6,Cristopher Sánchez,Philadelphia Phillies,Los Angeles Angels,1,4.2,7,5,3,0,5,1
7,Jeff Hoffman,Philadelphia Phillies,Los Angeles Angels,1,1.1,1,0,0,0,1,0
8,Matt Strahm,Philadelphia Phillies,Los Angeles Angels,1,1.0,0,0,0,0,1,0
9,Gregory Soto,Philadelphia Phillies,Los Angeles Angels,1,0.1,0,2,2,2,1,0
10,Seranthony Domínguez,Philadelphia Phillies,Los Angeles Angels,1,0.2,2,0,0,0,1,0
11,Craig Kimbrel,Philadelphia Phillies,Los Angeles Angels,1,1.0,2,3,3,1,2,1
0,Tanner Bibee,Cleveland Guardians,Minnesota Twins,0,5.0,4,2,2,3,8,0
1,James Karinchak,Cleveland Guardians,Minnesota Twins,0,1.0,0,0,0,1,2,0
2,Cody Morris,Cleveland Guardians,Minnesota Twins,0,2.0,0,0,0,1,0,0
3,Trevor Stephan,Cleveland Guardians,Minnesota Twins,0,1.0,0,0,0,0,3,0
4,Emmanuel Clase,Cleveland Guardians,Minnesota Twins,0,1.0,0,0,0,0,1,0
