,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Steven Okert,Miami Marlins,Philadelphia Phillies,0,0.2,3,2,2,0,1,1
1,Bryan Hoeing,Miami Marlins,Philadelphia Phillies,0,3.1,2,1,1,1,2,1
2,A.J. Puk,Miami Marlins,Philadelphia Phillies,0,1.0,0,0,0,0,1,0
3,George Soriano,Miami Marlins,Philadelphia Phillies,0,1.0,1,0,0,0,2,0
4,David Robertson,Miami Marlins,Philadelphia Phillies,0,1.0,1,0,0,2,3,0
5,Andrew Nardi,Miami Marlins,Philadelphia Phillies,0,0.1,1,1,1,2,1,0
6,Tanner Scott,Miami Marlins,Philadelphia Phillies,0,1.2,0,0,0,1,3,0
7,Ranger Suárez,Philadelphia Phillies,Miami Marlins,1,6.1,2,3,3,3,10,0
8,Matt Strahm,Philadelphia Phillies,Miami Marlins,1,0.2,1,0,0,1,2,0
9,Seranthony Domínguez,Philadelphia Phillies,Miami Marlins,1,1.0,2,2,2,0,1,1
10,Dylan Covey,Philadelphia Phillies,Miami Marlins,1,1.0,0,0,0,1,1,0
0,Jesse Scholtens,Chicago White Sox,Detroit Tigers,0,5.0,8,3,3,2,4,0
1,Lane Ramsey,Chicago White Sox,Detroit Tigers,0,1.0,1,0,0,0,2,0
2,Gregory Santos,Chicago White Sox,Detroit Tigers,0,1.0,0,0,0,0,1,0
3,Bryan Shaw,Chicago White Sox,Detroit Tigers,0,1.0,0,0,0,0,1,0
4,Sawyer Gipson-Long,Detroit Tigers,Chicago White Sox,1,5.0,4,2,2,0,5,0
5,Will Vest,Detroit Tigers,Chicago White Sox,1,1.0,1,0,0,1,0,0
6,Tyler Holton,Detroit Tigers,Chicago White Sox,1,1.0,0,0,0,0,1,0
7,Miguel Díaz,Detroit Tigers,Chicago White Sox,1,1.0,0,0,0,0,0,0
8,Alex Lange,Detroit Tigers,Chicago White Sox,1,1.0,0,0,0,0,2,0
0,Bryce Miller,Seattle Mariners,Tampa Bay Rays,0,5.0,9,5,5,1,7,0
1,Eduard Bazardo,Seattle Mariners,Tampa Bay Rays,0,2.0,2,1,1,0,3,0
2,Dominic Leone,Seattle Mariners,Tampa Bay Rays,0,1.0,0,0,0,1,2,0
3,Zach Eflin,Tampa Bay Rays,Seattle Mariners,1,5.0,7,3,3,2,6,0
4,Shawn Armstrong,Tampa Bay Rays,Seattle Mariners,1,1.0,1,0,0,0,1,0
5,Robert Stephenson,Tampa Bay Rays,Seattle Mariners,1,1.0,1,0,0,0,2,0
6,Colin Poche,Tampa Bay Rays,Seattle Mariners,1,1.0,0,0,0,0,1,0
7,Pete Fairbanks,Tampa Bay Rays,Seattle Mariners,1,1.0,0,0,0,0,3,0
0,Luis Ortiz,Pittsburgh Pirates,Atlanta Braves,0,5.1,3,1,1,2,0,0
1,Ryan Borucki,Pittsburgh Pirates,Atlanta Braves,0,1.0,0,0,0,0,1,0
2,Colin Selby,Pittsburgh Pirates,Atlanta Braves,0,0.1,3,4,4,1,0,0
3,Thomas Hatch,Pittsburgh Pirates,Atlanta Braves,0,1.1,1,0,0,1,0,0
4,Allan Winans,Atlanta Braves,Pittsburgh Pirates,1,6.1,6,2,2,0,8,0
5,Brad Hand,Atlanta Braves,Pittsburgh Pirates,1,0.2,0,0,0,0,0,0
6,A.J. Minter,Atlanta Braves,Pittsburgh Pirates,1,1.0,0,0,0,0,3,0
7,Raisel Iglesias,Atlanta Braves,Pittsburgh Pirates,1,1.0,1,0,0,0,0,0
0,Grayson Rodriguez,Baltimore Orioles,Boston Red Sox,0,4.1,7,4,2,2,6,0
1,Cole Irvin,Baltimore Orioles,Boston Red Sox,0,2.2,1,3,0,0,3,1
2,Joey Krehbiel,Baltimore Orioles,Boston Red Sox,0,1.0,0,0,0,1,0,0
3,Brayan Bello,Boston Red Sox,Baltimore Orioles,1,5.0,7,3,3,0,4,0
4,Josh Winckowski,Boston Red Sox,Baltimore Orioles,1,1.0,0,0,0,0,3,0
5,Garrett Whitlock,Boston Red Sox,Baltimore Orioles,1,2.0,0,0,0,1,3,0
6,Nick Robertson,Boston Red Sox,Baltimore Orioles,1,1.0,0,0,0,0,1,0
0,Corbin Burnes,Milwaukee Brewers,New York Yankees,0,8.0,0,0,0,2,7,0
1,Devin Williams,Milwaukee Brewers,New York Yankees,0,1.0,0,0,0,0,2,0
