,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Tyler Wells,Baltimore Orioles,Atlanta Braves,0,5.0,3,1,1,1,4,1
1,1,Austin Voth,Baltimore Orioles,Atlanta Braves,0,2.0,0,0,0,0,2,0
2,2,Yennier Cano,Baltimore Orioles,Atlanta Braves,0,2.0,0,0,0,0,3,0
3,3,Félix Bautista,Baltimore Orioles,Atlanta Braves,0,1.0,0,1,0,1,1,0
4,4,Mike Baumann,Baltimore Orioles,Atlanta Braves,0,1.0,0,0,0,1,2,0
5,5,Cionel Pérez,Baltimore Orioles,Atlanta Braves,0,0.1,1,1,0,1,1,0
6,6,Bryce Elder,Atlanta Braves,Baltimore Orioles,1,5.1,4,1,1,4,4,0
7,7,Collin McHugh,Atlanta Braves,Baltimore Orioles,1,2.0,0,0,0,1,3,0
8,8,Dylan Lee,Atlanta Braves,Baltimore Orioles,1,0.2,0,0,0,0,0,0
9,9,Raisel Iglesias,Atlanta Braves,Baltimore Orioles,1,1.0,0,0,0,0,0,0
10,10,Jesse Chavez,Atlanta Braves,Baltimore Orioles,1,1.0,1,1,0,0,1,0
11,11,Michael Tonkin,Atlanta Braves,Baltimore Orioles,1,2.0,0,0,0,0,1,0
12,0,Tanner Houck,Boston Red Sox,Philadelphia Phillies,0,5.2,5,3,3,1,4,0
13,1,Richard Bleier,Boston Red Sox,Philadelphia Phillies,0,0.1,1,1,1,0,0,1
14,2,Ryan Brasier,Boston Red Sox,Philadelphia Phillies,0,1.0,1,0,0,0,1,0
15,3,Zack Littell,Boston Red Sox,Philadelphia Phillies,0,1.0,2,2,2,2,0,0
16,4,Taijuan Walker,Philadelphia Phillies,Boston Red Sox,1,6.0,3,1,1,0,6,1
17,5,José Alvarado,Philadelphia Phillies,Boston Red Sox,1,1.0,1,0,0,0,0,0
18,6,Matt Strahm,Philadelphia Phillies,Boston Red Sox,1,2.0,1,0,0,0,3,0
19,0,Yusei Kikuchi,Toronto Blue Jays,Pittsburgh Pirates,0,6.1,4,0,0,2,3,0
20,1,Yimi García,Toronto Blue Jays,Pittsburgh Pirates,0,1.0,3,1,1,1,1,0
21,2,Jordan Romano,Toronto Blue Jays,Pittsburgh Pirates,0,0.2,0,0,0,0,1,0
22,3,Nate Pearson,Toronto Blue Jays,Pittsburgh Pirates,0,1.0,1,0,0,0,1,0
23,4,Roansy Contreras,Pittsburgh Pirates,Toronto Blue Jays,1,5.0,9,5,5,3,4,1
24,5,Dauri Moreta,Pittsburgh Pirates,Toronto Blue Jays,1,1.0,0,0,0,0,1,0
25,6,Jose Hernandez,Pittsburgh Pirates,Toronto Blue Jays,1,1.0,0,0,0,0,2,0
26,7,Chase De Jong,Pittsburgh Pirates,Toronto Blue Jays,1,2.0,6,5,5,0,1,2
27,0,Joe Ryan,Minnesota Twins,Cleveland Guardians,0,6.0,8,2,2,0,4,0
28,1,Emilio Pagán,Minnesota Twins,Cleveland Guardians,0,1.0,0,0,0,0,0,0
29,2,Brock Stewart,Minnesota Twins,Cleveland Guardians,0,1.0,0,0,0,0,0,0
30,3,Cal Quantrill,Cleveland Guardians,Minnesota Twins,1,7.0,1,0,0,3,4,0
31,4,James Karinchak,Cleveland Guardians,Minnesota Twins,1,1.0,0,0,0,1,1,0
32,5,Emmanuel Clase,Cleveland Guardians,Minnesota Twins,1,1.0,0,0,0,1,1,0
33,0,Ryan Feltner,Colorado Rockies,New York Mets,0,3.1,4,4,4,6,3,0
34,1,Brent Suter,Colorado Rockies,New York Mets,0,1.2,3,1,1,0,3,0
35,2,Nick Mears,Colorado Rockies,New York Mets,0,1.0,0,0,0,1,0,0
36,3,Daniel Bard,Colorado Rockies,New York Mets,0,1.0,1,1,1,0,0,1
37,4,Brad Hand,Colorado Rockies,New York Mets,0,1.0,1,0,0,0,1,0
38,5,Justin Lawrence,Colorado Rockies,New York Mets,0,1.0,0,0,0,0,1,0
39,6,Joey Lucchesi,New York Mets,Colorado Rockies,1,4.0,4,3,3,3,4,1
40,7,Jimmy Yacabonis,New York Mets,Colorado Rockies,1,0.1,3,5,5,2,0,1
41,8,Tommy Hunter,New York Mets,Colorado Rockies,1,2.2,4,3,3,1,2,1
