,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Cal Quantrill,Cleveland Guardians,Kansas City Royals,0,5.2,5,2,2,0,3,1
1,Sam Hentges,Cleveland Guardians,Kansas City Royals,0,1.0,0,0,0,0,0,0
2,Reynaldo López,Cleveland Guardians,Kansas City Royals,0,0.1,0,0,0,0,1,0
3,Trevor Stephan,Cleveland Guardians,Kansas City Royals,0,0.2,0,4,3,3,0,0
4,Enyel De Los Santos,Cleveland Guardians,Kansas City Royals,0,0.1,1,0,0,0,1,0
5,Brady Singer,Kansas City Royals,Cleveland Guardians,1,6.0,8,4,4,2,4,1
6,Tucker Davidson,Kansas City Royals,Cleveland Guardians,1,1.0,0,0,0,2,0,0
7,Jackson Kowar,Kansas City Royals,Cleveland Guardians,1,1.0,1,0,0,0,2,0
8,James McArthur,Kansas City Royals,Cleveland Guardians,1,1.0,0,0,0,0,1,0
0,Joe Ryan,Minnesota Twins,Cincinnati Reds,0,5.0,5,4,4,3,5,1
1,Dallas Keuchel,Minnesota Twins,Cincinnati Reds,0,3.0,4,3,3,2,2,0
2,Connor Phillips,Cincinnati Reds,Minnesota Twins,1,7.0,3,2,2,1,7,2
3,Derek Law,Cincinnati Reds,Minnesota Twins,1,1.0,0,0,0,0,0,0
4,Alex Young,Cincinnati Reds,Minnesota Twins,1,1.0,2,1,1,0,2,0
0,José Butto,New York Mets,Miami Marlins,0,6.0,4,1,1,1,6,0
1,Grant Hartwig,New York Mets,Miami Marlins,0,1.0,1,0,0,0,1,0
2,Phil Bickford,New York Mets,Miami Marlins,0,1.0,0,0,0,0,0,0
3,Adam Ottavino,New York Mets,Miami Marlins,0,1.0,0,0,0,0,2,0
4,Edward Cabrera,Miami Marlins,New York Mets,1,5.1,4,1,1,1,4,0
5,A.J. Puk,Miami Marlins,New York Mets,1,1.2,0,0,0,1,2,0
6,David Robertson,Miami Marlins,New York Mets,1,1.0,2,0,0,0,2,0
7,Tanner Scott,Miami Marlins,New York Mets,1,1.0,2,1,1,0,2,1
0,Mike Clevinger,Chicago White Sox,Washington Nationals,0,9.0,6,1,1,0,7,1
1,Joan Adon,Washington Nationals,Chicago White Sox,1,5.0,9,5,5,2,5,1
2,Jose Ferrer,Washington Nationals,Chicago White Sox,1,0.2,3,1,1,0,0,0
3,Cory Abbott,Washington Nationals,Chicago White Sox,1,2.1,2,0,0,1,1,0
4,Thaddeus Ward,Washington Nationals,Chicago White Sox,1,1.0,1,0,0,1,2,0
0,Zack Wheeler,Philadelphia Phillies,Atlanta Braves,0,6.0,3,1,1,2,5,1
1,Gregory Soto,Philadelphia Phillies,Atlanta Braves,0,1.0,0,0,0,0,2,0
2,Matt Strahm,Philadelphia Phillies,Atlanta Braves,0,1.0,0,0,0,0,1,0
3,Dylan Covey,Philadelphia Phillies,Atlanta Braves,0,1.0,1,0,0,0,1,0
4,Kyle Wright,Atlanta Braves,Philadelphia Phillies,1,4.0,5,4,4,4,5,3
5,Michael Tonkin,Atlanta Braves,Philadelphia Phillies,1,3.0,2,3,3,1,3,2
6,Lucas Luetge,Atlanta Braves,Philadelphia Phillies,1,2.0,0,0,0,0,3,0
0,Freddy Peralta,Milwaukee Brewers,St. Louis Cardinals,0,6.0,4,1,1,0,6,1
1,Abner Uribe,Milwaukee Brewers,St. Louis Cardinals,0,1.0,0,0,0,0,2,0
2,Bryse Wilson,Milwaukee Brewers,St. Louis Cardinals,0,1.0,1,0,0,0,0,0
3,Adam Wainwright,St. Louis Cardinals,Milwaukee Brewers,1,7.0,4,0,0,2,3,0
4,John King,St. Louis Cardinals,Milwaukee Brewers,1,0.2,2,0,0,0,0,0
5,Ryan Helsley,St. Louis Cardinals,Milwaukee Brewers,1,1.1,0,0,0,0,2,0
0,Kutter Crawford,Boston Red Sox,Texas Rangers,0,6.0,4,2,2,0,7,1
1,Josh Winckowski,Boston Red Sox,Texas Rangers,0,1.0,0,0,0,2,3,0
2,Garrett Whitlock,Boston Red Sox,Texas Rangers,0,1.0,0,0,0,0,0,0
3,Chris Martin,Boston Red Sox,Texas Rangers,0,1.0,1,0,0,0,2,0
4,Jordan Montgomery,Texas Rangers,Boston Red Sox,1,7.0,5,1,1,0,8,0
5,Will Smith,Texas Rangers,Boston Red Sox,1,0.1,2,3,3,2,1,0
6,Chris Stratton,Texas Rangers,Boston Red Sox,1,1.1,1,0,0,1,0,0
7,Brock Burke,Texas Rangers,Boston Red Sox,1,0.1,0,0,0,0,1,0
0,John Means,Baltimore Orioles,Houston Astros,0,5.0,4,1,1,3,1,0
1,Shintaro Fujinami,Baltimore Orioles,Houston Astros,0,0.1,3,3,3,0,0,0
2,Jacob Webb,Baltimore Orioles,Houston Astros,0,0.2,1,1,1,1,1,0
3,Danny Coulombe,Baltimore Orioles,Houston Astros,0,0.2,1,1,1,1,0,1
4,Mike Baumann,Baltimore Orioles,Houston Astros,0,1.1,1,1,1,0,0,1
5,Cionel Pérez,Baltimore Orioles,Houston Astros,0,0.2,0,0,0,0,0,0
6,Yennier Cano,Baltimore Orioles,Houston Astros,0,0.1,0,0,0,0,1,0
7,Justin Verlander,Houston Astros,Baltimore Orioles,1,6.0,8,3,3,1,5,0
8,Rafael Montero,Houston Astros,Baltimore Orioles,1,1.0,4,2,2,0,1,0
9,Hector Neris,Houston Astros,Baltimore Orioles,1,1.0,1,0,0,0,3,0
10,Ryan Pressly,Houston Astros,Baltimore Orioles,1,1.0,3,3,3,1,3,1
0,Bryan Woo,Seattle Mariners,Oakland Athletics,0,5.0,3,0,0,4,6,0
