,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Michael Lorenzen,Philadelphia Phillies,Miami Marlins,0,8.0,6,2,2,1,5,1
1,Seranthony Domínguez,Philadelphia Phillies,Miami Marlins,0,1.0,1,0,0,0,1,0
2,Johnny Cueto,Miami Marlins,Philadelphia Phillies,1,6.0,5,4,4,2,4,1
3,A.J. Puk,Miami Marlins,Philadelphia Phillies,1,1.0,1,0,0,0,1,0
4,Devin Smeltzer,Miami Marlins,Philadelphia Phillies,1,2.0,0,0,0,0,5,0
0,Touki Toussaint,Chicago White Sox,Texas Rangers,0,5.1,5,4,4,4,9,2
1,Aaron Bummer,Chicago White Sox,Texas Rangers,0,1.2,0,0,0,0,1,0
2,Gregory Santos,Chicago White Sox,Texas Rangers,0,1.0,3,1,1,0,1,0
3,Max Scherzer,Texas Rangers,Chicago White Sox,1,6.0,7,3,3,2,9,0
4,Josh Sborz,Texas Rangers,Chicago White Sox,1,1.0,0,0,0,0,2,0
5,Aroldis Chapman,Texas Rangers,Chicago White Sox,1,1.0,1,0,0,0,1,0
6,Will Smith,Texas Rangers,Chicago White Sox,1,1.0,1,0,0,0,2,0
0,Carlos Carrasco,New York Mets,Kansas City Royals,0,6.0,8,6,6,1,0,2
1,John Curtiss,New York Mets,Kansas City Royals,0,1.0,1,0,0,1,3,0
2,Josh Walker,New York Mets,Kansas City Royals,0,0.1,3,3,2,0,0,0
3,Danny Mendick,New York Mets,Kansas City Royals,0,0.2,1,0,0,0,0,0
4,Brady Singer,Kansas City Royals,New York Mets,1,8.0,3,0,0,0,4,0
5,Jonathan Heasley,Kansas City Royals,New York Mets,1,1.0,2,2,2,0,0,1
0,Jack Flaherty,Baltimore Orioles,Toronto Blue Jays,0,6.0,4,1,1,2,8,0
1,Danny Coulombe,Baltimore Orioles,Toronto Blue Jays,0,1.0,0,0,0,0,2,0
2,Yennier Cano,Baltimore Orioles,Toronto Blue Jays,0,1.0,0,0,0,0,1,0
3,Mike Baumann,Baltimore Orioles,Toronto Blue Jays,0,1.0,1,0,0,0,1,0
4,Kevin Gausman,Toronto Blue Jays,Baltimore Orioles,1,4.1,8,3,3,2,6,0
5,Bowden Francis,Toronto Blue Jays,Baltimore Orioles,1,1.1,1,0,0,0,0,0
6,Génesis Cabrera,Toronto Blue Jays,Baltimore Orioles,1,1.0,1,0,0,0,2,0
7,Thomas Hatch,Toronto Blue Jays,Baltimore Orioles,1,2.1,5,3,2,1,2,0
0,Brandon Pfaadt,Arizona Diamondbacks,San Francisco Giants,0,7.0,2,1,1,1,7,1
1,Kevin Ginkel,Arizona Diamondbacks,San Francisco Giants,0,1.0,0,0,0,0,1,0
2,Scott Alexander,San Francisco Giants,Arizona Diamondbacks,1,1.0,1,0,0,0,0,0
3,Tristan Beck,San Francisco Giants,Arizona Diamondbacks,1,4.0,2,0,0,0,3,0
4,Sean Manaea,San Francisco Giants,Arizona Diamondbacks,1,0.2,0,0,0,1,0,0
5,Luke Jackson,San Francisco Giants,Arizona Diamondbacks,1,1.1,0,0,0,1,3,0
6,Taylor Rogers,San Francisco Giants,Arizona Diamondbacks,1,1.0,1,0,0,1,0,0
7,Camilo Doval,San Francisco Giants,Arizona Diamondbacks,1,1.0,2,0,0,0,1,0
0,Mitch Keller,Pittsburgh Pirates,Milwaukee Brewers,0,5.0,9,8,8,3,5,1
