,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Charlie Morton,Atlanta Braves,Detroit Tigers,0,5.2,4,0,0,3,8,0
1,1,Collin McHugh,Atlanta Braves,Detroit Tigers,0,0.1,2,1,1,0,0,1
2,2,A.J. Minter,Atlanta Braves,Detroit Tigers,0,1.0,0,0,0,0,2,0
3,3,Nick Anderson,Atlanta Braves,Detroit Tigers,0,1.0,3,1,1,0,1,0
4,4,Raisel Iglesias,Atlanta Braves,Detroit Tigers,0,1.0,5,3,3,0,2,1
5,5,Joe Jiménez,Atlanta Braves,Detroit Tigers,0,0.1,1,1,0,0,0,0
6,6,Mason Englert,Detroit Tigers,Atlanta Braves,1,2.2,3,1,1,1,1,0
7,7,Garrett Hill,Detroit Tigers,Atlanta Braves,1,2.2,3,3,2,3,2,0
8,8,Tyler Alexander,Detroit Tigers,Atlanta Braves,1,3.2,2,1,1,0,2,1
9,9,Alex Lange,Detroit Tigers,Atlanta Braves,1,1.0,0,0,0,0,0,0
10,0,Connor Seabold,Colorado Rockies,Boston Red Sox,0,6.0,6,1,1,1,6,0
11,1,Brent Suter,Colorado Rockies,Boston Red Sox,0,1.2,1,1,1,0,0,1
12,2,Pierce Johnson,Colorado Rockies,Boston Red Sox,0,0.1,0,0,0,1,0,0
13,3,Daniel Bard,Colorado Rockies,Boston Red Sox,0,1.0,1,0,0,1,0,0
14,4,Matt Carasiti,Colorado Rockies,Boston Red Sox,0,1.0,1,1,0,0,0,0
15,5,James Paxton,Boston Red Sox,Colorado Rockies,1,6.0,4,1,0,1,8,0
16,6,Josh Winckowski,Boston Red Sox,Colorado Rockies,1,1.2,2,1,1,2,1,0
17,7,Brennan Bernardino,Boston Red Sox,Colorado Rockies,1,0.1,0,0,0,0,1,0
18,8,Kenley Jansen,Boston Red Sox,Colorado Rockies,1,1.0,0,0,0,0,1,0
19,9,Nick Pivetta,Boston Red Sox,Colorado Rockies,1,0.2,0,2,0,3,0,0
