,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Aaron Nola,Philadelphia Phillies,Atlanta Braves,0,6.0,6,2,2,0,8,0
1,José Alvarado,Philadelphia Phillies,Atlanta Braves,0,1.0,0,0,0,0,2,0
2,Jeff Hoffman,Philadelphia Phillies,Atlanta Braves,0,0.1,2,2,2,0,1,0
3,Gregory Soto,Philadelphia Phillies,Atlanta Braves,0,0.2,1,0,0,0,1,0
4,Craig Kimbrel,Philadelphia Phillies,Atlanta Braves,0,1.0,0,0,0,1,1,0
5,Matt Strahm,Philadelphia Phillies,Atlanta Braves,0,1.0,0,1,0,0,0,0
6,Bryce Elder,Atlanta Braves,Philadelphia Phillies,1,3.2,3,4,4,5,0,2
7,Jesse Chavez,Atlanta Braves,Philadelphia Phillies,1,2.1,1,0,0,1,0,0
8,Brad Hand,Atlanta Braves,Philadelphia Phillies,1,1.0,0,0,0,0,1,0
9,Pierce Johnson,Atlanta Braves,Philadelphia Phillies,1,1.0,0,0,0,0,0,0
10,Raisel Iglesias,Atlanta Braves,Philadelphia Phillies,1,1.0,0,0,0,0,1,0
11,A.J. Minter,Atlanta Braves,Philadelphia Phillies,1,1.0,1,2,1,4,1,0
0,Bailey Ober,Minnesota Twins,Cincinnati Reds,0,5.0,3,2,2,3,3,1
1,Josh Winder,Minnesota Twins,Cincinnati Reds,0,2.0,3,1,1,0,2,0
2,Jhoan Duran,Minnesota Twins,Cincinnati Reds,0,1.0,0,0,0,1,2,0
3,Griffin Jax,Minnesota Twins,Cincinnati Reds,0,1.0,0,0,0,1,1,0
4,Hunter Greene,Cincinnati Reds,Minnesota Twins,1,7.0,3,1,1,1,14,1
5,Ian Gibaut,Cincinnati Reds,Minnesota Twins,1,1.0,3,1,1,0,0,0
6,Alexis Díaz,Cincinnati Reds,Minnesota Twins,1,0.1,2,3,3,1,0,0
7,Sam Moll,Cincinnati Reds,Minnesota Twins,1,0.2,1,0,0,1,1,0
0,Michael Kopech,Chicago White Sox,Washington Nationals,0,1.0,1,1,0,0,1,0
1,Tanner Banks,Chicago White Sox,Washington Nationals,0,0.1,3,3,2,0,0,0
2,Jesse Scholtens,Chicago White Sox,Washington Nationals,0,2.0,6,6,6,2,1,2
3,Deivi García,Chicago White Sox,Washington Nationals,0,1.2,2,2,2,1,0,1
4,Luis Patiño,Chicago White Sox,Washington Nationals,0,2.0,0,0,0,2,0,0
5,Lane Ramsey,Chicago White Sox,Washington Nationals,0,1.0,2,1,1,2,0,0
6,Josiah Gray,Washington Nationals,Chicago White Sox,1,5.0,5,1,1,3,4,0
7,Jose Ferrer,Washington Nationals,Chicago White Sox,1,1.0,0,0,0,0,0,0
