,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Joey Lucchesi,New York Mets,Detroit Tigers,0,4.0,5,4,4,0,1,2
1,1,Jimmy Yacabonis,New York Mets,Detroit Tigers,0,3.0,0,0,0,0,3,0
2,2,Adam Ottavino,New York Mets,Detroit Tigers,0,1.0,2,2,2,0,2,0
3,3,Joey Wentz,Detroit Tigers,New York Mets,1,6.0,9,5,5,1,2,3
4,4,Will Vest,Detroit Tigers,New York Mets,1,1.2,1,0,0,0,2,0
5,5,Tyler Alexander,Detroit Tigers,New York Mets,1,0.1,0,0,0,0,0,0
6,6,Alex Lange,Detroit Tigers,New York Mets,1,1.0,0,0,0,1,1,0
7,0,Brandon Pfaadt,Arizona Diamondbacks,Texas Rangers,0,4.2,9,7,7,1,3,4
8,1,José Ruiz,Arizona Diamondbacks,Texas Rangers,0,1.0,1,0,0,1,2,0
9,2,Joe Mantiply,Arizona Diamondbacks,Texas Rangers,0,1.1,0,0,0,0,1,0
10,3,Miguel Castro,Arizona Diamondbacks,Texas Rangers,0,1.0,1,0,0,1,1,0
11,4,Andrew Chafin,Arizona Diamondbacks,Texas Rangers,0,1.0,1,0,0,0,3,0
12,5,Andrew Heaney,Texas Rangers,Arizona Diamondbacks,1,4.2,4,6,6,4,5,3
13,6,Josh Sborz,Texas Rangers,Arizona Diamondbacks,1,1.1,2,3,3,1,1,0
14,7,José Leclerc,Texas Rangers,Arizona Diamondbacks,1,0.1,1,2,2,2,0,0
15,8,Ian Kennedy,Texas Rangers,Arizona Diamondbacks,1,1.2,2,1,1,0,2,1
16,9,Yerry Rodríguez,Texas Rangers,Arizona Diamondbacks,1,1.0,1,0,0,0,0,0
17,0,Logan Webb,San Francisco Giants,Houston Astros,0,7.2,5,2,2,2,5,1
18,1,Scott Alexander,San Francisco Giants,Houston Astros,0,0.1,0,0,0,0,1,0
19,2,Camilo Doval,San Francisco Giants,Houston Astros,0,1.0,0,0,0,1,1,0
20,3,Framber Valdez,Houston Astros,San Francisco Giants,1,6.0,5,2,2,2,8,0
21,4,Phil Maton,Houston Astros,San Francisco Giants,1,1.0,1,1,1,0,1,0
22,5,Seth Martinez,Houston Astros,San Francisco Giants,1,1.0,0,0,0,0,1,0
