,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Brady Singer,Kansas City Royals,New York Yankees,0,6.0,5,2,2,1,9,0
1,Carlos Hernández,Kansas City Royals,New York Yankees,0,1.0,1,1,1,0,1,1
2,Austin Cox,Kansas City Royals,New York Yankees,0,0.2,0,1,1,1,1,0
3,Dylan Coleman,Kansas City Royals,New York Yankees,0,0.1,2,1,1,0,0,1
4,Gerrit Cole,New York Yankees,Kansas City Royals,1,6.1,5,2,2,1,10,1
5,Wandy Peralta,New York Yankees,Kansas City Royals,1,0.2,0,0,0,0,0,0
6,Tommy Kahnle,New York Yankees,Kansas City Royals,1,1.0,1,0,0,0,2,0
7,Clay Holmes,New York Yankees,Kansas City Royals,1,1.0,1,0,0,1,2,0
0,Chase Anderson,Colorado Rockies,Miami Marlins,0,6.0,7,3,3,1,6,0
1,Jake Bird,Colorado Rockies,Miami Marlins,0,1.0,2,0,0,0,0,0
2,Daniel Bard,Colorado Rockies,Miami Marlins,0,1.0,0,0,0,0,2,0
3,Justin Lawrence,Colorado Rockies,Miami Marlins,0,1.0,0,0,0,1,0,0
4,Johnny Cueto,Miami Marlins,Colorado Rockies,1,6.0,2,1,1,1,8,0
5,JT Chargois,Miami Marlins,Colorado Rockies,1,1.0,2,2,2,0,1,1
6,A.J. Puk,Miami Marlins,Colorado Rockies,1,1.0,0,0,0,0,2,0
7,Tanner Scott,Miami Marlins,Colorado Rockies,1,1.0,2,1,1,0,2,0
0,Miles Mikolas,St. Louis Cardinals,Chicago Cubs,0,5.0,11,5,5,1,3,0
1,Zack Thompson,St. Louis Cardinals,Chicago Cubs,0,0.1,2,3,3,2,1,0
2,Drew VerHagen,St. Louis Cardinals,Chicago Cubs,0,0.2,1,0,0,0,2,0
3,Dakota Hudson,St. Louis Cardinals,Chicago Cubs,0,2.0,1,0,0,2,2,0
4,Michael Fulmer,Chicago Cubs,St. Louis Cardinals,1,2.0,3,1,1,1,2,1
5,Drew Smyly,Chicago Cubs,St. Louis Cardinals,1,3.2,6,5,4,1,5,1
6,Daniel Palencia,Chicago Cubs,St. Louis Cardinals,1,0.1,0,0,0,2,0,0
7,Julian Merryweather,Chicago Cubs,St. Louis Cardinals,1,1.0,0,0,0,0,2,0
8,Mark Leiter Jr.,Chicago Cubs,St. Louis Cardinals,1,1.0,0,0,0,1,0,0
