,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Jack Flaherty,St. Louis Cardinals,Washington Nationals,0,6.1,10,6,6,1,5,0
1,Génesis Cabrera,St. Louis Cardinals,Washington Nationals,0,0.2,0,0,0,0,0,0
2,Giovanny Gallegos,St. Louis Cardinals,Washington Nationals,0,1.0,0,0,0,0,0,0
3,Jordan Hicks,St. Louis Cardinals,Washington Nationals,0,1.0,1,0,0,0,1,0
4,Josiah Gray,Washington Nationals,St. Louis Cardinals,1,5.0,9,6,6,1,6,2
5,Jordan Weems,Washington Nationals,St. Louis Cardinals,1,1.0,0,0,0,0,2,0
6,Carl Edwards Jr.,Washington Nationals,St. Louis Cardinals,1,1.0,2,2,2,2,1,0
7,Chad Kuhl,Washington Nationals,St. Louis Cardinals,1,1.0,0,0,0,1,0,0
8,Kyle Finnegan,Washington Nationals,St. Louis Cardinals,1,1.0,0,0,0,0,0,0
0,Jordan Lyles,Kansas City Royals,Detroit Tigers,0,6.0,6,3,3,1,3,0
1,Taylor Clarke,Kansas City Royals,Detroit Tigers,0,1.0,2,3,3,1,1,1
2,Jose Cuas,Kansas City Royals,Detroit Tigers,0,1.0,0,0,0,1,0,0
3,Reese Olson,Detroit Tigers,Kansas City Royals,1,6.0,6,4,3,1,8,2
4,Tyler Alexander,Detroit Tigers,Kansas City Royals,1,2.0,1,0,0,1,4,0
5,Alex Lange,Detroit Tigers,Kansas City Royals,1,1.0,0,0,0,0,0,0
0,José Berríos,Toronto Blue Jays,Miami Marlins,0,4.0,8,5,5,1,4,1
1,Trent Thornton,Toronto Blue Jays,Miami Marlins,0,2.0,2,0,0,0,2,0
2,Nate Pearson,Toronto Blue Jays,Miami Marlins,0,0.1,4,5,5,1,1,0
3,Mitch White,Toronto Blue Jays,Miami Marlins,0,0.2,2,0,0,0,1,0
4,Ernie Clement,Toronto Blue Jays,Miami Marlins,0,1.0,3,1,1,0,0,0
5,Bryan Hoeing,Miami Marlins,Toronto Blue Jays,1,4.0,3,0,0,0,5,0
6,Huascar Brazoban,Miami Marlins,Toronto Blue Jays,1,2.0,1,0,0,0,3,0
7,JT Chargois,Miami Marlins,Toronto Blue Jays,1,1.0,1,0,0,0,0,0
8,Archie Bradley,Miami Marlins,Toronto Blue Jays,1,2.0,2,0,0,0,2,0
0,Drew Smyly,Chicago Cubs,Pittsburgh Pirates,0,5.0,3,0,0,5,4,0
1,Michael Fulmer,Chicago Cubs,Pittsburgh Pirates,0,1.0,0,0,0,1,0,0
2,Julian Merryweather,Chicago Cubs,Pittsburgh Pirates,0,1.0,2,0,0,0,1,0
3,Michael Rucker,Chicago Cubs,Pittsburgh Pirates,0,2.0,0,0,0,0,2,0
4,Osvaldo Bido,Pittsburgh Pirates,Chicago Cubs,1,6.0,5,3,3,2,7,0
5,Ryan Borucki,Pittsburgh Pirates,Chicago Cubs,1,0.1,2,2,2,0,0,0
6,Yohan Ramirez,Pittsburgh Pirates,Chicago Cubs,1,1.1,2,3,0,2,1,0
7,Yerry De Los Santos,Pittsburgh Pirates,Chicago Cubs,1,1.1,1,0,0,1,2,0
0,Austin Gomber,Colorado Rockies,Cincinnati Reds,0,5.1,5,5,4,0,6,3
1,Jake Bird,Colorado Rockies,Cincinnati Reds,0,0.2,1,0,0,1,1,0
2,Daniel Bard,Colorado Rockies,Cincinnati Reds,0,1.0,1,0,0,0,1,0
3,Brad Hand,Colorado Rockies,Cincinnati Reds,0,0.1,1,0,0,1,0,0
4,Justin Lawrence,Colorado Rockies,Cincinnati Reds,0,0.2,0,0,0,1,1,0
5,Brandon Williamson,Cincinnati Reds,Colorado Rockies,1,5.0,6,3,3,0,5,1
6,Buck Farmer,Cincinnati Reds,Colorado Rockies,1,0.2,2,1,1,1,2,0
7,Alex Young,Cincinnati Reds,Colorado Rockies,1,0.1,0,0,0,1,0,0
8,Fernando Cruz,Cincinnati Reds,Colorado Rockies,1,1.0,0,0,0,0,1,0
9,Lucas Sims,Cincinnati Reds,Colorado Rockies,1,1.0,0,0,0,0,2,0
10,Alexis Díaz,Cincinnati Reds,Colorado Rockies,1,1.0,2,0,0,0,2,0
0,James Paxton,Boston Red Sox,Minnesota Twins,0,6.1,3,3,3,1,7,1
1,Josh Winckowski,Boston Red Sox,Minnesota Twins,0,0.2,2,0,0,0,1,0
2,Justin Garza,Boston Red Sox,Minnesota Twins,0,2.0,2,0,0,2,3,0
3,Pablo López,Minnesota Twins,Boston Red Sox,1,5.2,6,5,4,3,9,0
4,Jovani Moran,Minnesota Twins,Boston Red Sox,1,0.1,1,1,1,1,0,0
5,José De León,Minnesota Twins,Boston Red Sox,1,1.1,3,3,3,1,0,1
6,Emilio Pagán,Minnesota Twins,Boston Red Sox,1,0.2,0,0,0,2,0,0
7,Griffin Jax,Minnesota Twins,Boston Red Sox,1,1.0,0,0,0,0,0,0
0,Andrew Heaney,Texas Rangers,Chicago White Sox,0,5.2,5,2,2,0,6,2
1,Brock Burke,Texas Rangers,Chicago White Sox,0,1.1,2,0,0,0,0,0
2,Josh Sborz,Texas Rangers,Chicago White Sox,0,1.0,1,0,0,0,2,0
3,Will Smith,Texas Rangers,Chicago White Sox,0,1.0,1,0,0,1,1,0
4,Tanner Banks,Chicago White Sox,Texas Rangers,1,3.2,5,3,3,0,3,1
5,Nicholas Padilla,Chicago White Sox,Texas Rangers,1,1.2,3,0,0,1,3,0
6,Jesse Scholtens,Chicago White Sox,Texas Rangers,1,0.2,0,0,0,0,0,0
7,Aaron Bummer,Chicago White Sox,Texas Rangers,1,1.0,2,2,2,2,1,0
8,Joe Kelly,Chicago White Sox,Texas Rangers,1,1.0,1,0,0,0,2,0
9,Kendall Graveman,Chicago White Sox,Texas Rangers,1,1.0,1,0,0,0,1,0
0,Max Scherzer,New York Mets,Houston Astros,0,8.0,4,1,1,1,8,1
1,Grant Hartwig,New York Mets,Houston Astros,0,1.0,1,0,0,1,0,0
2,Hunter Brown,Houston Astros,New York Mets,1,5.2,7,6,6,2,7,2
3,Ryne Stanek,Houston Astros,New York Mets,1,0.1,0,0,0,0,0,0
4,Shawn Dubin,Houston Astros,New York Mets,1,3.0,7,5,5,1,4,0
0,Merrill Kelly,Arizona Diamondbacks,Milwaukee Brewers,0,7.0,3,1,1,1,7,0
1,Miguel Castro,Arizona Diamondbacks,Milwaukee Brewers,0,1.0,0,0,0,1,0,0
2,Joe Mantiply,Arizona Diamondbacks,Milwaukee Brewers,0,1.0,0,0,0,0,1,0
3,Corbin Burnes,Milwaukee Brewers,Arizona Diamondbacks,1,5.0,8,7,7,2,3,1
