,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Joey Lucchesi,New York Mets,Washington Nationals,0,2.0,4,1,1,1,0,0
1,1,Stephen Nogosek,New York Mets,Washington Nationals,0,3.0,2,1,1,1,2,0
2,2,Dominic Leone,New York Mets,Washington Nationals,0,2.0,3,1,1,0,0,1
3,3,Dennis Santana,New York Mets,Washington Nationals,0,1.0,1,0,0,0,1,0
4,4,Trevor Williams,Washington Nationals,New York Mets,1,2.1,2,1,1,0,1,0
5,5,Erasmo Ramírez,Washington Nationals,New York Mets,1,2.2,4,0,0,0,4,0
6,6,Andrés Machado,Washington Nationals,New York Mets,1,1.0,1,0,0,0,0,0
7,7,Carl Edwards Jr.,Washington Nationals,New York Mets,1,0.1,2,1,1,0,0,0
8,8,Hunter Harvey,Washington Nationals,New York Mets,1,1.2,0,0,0,0,1,0
9,9,Kyle Finnegan,Washington Nationals,New York Mets,1,1.0,2,0,0,0,1,0
10,0,Shane McClanahan,Tampa Bay Rays,New York Yankees,0,4.0,5,4,4,4,3,2
11,1,Ryan Thompson,Tampa Bay Rays,New York Yankees,0,1.2,3,5,5,2,0,1
12,2,Javy Guerra,Tampa Bay Rays,New York Yankees,0,0.1,1,0,0,1,1,0
13,3,Jalen Beeks,Tampa Bay Rays,New York Yankees,0,2.0,1,0,0,0,3,0
14,4,Nestor Cortes,New York Yankees,Tampa Bay Rays,1,4.1,7,6,6,2,3,1
15,5,Jimmy Cordero,New York Yankees,Tampa Bay Rays,1,1.2,1,0,0,0,2,0
16,6,Ron Marinaccio,New York Yankees,Tampa Bay Rays,1,0.1,1,2,2,0,0,0
17,7,Clay Holmes,New York Yankees,Tampa Bay Rays,1,1.2,3,0,0,0,3,0
18,8,Wandy Peralta,New York Yankees,Tampa Bay Rays,1,1.0,0,0,0,1,1,0
19,0,Bryce Miller,Seattle Mariners,Detroit Tigers,0,7.0,3,0,0,0,3,0
20,1,Justin Topa,Seattle Mariners,Detroit Tigers,0,1.0,0,0,0,0,2,0
21,2,Matt Brash,Seattle Mariners,Detroit Tigers,0,1.0,0,0,0,0,1,0
22,3,Alex Faedo,Detroit Tigers,Seattle Mariners,1,6.0,4,3,3,1,7,2
23,4,Tyler Holton,Detroit Tigers,Seattle Mariners,1,1.2,0,0,0,0,4,0
24,5,Will Vest,Detroit Tigers,Seattle Mariners,1,0.1,1,2,2,2,1,0
25,6,Chasen Shreve,Detroit Tigers,Seattle Mariners,1,1.0,1,0,0,0,1,0
26,0,Derek Law,Cincinnati Reds,Miami Marlins,0,1.1,1,0,0,1,0,0
27,1,Levi Stoudt,Cincinnati Reds,Miami Marlins,0,3.0,2,1,1,3,3,0
28,2,Buck Farmer,Cincinnati Reds,Miami Marlins,0,1.1,1,1,1,1,2,1
29,3,Lucas Sims,Cincinnati Reds,Miami Marlins,0,0.1,0,0,0,0,0,0
30,4,Ian Gibaut,Cincinnati Reds,Miami Marlins,0,1.0,3,2,2,1,0,1
31,5,Casey Legumina,Cincinnati Reds,Miami Marlins,0,0.1,1,0,0,0,0,0
32,6,Alexis Díaz,Cincinnati Reds,Miami Marlins,0,1.2,1,1,1,3,3,0
33,7,Sandy Alcantara,Miami Marlins,Cincinnati Reds,1,7.2,7,6,6,2,9,1
34,8,Matt Barnes,Miami Marlins,Cincinnati Reds,1,0.1,1,0,0,0,0,0
35,9,Andrew Nardi,Miami Marlins,Cincinnati Reds,1,1.0,0,0,0,0,2,0
36,0,Hayden Wesneski,Chicago Cubs,Minnesota Twins,0,5.0,7,7,7,1,5,4
37,1,Michael Rucker,Chicago Cubs,Minnesota Twins,0,1.0,2,0,0,0,2,0
38,2,Brandon Hughes,Chicago Cubs,Minnesota Twins,0,1.0,1,1,1,0,0,1
39,3,Brad Boxberger,Chicago Cubs,Minnesota Twins,0,0.2,3,3,3,2,1,0
40,4,Michael Fulmer,Chicago Cubs,Minnesota Twins,0,0.1,0,0,0,0,1,0
