,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,0,Marco Gonzales,Seattle Mariners,Detroit Tigers,0,6.0,5,2,2,1,2,1
1,1,Trevor Gott,Seattle Mariners,Detroit Tigers,0,1.0,1,0,0,1,1,0
2,2,Justin Topa,Seattle Mariners,Detroit Tigers,0,1.0,1,0,0,0,0,0
3,3,Tayler Saucedo,Seattle Mariners,Detroit Tigers,0,1.0,0,0,0,0,1,0
4,4,Matthew Boyd,Detroit Tigers,Seattle Mariners,1,1.1,5,6,5,4,1,0
5,5,Mason Englert,Detroit Tigers,Seattle Mariners,1,2.2,1,0,0,1,0,0
6,6,Will Vest,Detroit Tigers,Seattle Mariners,1,1.0,0,0,0,0,0,0
7,7,Tyler Holton,Detroit Tigers,Seattle Mariners,1,1.2,2,1,1,0,0,0
8,8,José Cisnero,Detroit Tigers,Seattle Mariners,1,0.1,1,0,0,0,0,0
9,9,Tyler Alexander,Detroit Tigers,Seattle Mariners,1,2.0,2,2,2,0,3,1
10,0,Graham Ashcraft,Cincinnati Reds,Miami Marlins,0,5.2,6,4,3,2,3,2
11,1,Alex Young,Cincinnati Reds,Miami Marlins,0,1.0,1,0,0,0,1,0
12,2,Ian Gibaut,Cincinnati Reds,Miami Marlins,0,1.1,0,0,0,1,2,0
13,3,Alexis Díaz,Cincinnati Reds,Miami Marlins,0,1.0,0,0,0,0,2,0
14,4,Eury Pérez,Miami Marlins,Cincinnati Reds,1,4.2,4,2,2,2,7,2
15,5,Bryan Hoeing,Miami Marlins,Cincinnati Reds,1,1.1,1,0,0,1,2,0
16,6,Tanner Scott,Miami Marlins,Cincinnati Reds,1,0.2,1,2,2,1,1,0
17,7,Huascar Brazoban,Miami Marlins,Cincinnati Reds,1,0.1,1,0,0,0,0,0
18,8,Steven Okert,Miami Marlins,Cincinnati Reds,1,1.0,0,0,0,0,2,0
19,9,Dylan Floro,Miami Marlins,Cincinnati Reds,1,0.2,4,3,3,0,2,1
20,10,Matt Barnes,Miami Marlins,Cincinnati Reds,1,0.1,0,0,0,0,0,0
21,0,Johan Oviedo,Pittsburgh Pirates,Baltimore Orioles,0,5.0,4,1,1,5,3,0
22,1,Dauri Moreta,Pittsburgh Pirates,Baltimore Orioles,0,1.0,0,0,0,0,1,0
23,2,Jose Hernandez,Pittsburgh Pirates,Baltimore Orioles,0,0.1,2,2,2,0,0,0
24,3,Duane Underwood Jr.,Pittsburgh Pirates,Baltimore Orioles,0,1.2,3,3,3,2,1,1
25,4,Kyle Bradish,Baltimore Orioles,Pittsburgh Pirates,1,6.0,3,1,0,1,6,0
26,5,Danny Coulombe,Baltimore Orioles,Pittsburgh Pirates,1,0.2,2,1,1,0,1,1
27,6,Bryan Baker,Baltimore Orioles,Pittsburgh Pirates,1,1.1,0,0,0,0,2,0
28,7,Austin Voth,Baltimore Orioles,Pittsburgh Pirates,1,0.0,2,1,1,1,0,0
29,8,Félix Bautista,Baltimore Orioles,Pittsburgh Pirates,1,1.0,0,0,0,0,3,0
30,0,Trevor Kelley,Tampa Bay Rays,New York Yankees,0,2.0,1,1,1,0,2,1
31,1,Josh Fleming,Tampa Bay Rays,New York Yankees,0,4.0,3,1,1,1,2,1
32,2,Kevin Kelly,Tampa Bay Rays,New York Yankees,0,1.1,4,3,3,1,0,0
33,3,Jason Adam,Tampa Bay Rays,New York Yankees,0,0.2,1,1,1,0,0,1
34,4,Gerrit Cole,New York Yankees,Tampa Bay Rays,1,5.0,5,2,2,2,4,2
35,5,Ian Hamilton,New York Yankees,Tampa Bay Rays,1,1.0,2,0,0,0,3,0
36,6,Michael King,New York Yankees,Tampa Bay Rays,1,1.1,4,3,3,1,0,1
37,7,Clay Holmes,New York Yankees,Tampa Bay Rays,1,0.2,1,0,0,0,1,0
38,8,Wandy Peralta,New York Yankees,Tampa Bay Rays,1,1.0,1,0,0,0,2,0
39,0,Tylor Megill,New York Mets,Washington Nationals,0,5.0,4,2,1,4,4,0
40,1,Jeff Brigham,New York Mets,Washington Nationals,0,1.0,0,0,0,0,0,0
41,2,Adam Ottavino,New York Mets,Washington Nationals,0,1.0,0,0,0,0,1,0
42,3,David Robertson,New York Mets,Washington Nationals,0,1.2,0,0,0,2,4,0
43,4,Drew Smith,New York Mets,Washington Nationals,0,0.1,0,0,0,0,1,0
44,5,MacKenzie Gore,Washington Nationals,New York Mets,1,4.0,5,0,0,2,3,0
45,6,Andrés Machado,Washington Nationals,New York Mets,1,1.2,3,2,2,0,1,0
46,7,Carl Edwards Jr.,Washington Nationals,New York Mets,1,0.1,1,1,1,1,0,0
47,8,Erasmo Ramírez,Washington Nationals,New York Mets,1,2.0,0,0,0,0,0,0
48,9,Hunter Harvey,Washington Nationals,New York Mets,1,1.0,1,0,0,0,1,0
49,0,Spencer Strider,Atlanta Braves,Toronto Blue Jays,0,6.2,5,2,1,1,12,0
50,1,Danny Young,Atlanta Braves,Toronto Blue Jays,0,0.1,0,0,0,2,0,0
51,2,Kirby Yates,Atlanta Braves,Toronto Blue Jays,0,1.0,1,1,1,0,2,1
52,3,Chris Bassitt,Toronto Blue Jays,Atlanta Braves,1,9.0,2,0,0,2,8,0
53,0,Adam Wainwright,St. Louis Cardinals,Boston Red Sox,0,5.0,7,4,4,2,2,2
54,1,Andre Pallante,St. Louis Cardinals,Boston Red Sox,0,1.2,1,0,0,0,1,0
55,2,Génesis Cabrera,St. Louis Cardinals,Boston Red Sox,0,0.1,1,2,2,2,1,0
56,3,Ryan Helsley,St. Louis Cardinals,Boston Red Sox,0,2.0,0,0,0,0,4,0
57,4,James Paxton,Boston Red Sox,St. Louis Cardinals,1,5.0,4,2,2,1,9,1
58,5,Josh Winckowski,Boston Red Sox,St. Louis Cardinals,1,0.2,4,3,3,0,0,1
59,6,Richard Bleier,Boston Red Sox,St. Louis Cardinals,1,1.1,2,0,0,0,0,0
60,7,Brennan Bernardino,Boston Red Sox,St. Louis Cardinals,1,1.0,0,0,0,0,0,0
61,8,Kenley Jansen,Boston Red Sox,St. Louis Cardinals,1,0.0,3,3,3,1,0,1
62,9,Ryan Brasier,Boston Red Sox,St. Louis Cardinals,1,1.0,1,0,0,0,1,0
63,0,Tyler Anderson,Los Angeles Angels,Cleveland Guardians,0,6.0,6,3,3,3,1,0
64,1,Matt Moore,Los Angeles Angels,Cleveland Guardians,0,2.0,3,1,1,1,1,1
65,2,Carlos Estévez,Los Angeles Angels,Cleveland Guardians,0,1.0,2,0,0,1,1,0
66,3,Logan Allen,Cleveland Guardians,Los Angeles Angels,1,4.1,8,3,3,2,5,0
67,4,Nick Sandlin,Cleveland Guardians,Los Angeles Angels,1,1.2,0,0,0,0,0,0
68,5,James Karinchak,Cleveland Guardians,Los Angeles Angels,1,1.0,0,0,0,2,2,0
69,6,Trevor Stephan,Cleveland Guardians,Los Angeles Angels,1,1.0,2,0,0,0,1,0
70,7,Emmanuel Clase,Cleveland Guardians,Los Angeles Angels,1,1.0,2,2,1,0,1,0
71,0,J.P. France,Houston Astros,Chicago White Sox,0,6.2,3,1,1,1,3,1
72,1,Hector Neris,Houston Astros,Chicago White Sox,0,0.1,0,0,0,0,1,0
73,2,Bryan Abreu,Houston Astros,Chicago White Sox,0,1.0,0,0,0,0,1,0
74,3,Ryan Pressly,Houston Astros,Chicago White Sox,0,1.0,0,0,0,0,2,0
75,4,Michael Kopech,Chicago White Sox,Houston Astros,1,4.2,1,2,2,6,5,0
76,5,Gregory Santos,Chicago White Sox,Houston Astros,1,1.1,3,2,2,0,1,0
77,6,Aaron Bummer,Chicago White Sox,Houston Astros,1,1.0,1,0,0,0,0,0
78,7,Keynan Middleton,Chicago White Sox,Houston Astros,1,1.0,1,0,0,1,0,0
79,8,Jimmy Lambert,Chicago White Sox,Houston Astros,1,1.0,2,1,1,1,0,1
80,0,Josh Taylor,Kansas City Royals,Milwaukee Brewers,0,1.0,1,1,0,1,2,0
81,1,Max Castillo,Kansas City Royals,Milwaukee Brewers,0,4.1,6,2,2,3,4,1
82,2,Jose Cuas,Kansas City Royals,Milwaukee Brewers,0,0.2,0,0,0,0,1,0
83,3,Josh Staumont,Kansas City Royals,Milwaukee Brewers,0,1.0,3,2,2,1,0,0
84,4,Amir Garrett,Kansas City Royals,Milwaukee Brewers,0,1.0,1,0,0,2,2,0
85,5,Corbin Burnes,Milwaukee Brewers,Kansas City Royals,1,6.0,2,0,0,4,7,0
86,6,Joel Payamps,Milwaukee Brewers,Kansas City Royals,1,1.0,1,1,1,0,1,1
87,7,Peter Strzelecki,Milwaukee Brewers,Kansas City Royals,1,1.0,0,0,0,0,0,0
88,8,Elvis Peguero,Milwaukee Brewers,Kansas City Royals,1,1.0,0,0,0,0,2,0
89,0,Drew Smyly,Chicago Cubs,Minnesota Twins,0,6.0,5,2,2,1,4,0
90,1,Adbert Alzolay,Chicago Cubs,Minnesota Twins,0,2.0,0,0,0,1,1,0
91,2,Mark Leiter Jr.,Chicago Cubs,Minnesota Twins,0,1.0,0,0,0,0,0,0
92,3,Sonny Gray,Minnesota Twins,Chicago Cubs,1,5.1,4,1,1,1,9,0
93,4,Jovani Moran,Minnesota Twins,Chicago Cubs,1,0.2,0,0,0,0,0,0
94,5,Griffin Jax,Minnesota Twins,Chicago Cubs,1,1.0,4,2,2,0,2,0
95,6,Jorge Alcala,Minnesota Twins,Chicago Cubs,1,1.1,2,2,2,2,1,1
96,7,Dereck Rodríguez,Minnesota Twins,Chicago Cubs,1,0.2,1,1,1,1,0,0
97,0,Taijuan Walker,Philadelphia Phillies,Colorado Rockies,0,6.0,7,3,3,0,3,0
98,1,Matt Strahm,Philadelphia Phillies,Colorado Rockies,0,1.0,1,0,0,0,1,0
99,2,Seranthony Domínguez,Philadelphia Phillies,Colorado Rockies,0,1.0,1,0,0,0,1,0
100,3,Craig Kimbrel,Philadelphia Phillies,Colorado Rockies,0,1.0,1,0,0,0,3,0
101,4,Austin Gomber,Colorado Rockies,Philadelphia Phillies,1,6.2,5,3,3,0,6,2
102,5,Justin Lawrence,Colorado Rockies,Philadelphia Phillies,1,1.1,2,3,2,1,2,0
103,6,Brad Hand,Colorado Rockies,Philadelphia Phillies,1,1.0,0,0,0,0,3,0
104,0,John Brebbia,San Francisco Giants,Arizona Diamondbacks,0,1.0,1,0,0,1,2,0
105,1,Ross Stripling,San Francisco Giants,Arizona Diamondbacks,0,3.1,5,4,4,2,2,2
106,2,Jakob Junis,San Francisco Giants,Arizona Diamondbacks,0,1.2,2,2,1,1,2,0
107,3,Alex Wood,San Francisco Giants,Arizona Diamondbacks,0,1.0,3,1,1,1,1,0
108,4,Scott Alexander,San Francisco Giants,Arizona Diamondbacks,0,1.0,1,0,0,0,0,0
109,5,Ryne Nelson,Arizona Diamondbacks,San Francisco Giants,1,4.2,7,4,4,1,4,2
110,6,Anthony Misiewicz,Arizona Diamondbacks,San Francisco Giants,1,1.1,0,0,0,1,1,0
111,7,Kyle Nelson,Arizona Diamondbacks,San Francisco Giants,1,0.2,1,0,0,0,0,0
112,8,Scott McGough,Arizona Diamondbacks,San Francisco Giants,1,0.2,0,1,1,0,0,0
113,9,Andrew Chafin,Arizona Diamondbacks,San Francisco Giants,1,1.0,2,0,0,0,1,0
114,10,Miguel Castro,Arizona Diamondbacks,San Francisco Giants,1,0.2,1,0,0,0,1,0
115,0,Martín Pérez,Texas Rangers,Oakland Athletics,0,5.0,8,4,4,2,3,3
116,1,Josh Sborz,Texas Rangers,Oakland Athletics,0,1.0,1,0,0,1,2,0
117,2,Cole Ragans,Texas Rangers,Oakland Athletics,0,1.1,1,1,1,1,1,0
118,3,Jonathan Hernández,Texas Rangers,Oakland Athletics,0,1.0,1,0,0,2,0,0
119,4,Brock Burke,Texas Rangers,Oakland Athletics,0,0.2,3,4,3,1,1,1
120,5,Ken Waldichuk,Oakland Athletics,Texas Rangers,1,5.0,7,4,3,5,5,0
121,6,Spencer Patton,Oakland Athletics,Texas Rangers,1,0.2,1,1,1,0,0,1
122,7,Richard Lovelady,Oakland Athletics,Texas Rangers,1,0.1,0,0,0,0,1,0
123,8,Austin Pruitt,Oakland Athletics,Texas Rangers,1,1.1,2,0,0,0,1,0
124,9,Sam Moll,Oakland Athletics,Texas Rangers,1,0.2,0,0,0,1,1,0
125,10,Zach Jackson,Oakland Athletics,Texas Rangers,1,1.1,2,2,1,1,2,0
126,11,Shintaro Fujinami,Oakland Athletics,Texas Rangers,1,0.2,0,0,0,1,1,0
127,0,Blake Snell,San Diego Padres,Los Angeles Dodgers,0,6.0,4,2,2,4,4,0
