,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR
0,Alex Wood,San Francisco Giants,Pittsburgh Pirates,0,3.2,5,1,1,3,1,0
1,Tristan Beck,San Francisco Giants,Pittsburgh Pirates,0,3.1,1,1,1,0,3,0
2,Tyler Rogers,San Francisco Giants,Pittsburgh Pirates,0,0.1,1,1,1,2,0,0
3,Taylor Rogers,San Francisco Giants,Pittsburgh Pirates,0,0.2,0,0,0,0,2,0
4,Ryan Walker,San Francisco Giants,Pittsburgh Pirates,0,1.0,0,0,0,0,1,0
5,Scott Alexander,San Francisco Giants,Pittsburgh Pirates,0,1.0,1,1,0,1,0,0
6,Osvaldo Bido,Pittsburgh Pirates,San Francisco Giants,1,2.2,4,3,3,2,3,0
7,Ryan Borucki,Pittsburgh Pirates,San Francisco Giants,1,1.1,1,0,0,0,2,0
8,Cody Bolton,Pittsburgh Pirates,San Francisco Giants,1,1.0,1,0,0,0,2,0
9,Angel Perdomo,Pittsburgh Pirates,San Francisco Giants,1,2.0,0,0,0,0,2,0
10,Colin Holderman,Pittsburgh Pirates,San Francisco Giants,1,1.0,0,0,0,1,1,0
11,David Bednar,Pittsburgh Pirates,San Francisco Giants,1,1.0,0,0,0,0,1,0
12,Yerry De Los Santos,Pittsburgh Pirates,San Francisco Giants,1,1.0,3,5,4,2,1,0
0,Dylan Cease,Chicago White Sox,Atlanta Braves,0,5.0,3,1,1,3,6,0
1,Reynaldo López,Chicago White Sox,Atlanta Braves,0,1.0,1,0,0,0,2,0
2,Aaron Bummer,Chicago White Sox,Atlanta Braves,0,2.0,0,0,0,0,3,0
3,Jesse Scholtens,Chicago White Sox,Atlanta Braves,0,1.0,1,0,0,0,1,0
4,Kolby Allard,Atlanta Braves,Chicago White Sox,1,1.2,7,4,4,1,1,1
5,Collin McHugh,Atlanta Braves,Chicago White Sox,1,1.2,4,2,2,1,2,0
6,Ben Heller,Atlanta Braves,Chicago White Sox,1,0.2,0,0,0,0,1,0
7,Michael Soroka,Atlanta Braves,Chicago White Sox,1,3.0,3,2,2,0,3,1
8,Kirby Yates,Atlanta Braves,Chicago White Sox,1,1.0,0,0,0,0,1,0
9,Raisel Iglesias,Atlanta Braves,Chicago White Sox,1,1.0,0,0,0,0,0,0
0,Steven Okert,Miami Marlins,Baltimore Orioles,0,0.1,4,3,3,0,0,1
1,George Soriano,Miami Marlins,Baltimore Orioles,0,3.0,0,2,0,1,3,0
2,Huascar Brazoban,Miami Marlins,Baltimore Orioles,0,0.2,0,0,0,0,0,0
3,Johnny Cueto,Miami Marlins,Baltimore Orioles,0,3.0,1,0,0,1,1,0
4,Tanner Scott,Miami Marlins,Baltimore Orioles,0,1.0,0,0,0,1,1,0
5,Kyle Bradish,Baltimore Orioles,Miami Marlins,1,7.1,3,0,0,1,8,0
6,Bryan Baker,Baltimore Orioles,Miami Marlins,1,0.2,0,0,0,0,0,0
7,Eduard Bazardo,Baltimore Orioles,Miami Marlins,1,0.1,3,3,3,0,0,0
8,Danny Coulombe,Baltimore Orioles,Miami Marlins,1,0.2,2,1,1,0,0,0
0,Seth Lugo,San Diego Padres,Philadelphia Phillies,0,5.1,7,5,5,0,5,2
1,Tom Cosgrove,San Diego Padres,Philadelphia Phillies,0,1.2,1,0,0,2,4,0
2,Nick Martinez,San Diego Padres,Philadelphia Phillies,0,2.0,0,0,0,0,1,0
3,Josh Hader,San Diego Padres,Philadelphia Phillies,0,1.0,1,1,0,0,1,0
4,Tim Hill,San Diego Padres,Philadelphia Phillies,0,1.2,1,1,0,0,0,0
5,Zack Wheeler,Philadelphia Phillies,San Diego Padres,1,7.0,5,3,3,0,7,2
6,Gregory Soto,Philadelphia Phillies,San Diego Padres,1,0.2,2,2,2,2,0,0
7,Yunior Marte,Philadelphia Phillies,San Diego Padres,1,0.1,0,0,0,0,0,0
8,Craig Kimbrel,Philadelphia Phillies,San Diego Padres,1,1.0,0,0,0,0,1,0
